# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	15
6	7
26	27
34	35
70	71
72	73
90	91
106	107
110	111
138	139
152	153
158	159
184	185
186	187
190	191
198	199
