# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	40
2	3
12	13
14	15
16	17
18	19
20	21
24	25
32	33
40	41
44	45
52	53
56	57
58	59
62	63
68	69
74	75
78	79
82	83
88	89
92	93
94	95
96	97
98	99
108	109
112	113
120	121
122	123
124	125
126	127
128	129
132	133
134	135
144	145
146	147
148	149
160	161
166	167
168	169
170	171
192	193
