# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	34
2	3
16	17
26	27
28	29
40	41
50	51
60	61
78	79
84	85
92	93
94	95
98	99
100	101
102	103
112	113
114	115
120	121
122	123
124	125
126	127
132	133
144	145
148	149
152	153
154	155
166	167
170	171
172	173
178	179
180	181
182	183
186	187
192	193
198	199
