# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	33
0	1
2	3
6	7
12	13
22	23
28	29
36	37
44	45
46	47
48	49
52	53
54	55
56	57
62	63
70	71
74	75
82	83
84	85
86	87
88	89
104	105
124	125
126	127
132	133
138	139
142	143
160	161
172	173
174	175
176	177
188	189
190	191
198	199
