# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	28
8	9
12	13
20	21
24	25
38	39
46	47
60	61
68	69
74	75
82	83
86	87
92	93
94	95
98	99
102	103
112	113
120	121
122	123
134	135
138	139
144	145
152	153
154	155
160	161
172	173
174	175
192	193
194	195
