# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	32
4	5
6	7
8	9
30	31
42	43
68	69
70	71
72	73
74	75
82	83
94	95
96	97
98	99
102	103
110	111
120	121
122	123
124	125
138	139
140	141
142	143
144	145
148	149
152	153
162	163
166	167
168	169
170	171
180	181
184	185
188	189
194	195
