# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	16
0	1
10	11
18	19
22	23
32	33
50	51
62	63
82	83
98	99
120	121
132	133
136	137
158	159
166	167
172	173
176	177
