position_0based	origin	selection_coefficient	genotype_class	threshold_years	n_replicates	mean_statistic	auc_vs_neutral
8040000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09708017898913988	0.5236382142857143
8050000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09739500726721133	0.5110730357142858
8060000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09793389947459158	0.5089703571428573
8070000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09498452386889344	0.497387142857143
8080000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10301915979037264	0.5277148214285715
8090000.0	introgressed	0.002	hom_carrier	30000.0	35	0.0977619942198795	0.5096616071428574
8100000.0	introgressed	0.002	hom_carrier	30000.0	35	0.096751947001478	0.5043366071428573
8110000.0	introgressed	0.002	hom_carrier	30000.0	35	0.0920156787813408	0.46637428571428574
8120000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09883876349382405	0.4967108928571429
8130000.0	introgressed	0.002	hom_carrier	30000.0	35	0.0946534192249499	0.4822003571428573
8140000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09500134225666933	0.48768160714285724
8150000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1070947667596932	0.5371253571428571
8160000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11312697868662754	0.5813691071428571
8170000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11597471497240122	0.5831539285714284
8180000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11510052762057972	0.5809607142857143
8190000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11718804293691854	0.5831278571428571
8200000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10685012245751487	0.5283914285714286
8210000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11697115959361482	0.5526357142857142
8220000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1040546489452275	0.5249308928571429
8230000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10095398707073877	0.5078841071428571
8240000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10180887597362583	0.5169757142857142
8250000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10481206000332008	0.5239567857142857
8260000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10162974446226393	0.5160317857142858
8270000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10203191391742422	0.5178125000000001
8280000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09837918566925204	0.5125891071428572
8290000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10259399119458909	0.5308076785714287
8300000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10498483096346946	0.5589682142857145
8310000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10315103210871242	0.5346825000000001
8320000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1012808551386025	0.5054376785714284
8330000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10150600175892399	0.5268544642857143
8340000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09937413128835373	0.5162807142857143
8350000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09208698770456372	0.496812857142857
8360000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09447804871523621	0.5052564285714285
8370000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09533500824767376	0.5140564285714285
8380000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09738058561335583	0.5208451785714285
8390000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10236248351238603	0.5169967857142855
8400000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10066381301279072	0.5036771428571429
8410000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10958111149097938	0.5419750000000002
8420000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10562079163401546	0.5432494642857144
8430000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10455067149816302	0.553835892857143
8440000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10190496154902956	0.52554875
8450000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1061838794296933	0.5486357142857142
8460000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10042016419889062	0.52466625
8470000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10023993321022844	0.5214282142857144
8480000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09109493367781213	0.4809008928571429
8490000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08772864031393754	0.46477
8500000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09825304412007027	0.4960675000000001
8510000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10299018684914378	0.5173880357142858
8520000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09451273596883618	0.4653698214285714
8530000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09372737066051569	0.44750589285714276
8540000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09592051592217839	0.46159000000000006
8550000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09434058347291148	0.45268785714285714
8560000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10302664070220234	0.4818983928571429
8570000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10025714608845432	0.4718391071428571
8580000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11447789947683781	0.5157064285714288
8590000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12550850846643113	0.5631030357142858
8600000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11535692828441138	0.5256962500000002
8610000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1083043610442081	0.520629642857143
8620000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1044321661253951	0.5081314285714286
8630000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10678790276955161	0.5194298214285714
8640000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10558291384747585	0.5234700000000001
8650000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10424492787200301	0.5223505357142858
8660000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10668524874196324	0.5278919642857142
8670000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10347792384748838	0.5265780357142856
8680000.0	introgressed	0.002	hom_carrier	30000.0	35	0.0990855994431115	0.4951524999999999
8690000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09568675066205388	0.4921116071428571
8700000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09547540691714462	0.48548339285714276
8710000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09578683561769044	0.4874464285714285
8720000.0	introgressed	0.002	hom_carrier	30000.0	35	0.0940755572088593	0.48659874999999997
8730000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09415380253924528	0.48130678571428565
8740000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10407626613957999	0.5458023214285715
8750000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1033441767144463	0.5315808928571429
8760000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10240259056417642	0.5234944642857143
8770000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1045501073363538	0.5089426785714286
8780000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1067234340844864	0.5262555357142856
8790000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1121417586180212	0.5331503571428571
8800000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10905506863790777	0.5361091071428571
8810000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11289984320554972	0.5557439285714286
8820000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10975518575654945	0.5481346428571428
8830000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1042000485672895	0.5244533928571429
8840000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11388476386308	0.5649135714285713
8850000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1091581256836857	0.5606726785714287
8860000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11535734538422501	0.5727291071428572
8870000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10329254566648795	0.5274189285714286
8880000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11300217241485307	0.5661149999999999
8890000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10479276469128158	0.5431980357142857
8900000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11258737940594273	0.5551732142857142
8910000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10755279858290404	0.5531075
8920000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10132406509126075	0.5226614285714285
8930000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08860292043132899	0.4548417857142857
8940000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08784512052650946	0.4528198214285714
8950000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08162417221772737	0.43781482142857137
8960000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09085575270348104	0.49213017857142877
8970000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09317471812410794	0.5026139285714286
8980000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09473800989522647	0.5032725
8990000.0	introgressed	0.002	hom_carrier	30000.0	35	0.104462771215548	0.5407280357142857
9000000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10535272835389958	0.5457962500000001
9010000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10676365851046934	0.5626871428571428
9020000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10739655121063309	0.5660742857142858
9030000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11999923906406458	0.6061407142857143
9040000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11714723576111774	0.6009642857142857
9050000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1330683627703789	0.6518957142857141
9060000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12894615547080027	0.6221771428571429
9070000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12922603604103938	0.6264900000000001
9080000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1276909622343048	0.620809642857143
9090000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1252608907178975	0.5948541071428571
9100000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12343475789210068	0.58364375
9110000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12179513484782843	0.5828810714285715
9120000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11867237297926475	0.5514339285714287
9130000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11382319182420948	0.528161785714286
9140000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11141633716488308	0.5226907142857142
9150000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11582516922030471	0.5433467857142856
9160000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11987546067044377	0.5706400000000001
9170000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12205836143966893	0.5731566071428573
9180000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12226978205849941	0.5818996428571429
9190000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12158471121093296	0.5641873214285715
9200000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11466895986259792	0.5486978571428572
9210000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11887558084712792	0.5909517857142857
9220000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11935196013259837	0.5925300000000001
9230000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12151792775171733	0.6022117857142858
9240000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12687060688490823	0.6331312499999999
9250000.0	introgressed	0.002	hom_carrier	30000.0	35	0.125198237654568	0.6058219642857142
9260000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11877207845726157	0.5794635714285714
9270000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10966574851790371	0.5459707142857143
9280000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10680681996452115	0.5270919642857143
9290000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10162593205309521	0.5064242857142857
9300000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1005270468752701	0.4947328571428571
9310000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10627547077422753	0.5053083928571428
9320000.0	introgressed	0.002	hom_carrier	30000.0	35	0.101578589639019	0.4929791071428571
9330000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10403733569288211	0.5247348214285714
9340000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10478331239867378	0.5377098214285715
9350000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1091505044666548	0.5656646428571427
9360000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10678246919918867	0.549626607142857
9370000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1122859779884479	0.5749539285714285
9380000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1091111213264441	0.5389348214285714
9390000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10371211635576776	0.5115517857142857
9400000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10116534137419797	0.5074687499999999
9410000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10724364044684506	0.5347394642857144
9420000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11126333748229693	0.5419741071428572
9430000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11278085709210521	0.5436144642857142
9440000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10561027731927383	0.5124878571428573
9450000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11375984778078559	0.5498801785714287
9460000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10816683771361849	0.5516457142857142
9470000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10856256853646475	0.5330267857142857
9480000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11753501439622277	0.5739458928571429
9490000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10887532945293704	0.5329478571428572
9500000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10132728818822406	0.5046851785714286
9510000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09205685325232763	0.4621617857142857
9520000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08891957490424762	0.4392123214285714
9530000.0	introgressed	0.002	hom_carrier	30000.0	35	0.0943224005785303	0.47485982142857147
9540000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09186205084372126	0.46782892857142855
9550000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09392064121927626	0.48505678571428573
9560000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09184931685613888	0.4845953571428572
9570000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08377985398585551	0.4362866071428571
9580000.0	introgressed	0.002	hom_carrier	30000.0	35	0.07803830711664907	0.4073676785714286
9590000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08121040296379306	0.4315648214285715
9600000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08909049887646554	0.4760917857142856
9610000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09451572683704577	0.49213625000000005
9620000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08821237742218857	0.46745374999999995
9630000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09699943245521303	0.4853344642857143
9640000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09542255786615828	0.48960875000000004
9650000.0	introgressed	0.002	hom_carrier	30000.0	35	0.1073454074769859	0.5316946428571429
9660000.0	introgressed	0.002	hom_carrier	30000.0	35	0.104404027413659	0.5134623214285714
9670000.0	introgressed	0.002	hom_carrier	30000.0	35	0.0995075955824084	0.4957760714285715
9680000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09880836067731719	0.5026357142857143
9690000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11021660437466985	0.5457201785714286
9700000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10059628771569822	0.5221932142857144
9710000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09399110883142497	0.48687892857142856
9720000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08341214108242695	0.43442196428571433
9730000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08569109120391834	0.44040821428571425
9740000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09044554089124	0.45827232142857144
9750000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09100893906544623	0.4551410714285714
9760000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08873576400840935	0.45660642857142864
9770000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08640635676609427	0.4438414285714286
9780000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08836196876735998	0.4445394642857143
9790000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08683061680731588	0.44426160714285723
9800000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08585013530085531	0.4592760714285714
9810000.0	introgressed	0.002	hom_carrier	30000.0	35	0.08302200740771619	0.43918875
9820000.0	introgressed	0.002	hom_carrier	30000.0	35	0.07404643286790268	0.3959762499999999
9830000.0	introgressed	0.002	hom_carrier	30000.0	35	0.07082215028343374	0.38416749999999994
9840000.0	introgressed	0.002	hom_carrier	30000.0	35	0.07912508041864749	0.4226119642857143
9850000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09673136599825383	0.49713214285714286
9860000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09930429680878776	0.49239874999999994
9870000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09325923180684861	0.4842248214285715
9880000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09349123969705035	0.48204196428571444
9890000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09472783175079856	0.48756625000000015
9900000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09286725928869832	0.475449642857143
9910000.0	introgressed	0.002	hom_carrier	30000.0	35	0.09676204851595543	0.49821357142857153
9920000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10401800794166327	0.5414201785714287
9930000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10652462685397032	0.5394641071428571
9940000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10111933863656564	0.5265419642857143
9950000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10077047741770269	0.5023608928571428
9960000.0	introgressed	0.002	hom_carrier	30000.0	35	0.10699342209027665	0.5191416071428571
9970000.0	introgressed	0.002	hom_carrier	30000.0	35	0.11251349606348914	0.5561800000000001
9980000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12557065011231083	0.5935528571428573
9990000.0	introgressed	0.002	hom_carrier	30000.0	35	0.12489956495650628	0.5867391071428573
0.0	introgressed	0.002	hom_carrier	50000.0	35	0.251416700839032	0.6100398214285713
10000.0	introgressed	0.002	hom_carrier	50000.0	35	0.25215934713736676	0.6182533928571428
20000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2496010648757395	0.608190357142857
30000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2466587629104066	0.5776789285714284
40000.0	introgressed	0.002	hom_carrier	50000.0	35	0.26014047942364044	0.6098705357142856
50000.0	introgressed	0.002	hom_carrier	50000.0	35	0.25549208061980927	0.6120078571428571
60000.0	introgressed	0.002	hom_carrier	50000.0	35	0.25416854262418836	0.6117498214285711
70000.0	introgressed	0.002	hom_carrier	50000.0	35	0.24001797644384715	0.5833730357142856
80000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22273444238977452	0.5376521428571429
90000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22821004398237638	0.55723875
100000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20911051079437618	0.5128016071428572
110000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2238783725691154	0.5691785714285713
120000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2101109319958329	0.5217078571428571
130000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21146985861772583	0.5351342857142859
140000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2112312432190187	0.5289319642857143
150000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20931250371138496	0.5308453571428572
160000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21417014658624567	0.5386853571428573
170000.0	introgressed	0.002	hom_carrier	50000.0	35	0.19595354904980147	0.4980948214285715
180000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20090418377340408	0.5045239285714285
190000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2164141960481436	0.5336294642857142
200000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20748953936088582	0.5164082142857142
210000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21165376058580637	0.5137614285714284
220000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2057361266797527	0.5143082142857143
230000.0	introgressed	0.002	hom_carrier	50000.0	35	0.1979480204165908	0.504985892857143
240000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20726981656975066	0.5170885714285715
250000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22893302582718783	0.5716001785714284
260000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2325380532315915	0.5823374999999998
270000.0	introgressed	0.002	hom_carrier	50000.0	35	0.23785038524037455	0.5785607142857141
280000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2176135842271226	0.5550080357142858
290000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22704616246245776	0.5822558928571429
300000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2303714749521434	0.5878441071428573
310000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22259797736745904	0.5615482142857143
320000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21919915421218883	0.5532839285714286
330000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21762905931250076	0.5433176785714287
340000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2301224043735378	0.5741324999999998
350000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22397602348522702	0.54678375
360000.0	introgressed	0.002	hom_carrier	50000.0	35	0.23266004202435517	0.57788
370000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2414021258397192	0.5822151785714285
380000.0	introgressed	0.002	hom_carrier	50000.0	35	0.214463940068549	0.48803357142857146
390000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2070736490026028	0.46680857142857146
400000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2147013444851614	0.5128296428571429
410000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2160530006707063	0.5329837500000002
420000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20953633558939044	0.5189898214285715
430000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20294418621029195	0.49447982142857144
440000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21622348560070243	0.5363382142857144
450000.0	introgressed	0.002	hom_carrier	50000.0	35	0.217710648321276	0.52053375
460000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22276849304656993	0.5382548214285715
470000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2220368960873918	0.5438291071428569
480000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2421523456224058	0.6027242857142856
490000.0	introgressed	0.002	hom_carrier	50000.0	35	0.23609482446152313	0.591386607142857
500000.0	introgressed	0.002	hom_carrier	50000.0	35	0.23135167848356367	0.5677017857142856
510000.0	introgressed	0.002	hom_carrier	50000.0	35	0.23242863731895147	0.5775719642857141
520000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22432949587623693	0.5672910714285715
530000.0	introgressed	0.002	hom_carrier	50000.0	35	0.22036957168448468	0.5485489285714285
540000.0	introgressed	0.002	hom_carrier	50000.0	35	0.23088600490545785	0.558845357142857
550000.0	introgressed	0.002	hom_carrier	50000.0	35	0.24004174660566194	0.6041133928571427
560000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2342081364631583	0.6027387499999999
570000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2203430670099683	0.5584964285714287
580000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2244471237563842	0.5888707142857144
590000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20270918584952868	0.5212901785714283
600000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20094317681863033	0.5171007142857142
610000.0	introgressed	0.002	hom_carrier	50000.0	35	0.19437421968142327	0.5003621428571428
620000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20071605251997915	0.49066928571428586
630000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20116171150807127	0.5012635714285716
640000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20329503493487802	0.5163376785714285
650000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2142477933234593	0.5507744642857143
660000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2161701730817375	0.5448233928571428
670000.0	introgressed	0.002	hom_carrier	50000.0	35	0.23142031022624243	0.5669575
680000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2297221492999852	0.5639498214285718
690000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2266593871863143	0.5610019642857144
700000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21955838507484518	0.5331164285714286
710000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21495076323713525	0.5069946428571429
720000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20292870156034593	0.5004342857142857
730000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2034656145234796	0.4961176785714286
740000.0	introgressed	0.002	hom_carrier	50000.0	35	0.19726986374800845	0.49699249999999995
750000.0	introgressed	0.002	hom_carrier	50000.0	35	0.1911515225554554	0.49332160714285717
760000.0	introgressed	0.002	hom_carrier	50000.0	35	0.18936647265783377	0.4828608928571429
770000.0	introgressed	0.002	hom_carrier	50000.0	35	0.1929827084272383	0.4985664285714286
780000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20171742787984104	0.5147328571428572
790000.0	introgressed	0.002	hom_carrier	50000.0	35	0.210730314933585	0.5408744642857143
800000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21703902824626625	0.548437142857143
810000.0	introgressed	0.002	hom_carrier	50000.0	35	0.19414416354472133	0.49340696428571423
820000.0	introgressed	0.002	hom_carrier	50000.0	35	0.18401736839061503	0.4691105357142857
830000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20488142268809656	0.53308
840000.0	introgressed	0.002	hom_carrier	50000.0	35	0.1932456854797376	0.4894533928571429
850000.0	introgressed	0.002	hom_carrier	50000.0	35	0.18149359797456954	0.46438696428571435
860000.0	introgressed	0.002	hom_carrier	50000.0	35	0.18314599649132038	0.45827392857142857
870000.0	introgressed	0.002	hom_carrier	50000.0	35	0.1841906017942574	0.46039660714285713
880000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20816649730331244	0.5234673214285716
890000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2184832737520981	0.5630266071428571
900000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20293545717151637	0.5115083928571429
910000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20798899832275344	0.5378967857142858
920000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20831635937929036	0.530205357142857
930000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2152161054444039	0.53917625
940000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20822487904362125	0.5297067857142856
950000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2067910193619013	0.5259703571428571
960000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20314759460708337	0.51454875
970000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20668995940790907	0.5230416071428571
980000.0	introgressed	0.002	hom_carrier	50000.0	35	0.19458481735018693	0.48413571428571434
990000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20324452925191347	0.513976607142857
1000000.0	introgressed	0.002	hom_carrier	50000.0	35	0.2103203374812963	0.5270248214285715
1010000.0	introgressed	0.002	hom_carrier	50000.0	35	0.19833254632317943	0.48080303571428584
1020000.0	introgressed	0.002	hom_carrier	50000.0	35	0.21252965034508906	0.5203782142857142
1030000.0	introgressed	0.002	hom_carrier	50000.0	35	0.20673192644965557	0.5162601785714286
