origin	arm_id	selection_coefficient	replicate_index	sample_af	hom_carrier_diploids	genotype_class	n_pairs	threshold_years	statistic	null_mean	p_value	percentile
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	1000.0	0.0	0.00035574324324324325	1.0	0.49341875
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	4500.0	0.0	0.0024212837837837837	1.0	0.45780625
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	10000.0	0.0	0.007269256756756758	1.0	0.38259375
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	20000.0	0.16216216216216217	0.045930067567567574	0.008337395782552718	0.99496875
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	30000.0	0.4594594594594595	0.1003739864864865	2.49996875039062e-05	0.99999375
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	40000.0	0.5945945945945946	0.1561175675675676	8.74989062636717e-05	0.9999374999999999
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	50000.0	1.0	0.2032668918918919	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p003	0.003	61	0.6	37	hom_carrier	37	100000.0	1.0	0.34431452702702703	0.001112486093923826	0.9994500000000001
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	20000.0	0.04	0.045883375000000004	0.6607917401032487	0.42896249999999997
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	30000.0	0.15	0.10039962499999999	0.11817352283096462	0.8995062500000001
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	40000.0	0.19	0.15611	0.2602717466031675	0.7636437500000001
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	50000.0	0.21	0.203113625	0.42386970162872967	0.6023499999999999
introgressed	eas_introgressed_s0p003	0.003	62	0.325	9	unconditional	100	100000.0	0.26	0.34436500000000003	0.7408157398032524	0.27808750000000004
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	20000.0	0.07	0.045883375000000004	0.1878476519043512	0.8548250000000001
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	30000.0	0.13	0.10039962499999999	0.22988462644216948	0.802075
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	40000.0	0.19	0.15611	0.2602717466031675	0.7636437500000001
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	50000.0	0.19	0.203113625	0.540505743678204	0.48929375
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	unconditional	100	100000.0	0.23	0.34436500000000003	0.8431894601317483	0.17277499999999998
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	1000.0	0.0	0.0003692307692307692	1.0	0.4976
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	4500.0	0.0	0.002375	1.0	0.4849375
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	10000.0	0.07692307692307693	0.007346153846153845	0.09159885501431232	0.9522937499999999
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	20000.0	0.3076923076923077	0.04583173076923077	0.002599967500406245	0.9985937500000001
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	30000.0	0.6923076923076923	0.10020865384615385	2.49996875039062e-05	0.99999375
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	40000.0	1.0	0.15630576923076925	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	50000.0	1.0	0.20334615384615382	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p003	0.003	63	0.33	13	hom_carrier	13	100000.0	1.0	0.3436009615384616	0.0025499681253984326	0.9987312500000001
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	20000.0	0.02	0.045883375000000004	0.9382132723340958	0.11776249999999999
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	30000.0	0.13	0.10039962499999999	0.22988462644216948	0.802075
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	40000.0	0.23	0.15611	0.1090611367357908	0.901925
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	50000.0	0.43	0.203113625	0.01326233422082224	0.9877375
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	unconditional	100	100000.0	0.87	0.34436500000000003	0.00467494156323046	0.99555625
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	1000.0	0.0	0.00035014367816091954	1.0	0.48476875
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	4500.0	0.0	0.0024117816091954025	1.0	0.40820625
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	10000.0	0.0	0.007353448275862069	1.0	0.2657125
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	20000.0	0.022988505747126436	0.04591824712643678	0.902176222797215	0.17293124999999998
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	30000.0	0.14942528735632185	0.10044137931034483	0.1330733365832927	0.88894375
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	40000.0	0.26436781609195403	0.15611508620689657	0.053361832977087784	0.9527687499999999
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	50000.0	0.4942528735632184	0.20308908045977012	0.0051624354695566305	0.9952
introgressed	eas_introgressed_s0p003	0.003	64	0.935	87	hom_carrier	87	100000.0	1.0	0.344389367816092	0.0008124898438769515	0.9995999999999999
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	30000.0	0.21	0.10039962499999999	0.011787352658091773	0.990425
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	40000.0	0.22	0.15611	0.13672329095886301	0.87711875
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	50000.0	0.55	0.203113625	0.002237472031599605	0.9979
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	unconditional	100	100000.0	0.7	0.34436500000000003	0.02186222672216597	0.9790625
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	1000.0	0.0	0.0003512152777777778	1.0	0.48735625
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	4500.0	0.0	0.002402604166666667	1.0	0.42251875
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	10000.0	0.013888888888888888	0.00730920138888889	0.4063449206884914	0.74723125
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	20000.0	0.06944444444444445	0.045896527777777786	0.24178447769402883	0.8177062500000001
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	30000.0	0.2777777777777778	0.10046840277777778	0.001112486093923826	0.99913125
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	40000.0	0.2916666666666667	0.15606614583333334	0.03263709203634955	0.97164375
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	50000.0	0.75	0.20302569444444446	7.49990625117186e-05	0.9999375
introgressed	eas_introgressed_s0p003	0.003	65	0.84	72	hom_carrier	72	100000.0	0.9583333333333334	0.3444166666666667	0.001624979687753903	0.9985375
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	20000.0	0.04	0.045883375000000004	0.6607917401032487	0.42896249999999997
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	30000.0	0.1	0.10039962499999999	0.51865601679979	0.53591875
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	40000.0	0.14	0.15611	0.6084923938450769	0.43184999999999996
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	50000.0	0.17	0.203113625	0.665266684166448	0.3659875
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	unconditional	100	100000.0	0.32	0.34436500000000003	0.5157935525805928	0.50195
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	1000.0	0.0	0.0003517045454545455	1.0	0.49613125
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	4500.0	0.0	0.0023488636363636368	1.0	0.47491875
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	10000.0	0.0	0.007340909090909092	1.0	0.4252875
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	20000.0	0.13636363636363635	0.04579545454545454	0.07847401907476156	0.9517875
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	30000.0	0.36363636363636365	0.10035511363636365	0.0022749715628554643	0.9985
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	40000.0	0.45454545454545453	0.15644090909090907	0.005912426094673817	0.99590625
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	50000.0	0.5909090909090909	0.20313579545454546	0.004024949688128898	0.99695625
introgressed	eas_introgressed_s0p003	0.003	66	0.485	22	hom_carrier	22	100000.0	1.0	0.34391534090909087	0.0016874789065136687	0.9991625000000001
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	20000.0	0.07	0.045883375000000004	0.1878476519043512	0.8548250000000001
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	30000.0	0.22	0.10039962499999999	0.007387407657404282	0.993925
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	40000.0	0.24	0.15611	0.08711141110736116	0.9217125
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	50000.0	0.3	0.203113625	0.10632367095411308	0.90169375
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	unconditional	100	100000.0	0.84	0.34436500000000003	0.006324920938488269	0.9939812499999999
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	1000.0	0.0	0.0003492559523809524	1.0	0.48533125
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	4500.0	0.0	0.002405654761904761	1.0	0.41135625
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	10000.0	0.0	0.007329166666666666	1.0	0.2722875
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	20000.0	0.08333333333333333	0.045861904761904757	0.10072374095323808	0.92596875
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	30000.0	0.2619047619047619	0.10037901785714284	0.001474981562730466	0.9988374999999999
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	40000.0	0.2857142857142857	0.15602738095238095	0.03363707953650579	0.97045
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	50000.0	0.35714285714285715	0.2030988095238095	0.0445369432882089	0.959625
introgressed	eas_introgressed_s0p003	0.003	67	0.915	84	hom_carrier	84	100000.0	1.0	0.34430119047619046	0.0008124898438769515	0.9995999999999999
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	30000.0	0.11	0.10039962499999999	0.4095198810014875	0.63904375
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	40000.0	0.19	0.15611	0.2602717466031675	0.7636437500000001
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	50000.0	0.21	0.203113625	0.42386970162872967	0.6023499999999999
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	unconditional	100	100000.0	0.23	0.34436500000000003	0.8431894601317483	0.17277499999999998
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	1000.0	0.0	0.0003333333333333333	1.0	0.498
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	4500.0	0.0	0.0024145833333333333	1.0	0.4858
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	10000.0	0.0	0.00729375	1.0	0.45819375
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	20000.0	0.16666666666666666	0.04577916666666667	0.10236122048474394	0.9408749999999999
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	30000.0	0.25	0.10079895833333335	0.11821102236222047	0.925775
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	40000.0	0.8333333333333334	0.15586875	4.99993750078124e-05	0.9999812499999999
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	50000.0	1.0	0.20251979166666667	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p003	0.003	68	0.345	12	hom_carrier	12	100000.0	1.0	0.3440947916666667	0.003212459844251947	0.9984000000000001
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	20000.0	0.1	0.045883375000000004	0.022662216722290972	0.9838125000000001
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	30000.0	0.19	0.10039962499999999	0.026187172660341745	0.9781500000000001
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	40000.0	0.21	0.15611	0.17087286408919888	0.8462124999999999
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	50000.0	0.41	0.203113625	0.017649779377757777	0.98341875
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	unconditional	100	100000.0	0.41	0.34436500000000003	0.25555930550868117	0.75443125
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	1000.0	0.0	0.000356907894736842	1.0	0.49321875
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	4500.0	0.0	0.0023809210526315786	1.0	0.457375
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	10000.0	0.0	0.007344736842105263	1.0	0.378375
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	20000.0	0.23684210526315788	0.045873026315789475	8.74989062636717e-05	0.9999437499999999
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	30000.0	0.47368421052631576	0.10036184210526317	2.49996875039062e-05	0.99999375
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	40000.0	0.47368421052631576	0.15604046052631582	0.0015624804689941376	0.9987562499999999
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	50000.0	1.0	0.20314210526315793	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p003	0.003	69	0.62	38	hom_carrier	38	100000.0	1.0	0.3443480263157895	0.0010874864064199198	0.9994624999999999
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	20000.0	0.03	0.045883375000000004	0.8262646716916039	0.256475
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	30000.0	0.1	0.10039962499999999	0.51865601679979	0.53591875
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	40000.0	0.19	0.15611	0.2602717466031675	0.7636437500000001
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	50000.0	0.29	0.203113625	0.12439844501943725	0.88465
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	unconditional	100	100000.0	0.29	0.34436500000000003	0.6294046324420944	0.38933124999999996
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	1000.0	0.0	0.0003651041666666667	1.0	0.49561875
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	4500.0	0.0	0.0023640625	1.0	0.47256875
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	10000.0	0.0	0.007344270833333335	1.0	0.419125
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	20000.0	0.08333333333333333	0.04586614583333334	0.29995875051561854	0.8003
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	30000.0	0.2916666666666667	0.10036093750000001	0.012762340470744116	0.9914124999999999
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	40000.0	0.5833333333333334	0.15620989583333336	0.0004624942188222647	0.99970625
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	50000.0	1.0	0.20348020833333333	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p003	0.003	70	0.5	24	hom_carrier	24	100000.0	1.0	0.344109375	0.0015124810939863252	0.9992500000000001
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	4500.0	0.01	0.00241125	0.20712241096986286	0.8822375
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	10000.0	0.02	0.007332625000000001	0.16704791190110124	0.8952187500000001
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	20000.0	0.04	0.045883375000000004	0.6607917401032487	0.42896249999999997
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	30000.0	0.11	0.10039962499999999	0.4095198810014875	0.63904375
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	40000.0	0.37	0.15611	0.0051624354695566305	0.99529375
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	50000.0	0.37	0.203113625	0.032887088911388605	0.96965625
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	unconditional	100	100000.0	0.39	0.34436500000000003	0.29977125285933925	0.71181875
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	1000.0	0.0	0.000339	1.0	0.491525
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	4500.0	0.0	0.002439	1.0	0.4436
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	10000.0	0.02	0.00731875	0.3052336845789428	0.82098125
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	20000.0	0.06	0.04590825	0.4024324695941301	0.6986375
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	30000.0	0.2	0.10027324999999998	0.04441194485068937	0.9663
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	40000.0	0.7	0.15613875	2.49996875039062e-05	0.99999375
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	50000.0	0.7	0.20313399999999998	0.0003249959375507806	0.999725
introgressed	eas_introgressed_s0p003	0.003	71	0.715	50	hom_carrier	50	100000.0	0.7	0.34421324999999997	0.025137185785177686	0.9768687500000001
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	30000.0	0.11	0.10039962499999999	0.4095198810014875	0.63904375
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	40000.0	0.14	0.15611	0.6084923938450769	0.43184999999999996
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	50000.0	0.3	0.203113625	0.10632367095411308	0.90169375
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	unconditional	100	100000.0	0.46	0.34436500000000003	0.16914788565142935	0.8373062499999999
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	1000.0	0.0	0.0003338414634146341	1.0	0.49315625
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	4500.0	0.0	0.002451219512195122	1.0	0.45300625
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	10000.0	0.024390243902439025	0.00731859756097561	0.2585967675404057	0.8520562500000001
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	20000.0	0.0975609756097561	0.04588445121951219	0.12259846751915601	0.91795625
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	30000.0	0.21951219512195122	0.10020548780487804	0.033549580630242125	0.975525
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	40000.0	0.21951219512195122	0.15611310975609757	0.21183485206434918	0.8247625
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	50000.0	0.6097560975609756	0.20313201219512195	0.001724978437769528	0.99854375
introgressed	eas_introgressed_s0p003	0.003	72	0.605	41	hom_carrier	41	100000.0	1.0	0.3445128048780488	0.001124985937675779	0.9994437500000001
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	30000.0	0.12	0.10039962499999999	0.31240859489256384	0.7288625
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	40000.0	0.16	0.15611	0.451494356320546	0.5839624999999999
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	50000.0	0.17	0.203113625	0.665266684166448	0.3659875
introgressed	eas_introgressed_s0p003	0.003	73	0.085	3	unconditional	100	100000.0	0.37	0.34436500000000003	0.3533830827114661	0.66040625
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	20000.0	0.06	0.045883375000000004	0.3144210697366283	0.748875
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	30000.0	0.15	0.10039962499999999	0.11817352283096462	0.8995062500000001
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	40000.0	0.38	0.15611	0.00427494656316796	0.99608125
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	50000.0	0.38	0.203113625	0.027824652191847602	0.97428125
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	unconditional	100	100000.0	0.38	0.34436500000000003	0.3258209272384095	0.6872125
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	hom_carrier	29	1000.0	0.0	0.00034224137931034487	1.0	0.4950375
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	hom_carrier	29	4500.0	0.0	0.0024564655172413796	1.0	0.46596875
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	hom_carrier	29	10000.0	0.034482758620689655	0.007333189655172416	0.1908851139360758	0.894425
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	hom_carrier	29	20000.0	0.20689655172413793	0.046075431034482764	0.002237472031599605	0.9987625
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	hom_carrier	29	30000.0	0.3793103448275862	0.10057241379310347	0.0005374932813339833	0.999675
introgressed	eas_introgressed_s0p003	0.003	74	0.52	29	hom_carrier	29	40000.0	1.0	0.15587413793103452	1.24998437519531e-05	1.0
