origin	arm_id	selection_coefficient	replicate_index	sample_af	hom_carrier_diploids	genotype_class	n_pairs	threshold_years	statistic	null_mean	p_value	percentile
introgressed	eas_introgressed_s0p01	0.01	43	1.0	100	hom_carrier	100	20000.0	0.07	0.045883375000000004	0.1878476519043512	0.8548250000000001
introgressed	eas_introgressed_s0p01	0.01	43	1.0	100	hom_carrier	100	30000.0	0.1	0.10039962499999999	0.51865601679979	0.53591875
introgressed	eas_introgressed_s0p01	0.01	43	1.0	100	hom_carrier	100	40000.0	0.15	0.15611	0.5278184022699717	0.51035
introgressed	eas_introgressed_s0p01	0.01	43	1.0	100	hom_carrier	100	50000.0	0.38	0.203113625	0.027824652191847602	0.97428125
introgressed	eas_introgressed_s0p01	0.01	43	1.0	100	hom_carrier	100	100000.0	0.43	0.34436500000000003	0.21740978237772027	0.79135
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	20000.0	0.07	0.045883375000000004	0.1878476519043512	0.8548250000000001
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	30000.0	0.2	0.10039962499999999	0.0175372807839902	0.98535
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	40000.0	0.45	0.15611	0.0010624867189160136	0.99906875
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	50000.0	0.98	0.203113625	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	unconditional	100	100000.0	0.98	0.34436500000000003	0.0010999862501718729	0.9990249999999999
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	1000.0	0.0	0.000348469387755102	1.0	0.482925
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	4500.0	0.0	0.0024098214285714283	1.0	0.39835625
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	10000.0	0.0	0.007328316326530611	1.0	0.24634375
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	20000.0	0.07142857142857142	0.04588660714285714	0.1763352958088024	0.86484375
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	30000.0	0.20408163265306123	0.10037576530612245	0.015449806877414032	0.9873125
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	40000.0	0.45918367346938777	0.1560753826530612	0.0008249896876289046	0.99929375
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	50000.0	1.0	0.20309043367346938	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p01	0.01	44	0.99	98	hom_carrier	98	100000.0	1.0	0.3443923469387755	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	20000.0	0.06	0.045883375000000004	0.3144210697366283	0.748875
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	30000.0	0.14	0.10039962499999999	0.16598542518218523	0.85793125
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	40000.0	0.21	0.15611	0.17087286408919888	0.8462124999999999
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	50000.0	0.34	0.203113625	0.05498681266484169	0.94943125
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	unconditional	100	100000.0	0.56	0.34436500000000003	0.07126160922988463	0.93151875
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	20000.0	0.06	0.045883375000000004	0.3144210697366283	0.748875
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	30000.0	0.14	0.10039962499999999	0.16598542518218523	0.85793125
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	40000.0	0.21	0.15611	0.17087286408919888	0.8462124999999999
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	50000.0	0.34	0.203113625	0.05498681266484169	0.94943125
introgressed	eas_introgressed_s0p01	0.01	45	1.0	100	hom_carrier	100	100000.0	0.56	0.34436500000000003	0.07126160922988463	0.93151875
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	30000.0	0.1	0.10039962499999999	0.51865601679979	0.53591875
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	40000.0	0.25	0.15611	0.06948663141710729	0.9380125
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	50000.0	0.38	0.203113625	0.027824652191847602	0.97428125
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	unconditional	100	100000.0	0.47	0.34436500000000003	0.15626054674316572	0.85033125
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	1000.0	0.0	0.0003494949494949495	1.0	0.4827
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	4500.0	0.0	0.002408712121212121	1.0	0.39736875
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	10000.0	0.0	0.0073330808080808085	1.0	0.2446
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	20000.0	0.050505050505050504	0.04587449494949494	0.4729940875739053	0.6098875
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	30000.0	0.10101010101010101	0.10038194444444445	0.507993650079374	0.54664375
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	40000.0	0.25252525252525254	0.15609507575757575	0.06571167860401746	0.9413375
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	50000.0	0.3838383838383838	0.20310378787878788	0.026149673129085886	0.9756625
introgressed	eas_introgressed_s0p01	0.01	46	0.995	99	hom_carrier	99	100000.0	0.47474747474747475	0.34440631313131315	0.15002312471094112	0.85633125
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	20000.0	0.08	0.045883375000000004	0.10252371845351933	0.92381875
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	30000.0	0.14	0.10039962499999999	0.16598542518218523	0.85793125
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	40000.0	0.23	0.15611	0.1090611367357908	0.901925
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	50000.0	0.28	0.203113625	0.14681066486668917	0.8644062499999999
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	unconditional	100	100000.0	0.56	0.34436500000000003	0.07126160922988463	0.93151875
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	20000.0	0.08	0.045883375000000004	0.10252371845351933	0.92381875
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	30000.0	0.14	0.10039962499999999	0.16598542518218523	0.85793125
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	40000.0	0.23	0.15611	0.1090611367357908	0.901925
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	50000.0	0.28	0.203113625	0.14681066486668917	0.8644062499999999
introgressed	eas_introgressed_s0p01	0.01	47	1.0	100	hom_carrier	100	100000.0	0.56	0.34436500000000003	0.07126160922988463	0.93151875
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	20000.0	0.03	0.045883375000000004	0.8262646716916039	0.256475
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	30000.0	0.15	0.10039962499999999	0.11817352283096462	0.8995062500000001
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	40000.0	0.23	0.15611	0.1090611367357908	0.901925
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	50000.0	0.38	0.203113625	0.027824652191847602	0.97428125
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	unconditional	100	100000.0	0.57	0.34436500000000003	0.0657241784477694	0.9370875000000001
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	20000.0	0.03	0.045883375000000004	0.8262646716916039	0.256475
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	30000.0	0.15	0.10039962499999999	0.11817352283096462	0.8995062500000001
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	40000.0	0.23	0.15611	0.1090611367357908	0.901925
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	50000.0	0.38	0.203113625	0.027824652191847602	0.97428125
introgressed	eas_introgressed_s0p01	0.01	48	1.0	100	hom_carrier	100	100000.0	0.57	0.34436500000000003	0.0657241784477694	0.9370875000000001
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	20000.0	0.04	0.045883375000000004	0.6607917401032487	0.42896249999999997
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	30000.0	0.05	0.10039962499999999	0.9521005987425157	0.07231875
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	40000.0	0.13	0.15611	0.6880038999512507	0.35175625
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	50000.0	0.32	0.203113625	0.07661154235572055	0.92915625
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	unconditional	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	20000.0	0.04	0.045883375000000004	0.6607917401032487	0.42896249999999997
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	30000.0	0.05	0.10039962499999999	0.9521005987425157	0.07231875
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	40000.0	0.13	0.15611	0.6880038999512507	0.35175625
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	50000.0	0.32	0.203113625	0.07661154235572055	0.92915625
introgressed	eas_introgressed_s0p01	0.01	49	1.0	100	hom_carrier	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	20000.0	0.04	0.045883375000000004	0.6607917401032487	0.42896249999999997
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	30000.0	0.08	0.10039962499999999	0.7388782640216998	0.31454375
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	40000.0	0.45	0.15611	0.0010624867189160136	0.99906875
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	50000.0	0.58	0.203113625	0.0016624792190097623	0.99849375
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	unconditional	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	20000.0	0.04	0.045883375000000004	0.6607917401032487	0.42896249999999997
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	30000.0	0.08	0.10039962499999999	0.7388782640216998	0.31454375
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	40000.0	0.45	0.15611	0.0010624867189160136	0.99906875
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	50000.0	0.58	0.203113625	0.0016624792190097623	0.99849375
introgressed	eas_introgressed_s0p01	0.01	50	1.0	100	hom_carrier	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	30000.0	0.09	0.10039962499999999	0.6320420994737566	0.42465625
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	40000.0	0.61	0.15611	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	50000.0	0.85	0.203113625	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	unconditional	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	30000.0	0.09	0.10039962499999999	0.6320420994737566	0.42465625
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	40000.0	0.61	0.15611	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	50000.0	0.85	0.203113625	1.24998437519531e-05	1.0
introgressed	eas_introgressed_s0p01	0.01	51	1.0	100	hom_carrier	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	20000.0	0.03	0.045883375000000004	0.8262646716916039	0.256475
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	30000.0	0.15	0.10039962499999999	0.11817352283096462	0.8995062500000001
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	40000.0	0.21	0.15611	0.17087286408919888	0.8462124999999999
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	50000.0	0.57	0.203113625	0.0017999775002812465	0.9982812499999999
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	unconditional	100	100000.0	0.77	0.34436500000000003	0.011949850626867164	0.9884499999999999
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	20000.0	0.03	0.045883375000000004	0.8262646716916039	0.256475
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	30000.0	0.15	0.10039962499999999	0.11817352283096462	0.8995062500000001
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	40000.0	0.21	0.15611	0.17087286408919888	0.8462124999999999
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	50000.0	0.57	0.203113625	0.0017999775002812465	0.9982812499999999
introgressed	eas_introgressed_s0p01	0.01	52	1.0	100	hom_carrier	100	100000.0	0.77	0.34436500000000003	0.011949850626867164	0.9884499999999999
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	30000.0	0.12	0.10039962499999999	0.31240859489256384	0.7288625
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	40000.0	0.21	0.15611	0.17087286408919888	0.8462124999999999
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	50000.0	0.73	0.203113625	7.49990625117186e-05	0.9999375
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	unconditional	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	20000.0	0.05	0.045883375000000004	0.48129398382520217	0.60215
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	30000.0	0.12	0.10039962499999999	0.31240859489256384	0.7288625
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	40000.0	0.21	0.15611	0.17087286408919888	0.8462124999999999
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	50000.0	0.73	0.203113625	7.49990625117186e-05	0.9999375
introgressed	eas_introgressed_s0p01	0.01	53	1.0	100	hom_carrier	100	100000.0	1.0	0.34436500000000003	0.0007874901563730453	0.9996125
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	20000.0	0.11	0.045883375000000004	0.009737378282771466	0.99300625
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	30000.0	0.18	0.10039962499999999	0.03863701703728704	0.9676
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	40000.0	0.19	0.15611	0.2602717466031675	0.7636437500000001
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	50000.0	0.48	0.203113625	0.006024924688441394	0.9944875
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	unconditional	100	100000.0	0.87	0.34436500000000003	0.00467494156323046	0.99555625
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	1000.0	0.0	0.00034862500000000003	1.0	0.48256875
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	4500.0	0.0	0.00241125	1.0	0.39644375
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	10000.0	0.0	0.007332625000000001	1.0	0.24276875
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	20000.0	0.11	0.045883375000000004	0.009737378282771466	0.99300625
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	30000.0	0.18	0.10039962499999999	0.03863701703728704	0.9676
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	40000.0	0.19	0.15611	0.2602717466031675	0.7636437500000001
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	50000.0	0.48	0.203113625	0.006024924688441394	0.9944875
introgressed	eas_introgressed_s0p01	0.01	54	1.0	100	hom_carrier	100	100000.0	0.87	0.34436500000000003	0.00467494156323046	0.99555625
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	1000.0	0.01	0.00034862500000000003	0.03487456406794915	0.98256875
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	4500.0	0.01	0.00241125	0.20712241096986286	0.8822375
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	20000.0	0.08	0.045883375000000004	0.10252371845351933	0.92381875
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	30000.0	0.18	0.10039962499999999	0.03863701703728704	0.9676
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	40000.0	0.22	0.15611	0.13672329095886301	0.87711875
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	50000.0	0.46	0.203113625	0.008174897813777327	0.9924375000000001
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	unconditional	100	100000.0	0.58	0.34436500000000003	0.060124248446894415	0.94239375
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	1000.0	0.01	0.00034862500000000003	0.03487456406794915	0.98256875
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	4500.0	0.01	0.00241125	0.20712241096986286	0.8822375
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	20000.0	0.08	0.045883375000000004	0.10252371845351933	0.92381875
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	30000.0	0.18	0.10039962499999999	0.03863701703728704	0.9676
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	40000.0	0.22	0.15611	0.13672329095886301	0.87711875
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	50000.0	0.46	0.203113625	0.008174897813777327	0.9924375000000001
introgressed	eas_introgressed_s0p01	0.01	55	1.0	100	hom_carrier	100	100000.0	0.58	0.34436500000000003	0.060124248446894415	0.94239375
introgressed	eas_introgressed_s0p01	0.01	56	1.0	100	unconditional	100	1000.0	0.01	0.00034862500000000003	0.03487456406794915	0.98256875
introgressed	eas_introgressed_s0p01	0.01	56	1.0	100	unconditional	100	4500.0	0.01	0.00241125	0.20712241096986286	0.8822375
introgressed	eas_introgressed_s0p01	0.01	56	1.0	100	unconditional	100	10000.0	0.01	0.007332625000000001	0.5144685691428857	0.65925
introgressed	eas_introgressed_s0p01	0.01	56	1.0	100	unconditional	100	20000.0	0.03	0.045883375000000004	0.8262646716916039	0.256475
