position_0based	arm	threshold_years	genotype_class	method	n_replicates	mean_statistic
9170000.0	neutral	50000.0	overall	truth	100	0.21514100000000003
9180000.0	neutral	50000.0	overall	truth	100	0.2128749999999999
9190000.0	neutral	50000.0	overall	truth	100	0.2161409999999999
9200000.0	neutral	50000.0	overall	truth	100	0.2117450000000001
9210000.0	neutral	50000.0	overall	truth	100	0.210184
9220000.0	neutral	50000.0	overall	truth	100	0.21266299999999994
9230000.0	neutral	50000.0	overall	truth	100	0.20916199999999996
9240000.0	neutral	50000.0	overall	truth	100	0.2057500000000001
9250000.0	neutral	50000.0	overall	truth	100	0.21005400000000002
9260000.0	neutral	50000.0	overall	truth	100	0.2120970000000001
9270000.0	neutral	50000.0	overall	truth	100	0.21407500000000002
9280000.0	neutral	50000.0	overall	truth	100	0.20872800000000014
9290000.0	neutral	50000.0	overall	truth	100	0.21018900000000007
9300000.0	neutral	50000.0	overall	truth	100	0.206237
9310000.0	neutral	50000.0	overall	truth	100	0.21180200000000007
9320000.0	neutral	50000.0	overall	truth	100	0.21001899999999998
9330000.0	neutral	50000.0	overall	truth	100	0.205056
9340000.0	neutral	50000.0	overall	truth	100	0.20361599999999996
9350000.0	neutral	50000.0	overall	truth	100	0.20081900000000008
9360000.0	neutral	50000.0	overall	truth	100	0.2010900000000001
9370000.0	neutral	50000.0	overall	truth	100	0.200429
9380000.0	neutral	50000.0	overall	truth	100	0.20509500000000003
9390000.0	neutral	50000.0	overall	truth	100	0.20368100000000003
9400000.0	neutral	50000.0	overall	truth	100	0.20513000000000006
9410000.0	neutral	50000.0	overall	truth	100	0.206953
9420000.0	neutral	50000.0	overall	truth	100	0.20910699999999996
9430000.0	neutral	50000.0	overall	truth	100	0.20606300000000005
9440000.0	neutral	50000.0	overall	truth	100	0.20815799999999998
9450000.0	neutral	50000.0	overall	truth	100	0.20641599999999993
9460000.0	neutral	50000.0	overall	truth	100	0.20564600000000005
9470000.0	neutral	50000.0	overall	truth	100	0.21084200000000006
9480000.0	neutral	50000.0	overall	truth	100	0.20989800000000003
9490000.0	neutral	50000.0	overall	truth	100	0.2082210000000001
9500000.0	neutral	50000.0	overall	truth	100	0.20636799999999994
9510000.0	neutral	50000.0	overall	truth	100	0.20952399999999996
9520000.0	neutral	50000.0	overall	truth	100	0.21023599999999998
9530000.0	neutral	50000.0	overall	truth	100	0.212728
9540000.0	neutral	50000.0	overall	truth	100	0.20966000000000004
9550000.0	neutral	50000.0	overall	truth	100	0.20985000000000004
9560000.0	neutral	50000.0	overall	truth	100	0.20575700000000008
9570000.0	neutral	50000.0	overall	truth	100	0.21008899999999994
9580000.0	neutral	50000.0	overall	truth	100	0.2081230000000001
9590000.0	neutral	50000.0	overall	truth	100	0.20657899999999998
9600000.0	neutral	50000.0	overall	truth	100	0.20277500000000004
9610000.0	neutral	50000.0	overall	truth	100	0.204328
9620000.0	neutral	50000.0	overall	truth	100	0.20696400000000004
9630000.0	neutral	50000.0	overall	truth	100	0.204712
9640000.0	neutral	50000.0	overall	truth	100	0.2018070000000001
9650000.0	neutral	50000.0	overall	truth	100	0.20112199999999997
9660000.0	neutral	50000.0	overall	truth	100	0.19929499999999997
9670000.0	neutral	50000.0	overall	truth	100	0.20537299999999997
9680000.0	neutral	50000.0	overall	truth	100	0.20368100000000006
9690000.0	neutral	50000.0	overall	truth	100	0.20754400000000012
9700000.0	neutral	50000.0	overall	truth	100	0.20733799999999994
9710000.0	neutral	50000.0	overall	truth	100	0.20732000000000006
9720000.0	neutral	50000.0	overall	truth	100	0.21180499999999994
9730000.0	neutral	50000.0	overall	truth	100	0.21266199999999988
9740000.0	neutral	50000.0	overall	truth	100	0.21038000000000007
9750000.0	neutral	50000.0	overall	truth	100	0.20851900000000007
9760000.0	neutral	50000.0	overall	truth	100	0.20551800000000003
9770000.0	neutral	50000.0	overall	truth	100	0.20700500000000005
9780000.0	neutral	50000.0	overall	truth	100	0.20745499999999997
9790000.0	neutral	50000.0	overall	truth	100	0.204472
9800000.0	neutral	50000.0	overall	truth	100	0.202418
9810000.0	neutral	50000.0	overall	truth	100	0.20650599999999994
9820000.0	neutral	50000.0	overall	truth	100	0.20334600000000008
9830000.0	neutral	50000.0	overall	truth	100	0.20230100000000004
9840000.0	neutral	50000.0	overall	truth	100	0.20492200000000005
9850000.0	neutral	50000.0	overall	truth	100	0.20766400000000007
9860000.0	neutral	50000.0	overall	truth	100	0.20326300000000003
9870000.0	neutral	50000.0	overall	truth	100	0.19925699999999996
9880000.0	neutral	50000.0	overall	truth	100	0.19894899999999993
9890000.0	neutral	50000.0	overall	truth	100	0.1998859999999999
9900000.0	neutral	50000.0	overall	truth	100	0.19938900000000007
9910000.0	neutral	50000.0	overall	truth	100	0.2014730000000001
9920000.0	neutral	50000.0	overall	truth	100	0.2017569999999999
9930000.0	neutral	50000.0	overall	truth	100	0.200106
9940000.0	neutral	50000.0	overall	truth	100	0.207324
9950000.0	neutral	50000.0	overall	truth	100	0.21035700000000002
9960000.0	neutral	50000.0	overall	truth	100	0.21186600000000005
9970000.0	neutral	50000.0	overall	truth	100	0.21062599999999992
9980000.0	neutral	50000.0	overall	truth	100	0.21228099999999997
9990000.0	neutral	50000.0	overall	truth	100	0.21241699999999997
0.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.210508
10000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20567799999999997
20000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20609599999999995
30000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.204357
40000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.201374
50000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19968399999999994
60000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.197349
70000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19753600000000004
80000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2003390000000001
90000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20564699999999989
100000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20594099999999999
110000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20590599999999995
120000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20399700000000004
130000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20393899999999998
140000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20588499999999996
150000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20397799999999985
160000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20268700000000006
170000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19951000000000005
180000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20513600000000007
190000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.199654
200000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19436
210000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20008599999999999
220000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20560900000000001
230000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2053410000000001
240000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20569600000000002
250000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20599399999999995
260000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20938099999999996
270000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.202079
280000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20031999999999997
290000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20369999999999996
300000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.1980210000000001
310000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20225399999999993
320000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19493000000000005
330000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19225199999999995
340000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19276
350000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19144300000000006
360000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19405599999999995
370000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19433899999999998
380000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.191522
390000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.193859
400000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.1924969999999999
410000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.190829
420000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.18973199999999996
430000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19351799999999997
440000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.1957950000000001
450000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19793699999999995
460000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20291
470000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.1999079999999999
480000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20298299999999994
490000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2051599999999999
500000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.206768
510000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20224699999999998
520000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20288299999999992
530000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20445499999999991
540000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20167600000000005
550000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19873700000000005
560000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.197651
570000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20263699999999996
580000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20292400000000005
590000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20522700000000005
600000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20383900000000008
610000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.201818
620000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.203824
630000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20409500000000003
640000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.202123
650000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.206527
660000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20062399999999997
670000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19936900000000002
680000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20404400000000006
690000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20695700000000003
700000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.201256
710000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2016099999999999
720000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.201793
730000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2051390000000001
740000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2015410000000001
750000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19976600000000005
760000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20126899999999992
770000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19918400000000006
780000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20207500000000003
790000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.199094
800000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20018400000000003
810000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.198451
820000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20036500000000002
830000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20049099999999975
840000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20052899999999999
850000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20581999999999995
860000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20177699999999998
870000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20236900000000002
880000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19811799999999993
890000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20074900000000007
900000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19763600000000006
910000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19275199999999992
920000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19200599999999998
930000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19663200000000003
940000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19251599999999994
950000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.195892
960000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19607099999999997
970000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20000099999999996
980000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2027429999999999
990000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20249100000000003
1000000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20346900000000004
1010000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20785900000000004
1020000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2077780000000001
1030000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20840999999999998
1040000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20803599999999992
1050000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.209633
1060000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.22042500000000007
1070000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2166839999999999
1080000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21531200000000011
1090000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21159599999999995
1100000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.213439
1110000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21151399999999995
1120000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21290900000000015
1130000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20860099999999995
1140000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20988400000000007
1150000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21321899999999996
1160000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21149100000000007
1170000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21407700000000005
1180000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.215127
1190000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21783900000000003
1200000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.209192
1210000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21283799999999992
1220000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21561300000000005
1230000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2126339999999999
1240000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.208552
1250000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20395900000000006
1260000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20164300000000007
1270000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20346000000000003
1280000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20682800000000007
1290000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20808899999999994
1300000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20909499999999995
1310000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20836499999999997
1320000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20776999999999998
1330000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20987599999999992
1340000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20867299999999994
1350000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20631199999999994
1360000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21012799999999995
1370000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21133799999999997
1380000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20896200000000004
1390000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20570799999999995
1400000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21020300000000003
1410000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2095269999999999
1420000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.208603
1430000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20964999999999998
1440000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20811300000000013
1450000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20661600000000008
1460000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20686400000000005
1470000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20791300000000004
1480000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21143500000000004
1490000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21057699999999988
1500000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.206518
1510000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21276500000000007
1520000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21104200000000004
1530000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21330300000000005
1540000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.215214
1550000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21186500000000005
1560000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20934799999999992
1570000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20726700000000012
1580000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20294599999999996
1590000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.203595
1600000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20371399999999998
1610000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20739999999999997
1620000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.209499
1630000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20625100000000005
1640000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20875300000000008
1650000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21028
1660000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2103430000000001
1670000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21119699999999997
1680000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.210078
1690000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2159459999999999
1700000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.216162
1710000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21892600000000006
1720000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21851099999999987
1730000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.22040800000000002
1740000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21640600000000002
1750000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21410399999999993
1760000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20874999999999996
1770000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2067779999999999
1780000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20244900000000002
1790000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19926999999999995
1800000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19971100000000008
1810000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.200172
1820000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.203254
1830000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20448899999999998
1840000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20285700000000007
1850000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20307199999999995
1860000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20283500000000004
1870000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19976499999999997
1880000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20167499999999994
1890000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2022009999999999
1900000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.200962
1910000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20407300000000006
1920000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20225400000000002
1930000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20121100000000006
1940000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19816900000000004
1950000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19870000000000002
1960000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20202799999999999
1970000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20670499999999994
1980000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.206876
1990000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.203551
2000000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20425399999999996
2010000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.203746
2020000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20391899999999988
2030000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20365200000000017
2040000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20548600000000009
2050000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2089399999999999
2060000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20976099999999998
2070000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21127699999999994
2080000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21080400000000005
2090000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2099890000000001
2100000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21015799999999998
2110000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.205608
2120000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20685599999999998
2130000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.205305
2140000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20260199999999998
2150000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20064599999999996
2160000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19882099999999997
2170000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20199
2180000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20504600000000003
2190000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20227
2200000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20279300000000003
2210000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20891099999999996
2220000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.211236
2230000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20809999999999998
2240000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2059180000000001
2250000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19909599999999994
2260000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.19636899999999993
2270000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.197628
2280000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20036
2290000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20150600000000005
2300000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20344000000000004
2310000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.201896
2320000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20689400000000005
2330000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20876099999999997
2340000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20808899999999994
2350000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21591700000000003
2360000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2149939999999999
2370000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21587299999999998
2380000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21941000000000002
2390000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21606899999999993
2400000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20964899999999992
2410000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20789000000000002
2420000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20241
2430000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20156199999999994
2440000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20038899999999996
2450000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20572999999999989
2460000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20613899999999988
2470000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2109260000000001
2480000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.205336
2490000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20218
2500000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20687
2510000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20659300000000008
2520000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20953000000000008
2530000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.209161
2540000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20893200000000006
2550000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20616
2560000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20415300000000003
2570000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20531100000000005
2580000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.200761
2590000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20526000000000003
2600000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.206519
2610000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20467800000000003
2620000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.204838
2630000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20376899999999995
2640000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2055659999999999
2650000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20465699999999998
2660000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20512200000000003
2670000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.208567
2680000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21543999999999985
2690000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.215905
2700000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21874400000000002
2710000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21332200000000004
2720000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21522600000000008
2730000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.2175449999999999
2740000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21802700000000008
2750000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.22061699999999995
2760000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21880200000000005
2770000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.21756099999999998
2780000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.209883
2790000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20223499999999991
2800000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20061199999999996
2810000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20184299999999994
2820000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.205075
2830000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.209469
2840000.0	neutral	50000.0	noncarrier_noncarrier	truth	100	0.20814600000000008
