arm	replicate_index	sample_af	threshold_years	genotype_class	n_pairs	method	statistic
neutral	0	0.0	1000.0	overall	10000	truth	0.0004
neutral	0	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0004
neutral	0	0.0	1000.0	overall	10000	decode	0.0004
neutral	0	0.0	1000.0	overall	10000	decode_meanp	0.0050534093
neutral	0	0.0	5000.0	overall	10000	truth	0.0023
neutral	0	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0023
neutral	0	0.0	5000.0	overall	10000	decode	0.0044
neutral	0	0.0	5000.0	overall	10000	decode_meanp	0.0225535247
neutral	0	0.0	10000.0	overall	10000	truth	0.0073
neutral	0	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0073
neutral	0	0.0	10000.0	overall	10000	decode	0.0153
neutral	0	0.0	10000.0	overall	10000	decode_meanp	0.04004849896
neutral	0	0.0	20000.0	overall	10000	truth	0.0446
neutral	0	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0446
neutral	0	0.0	20000.0	overall	10000	decode	0.0401
neutral	0	0.0	20000.0	overall	10000	decode_meanp	0.06679381895
neutral	0	0.0	30000.0	overall	10000	truth	0.0645
neutral	0	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0645
neutral	0	0.0	30000.0	overall	10000	decode	0.0542
neutral	0	0.0	30000.0	overall	10000	decode_meanp	0.08758419474
neutral	0	0.0	40000.0	overall	10000	truth	0.0942
neutral	0	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.0942
neutral	0	0.0	40000.0	overall	10000	decode	0.0687
neutral	0	0.0	40000.0	overall	10000	decode_meanp	0.10509801
neutral	0	0.0	50000.0	overall	10000	truth	0.1195
neutral	0	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.1195
neutral	0	0.0	50000.0	overall	10000	decode	0.0828
neutral	0	0.0	50000.0	overall	10000	decode_meanp	0.1205517571
neutral	1	0.0	1000.0	overall	10000	truth	0.0002
neutral	1	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0002
neutral	1	0.0	1000.0	overall	10000	decode	0.0006
neutral	1	0.0	1000.0	overall	10000	decode_meanp	0.00711734811
neutral	1	0.0	5000.0	overall	10000	truth	0.003
neutral	1	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.003
neutral	1	0.0	5000.0	overall	10000	decode	0.0047
neutral	1	0.0	5000.0	overall	10000	decode_meanp	0.03288329051
neutral	1	0.0	10000.0	overall	10000	truth	0.0088
neutral	1	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0088
neutral	1	0.0	10000.0	overall	10000	decode	0.0186
neutral	1	0.0	10000.0	overall	10000	decode_meanp	0.06053541823
neutral	1	0.0	20000.0	overall	10000	truth	0.0407
neutral	1	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0407
neutral	1	0.0	20000.0	overall	10000	decode	0.0577
neutral	1	0.0	20000.0	overall	10000	decode_meanp	0.1049654302
neutral	1	0.0	30000.0	overall	10000	truth	0.0904
neutral	1	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0904
neutral	1	0.0	30000.0	overall	10000	decode	0.0892
neutral	1	0.0	30000.0	overall	10000	decode_meanp	0.1401554834
neutral	1	0.0	40000.0	overall	10000	truth	0.1242
neutral	1	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1242
neutral	1	0.0	40000.0	overall	10000	decode	0.1134
neutral	1	0.0	40000.0	overall	10000	decode_meanp	0.1695131772
neutral	1	0.0	50000.0	overall	10000	truth	0.1348
neutral	1	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.1348
neutral	1	0.0	50000.0	overall	10000	decode	0.1441
neutral	1	0.0	50000.0	overall	10000	decode_meanp	0.1948462109
neutral	2	0.0	1000.0	overall	10000	truth	0.0005
neutral	2	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0005
neutral	2	0.0	1000.0	overall	10000	decode	0.0004
neutral	2	0.0	1000.0	overall	10000	decode_meanp	0.01034678924
neutral	2	0.0	5000.0	overall	10000	truth	0.0027
neutral	2	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0027
neutral	2	0.0	5000.0	overall	10000	decode	0.0061
neutral	2	0.0	5000.0	overall	10000	decode_meanp	0.04684805877
neutral	2	0.0	10000.0	overall	10000	truth	0.0073
neutral	2	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0073
neutral	2	0.0	10000.0	overall	10000	decode	0.0235
neutral	2	0.0	10000.0	overall	10000	decode_meanp	0.08470264792
neutral	2	0.0	20000.0	overall	10000	truth	0.0484
neutral	2	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0484
neutral	2	0.0	20000.0	overall	10000	decode	0.08
neutral	2	0.0	20000.0	overall	10000	decode_meanp	0.144721865
neutral	2	0.0	30000.0	overall	10000	truth	0.0729
neutral	2	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0729
neutral	2	0.0	30000.0	overall	10000	decode	0.1309
neutral	2	0.0	30000.0	overall	10000	decode_meanp	0.1929439007
neutral	2	0.0	40000.0	overall	10000	truth	0.1108
neutral	2	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1108
neutral	2	0.0	40000.0	overall	10000	decode	0.1743
neutral	2	0.0	40000.0	overall	10000	decode_meanp	0.2345141684
neutral	2	0.0	50000.0	overall	10000	truth	0.124
neutral	2	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.124
neutral	2	0.0	50000.0	overall	10000	decode	0.2045
neutral	2	0.0	50000.0	overall	10000	decode_meanp	0.2717483749
neutral	3	0.0	1000.0	overall	10000	truth	0.0008
neutral	3	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0008
neutral	3	0.0	1000.0	overall	10000	decode	0.0008
neutral	3	0.0	1000.0	overall	10000	decode_meanp	0.01466002197
neutral	3	0.0	5000.0	overall	10000	truth	0.0022
neutral	3	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0022
neutral	3	0.0	5000.0	overall	10000	decode	0.0055
neutral	3	0.0	5000.0	overall	10000	decode_meanp	0.0681331822
neutral	3	0.0	10000.0	overall	10000	truth	0.0076
neutral	3	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0076
neutral	3	0.0	10000.0	overall	10000	decode	0.0311
neutral	3	0.0	10000.0	overall	10000	decode_meanp	0.1242780281
neutral	3	0.0	20000.0	overall	10000	truth	0.0599
neutral	3	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0599
neutral	3	0.0	20000.0	overall	10000	decode	0.1125
neutral	3	0.0	20000.0	overall	10000	decode_meanp	0.2086396818
neutral	3	0.0	30000.0	overall	10000	truth	0.1028
neutral	3	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.1028
neutral	3	0.0	30000.0	overall	10000	decode	0.1966
neutral	3	0.0	30000.0	overall	10000	decode_meanp	0.2677087345
neutral	3	0.0	40000.0	overall	10000	truth	0.1674
neutral	3	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1674
neutral	3	0.0	40000.0	overall	10000	decode	0.2789
neutral	3	0.0	40000.0	overall	10000	decode_meanp	0.3105210302
neutral	3	0.0	50000.0	overall	10000	truth	0.1726
neutral	3	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.1726
neutral	3	0.0	50000.0	overall	10000	decode	0.3274
neutral	3	0.0	50000.0	overall	10000	decode_meanp	0.3424789874
neutral	4	0.0	1000.0	overall	10000	truth	0.0005
neutral	4	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0005
neutral	4	0.0	1000.0	overall	10000	decode	0.0007
neutral	4	0.0	1000.0	overall	10000	decode_meanp	0.007500342176
neutral	4	0.0	5000.0	overall	10000	truth	0.0027
neutral	4	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0027
neutral	4	0.0	5000.0	overall	10000	decode	0.005
neutral	4	0.0	5000.0	overall	10000	decode_meanp	0.03766554962
neutral	4	0.0	10000.0	overall	10000	truth	0.009
neutral	4	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.009
neutral	4	0.0	10000.0	overall	10000	decode	0.0197
neutral	4	0.0	10000.0	overall	10000	decode_meanp	0.07246496943
neutral	4	0.0	20000.0	overall	10000	truth	0.042
neutral	4	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.042
neutral	4	0.0	20000.0	overall	10000	decode	0.0621
neutral	4	0.0	20000.0	overall	10000	decode_meanp	0.1301004664
neutral	4	0.0	30000.0	overall	10000	truth	0.1173
neutral	4	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.1173
neutral	4	0.0	30000.0	overall	10000	decode	0.1123
neutral	4	0.0	30000.0	overall	10000	decode_meanp	0.1754545874
neutral	4	0.0	40000.0	overall	10000	truth	0.181
neutral	4	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.181
neutral	4	0.0	40000.0	overall	10000	decode	0.146
neutral	4	0.0	40000.0	overall	10000	decode_meanp	0.2124578021
neutral	4	0.0	50000.0	overall	10000	truth	0.181
neutral	4	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.181
neutral	4	0.0	50000.0	overall	10000	decode	0.1918
neutral	4	0.0	50000.0	overall	10000	decode_meanp	0.243526885
neutral	5	0.0	1000.0	overall	10000	truth	0.0006
neutral	5	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0006
neutral	5	0.0	1000.0	overall	10000	decode	0.0009
neutral	5	0.0	1000.0	overall	10000	decode_meanp	0.0113794207
neutral	5	0.0	5000.0	overall	10000	truth	0.0025
neutral	5	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0025
neutral	5	0.0	5000.0	overall	10000	decode	0.0041
neutral	5	0.0	5000.0	overall	10000	decode_meanp	0.05516925449
neutral	5	0.0	10000.0	overall	10000	truth	0.0075
neutral	5	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0075
neutral	5	0.0	10000.0	overall	10000	decode	0.0205
neutral	5	0.0	10000.0	overall	10000	decode_meanp	0.1043123567
neutral	5	0.0	20000.0	overall	10000	truth	0.0412
neutral	5	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0412
neutral	5	0.0	20000.0	overall	10000	decode	0.0764
neutral	5	0.0	20000.0	overall	10000	decode_meanp	0.1837036192
neutral	5	0.0	30000.0	overall	10000	truth	0.1485
neutral	5	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.1485
neutral	5	0.0	30000.0	overall	10000	decode	0.1662
neutral	5	0.0	30000.0	overall	10000	decode_meanp	0.2436884362
neutral	5	0.0	40000.0	overall	10000	truth	0.1541
neutral	5	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1541
neutral	5	0.0	40000.0	overall	10000	decode	0.2221
neutral	5	0.0	40000.0	overall	10000	decode_meanp	0.2900000796
neutral	5	0.0	50000.0	overall	10000	truth	0.2695
neutral	5	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.2695
neutral	5	0.0	50000.0	overall	10000	decode	0.3118
neutral	5	0.0	50000.0	overall	10000	decode_meanp	0.3264625391
neutral	6	0.0	1000.0	overall	10000	truth	0.0004
neutral	6	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0004
neutral	6	0.0	1000.0	overall	10000	decode	0.0003
neutral	6	0.0	1000.0	overall	10000	decode_meanp	0.006645858855
neutral	6	0.0	5000.0	overall	10000	truth	0.0023
neutral	6	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0023
neutral	6	0.0	5000.0	overall	10000	decode	0.0041
neutral	6	0.0	5000.0	overall	10000	decode_meanp	0.03252065921
neutral	6	0.0	10000.0	overall	10000	truth	0.007
neutral	6	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.007
neutral	6	0.0	10000.0	overall	10000	decode	0.0195
neutral	6	0.0	10000.0	overall	10000	decode_meanp	0.06100427579
neutral	6	0.0	20000.0	overall	10000	truth	0.0563
neutral	6	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0563
neutral	6	0.0	20000.0	overall	10000	decode	0.0655
neutral	6	0.0	20000.0	overall	10000	decode_meanp	0.1071716761
neutral	6	0.0	30000.0	overall	10000	truth	0.1187
neutral	6	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.1187
neutral	6	0.0	30000.0	overall	10000	decode	0.0979
neutral	6	0.0	30000.0	overall	10000	decode_meanp	0.1432521271
neutral	6	0.0	40000.0	overall	10000	truth	0.14
neutral	6	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.14
neutral	6	0.0	40000.0	overall	10000	decode	0.1328
neutral	6	0.0	40000.0	overall	10000	decode_meanp	0.1725756526
neutral	6	0.0	50000.0	overall	10000	truth	0.209
neutral	6	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.209
neutral	6	0.0	50000.0	overall	10000	decode	0.1573
neutral	6	0.0	50000.0	overall	10000	decode_meanp	0.1970668862
neutral	7	0.0	1000.0	overall	10000	truth	0.0005
neutral	7	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0005
neutral	7	0.0	1000.0	overall	10000	decode	0.0008
neutral	7	0.0	1000.0	overall	10000	decode_meanp	0.009668933867
neutral	7	0.0	5000.0	overall	10000	truth	0.0026
neutral	7	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0026
neutral	7	0.0	5000.0	overall	10000	decode	0.0044
neutral	7	0.0	5000.0	overall	10000	decode_meanp	0.04669214817
neutral	7	0.0	10000.0	overall	10000	truth	0.0089
neutral	7	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0089
neutral	7	0.0	10000.0	overall	10000	decode	0.0245
neutral	7	0.0	10000.0	overall	10000	decode_meanp	0.08730490788
neutral	7	0.0	20000.0	overall	10000	truth	0.0506
neutral	7	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0506
neutral	7	0.0	20000.0	overall	10000	decode	0.0886
neutral	7	0.0	20000.0	overall	10000	decode_meanp	0.1506472653
neutral	7	0.0	30000.0	overall	10000	truth	0.0922
neutral	7	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0922
neutral	7	0.0	30000.0	overall	10000	decode	0.141
neutral	7	0.0	30000.0	overall	10000	decode_meanp	0.1972709244
neutral	7	0.0	40000.0	overall	10000	truth	0.2
neutral	7	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.2
neutral	7	0.0	40000.0	overall	10000	decode	0.1913
neutral	7	0.0	40000.0	overall	10000	decode_meanp	0.2333176787
neutral	7	0.0	50000.0	overall	10000	truth	0.224
neutral	7	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.224
neutral	7	0.0	50000.0	overall	10000	decode	0.225
neutral	7	0.0	50000.0	overall	10000	decode_meanp	0.2623822434
neutral	8	0.0	1000.0	overall	10000	truth	0.0006
neutral	8	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0006
neutral	8	0.0	1000.0	overall	10000	decode	0.001
neutral	8	0.0	1000.0	overall	10000	decode_meanp	0.02083313556
neutral	8	0.0	5000.0	overall	10000	truth	0.0036
neutral	8	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0036
neutral	8	0.0	5000.0	overall	10000	decode	0.0058
neutral	8	0.0	5000.0	overall	10000	decode_meanp	0.1005146872
neutral	8	0.0	10000.0	overall	10000	truth	0.0086
neutral	8	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0086
neutral	8	0.0	10000.0	overall	10000	decode	0.0234
neutral	8	0.0	10000.0	overall	10000	decode_meanp	0.1882478528
neutral	8	0.0	20000.0	overall	10000	truth	0.0428
neutral	8	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0428
neutral	8	0.0	20000.0	overall	10000	decode	0.0971
neutral	8	0.0	20000.0	overall	10000	decode_meanp	0.3292639684
neutral	8	0.0	30000.0	overall	10000	truth	0.073
neutral	8	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.073
neutral	8	0.0	30000.0	overall	10000	decode	0.2002
neutral	8	0.0	30000.0	overall	10000	decode_meanp	0.436064867
neutral	8	0.0	40000.0	overall	10000	truth	0.1661
neutral	8	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1661
neutral	8	0.0	40000.0	overall	10000	decode	0.3603
neutral	8	0.0	40000.0	overall	10000	decode_meanp	0.5188041985
neutral	8	0.0	50000.0	overall	10000	truth	0.2189
neutral	8	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.2189
neutral	8	0.0	50000.0	overall	10000	decode	0.5539
neutral	8	0.0	50000.0	overall	10000	decode_meanp	0.5841179413
neutral	9	0.0	1000.0	overall	10000	truth	0.0002
neutral	9	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0002
neutral	9	0.0	1000.0	overall	10000	decode	0.0002
neutral	9	0.0	1000.0	overall	10000	decode_meanp	0.01249844557
neutral	9	0.0	5000.0	overall	10000	truth	0.0018
neutral	9	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0018
neutral	9	0.0	5000.0	overall	10000	decode	0.0048
neutral	9	0.0	5000.0	overall	10000	decode_meanp	0.06187712313
neutral	9	0.0	10000.0	overall	10000	truth	0.007
neutral	9	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.007
neutral	9	0.0	10000.0	overall	10000	decode	0.0217
neutral	9	0.0	10000.0	overall	10000	decode_meanp	0.1158819223
neutral	9	0.0	20000.0	overall	10000	truth	0.0376
neutral	9	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0376
neutral	9	0.0	20000.0	overall	10000	decode	0.0847
neutral	9	0.0	20000.0	overall	10000	decode_meanp	0.2013794231
neutral	9	0.0	30000.0	overall	10000	truth	0.0865
neutral	9	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0865
neutral	9	0.0	30000.0	overall	10000	decode	0.1752
neutral	9	0.0	30000.0	overall	10000	decode_meanp	0.2660473026
neutral	9	0.0	40000.0	overall	10000	truth	0.1675
neutral	9	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1675
neutral	9	0.0	40000.0	overall	10000	decode	0.2598
neutral	9	0.0	40000.0	overall	10000	decode_meanp	0.3170426059
neutral	9	0.0	50000.0	overall	10000	truth	0.1793
neutral	9	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.1793
neutral	9	0.0	50000.0	overall	10000	decode	0.3362
neutral	9	0.0	50000.0	overall	10000	decode_meanp	0.3586631595
neutral	10	0.0	1000.0	overall	10000	truth	0.0005
neutral	10	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0005
neutral	10	0.0	1000.0	overall	10000	decode	0.0008
neutral	10	0.0	1000.0	overall	10000	decode_meanp	0.007596670454
neutral	10	0.0	5000.0	overall	10000	truth	0.0039
neutral	10	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0039
neutral	10	0.0	5000.0	overall	10000	decode	0.0061
neutral	10	0.0	5000.0	overall	10000	decode_meanp	0.03685158761
neutral	10	0.0	10000.0	overall	10000	truth	0.0088
neutral	10	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0088
neutral	10	0.0	10000.0	overall	10000	decode	0.0166
neutral	10	0.0	10000.0	overall	10000	decode_meanp	0.0709303479
neutral	10	0.0	20000.0	overall	10000	truth	0.0383
neutral	10	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0383
neutral	10	0.0	20000.0	overall	10000	decode	0.0555
neutral	10	0.0	20000.0	overall	10000	decode_meanp	0.1324619413
neutral	10	0.0	30000.0	overall	10000	truth	0.0708
neutral	10	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0708
neutral	10	0.0	30000.0	overall	10000	decode	0.098
neutral	10	0.0	30000.0	overall	10000	decode_meanp	0.187033148
neutral	10	0.0	40000.0	overall	10000	truth	0.1445
neutral	10	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1445
neutral	10	0.0	40000.0	overall	10000	decode	0.1333
neutral	10	0.0	40000.0	overall	10000	decode_meanp	0.2362223066
neutral	10	0.0	50000.0	overall	10000	truth	0.2065
neutral	10	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.2065
neutral	10	0.0	50000.0	overall	10000	decode	0.1613
neutral	10	0.0	50000.0	overall	10000	decode_meanp	0.2810880385
neutral	11	0.0	1000.0	overall	10000	truth	0.0003
neutral	11	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0003
neutral	11	0.0	1000.0	overall	10000	decode	0.0003
neutral	11	0.0	1000.0	overall	10000	decode_meanp	0.01863744386
neutral	11	0.0	5000.0	overall	10000	truth	0.0017
neutral	11	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0017
neutral	11	0.0	5000.0	overall	10000	decode	0.0026
neutral	11	0.0	5000.0	overall	10000	decode_meanp	0.09350561819
neutral	11	0.0	10000.0	overall	10000	truth	0.0039
neutral	11	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0039
neutral	11	0.0	10000.0	overall	10000	decode	0.0245
neutral	11	0.0	10000.0	overall	10000	decode_meanp	0.1765558665
neutral	11	0.0	20000.0	overall	10000	truth	0.0323
neutral	11	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0323
neutral	11	0.0	20000.0	overall	10000	decode	0.1161
neutral	11	0.0	20000.0	overall	10000	decode_meanp	0.3080671357
neutral	11	0.0	30000.0	overall	10000	truth	0.0805
neutral	11	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0805
neutral	11	0.0	30000.0	overall	10000	decode	0.2712
neutral	11	0.0	30000.0	overall	10000	decode_meanp	0.4049301445
neutral	11	0.0	40000.0	overall	10000	truth	0.1091
neutral	11	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1091
neutral	11	0.0	40000.0	overall	10000	decode	0.379
neutral	11	0.0	40000.0	overall	10000	decode_meanp	0.4780362198
neutral	11	0.0	50000.0	overall	10000	truth	0.2484
neutral	11	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.2484
neutral	11	0.0	50000.0	overall	10000	decode	0.4769
neutral	11	0.0	50000.0	overall	10000	decode_meanp	0.5344705672
neutral	12	0.0	1000.0	overall	10000	truth	0.0004
neutral	12	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0004
neutral	12	0.0	1000.0	overall	10000	decode	0.0007
neutral	12	0.0	1000.0	overall	10000	decode_meanp	0.008295682945
neutral	12	0.0	5000.0	overall	10000	truth	0.0035
neutral	12	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0035
neutral	12	0.0	5000.0	overall	10000	decode	0.0051
neutral	12	0.0	5000.0	overall	10000	decode_meanp	0.04070713799
neutral	12	0.0	10000.0	overall	10000	truth	0.0088
neutral	12	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0088
neutral	12	0.0	10000.0	overall	10000	decode	0.014
neutral	12	0.0	10000.0	overall	10000	decode_meanp	0.0794841397
neutral	12	0.0	20000.0	overall	10000	truth	0.0411
neutral	12	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0411
neutral	12	0.0	20000.0	overall	10000	decode	0.0488
neutral	12	0.0	20000.0	overall	10000	decode_meanp	0.1499800981
neutral	12	0.0	30000.0	overall	10000	truth	0.0829
neutral	12	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0829
neutral	12	0.0	30000.0	overall	10000	decode	0.1096
neutral	12	0.0	30000.0	overall	10000	decode_meanp	0.2110081297
neutral	12	0.0	40000.0	overall	10000	truth	0.1326
neutral	12	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1326
neutral	12	0.0	40000.0	overall	10000	decode	0.1804
neutral	12	0.0	40000.0	overall	10000	decode_meanp	0.2635068962
neutral	12	0.0	50000.0	overall	10000	truth	0.1998
neutral	12	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.1998
neutral	12	0.0	50000.0	overall	10000	decode	0.2352
neutral	12	0.0	50000.0	overall	10000	decode_meanp	0.3086307026
neutral	13	0.0	1000.0	overall	10000	truth	0.0002
neutral	13	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0002
neutral	13	0.0	1000.0	overall	10000	decode	0.0003
neutral	13	0.0	1000.0	overall	10000	decode_meanp	0.005879951669
neutral	13	0.0	5000.0	overall	10000	truth	0.0028
neutral	13	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0028
neutral	13	0.0	5000.0	overall	10000	decode	0.004
neutral	13	0.0	5000.0	overall	10000	decode_meanp	0.02747628764
neutral	13	0.0	10000.0	overall	10000	truth	0.0061
neutral	13	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0061
neutral	13	0.0	10000.0	overall	10000	decode	0.0168
neutral	13	0.0	10000.0	overall	10000	decode_meanp	0.05039398602
neutral	13	0.0	20000.0	overall	10000	truth	0.0433
neutral	13	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0433
neutral	13	0.0	20000.0	overall	10000	decode	0.0524
neutral	13	0.0	20000.0	overall	10000	decode_meanp	0.08604154971
neutral	13	0.0	30000.0	overall	10000	truth	0.1224
neutral	13	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.1224
neutral	13	0.0	30000.0	overall	10000	decode	0.08
neutral	13	0.0	30000.0	overall	10000	decode_meanp	0.1132236926
neutral	13	0.0	40000.0	overall	10000	truth	0.1468
neutral	13	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1468
neutral	13	0.0	40000.0	overall	10000	decode	0.095
neutral	13	0.0	40000.0	overall	10000	decode_meanp	0.135476034
neutral	13	0.0	50000.0	overall	10000	truth	0.18
neutral	13	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.18
neutral	13	0.0	50000.0	overall	10000	decode	0.1157
neutral	13	0.0	50000.0	overall	10000	decode_meanp	0.1545510641
neutral	14	0.0	1000.0	overall	10000	truth	0.0
neutral	14	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0
neutral	14	0.0	1000.0	overall	10000	decode	0.0004
neutral	14	0.0	1000.0	overall	10000	decode_meanp	0.01036876833
neutral	14	0.0	5000.0	overall	10000	truth	0.003
neutral	14	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.003
neutral	14	0.0	5000.0	overall	10000	decode	0.0054
neutral	14	0.0	5000.0	overall	10000	decode_meanp	0.05176799714
neutral	14	0.0	10000.0	overall	10000	truth	0.0076
neutral	14	0.0	10000.0	noncarrier_noncarrier	10000	truth	0.0076
neutral	14	0.0	10000.0	overall	10000	decode	0.0167
neutral	14	0.0	10000.0	overall	10000	decode_meanp	0.0993337998
neutral	14	0.0	20000.0	overall	10000	truth	0.0392
neutral	14	0.0	20000.0	noncarrier_noncarrier	10000	truth	0.0392
neutral	14	0.0	20000.0	overall	10000	decode	0.0479
neutral	14	0.0	20000.0	overall	10000	decode_meanp	0.1825644486
neutral	14	0.0	30000.0	overall	10000	truth	0.0999
neutral	14	0.0	30000.0	noncarrier_noncarrier	10000	truth	0.0999
neutral	14	0.0	30000.0	overall	10000	decode	0.1049
neutral	14	0.0	30000.0	overall	10000	decode_meanp	0.2533545392
neutral	14	0.0	40000.0	overall	10000	truth	0.1392
neutral	14	0.0	40000.0	noncarrier_noncarrier	10000	truth	0.1392
neutral	14	0.0	40000.0	overall	10000	decode	0.131
neutral	14	0.0	40000.0	overall	10000	decode_meanp	0.3148680464
neutral	14	0.0	50000.0	overall	10000	truth	0.1411
neutral	14	0.0	50000.0	noncarrier_noncarrier	10000	truth	0.1411
neutral	14	0.0	50000.0	overall	10000	decode	0.1635
neutral	14	0.0	50000.0	overall	10000	decode_meanp	0.3691224654
neutral	15	0.0	1000.0	overall	10000	truth	0.0007
neutral	15	0.0	1000.0	noncarrier_noncarrier	10000	truth	0.0007
neutral	15	0.0	1000.0	overall	10000	decode	0.0006
neutral	15	0.0	1000.0	overall	10000	decode_meanp	0.007312514142
neutral	15	0.0	5000.0	overall	10000	truth	0.0028
neutral	15	0.0	5000.0	noncarrier_noncarrier	10000	truth	0.0028
neutral	15	0.0	5000.0	overall	10000	decode	0.0046
