arm	replicate_index	sample_af	threshold_years	genotype_class	n_pairs	method	statistic
recent_denovo	17	0.5	1000.0	overall	10000	truth	0.0004
recent_denovo	17	0.5	1000.0	carrier_carrier	2445	truth	0.001226993865030675
recent_denovo	17	0.5	1000.0	carrier_noncarrier	5045	truth	0.0
recent_denovo	17	0.5	1000.0	noncarrier_noncarrier	2510	truth	0.00039840637450199205
recent_denovo	17	0.5	1000.0	overall	10000	decode	0.0027
recent_denovo	17	0.5	1000.0	overall	10000	decode_meanp	0.0599124562
recent_denovo	17	0.5	5000.0	overall	10000	truth	0.2451
recent_denovo	17	0.5	5000.0	carrier_carrier	2445	truth	1.0
recent_denovo	17	0.5	5000.0	carrier_noncarrier	5045	truth	0.0
recent_denovo	17	0.5	5000.0	noncarrier_noncarrier	2510	truth	0.002390438247011952
recent_denovo	17	0.5	5000.0	overall	10000	decode	0.1774
recent_denovo	17	0.5	5000.0	overall	10000	decode_meanp	0.1919346375
recent_denovo	17	0.5	10000.0	overall	10000	truth	0.2516
recent_denovo	17	0.5	10000.0	carrier_carrier	2445	truth	1.0
recent_denovo	17	0.5	10000.0	carrier_noncarrier	5045	truth	0.010505450941526264
recent_denovo	17	0.5	10000.0	noncarrier_noncarrier	2510	truth	0.007171314741035857
recent_denovo	17	0.5	10000.0	overall	10000	decode	0.2498
recent_denovo	17	0.5	10000.0	overall	10000	decode_meanp	0.2512091328
recent_denovo	17	0.5	20000.0	overall	10000	truth	0.2795
recent_denovo	17	0.5	20000.0	carrier_carrier	2445	truth	1.0
recent_denovo	17	0.5	20000.0	carrier_noncarrier	5045	truth	0.051337958374628345
recent_denovo	17	0.5	20000.0	noncarrier_noncarrier	2510	truth	0.036254980079681275
recent_denovo	17	0.5	20000.0	overall	10000	decode	0.2783
recent_denovo	17	0.5	20000.0	overall	10000	decode_meanp	0.2935435427
recent_denovo	17	0.5	30000.0	overall	10000	truth	0.3613
recent_denovo	17	0.5	30000.0	carrier_carrier	2445	truth	1.0
recent_denovo	17	0.5	30000.0	carrier_noncarrier	5045	truth	0.1686818632309217
recent_denovo	17	0.5	30000.0	noncarrier_noncarrier	2510	truth	0.12629482071713147
recent_denovo	17	0.5	30000.0	overall	10000	decode	0.3004
recent_denovo	17	0.5	30000.0	overall	10000	decode_meanp	0.3143155191
recent_denovo	17	0.5	40000.0	overall	10000	truth	0.3665
recent_denovo	17	0.5	40000.0	carrier_carrier	2445	truth	1.0
recent_denovo	17	0.5	40000.0	carrier_noncarrier	5045	truth	0.1686818632309217
recent_denovo	17	0.5	40000.0	noncarrier_noncarrier	2510	truth	0.14701195219123506
recent_denovo	17	0.5	40000.0	overall	10000	decode	0.3121
recent_denovo	17	0.5	40000.0	overall	10000	decode_meanp	0.3294564644
recent_denovo	17	0.5	50000.0	overall	10000	truth	0.3665
recent_denovo	17	0.5	50000.0	carrier_carrier	2445	truth	1.0
recent_denovo	17	0.5	50000.0	carrier_noncarrier	5045	truth	0.1686818632309217
recent_denovo	17	0.5	50000.0	noncarrier_noncarrier	2510	truth	0.14701195219123506
recent_denovo	17	0.5	50000.0	overall	10000	decode	0.3245
recent_denovo	17	0.5	50000.0	overall	10000	decode_meanp	0.3419739382
recent_denovo	18	0.14	1000.0	overall	10000	truth	0.0005
recent_denovo	18	0.14	1000.0	carrier_carrier	184	truth	0.010869565217391304
recent_denovo	18	0.14	1000.0	carrier_noncarrier	2417	truth	0.0
recent_denovo	18	0.14	1000.0	noncarrier_noncarrier	7399	truth	0.0004054601973239627
recent_denovo	18	0.14	1000.0	overall	10000	decode	0.0007
recent_denovo	18	0.14	1000.0	overall	10000	decode_meanp	0.01016617636
recent_denovo	18	0.14	5000.0	overall	10000	truth	0.0203
recent_denovo	18	0.14	5000.0	carrier_carrier	184	truth	1.0
recent_denovo	18	0.14	5000.0	carrier_noncarrier	2417	truth	0.0
recent_denovo	18	0.14	5000.0	noncarrier_noncarrier	7399	truth	0.0025679145830517637
recent_denovo	18	0.14	5000.0	overall	10000	decode	0.0167
recent_denovo	18	0.14	5000.0	overall	10000	decode_meanp	0.04437587534
recent_denovo	18	0.14	10000.0	overall	10000	truth	0.0271
recent_denovo	18	0.14	10000.0	carrier_carrier	184	truth	1.0
recent_denovo	18	0.14	10000.0	carrier_noncarrier	2417	truth	0.013239553165080678
recent_denovo	18	0.14	10000.0	noncarrier_noncarrier	7399	truth	0.007433436950939316
recent_denovo	18	0.14	10000.0	overall	10000	decode	0.0319
recent_denovo	18	0.14	10000.0	overall	10000	decode_meanp	0.07774493261
recent_denovo	18	0.14	20000.0	overall	10000	truth	0.0594
recent_denovo	18	0.14	20000.0	carrier_carrier	184	truth	1.0
recent_denovo	18	0.14	20000.0	carrier_noncarrier	2417	truth	0.013239553165080678
recent_denovo	18	0.14	20000.0	noncarrier_noncarrier	7399	truth	0.0510879848628193
recent_denovo	18	0.14	20000.0	overall	10000	decode	0.0744
recent_denovo	18	0.14	20000.0	overall	10000	decode_meanp	0.13078991
recent_denovo	18	0.14	30000.0	overall	10000	truth	0.1546
recent_denovo	18	0.14	30000.0	carrier_carrier	184	truth	1.0
recent_denovo	18	0.14	30000.0	carrier_noncarrier	2417	truth	0.22465866776996277
recent_denovo	18	0.14	30000.0	noncarrier_noncarrier	7399	truth	0.11069063386944182
recent_denovo	18	0.14	30000.0	overall	10000	decode	0.1317
recent_denovo	18	0.14	30000.0	overall	10000	decode_meanp	0.1729481226
recent_denovo	18	0.14	40000.0	overall	10000	truth	0.1628
recent_denovo	18	0.14	40000.0	carrier_carrier	184	truth	1.0
recent_denovo	18	0.14	40000.0	carrier_noncarrier	2417	truth	0.22465866776996277
recent_denovo	18	0.14	40000.0	noncarrier_noncarrier	7399	truth	0.1217732125962968
recent_denovo	18	0.14	40000.0	overall	10000	decode	0.1662
recent_denovo	18	0.14	40000.0	overall	10000	decode_meanp	0.207768266
recent_denovo	18	0.14	50000.0	overall	10000	truth	0.1887
recent_denovo	18	0.14	50000.0	carrier_carrier	184	truth	1.0
recent_denovo	18	0.14	50000.0	carrier_noncarrier	2417	truth	0.22465866776996277
recent_denovo	18	0.14	50000.0	noncarrier_noncarrier	7399	truth	0.15677794296526557
recent_denovo	18	0.14	50000.0	overall	10000	decode	0.1914
recent_denovo	18	0.14	50000.0	overall	10000	decode_meanp	0.2373689016
recent_denovo	19	0.61	1000.0	overall	10000	truth	0.001
recent_denovo	19	0.61	1000.0	carrier_carrier	3721	truth	0.0016124697661918839
recent_denovo	19	0.61	1000.0	carrier_noncarrier	4785	truth	0.0
recent_denovo	19	0.61	1000.0	noncarrier_noncarrier	1494	truth	0.002677376171352075
recent_denovo	19	0.61	1000.0	overall	10000	decode	0.0057
recent_denovo	19	0.61	1000.0	overall	10000	decode_meanp	0.07555942141
recent_denovo	19	0.61	5000.0	overall	10000	truth	0.3729
recent_denovo	19	0.61	5000.0	carrier_carrier	3721	truth	1.0
recent_denovo	19	0.61	5000.0	carrier_noncarrier	4785	truth	0.0
recent_denovo	19	0.61	5000.0	noncarrier_noncarrier	1494	truth	0.00535475234270415
recent_denovo	19	0.61	5000.0	overall	10000	decode	0.2416
recent_denovo	19	0.61	5000.0	overall	10000	decode_meanp	0.2661503357
recent_denovo	19	0.61	10000.0	overall	10000	truth	0.3734
recent_denovo	19	0.61	10000.0	carrier_carrier	3721	truth	1.0
recent_denovo	19	0.61	10000.0	carrier_noncarrier	4785	truth	0.0
recent_denovo	19	0.61	10000.0	noncarrier_noncarrier	1494	truth	0.008701472556894244
recent_denovo	19	0.61	10000.0	overall	10000	decode	0.3505
recent_denovo	19	0.61	10000.0	overall	10000	decode_meanp	0.3535305139
recent_denovo	19	0.61	20000.0	overall	10000	truth	0.3896
recent_denovo	19	0.61	20000.0	carrier_carrier	3721	truth	1.0
recent_denovo	19	0.61	20000.0	carrier_noncarrier	4785	truth	0.025705329153605017
recent_denovo	19	0.61	20000.0	noncarrier_noncarrier	1494	truth	0.03480589022757698
recent_denovo	19	0.61	20000.0	overall	10000	decode	0.4009
recent_denovo	19	0.61	20000.0	overall	10000	decode_meanp	0.4217647477
recent_denovo	19	0.61	30000.0	overall	10000	truth	0.4402
recent_denovo	19	0.61	30000.0	carrier_carrier	3721	truth	1.0
recent_denovo	19	0.61	30000.0	carrier_noncarrier	4785	truth	0.11724137931034483
recent_denovo	19	0.61	30000.0	noncarrier_noncarrier	1494	truth	0.08032128514056225
recent_denovo	19	0.61	30000.0	overall	10000	decode	0.4144
recent_denovo	19	0.61	30000.0	overall	10000	decode_meanp	0.4619153456
recent_denovo	19	0.61	40000.0	overall	10000	truth	0.4989
recent_denovo	19	0.61	40000.0	carrier_carrier	3721	truth	1.0
recent_denovo	19	0.61	40000.0	carrier_noncarrier	4785	truth	0.22277951933124346
recent_denovo	19	0.61	40000.0	noncarrier_noncarrier	1494	truth	0.13520749665327977
recent_denovo	19	0.61	40000.0	overall	10000	decode	0.4381
recent_denovo	19	0.61	40000.0	overall	10000	decode_meanp	0.494385264
recent_denovo	19	0.61	50000.0	overall	10000	truth	0.5002
recent_denovo	19	0.61	50000.0	carrier_carrier	3721	truth	1.0
recent_denovo	19	0.61	50000.0	carrier_noncarrier	4785	truth	0.22277951933124346
recent_denovo	19	0.61	50000.0	noncarrier_noncarrier	1494	truth	0.14390896921017404
recent_denovo	19	0.61	50000.0	overall	10000	decode	0.4857
recent_denovo	19	0.61	50000.0	overall	10000	decode_meanp	0.5227869851
recent_denovo	20	0.485	1000.0	overall	10000	truth	0.0005
recent_denovo	20	0.485	1000.0	carrier_carrier	2330	truth	0.002145922746781116
recent_denovo	20	0.485	1000.0	carrier_noncarrier	5032	truth	0.0
recent_denovo	20	0.485	1000.0	noncarrier_noncarrier	2638	truth	0.0
recent_denovo	20	0.485	1000.0	overall	10000	decode	0.002
recent_denovo	20	0.485	1000.0	overall	10000	decode_meanp	0.05531661626
recent_denovo	20	0.485	5000.0	overall	10000	truth	0.2338
recent_denovo	20	0.485	5000.0	carrier_carrier	2330	truth	1.0
recent_denovo	20	0.485	5000.0	carrier_noncarrier	5032	truth	0.0
recent_denovo	20	0.485	5000.0	noncarrier_noncarrier	2638	truth	0.003032600454890068
recent_denovo	20	0.485	5000.0	overall	10000	decode	0.1739
recent_denovo	20	0.485	5000.0	overall	10000	decode_meanp	0.1770559621
recent_denovo	20	0.485	10000.0	overall	10000	truth	0.2344
recent_denovo	20	0.485	10000.0	carrier_carrier	2330	truth	1.0
recent_denovo	20	0.485	10000.0	carrier_noncarrier	5032	truth	0.0
recent_denovo	20	0.485	10000.0	noncarrier_noncarrier	2638	truth	0.00530705079605762
recent_denovo	20	0.485	10000.0	overall	10000	decode	0.2236
recent_denovo	20	0.485	10000.0	overall	10000	decode_meanp	0.2311485199
recent_denovo	20	0.485	20000.0	overall	10000	truth	0.2425
recent_denovo	20	0.485	20000.0	carrier_carrier	2330	truth	1.0
recent_denovo	20	0.485	20000.0	carrier_noncarrier	5032	truth	0.0
recent_denovo	20	0.485	20000.0	noncarrier_noncarrier	2638	truth	0.03601213040181956
recent_denovo	20	0.485	20000.0	overall	10000	decode	0.2456
recent_denovo	20	0.485	20000.0	overall	10000	decode_meanp	0.2729097551
recent_denovo	20	0.485	30000.0	overall	10000	truth	0.2822
recent_denovo	20	0.485	30000.0	carrier_carrier	2330	truth	1.0
recent_denovo	20	0.485	30000.0	carrier_noncarrier	5032	truth	0.04868839427662957
recent_denovo	20	0.485	30000.0	noncarrier_noncarrier	2638	truth	0.09363153904473086
recent_denovo	20	0.485	30000.0	overall	10000	decode	0.2707
recent_denovo	20	0.485	30000.0	overall	10000	decode_meanp	0.2970322427
recent_denovo	20	0.485	40000.0	overall	10000	truth	0.3165
recent_denovo	20	0.485	40000.0	carrier_carrier	2330	truth	1.0
recent_denovo	20	0.485	40000.0	carrier_noncarrier	5032	truth	0.04868839427662957
recent_denovo	20	0.485	40000.0	noncarrier_noncarrier	2638	truth	0.22365428354814254
recent_denovo	20	0.485	40000.0	overall	10000	decode	0.2965
recent_denovo	20	0.485	40000.0	overall	10000	decode_meanp	0.3154285007
recent_denovo	20	0.485	50000.0	overall	10000	truth	0.3346
recent_denovo	20	0.485	50000.0	carrier_carrier	2330	truth	1.0
recent_denovo	20	0.485	50000.0	carrier_noncarrier	5032	truth	0.04868839427662957
recent_denovo	20	0.485	50000.0	noncarrier_noncarrier	2638	truth	0.29226686884003034
recent_denovo	20	0.485	50000.0	overall	10000	decode	0.3078
recent_denovo	20	0.485	50000.0	overall	10000	decode_meanp	0.3303410673
recent_denovo	21	0.44	1000.0	overall	10000	truth	0.0008
recent_denovo	21	0.44	1000.0	carrier_carrier	1924	truth	0.002598752598752599
recent_denovo	21	0.44	1000.0	carrier_noncarrier	4920	truth	0.0
recent_denovo	21	0.44	1000.0	noncarrier_noncarrier	3156	truth	0.0009505703422053232
recent_denovo	21	0.44	1000.0	overall	10000	decode	0.0035
recent_denovo	21	0.44	1000.0	overall	10000	decode_meanp	0.05079133247
recent_denovo	21	0.44	5000.0	overall	10000	truth	0.194
recent_denovo	21	0.44	5000.0	carrier_carrier	1924	truth	1.0
recent_denovo	21	0.44	5000.0	carrier_noncarrier	4920	truth	0.0
recent_denovo	21	0.44	5000.0	noncarrier_noncarrier	3156	truth	0.005069708491761723
recent_denovo	21	0.44	5000.0	overall	10000	decode	0.1343
recent_denovo	21	0.44	5000.0	overall	10000	decode_meanp	0.1533237512
recent_denovo	21	0.44	10000.0	overall	10000	truth	0.196
recent_denovo	21	0.44	10000.0	carrier_carrier	1924	truth	1.0
recent_denovo	21	0.44	10000.0	carrier_noncarrier	4920	truth	0.0
recent_denovo	21	0.44	10000.0	noncarrier_noncarrier	3156	truth	0.011406844106463879
recent_denovo	21	0.44	10000.0	overall	10000	decode	0.1954
recent_denovo	21	0.44	10000.0	overall	10000	decode_meanp	0.199346531
recent_denovo	21	0.44	20000.0	overall	10000	truth	0.2043
recent_denovo	21	0.44	20000.0	carrier_carrier	1924	truth	1.0
recent_denovo	21	0.44	20000.0	carrier_noncarrier	4920	truth	0.0
recent_denovo	21	0.44	20000.0	noncarrier_noncarrier	3156	truth	0.03770595690747782
recent_denovo	21	0.44	20000.0	overall	10000	decode	0.2156
recent_denovo	21	0.44	20000.0	overall	10000	decode_meanp	0.2366084778
recent_denovo	21	0.44	30000.0	overall	10000	truth	0.2362
recent_denovo	21	0.44	30000.0	carrier_carrier	1924	truth	1.0
recent_denovo	21	0.44	30000.0	carrier_noncarrier	4920	truth	0.01788617886178862
recent_denovo	21	0.44	30000.0	noncarrier_noncarrier	3156	truth	0.1108998732572877
recent_denovo	21	0.44	30000.0	overall	10000	decode	0.2426
recent_denovo	21	0.44	30000.0	overall	10000	decode_meanp	0.2576952217
recent_denovo	21	0.44	40000.0	overall	10000	truth	0.2631
recent_denovo	21	0.44	40000.0	carrier_carrier	1924	truth	1.0
recent_denovo	21	0.44	40000.0	carrier_noncarrier	4920	truth	0.01788617886178862
recent_denovo	21	0.44	40000.0	noncarrier_noncarrier	3156	truth	0.19613434727503168
recent_denovo	21	0.44	40000.0	overall	10000	decode	0.2582
recent_denovo	21	0.44	40000.0	overall	10000	decode_meanp	0.2741190937
recent_denovo	21	0.44	50000.0	overall	10000	truth	0.2774
recent_denovo	21	0.44	50000.0	carrier_carrier	1924	truth	1.0
recent_denovo	21	0.44	50000.0	carrier_noncarrier	4920	truth	0.01788617886178862
recent_denovo	21	0.44	50000.0	noncarrier_noncarrier	3156	truth	0.2414448669201521
recent_denovo	21	0.44	50000.0	overall	10000	decode	0.2746
recent_denovo	21	0.44	50000.0	overall	10000	decode_meanp	0.2880549622
recent_denovo	22	0.575	1000.0	overall	10000	truth	0.0007
recent_denovo	22	0.575	1000.0	carrier_carrier	3295	truth	0.0021244309559939304
recent_denovo	22	0.575	1000.0	carrier_noncarrier	4955	truth	0.0
recent_denovo	22	0.575	1000.0	noncarrier_noncarrier	1750	truth	0.0
recent_denovo	22	0.575	1000.0	overall	10000	decode	0.0033
recent_denovo	22	0.575	1000.0	overall	10000	decode_meanp	0.08042827703
recent_denovo	22	0.575	5000.0	overall	10000	truth	0.3301
recent_denovo	22	0.575	5000.0	carrier_carrier	3295	truth	1.0
recent_denovo	22	0.575	5000.0	carrier_noncarrier	4955	truth	0.0
recent_denovo	22	0.575	5000.0	noncarrier_noncarrier	1750	truth	0.0034285714285714284
recent_denovo	22	0.575	5000.0	overall	10000	decode	0.2622
recent_denovo	22	0.575	5000.0	overall	10000	decode_meanp	0.2581527751
recent_denovo	22	0.575	10000.0	overall	10000	truth	0.331
recent_denovo	22	0.575	10000.0	carrier_carrier	3295	truth	1.0
recent_denovo	22	0.575	10000.0	carrier_noncarrier	4955	truth	0.0
recent_denovo	22	0.575	10000.0	noncarrier_noncarrier	1750	truth	0.008571428571428572
recent_denovo	22	0.575	10000.0	overall	10000	decode	0.3259
recent_denovo	22	0.575	10000.0	overall	10000	decode_meanp	0.3313781722
recent_denovo	22	0.575	20000.0	overall	10000	truth	0.3722
recent_denovo	22	0.575	20000.0	carrier_carrier	3295	truth	1.0
recent_denovo	22	0.575	20000.0	carrier_noncarrier	4955	truth	0.07023208879919274
recent_denovo	22	0.575	20000.0	noncarrier_noncarrier	1750	truth	0.045142857142857144
recent_denovo	22	0.575	20000.0	overall	10000	decode	0.3708
recent_denovo	22	0.575	20000.0	overall	10000	decode_meanp	0.3791911972
recent_denovo	22	0.575	30000.0	overall	10000	truth	0.3975
recent_denovo	22	0.575	30000.0	carrier_carrier	3295	truth	1.0
recent_denovo	22	0.575	30000.0	carrier_noncarrier	4955	truth	0.09404641775983855
recent_denovo	22	0.575	30000.0	noncarrier_noncarrier	1750	truth	0.12228571428571429
recent_denovo	22	0.575	30000.0	overall	10000	decode	0.397
recent_denovo	22	0.575	30000.0	overall	10000	decode_meanp	0.4005662345
recent_denovo	22	0.575	40000.0	overall	10000	truth	0.4005
recent_denovo	22	0.575	40000.0	carrier_carrier	3295	truth	1.0
recent_denovo	22	0.575	40000.0	carrier_noncarrier	4955	truth	0.09404641775983855
recent_denovo	22	0.575	40000.0	noncarrier_noncarrier	1750	truth	0.13942857142857143
recent_denovo	22	0.575	40000.0	overall	10000	decode	0.4102
recent_denovo	22	0.575	40000.0	overall	10000	decode_meanp	0.4142680834
recent_denovo	22	0.575	50000.0	overall	10000	truth	0.4096
recent_denovo	22	0.575	50000.0	carrier_carrier	3295	truth	1.0
recent_denovo	22	0.575	50000.0	carrier_noncarrier	4955	truth	0.09404641775983855
recent_denovo	22	0.575	50000.0	noncarrier_noncarrier	1750	truth	0.19142857142857142
recent_denovo	22	0.575	50000.0	overall	10000	decode	0.4193
recent_denovo	22	0.575	50000.0	overall	10000	decode_meanp	0.4239057298
recent_denovo	23	0.64	1000.0	overall	10000	truth	0.001
recent_denovo	23	0.64	1000.0	carrier_carrier	4105	truth	0.002192448233861145
recent_denovo	23	0.64	1000.0	carrier_noncarrier	4600	truth	0.0
recent_denovo	23	0.64	1000.0	noncarrier_noncarrier	1295	truth	0.0007722007722007722
recent_denovo	23	0.64	1000.0	overall	10000	decode	0.0052
recent_denovo	23	0.64	1000.0	overall	10000	decode_meanp	0.07950483231
recent_denovo	23	0.64	5000.0	overall	10000	truth	0.4111
recent_denovo	23	0.64	5000.0	carrier_carrier	4105	truth	1.0
recent_denovo	23	0.64	5000.0	carrier_noncarrier	4600	truth	0.0
recent_denovo	23	0.64	5000.0	noncarrier_noncarrier	1295	truth	0.004633204633204633
recent_denovo	23	0.64	5000.0	overall	10000	decode	0.2311
recent_denovo	23	0.64	5000.0	overall	10000	decode_meanp	0.2718648727
recent_denovo	23	0.64	10000.0	overall	10000	truth	0.4115
recent_denovo	23	0.64	10000.0	carrier_carrier	4105	truth	1.0
recent_denovo	23	0.64	10000.0	carrier_noncarrier	4600	truth	0.0
recent_denovo	23	0.64	10000.0	noncarrier_noncarrier	1295	truth	0.007722007722007722
recent_denovo	23	0.64	10000.0	overall	10000	decode	0.3566
recent_denovo	23	0.64	10000.0	overall	10000	decode_meanp	0.3630923584
recent_denovo	23	0.64	20000.0	overall	10000	truth	0.4325
recent_denovo	23	0.64	20000.0	carrier_carrier	4105	truth	1.0
recent_denovo	23	0.64	20000.0	carrier_noncarrier	4600	truth	0.03847826086956522
recent_denovo	23	0.64	20000.0	noncarrier_noncarrier	1295	truth	0.033204633204633204
recent_denovo	23	0.64	20000.0	overall	10000	decode	0.4158
recent_denovo	23	0.64	20000.0	overall	10000	decode_meanp	0.4261350175
recent_denovo	23	0.64	30000.0	overall	10000	truth	0.4553
recent_denovo	23	0.64	30000.0	carrier_carrier	4105	truth	1.0
recent_denovo	23	0.64	30000.0	carrier_noncarrier	4600	truth	0.0641304347826087
recent_denovo	23	0.64	30000.0	noncarrier_noncarrier	1295	truth	0.11814671814671815
recent_denovo	23	0.64	30000.0	overall	10000	decode	0.4485
recent_denovo	23	0.64	30000.0	overall	10000	decode_meanp	0.4518846978
recent_denovo	23	0.64	40000.0	overall	10000	truth	0.4612
recent_denovo	23	0.64	40000.0	carrier_carrier	4105	truth	1.0
recent_denovo	23	0.64	40000.0	carrier_noncarrier	4600	truth	0.0641304347826087
recent_denovo	23	0.64	40000.0	noncarrier_noncarrier	1295	truth	0.1637065637065637
recent_denovo	23	0.64	40000.0	overall	10000	decode	0.467
recent_denovo	23	0.64	40000.0	overall	10000	decode_meanp	0.4678594805
recent_denovo	23	0.64	50000.0	overall	10000	truth	0.4612
recent_denovo	23	0.64	50000.0	carrier_carrier	4105	truth	1.0
recent_denovo	23	0.64	50000.0	carrier_noncarrier	4600	truth	0.0641304347826087
recent_denovo	23	0.64	50000.0	noncarrier_noncarrier	1295	truth	0.1637065637065637
recent_denovo	23	0.64	50000.0	overall	10000	decode	0.4746
recent_denovo	23	0.64	50000.0	overall	10000	decode_meanp	0.4800687147
recent_denovo	24	0.68	1000.0	overall	10000	truth	0.0006
recent_denovo	24	0.68	1000.0	carrier_carrier	4690	truth	0.0008528784648187633
recent_denovo	24	0.68	1000.0	carrier_noncarrier	4334	truth	0.0
recent_denovo	24	0.68	1000.0	noncarrier_noncarrier	976	truth	0.0020491803278688526
recent_denovo	24	0.68	1000.0	overall	10000	decode	0.0069
recent_denovo	24	0.68	1000.0	overall	10000	decode_meanp	0.1255658513
recent_denovo	24	0.68	5000.0	overall	10000	truth	0.4692
recent_denovo	24	0.68	5000.0	carrier_carrier	4690	truth	1.0
recent_denovo	24	0.68	5000.0	carrier_noncarrier	4334	truth	0.0
recent_denovo	24	0.68	5000.0	noncarrier_noncarrier	976	truth	0.0020491803278688526
recent_denovo	24	0.68	5000.0	overall	10000	decode	0.3514
recent_denovo	24	0.68	5000.0	overall	10000	decode_meanp	0.3602780361
recent_denovo	24	0.68	10000.0	overall	10000	truth	0.4698
recent_denovo	24	0.68	10000.0	carrier_carrier	4690	truth	1.0
recent_denovo	24	0.68	10000.0	carrier_noncarrier	4334	truth	0.0
recent_denovo	24	0.68	10000.0	noncarrier_noncarrier	976	truth	0.00819672131147541
recent_denovo	24	0.68	10000.0	overall	10000	decode	0.4626
recent_denovo	24	0.68	10000.0	overall	10000	decode_meanp	0.4439377737
recent_denovo	24	0.68	20000.0	overall	10000	truth	0.503
recent_denovo	24	0.68	20000.0	carrier_carrier	4690	truth	1.0
recent_denovo	24	0.68	20000.0	carrier_noncarrier	4334	truth	0.06760498384863867
recent_denovo	24	0.68	20000.0	noncarrier_noncarrier	976	truth	0.04815573770491803
recent_denovo	24	0.68	20000.0	overall	10000	decode	0.4904
recent_denovo	24	0.68	20000.0	overall	10000	decode_meanp	0.4896425836
recent_denovo	24	0.68	30000.0	overall	10000	truth	0.5071
recent_denovo	24	0.68	30000.0	carrier_carrier	4690	truth	1.0
recent_denovo	24	0.68	30000.0	carrier_noncarrier	4334	truth	0.06760498384863867
recent_denovo	24	0.68	30000.0	noncarrier_noncarrier	976	truth	0.09016393442622951
recent_denovo	24	0.68	30000.0	overall	10000	decode	0.5005
recent_denovo	24	0.68	30000.0	overall	10000	decode_meanp	0.5042681058
recent_denovo	24	0.68	40000.0	overall	10000	truth	0.5108
recent_denovo	24	0.68	40000.0	carrier_carrier	4690	truth	1.0
recent_denovo	24	0.68	40000.0	carrier_noncarrier	4334	truth	0.06760498384863867
recent_denovo	24	0.68	40000.0	noncarrier_noncarrier	976	truth	0.12807377049180327
recent_denovo	24	0.68	40000.0	overall	10000	decode	0.5072
recent_denovo	24	0.68	40000.0	overall	10000	decode_meanp	0.5120013599
recent_denovo	24	0.68	50000.0	overall	10000	truth	0.5115
recent_denovo	24	0.68	50000.0	carrier_carrier	4690	truth	1.0
recent_denovo	24	0.68	50000.0	carrier_noncarrier	4334	truth	0.06760498384863867
recent_denovo	24	0.68	50000.0	noncarrier_noncarrier	976	truth	0.13524590163934427
recent_denovo	24	0.68	50000.0	overall	10000	decode	0.5119
recent_denovo	24	0.68	50000.0	overall	10000	decode_meanp	0.5173392763
recent_denovo	25	0.4	1000.0	overall	10000	truth	0.001
recent_denovo	25	0.4	1000.0	carrier_carrier	1610	truth	0.0037267080745341614
recent_denovo	25	0.4	1000.0	carrier_noncarrier	4838	truth	0.0
recent_denovo	25	0.4	1000.0	noncarrier_noncarrier	3552	truth	0.0011261261261261261
recent_denovo	25	0.4	1000.0	overall	10000	decode	0.0071
recent_denovo	25	0.4	1000.0	overall	10000	decode_meanp	0.05179744827
recent_denovo	25	0.4	5000.0	overall	10000	truth	0.162
recent_denovo	25	0.4	5000.0	carrier_carrier	1610	truth	1.0
recent_denovo	25	0.4	5000.0	carrier_noncarrier	4838	truth	0.0
recent_denovo	25	0.4	5000.0	noncarrier_noncarrier	3552	truth	0.002815315315315315
recent_denovo	25	0.4	5000.0	overall	10000	decode	0.1293
recent_denovo	25	0.4	5000.0	overall	10000	decode_meanp	0.138804886
recent_denovo	25	0.4	10000.0	overall	10000	truth	0.1641
recent_denovo	25	0.4	10000.0	carrier_carrier	1610	truth	1.0
recent_denovo	25	0.4	10000.0	carrier_noncarrier	4838	truth	0.0
recent_denovo	25	0.4	10000.0	noncarrier_noncarrier	3552	truth	0.008727477477477477
recent_denovo	25	0.4	10000.0	overall	10000	decode	0.1541
recent_denovo	25	0.4	10000.0	overall	10000	decode_meanp	0.1767604245
recent_denovo	25	0.4	20000.0	overall	10000	truth	0.2041
recent_denovo	25	0.4	20000.0	carrier_carrier	1610	truth	1.0
recent_denovo	25	0.4	20000.0	carrier_noncarrier	4838	truth	0.04857379082265399
recent_denovo	25	0.4	20000.0	noncarrier_noncarrier	3552	truth	0.05518018018018018
recent_denovo	25	0.4	20000.0	overall	10000	decode	0.1762
recent_denovo	25	0.4	20000.0	overall	10000	decode_meanp	0.2233823805
recent_denovo	25	0.4	30000.0	overall	10000	truth	0.2084
recent_denovo	25	0.4	30000.0	carrier_carrier	1610	truth	1.0
recent_denovo	25	0.4	30000.0	carrier_noncarrier	4838	truth	0.04857379082265399
recent_denovo	25	0.4	30000.0	noncarrier_noncarrier	3552	truth	0.06728603603603604
recent_denovo	25	0.4	30000.0	overall	10000	decode	0.2113
recent_denovo	25	0.4	30000.0	overall	10000	decode_meanp	0.2620718438
recent_denovo	25	0.4	40000.0	overall	10000	truth	0.2116
recent_denovo	25	0.4	40000.0	carrier_carrier	1610	truth	1.0
recent_denovo	25	0.4	40000.0	carrier_noncarrier	4838	truth	0.04857379082265399
recent_denovo	25	0.4	40000.0	noncarrier_noncarrier	3552	truth	0.07629504504504504
recent_denovo	25	0.4	40000.0	overall	10000	decode	0.254
recent_denovo	25	0.4	40000.0	overall	10000	decode_meanp	0.2961575275
recent_denovo	25	0.4	50000.0	overall	10000	truth	0.2288
recent_denovo	25	0.4	50000.0	carrier_carrier	1610	truth	1.0
