# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	16
2	3
10	11
16	17
26	27
42	43
50	51
52	53
88	89
106	107
112	113
114	115
118	119
126	127
160	161
164	165
192	193
