onset_years,source,pair_class,position_0based,mean_tmrca_years,mean_tmrca_years_n_regions,mean_tmrca_years_lower95,mean_tmrca_years_upper95,frac_recent_5000,frac_recent_5000_n_regions,frac_recent_5000_lower95,frac_recent_5000_upper95,frac_recent_10000,frac_recent_10000_n_regions,frac_recent_10000_lower95,frac_recent_10000_upper95,frac_recent_20000,frac_recent_20000_n_regions,frac_recent_20000_lower95,frac_recent_20000_upper95,frac_recent_30000,frac_recent_30000_n_regions,frac_recent_30000_lower95,frac_recent_30000_upper95,frac_recent_40000,frac_recent_40000_n_regions,frac_recent_40000_lower95,frac_recent_40000_upper95,frac_recent_50000,frac_recent_50000_n_regions,frac_recent_50000_lower95,frac_recent_50000_upper95
10000,truth,alt/alt,340000,554001.886,98,471169.894,636833.877,0.00335295521,98,0.00162040167,0.00508550875,0.00763283779,98,0.0055591324,0.00970654317,0.0510657584,98,0.0429936256,0.0591378913,0.114332909,98,0.102915934,0.125749884,0.160078676,98,0.144716139,0.175441214,0.212404952,98,0.188183027,0.236626877
10000,truth,alt/alt,350000,488749.416,98,429517.773,547981.06,0.0033705194,98,0.00163412657,0.00510691222,0.00752668744,98,0.00550110394,0.00955227094,0.0470537224,98,0.0395752248,0.0545322201,0.104770823,98,0.0939296059,0.11561204,0.151062684,98,0.135532236,0.166593132,0.205563938,98,0.180710675,0.2304172
10000,truth,alt/alt,360000,475061.526,98,412250.065,537872.987,0.00334418259,98,0.0016061629,0.00508220228,0.00757662429,98,0.00555638534,0.00959686324,0.0471346007,98,0.040029671,0.0542395304,0.106118434,98,0.0955154804,0.116721387,0.154676031,98,0.138335488,0.171016575,0.20494213,98,0.179612132,0.230272128
10000,truth,alt/alt,370000,589738.607,98,488302.185,691175.03,0.00333550113,98,0.00159831771,0.00507268454,0.00766428419,98,0.00564485705,0.00968371134,0.0482502142,98,0.040779796,0.0557206324,0.106014251,98,0.0946325336,0.117395969,0.156064089,98,0.13966904,0.172459137,0.200376478,98,0.180738551,0.220014405
10000,truth,alt/alt,380000,536153.177,98,461434.906,610871.448,0.00375525188,98,0.00135674789,0.00615375586,0.00820534693,98,0.0056045786,0.0108061153,0.045961313,98,0.0393962838,0.0525263422,0.0994470161,98,0.0882972313,0.110596801,0.14814915,98,0.132560681,0.163737619,0.194363243,98,0.174290063,0.214436422
10000,truth,alt/alt,390000,458069.091,98,397573.204,518564.978,0.00373184527,98,0.0013336767,0.00613001384,0.00850984692,98,0.00527644867,0.0117432452,0.0460958126,98,0.0403781444,0.0518134809,0.0966045811,98,0.0873068596,0.105902303,0.147966442,98,0.133920128,0.162012755,0.19166787,98,0.173683667,0.209652073
10000,truth,alt/alt,400000,476102.625,98,415525.225,536680.025,0.00378655474,98,0.00138906395,0.00618404552,0.00858403382,98,0.00535444914,0.0118136185,0.0443109579,98,0.0385760594,0.0500458565,0.0980405959,98,0.087238148,0.108843044,0.145336908,98,0.131792976,0.158880839,0.189529036,98,0.17168999,0.207368083
10000,truth,alt/alt,410000,520354.096,98,447312.992,593395.201,0.00375356923,98,0.00135899687,0.0061481416,0.00879098363,98,0.00551985368,0.0120621136,0.0448800868,98,0.0388077853,0.0509523884,0.101912964,98,0.0918871498,0.111938779,0.15033949,98,0.137216293,0.163462687,0.196951513,98,0.180526472,0.213376554
10000,truth,alt/alt,420000,517212.172,98,449561.222,584863.123,0.00377621193,98,0.00138315523,0.00616926863,0.00883566213,98,0.00556707786,0.0121042464,0.0450230776,98,0.0389037116,0.0511424435,0.102828479,98,0.0925972322,0.113059726,0.157397901,98,0.1439747,0.170821103,0.202969024,98,0.186719414,0.219218635
10000,truth,alt/alt,430000,465403.618,98,408567.499,522239.736,0.00379021579,98,0.00139476,0.00618567158,0.00888668294,98,0.00562596656,0.0121473993,0.0450444802,98,0.0389843085,0.051104652,0.105985474,98,0.0948029613,0.117167988,0.15863847,98,0.14585624,0.1714207,0.20310674,98,0.186746031,0.219467448
10000,truth,alt/alt,440000,514030.704,98,452859.775,575201.633,0.0037526217,98,0.00135812354,0.00614711986,0.00852090528,98,0.00587413417,0.0111676764,0.0435848875,98,0.0377281845,0.0494415905,0.104432336,98,0.0936739852,0.115190687,0.158481761,98,0.146069673,0.170893849,0.202129995,98,0.185758293,0.218501696
10000,truth,alt/alt,450000,480632.857,98,426989.819,534275.895,0.0037777718,98,0.00138358592,0.00617195767,0.00899621578,98,0.00600264154,0.01198979,0.044110311,98,0.037797454,0.050423168,0.107727798,98,0.0956485555,0.119807041,0.160640456,98,0.147099378,0.174181534,0.209047608,98,0.188563798,0.229531419
10000,truth,alt/alt,460000,504096.569,98,422470.336,585722.803,0.00384596102,98,0.00145410669,0.00623781534,0.00921371202,98,0.00621561916,0.0122118049,0.0439637217,98,0.0380680265,0.0498594169,0.107798053,98,0.0946917425,0.120904364,0.166336675,98,0.15097467,0.181698681,0.211968708,98,0.190458036,0.233479379
10000,truth,alt/alt,470000,448352.467,98,398615.763,498089.171,0.00402200499,98,0.0016152993,0.00642871069,0.0092319443,98,0.00620191242,0.0122619762,0.0430215591,98,0.0369851586,0.0490579596,0.107736324,98,0.0945148766,0.120957771,0.161174443,98,0.143827367,0.178521518,0.199923418,98,0.176928649,0.222918188
10000,truth,alt/alt,480000,474473.794,98,412753.601,536193.987,0.00391631031,98,0.00151446669,0.00631815394,0.00924553069,98,0.00627691358,0.0122141478,0.042670901,98,0.0363282275,0.0490135744,0.104431827,98,0.09217894,0.116684714,0.157416726,98,0.142674194,0.172159259,0.193046983,98,0.174895374,0.211198592
10000,truth,alt/alt,490000,518162.803,98,430848.377,605477.228,0.00392348377,98,0.00152154454,0.00632542301,0.00915219004,98,0.00617818192,0.0121261982,0.043097135,98,0.0372107584,0.0489835117,0.101465178,98,0.0902641759,0.112666181,0.154610592,98,0.138562598,0.170658587,0.184549765,98,0.167457793,0.201641738
10000,truth,alt/alt,500000,510867.245,98,440079.712,581654.778,0.00394376578,98,0.00154277379,0.00634475777,0.00913721687,98,0.00616057877,0.012113855,0.0420595891,98,0.0362719369,0.0478472413,0.0992992438,98,0.0882324294,0.110366058,0.150068022,98,0.134656949,0.165479095,0.181337954,98,0.164057121,0.198618787
10000,truth,alt/alt,510000,597646.53,98,508231.469,687061.591,0.00395531106,98,0.00155233114,0.00635829097,0.0087380888,98,0.00600731572,0.0114688619,0.042280019,98,0.0366889475,0.0478710904,0.100903955,98,0.0895198652,0.112288044,0.151698621,98,0.135924415,0.167472828,0.186639266,98,0.169916085,0.203362447
10000,truth,alt/alt,520000,560690.034,98,483845.487,637534.581,0.00391438894,98,0.00151354899,0.00631522888,0.00869032293,98,0.00596334785,0.011417298,0.0428919842,98,0.0372143371,0.0485696312,0.100850532,98,0.0891576491,0.112543414,0.152630405,98,0.13618555,0.169075259,0.193933626,98,0.176162899,0.211704354
10000,truth,alt/alt,530000,524255.698,98,459328.72,589182.677,0.0039474243,98,0.00154654722,0.00634830137,0.00865283112,98,0.00594795123,0.011357711,0.0439959698,98,0.0380385448,0.0499533947,0.099554448,98,0.0883537101,0.110755186,0.147777571,98,0.133368256,0.162186886,0.186427766,98,0.17025826,0.202597273
10000,truth,alt/alt,540000,503680.621,98,432290.251,575070.99,0.0040488721,98,0.00164798596,0.00644975824,0.00883751924,98,0.00611554001,0.0115594985,0.0445240914,98,0.0381707109,0.050877472,0.10205143,98,0.0899965757,0.114106284,0.151154231,98,0.13649418,0.165814282,0.187875088,98,0.171921521,0.203828654
10000,truth,alt/alt,550000,498134.178,98,430311.874,565956.481,0.00405769008,98,0.00165718511,0.00645819505,0.00899441112,98,0.00617205901,0.0118167632,0.0440406681,98,0.0385494154,0.0495319207,0.103758521,98,0.0933412093,0.114175834,0.15167525,98,0.13785506,0.165495441,0.190185221,98,0.173943338,0.206427104
10000,truth,alt/alt,560000,505251.312,98,431313.41,579189.213,0.00405026526,98,0.00165000558,0.00645052494,0.00890604138,98,0.0060926819,0.0117194009,0.0447680842,98,0.0391230227,0.0504131458,0.104277325,98,0.0934225972,0.115132053,0.152845262,98,0.138623794,0.167066729,0.192269143,98,0.175865737,0.208672548
10000,truth,alt/alt,570000,473372.901,98,411813.133,534932.669,0.0040329382,98,0.00163181944,0.00643405695,0.00829882976,98,0.00566354455,0.010934115,0.0439193732,98,0.0386363755,0.0492023708,0.104731227,98,0.0930749588,0.116387495,0.152915644,98,0.136664146,0.169167142,0.197107401,98,0.1776692,0.216545602
10000,truth,alt/alt,580000,486748.451,98,408386.955,565109.948,0.00402561654,98,0.00162420189,0.00642703119,0.00841197008,98,0.00578232915,0.011041611,0.0419825666,98,0.037297217,0.0466679162,0.104679711,98,0.093259846,0.116099575,0.153331414,98,0.138377774,0.168285053,0.196435693,98,0.178641557,0.21422983
10000,truth,alt/alt,590000,465953.174,98,415898.115,516008.234,0.00401220587,98,0.00161034664,0.00641406509,0.00858230718,98,0.00591114373,0.0112534706,0.0413576542,98,0.0366181112,0.0460971971,0.104043153,98,0.093003988,0.115082318,0.15191773,98,0.138582285,0.165253176,0.189891005,98,0.173467358,0.206314652
10000,truth,alt/alt,600000,512753.907,98,442154.522,583353.292,0.00402803323,98,0.00162613452,0.00642993194,0.00870770093,98,0.00601291908,0.0114024828,0.0424618127,98,0.0376322454,0.04729138,0.106045641,98,0.0955485524,0.116542729,0.157621484,98,0.143485541,0.171757427,0.199914784,98,0.181961862,0.217867706
10000,truth,alt/alt,610000,434911.549,98,380334.92,489488.178,0.00410107544,98,0.00168331663,0.00651883425,0.0088193679,98,0.006126283,0.0115124528,0.0423677657,98,0.0375447855,0.0471907458,0.106343053,98,0.0962482797,0.116437826,0.154770486,98,0.142049632,0.16749134,0.207561755,98,0.189424571,0.22569894
10000,truth,alt/alt,620000,522287.928,98,449126.159,595449.697,0.00424230096,98,0.00182363811,0.0066609638,0.00902975935,98,0.00633403216,0.0117254865,0.0419189491,98,0.0372468258,0.0465910725,0.102071643,98,0.0926932325,0.111450053,0.149975695,98,0.137212143,0.162739248,0.200580351,98,0.182115583,0.219045119
10000,truth,alt/alt,630000,493622.436,98,423171.231,564073.641,0.00426103421,98,0.00184232099,0.00667974742,0.00920822389,98,0.00651126471,0.0119051831,0.0444506232,98,0.039097154,0.0498040923,0.102179233,98,0.0919953035,0.112363163,0.153453892,98,0.139610065,0.167297719,0.198141931,98,0.182410733,0.213873128
10000,truth,alt/alt,640000,469821.589,98,399341.047,540302.131,0.00425385754,98,0.00183468509,0.00667302999,0.00906143923,98,0.00639386173,0.0117290167,0.0439342385,98,0.0388023472,0.0490661299,0.103972098,98,0.0934157969,0.1145284,0.15742302,98,0.143584295,0.171261745,0.196057709,98,0.180774326,0.211341091
10000,truth,alt/alt,650000,543966.844,98,453016.516,634917.172,0.00422851929,98,0.00180889985,0.00664813873,0.00907577501,98,0.00641077448,0.0117407755,0.0436424204,98,0.0382064554,0.0490783853,0.103213431,98,0.0929851831,0.113441679,0.159947385,98,0.145934799,0.17395997,0.201867097,98,0.185209915,0.218524278
10000,truth,alt/alt,660000,484408.278,98,417781.077,551035.479,0.00422079757,98,0.00180055053,0.00664104461,0.00952969081,98,0.006539665,0.0125197166,0.0440516968,98,0.0383505898,0.0497528038,0.102546214,98,0.0927115494,0.112380878,0.161680056,98,0.148919926,0.174440186,0.201505075,98,0.1856634,0.21734675
10000,truth,alt/alt,670000,576019.612,98,500302.867,651736.357,0.00420387651,98,0.00177970472,0.00662804831,0.00992032462,98,0.00686253329,0.012978116,0.046051319,98,0.039731671,0.052370967,0.10419177,98,0.0926674826,0.115716057,0.16123661,98,0.147602283,0.174870937,0.205147892,98,0.188455601,0.221840184
10000,truth,alt/alt,680000,533404.602,98,460644.323,606164.882,0.00443114537,98,0.00198679602,0.00687549472,0.0102356001,98,0.00717396009,0.0132972401,0.0498830886,98,0.0412474207,0.0585187566,0.111035649,98,0.0990753627,0.122995935,0.169111234,98,0.153354442,0.184868025,0.215438225,98,0.196928431,0.233948019
10000,truth,alt/alt,690000,501038.421,98,449867.564,552209.278,0.00448369751,98,0.00203961542,0.0069277796,0.00942775997,98,0.00669648266,0.0121590373,0.0500427349,98,0.041476017,0.0586094527,0.115157101,98,0.10188406,0.128430143,0.175267283,98,0.158983746,0.19155082,0.212908583,98,0.194823741,0.230993425
10000,truth,alt/alt,700000,539783.727,98,469817.157,609750.298,0.003958133,98,0.00217010426,0.00574616175,0.0090401829,98,0.00690145997,0.0111789058,0.0502921149,98,0.0417214713,0.0588627585,0.118244604,98,0.102541655,0.133947553,0.176841834,98,0.159054188,0.19462948,0.215813612,98,0.196966411,0.234660813
10000,truth,alt/alt,710000,451048.141,98,402140.106,499956.175,0.00395393983,98,0.0021664756,0.00574140406,0.00919838174,98,0.00705997212,0.0113367914,0.0509696981,98,0.0421595282,0.0597798679,0.118897559,98,0.104497056,0.133298062,0.178375123,98,0.161195768,0.195554479,0.214696415,98,0.196669944,0.232722886
10000,truth,alt/alt,720000,459169.332,98,408010.829,510327.836,0.00397358371,98,0.00218678672,0.00576038069,0.00933553813,98,0.00722451455,0.0114465617,0.0512084273,98,0.0424248106,0.059992044,0.118565677,98,0.103447121,0.133684233,0.175850741,98,0.158312742,0.193388739,0.213379237,98,0.19527769,0.231480783
10000,truth,alt/alt,730000,477030.469,98,411705.907,542355.031,0.00399364306,98,0.00220429388,0.00578299225,0.0092778549,98,0.00719037744,0.0113653324,0.0514599107,98,0.0426152387,0.0603045826,0.115823977,98,0.101655384,0.129992571,0.17554132,98,0.156799605,0.194283034,0.216534361,98,0.197176744,0.235891978
10000,truth,alt/alt,740000,473059.623,98,410769.997,535349.249,0.00390973619,98,0.00211912905,0.00570034334,0.00900668798,98,0.00691020375,0.0111031722,0.0523488471,98,0.0437268007,0.0609708936,0.118135929,98,0.10418053,0.132091329,0.178713479,98,0.160040371,0.197386587,0.221331853,98,0.202376036,0.240287671
10000,truth,alt/alt,750000,501159.942,98,443402.32,558917.564,0.00387752768,98,0.00208699165,0.00566806371,0.00869760836,98,0.00652213553,0.0108730812,0.050762676,98,0.0423516681,0.0591736839,0.116239676,98,0.101633975,0.130845377,0.17344914,98,0.154488502,0.192409778,0.217296253,98,0.198379091,0.236213416
10000,truth,alt/alt,760000,454853.252,98,403230.539,506475.965,0.00394148266,98,0.00215212468,0.00573084063,0.0088940641,98,0.00670198491,0.0110861433,0.0498150398,98,0.0414513356,0.0581787439,0.125542291,98,0.101087957,0.149996625,0.183834947,98,0.158292743,0.209377151,0.229680508,98,0.204683538,0.254677478
10000,truth,alt/alt,770000,511649.042,98,436648.476,586649.609,0.00389136534,98,0.0021037094,0.00567902128,0.00829958016,98,0.00622115245,0.0103780079,0.0495806601,98,0.0411532768,0.0580080434,0.123574072,98,0.0988947301,0.148253414,0.17371571,98,0.15016076,0.19727066,0.218599112,98,0.195417536,0.241780689
10000,truth,alt/alt,780000,510479.962,98,430735.22,590224.704,0.00436306696,98,0.00245451948,0.00627161445,0.00869437427,98,0.00656286828,0.0108258803,0.0526089363,98,0.0440182437,0.0611996289,0.124838254,98,0.10220052,0.147475988,0.176313214,98,0.154050244,0.198576185,0.222418051,98,0.198784565,0.246051536
10000,truth,alt/alt,790000,470614.244,98,407939.33,533289.158,0.00429689368,98,0.00239173239,0.00620205497,0.00847364787,98,0.00635147275,0.010595823,0.0508824657,98,0.0424075503,0.0593573811,0.122981879,98,0.100151642,0.145812117,0.178576658,98,0.15425949,0.202893827,0.22582174,98,0.200704174,0.250939306
10000,truth,alt/alt,800000,479526.314,98,418648.554,540404.074,0.00427897886,98,0.00237337336,0.00618458435,0.00882658839,98,0.00658512589,0.0110680509,0.0540363015,98,0.039978681,0.068093922,0.116923959,98,0.0993316068,0.134516311,0.170519949,98,0.152552007,0.188487891,0.220249639,98,0.199818679,0.240680599
10000,truth,alt/alt,810000,433649.763,98,370609.472,496690.054,0.00389146688,98,0.00210703255,0.0056759012,0.00852808302,98,0.00635695056,0.0106992155,0.054820446,98,0.04064807,0.068992822,0.117783192,98,0.100351468,0.135214917,0.172157745,98,0.153430255,0.190885235,0.223902043,98,0.203156895,0.244647191
10000,truth,alt/alt,820000,502688.537,98,433021.048,572356.026,0.00394983251,98,0.00215905619,0.00574060884,0.0087794462,98,0.00658674397,0.0109721484,0.0576113277,98,0.0399122488,0.0753104067,0.120778946,98,0.102060887,0.139497005,0.17188437,98,0.151504569,0.192264172,0.220828317,98,0.20002764,0.241628993
10000,truth,alt/alt,830000,469638.362,98,405974.694,533302.03,0.00384003155,98,0.00205000499,0.00563005812,0.00861449273,98,0.00645445596,0.0107745295,0.0523184463,98,0.0382936553,0.0663432373,0.118257823,98,0.10106828,0.135447366,0.164428318,98,0.146831707,0.182024928,0.210317843,98,0.191298032,0.229337654
10000,truth,alt/alt,840000,572192.996,98,496823.671,647562.321,0.00385676926,98,0.00206662231,0.00564691622,0.00862157412,98,0.00646345877,0.0107796895,0.0540058287,98,0.0398281042,0.0681835531,0.116455352,98,0.100599438,0.132311267,0.163697092,98,0.147040445,0.180353739,0.20740349,98,0.188213153,0.226593826
10000,truth,alt/alt,850000,545049.036,98,469297.314,620800.758,0.00384385319,98,0.0020537281,0.00563397829,0.00871361333,98,0.00655141729,0.0108758094,0.0540098007,98,0.039981196,0.0680384055,0.11494111,98,0.0991336374,0.130748582,0.173762353,98,0.150111992,0.197412714,0.223227089,98,0.197906022,0.248548155
10000,truth,alt/alt,860000,497632.197,98,432392.966,562871.427,0.00388128943,98,0.00208525983,0.00567731904,0.0085999904,98,0.00644760748,0.0107523733,0.0526410825,98,0.038801321,0.066480844,0.109982866,98,0.0940930177,0.125872715,0.170863043,98,0.146922793,0.194803292,0.221062644,98,0.195782201,0.246343088
10000,truth,alt/alt,870000,522848.567,98,449104.574,596592.56,0.00385467183,98,0.00205998561,0.00564935805,0.00864439853,98,0.00648839406,0.010800403,0.056621841,98,0.0413049189,0.071938763,0.114001015,98,0.0981477207,0.12985431,0.174538684,98,0.151215182,0.197862187,0.225576219,98,0.201041634,0.250110805
10000,truth,alt/alt,880000,589174.435,98,515022.174,663326.695,0.00388330993,98,0.00208393251,0.00568268736,0.00814643257,98,0.00616245452,0.0101304106,0.0512842216,98,0.0371492455,0.0654191976,0.106207907,98,0.0908050633,0.121610751,0.16782011,98,0.143609191,0.192031029,0.219111893,98,0.194416858,0.243806928
10000,truth,alt/alt,890000,500383.688,98,440353.899,560413.476,0.00387315369,98,0.00207250337,0.00567380402,0.00810053562,98,0.00609759839,0.0101034728,0.0524748632,98,0.0376458267,0.0673038998,0.107171033,98,0.0905321775,0.123809888,0.169582656,98,0.145088697,0.194076615,0.215447885,98,0.190465219,0.24043055
10000,truth,alt/alt,900000,468581.747,98,416845.112,520318.382,0.00388210226,98,0.00210133902,0.00566286549,0.00854848445,98,0.00596973193,0.011127237,0.0451579774,98,0.0391981059,0.0511178489,0.096268246,98,0.0862193205,0.106317172,0.144290482,98,0.131111655,0.157469309,0.195594555,98,0.178856236,0.212332875
10000,truth,alt/alt,910000,494120.621,98,438950.195,549291.047,0.0038953572,98,0.00211377601,0.0056769384,0.00867990756,98,0.00609705009,0.011262765,0.0462036792,98,0.0401624265,0.0522449318,0.101587919,98,0.0913452511,0.111830587,0.151479021,98,0.137518698,0.165439345,0.197796313,98,0.180930657,0.214661969
10000,truth,alt/alt,920000,506022.736,98,443815.999,568229.472,0.00390992032,98,0.00212937965,0.00569046099,0.00860090723,98,0.00603008712,0.0111717273,0.0456059386,98,0.0397653788,0.0514464984,0.100971356,98,0.0903598647,0.111582848,0.161966569,98,0.140242578,0.183690559,0.219507029,98,0.196972053,0.242042005
10000,truth,alt/alt,930000,494529.285,98,427644.638,561413.931,0.00421873311,98,0.0017944741,0.00664299211,0.00903946679,98,0.00582158143,0.0122573521,0.0447876988,98,0.0391444739,0.0504309237,0.0976669628,98,0.0874721112,0.107861814,0.158597606,98,0.135930285,0.181264927,0.207814975,98,0.183934071,0.231695879
10000,truth,alt/alt,940000,514464.695,98,451824.976,577104.415,0.00424771189,98,0.00182358844,0.00667183534,0.00880059302,98,0.00559287094,0.0120083151,0.0447285468,98,0.0389800865,0.050477007,0.101814974,98,0.0910025725,0.112627375,0.173894563,98,0.149398705,0.198390421,0.219611903,98,0.194748517,0.24447529
10000,truth,alt/alt,950000,532269.833,98,464918.313,599621.353,0.00413097674,98,0.00171372845,0.00654822504,0.00865046966,98,0.0054397789,0.0118611604,0.0441732866,98,0.038513192,0.0498333813,0.112821579,98,0.0918354507,0.133807706,0.1731019,98,0.148955167,0.197248633,0.218401534,98,0.19345834,0.243344728
10000,truth,alt/alt,960000,518078.93,98,447878.303,588279.557,0.00412100948,98,0.00170444252,0.00653757644,0.00849980383,98,0.00529701494,0.0117025927,0.0453287417,98,0.0388624168,0.0517950667,0.110254897,98,0.0894860504,0.131023744,0.172348864,98,0.149158509,0.195539219,0.220354832,98,0.196136624,0.244573041
10000,truth,alt/alt,970000,490936.212,98,426704.876,555167.547,0.00376826976,98,0.00199890559,0.00553763393,0.00971502567,98,0.00534817383,0.0140818775,0.0477560317,98,0.0411921274,0.054319936,0.116999331,98,0.0954169506,0.138581712,0.177007505,98,0.153545323,0.200469686,0.228349329,98,0.203717888,0.25298077
10000,truth,alt/alt,980000,467066.861,98,402503.659,531630.063,0.00361044782,98,0.00183835419,0.00538254145,0.00942396329,98,0.00510003081,0.0137478958,0.0459821805,98,0.0398829697,0.0520813914,0.111864644,98,0.0906885736,0.133040715,0.161980056,98,0.140848992,0.183111121,0.212098042,98,0.188802061,0.235394022
10000,truth,alt/alt,990000,497616.97,98,437764.804,557469.136,0.00322559635,98,0.0019857545,0.00446543821,0.00961975365,98,0.00541771162,0.0138217957,0.0462021271,98,0.0403945034,0.0520097509,0.112594247,98,0.0912898812,0.133898613,0.159210234,98,0.137331603,0.181088864,0.207081148,98,0.184353693,0.229808604
10000,truth,alt/alt,1000000,491445.311,98,432857.717,550032.906,0.00332839374,98,0.00208846027,0.0045683272,0.00931654639,98,0.00516178997,0.0134713028,0.0465080039,98,0.0405852519,0.0524307559,0.114502101,98,0.0932649454,0.135739256,0.160300927,98,0.138503217,0.182098636,0.209722659,98,0.187814492,0.231630827
10000,truth,alt/alt,1010000,481551.32,98,418301.499,544801.141,0.00332649148,98,0.00208658477,0.00456639819,0.0092425254,98,0.00508604342,0.0133990074,0.0470285867,98,0.0410883184,0.0529688549,0.116903994,98,0.0952322909,0.138575697,0.165335605,98,0.143402457,0.187268754,0.214232165,98,0.19215208,0.23631225
10000,truth,alt/alt,1020000,481750.331,98,429861.886,533638.776,0.00334838542,98,0.00210727374,0.00458949709,0.00957052345,98,0.00537889244,0.0137621544,0.0482139701,98,0.0409828957,0.0554450444,0.115462813,98,0.100443056,0.13048257,0.162500483,98,0.147327112,0.177673854,0.209967553,98,0.193141463,0.226793643
10000,truth,alt/alt,1030000,454305.468,98,394929.502,513681.435,0.00338672777,98,0.00214263603,0.00463081952,0.00955102415,98,0.0053562448,0.0137458035,0.0491839993,98,0.0419645162,0.0564034824,0.116757341,98,0.0986227694,0.134891912,0.163897253,98,0.145839109,0.181955397,0.211937627,98,0.192180071,0.231695184
10000,truth,alt/alt,1040000,454603.145,98,399115.893,510090.396,0.00341811194,98,0.00217612291,0.00466010098,0.00952275938,98,0.00534327386,0.0137022449,0.0479999303,98,0.0407399066,0.0552599539,0.116593239,98,0.0984131334,0.134773344,0.164942426,98,0.146542719,0.183342134,0.213600178,98,0.191874751,0.235325604
10000,truth,alt/alt,1050000,505042.665,98,434773.548,575311.781,0.00339488298,98,0.00215325757,0.00463650839,0.00966250458,98,0.00548411132,0.0138408978,0.0480951638,98,0.0407801371,0.0554101905,0.111130386,98,0.0945160936,0.127744679,0.159940389,98,0.142369144,0.177511634,0.211794196,98,0.189279101,0.234309292
10000,truth,alt/alt,1060000,526808.645,98,442989.328,610627.963,0.00344328481,98,0.00219201503,0.00469455459,0.00993049246,98,0.00569980767,0.0141611773,0.0489373764,98,0.0417235324,0.0561512204,0.106091316,98,0.0913695992,0.120813033,0.152312353,98,0.136342977,0.168281729,0.20046151,98,0.179030989,0.221892031
10000,truth,alt/alt,1070000,519134.693,98,453004.383,585265.003,0.00316150251,98,0.00211235809,0.00421064693,0.00962815876,98,0.00543147266,0.0138248449,0.0472371089,98,0.0409730853,0.0535011326,0.0962461752,98,0.0858622372,0.106630113,0.144243758,98,0.130673942,0.157813574,0.191037849,98,0.172662515,0.209413182
10000,truth,alt/alt,1080000,509305.999,98,428215.606,590396.392,0.00317896391,98,0.00213059917,0.00422732866,0.00965316231,98,0.00545647108,0.0138498535,0.0455599645,98,0.0398642047,0.0512557242,0.0934043898,98,0.0830001012,0.103808679,0.143429037,98,0.128015168,0.158842906,0.183418507,98,0.164368762,0.202468252
10000,truth,alt/alt,1090000,482218.103,98,424403.317,540032.889,0.00331509333,98,0.00223176102,0.00439842565,0.00969805415,98,0.00548545087,0.0139106574,0.0451871341,98,0.039336647,0.0510376211,0.0937631513,98,0.0832097955,0.104316507,0.142363985,98,0.127184065,0.157543906,0.185543095,98,0.164221789,0.206864401
10000,truth,alt/alt,1100000,498622.397,98,418060.607,579184.186,0.00326528169,98,0.00219499652,0.00433556686,0.0101888224,98,0.0059233005,0.0144543443,0.0458320235,98,0.0399023657,0.0517616812,0.0944285994,98,0.0857068894,0.103150309,0.140180339,98,0.126283413,0.154077264,0.191214211,98,0.169474255,0.212954167
10000,truth,alt/alt,1110000,514524.522,98,441233.16,587815.884,0.00326401688,98,0.00219515172,0.00433288204,0.0102369847,98,0.00596711096,0.0145068584,0.0468297624,98,0.0398846533,0.0537748715,0.0982275397,98,0.0885644154,0.107890664,0.14480392,98,0.130793033,0.158814807,0.196520978,98,0.17556422,0.217477736
10000,truth,alt/alt,1120000,527917.17,98,435974.949,619859.391,0.0032886631,98,0.00221861859,0.00435870762,0.0101406026,98,0.0058746755,0.0144065296,0.0474807386,98,0.0405723525,0.0543891247,0.101784551,98,0.0903026644,0.113266437,0.148612974,98,0.133712503,0.163513446,0.197135109,98,0.178189122,0.216081096
10000,truth,alt/alt,1130000,526131.029,98,458955.884,593306.174,0.00327398495,98,0.00221500281,0.00433296708,0.0101593267,98,0.0059435592,0.0143750943,0.0473136461,98,0.0405210066,0.0541062856,0.101378207,98,0.0906973127,0.1120591,0.152436619,98,0.137809503,0.167063736,0.203930449,98,0.184789389,0.22307151
10000,truth,alt/alt,1140000,494342.974,98,433088.29,555597.659,0.00325549322,98,0.00219581428,0.00431517217,0.0100966526,98,0.00587462758,0.0143186777,0.0454405054,98,0.0391679734,0.0517130373,0.0989456971,98,0.0885424792,0.109348915,0.15141903,98,0.13701025,0.16582781,0.195957523,98,0.178013017,0.213902029
10000,truth,alt/alt,1150000,500523.996,98,424577.218,576470.773,0.00338487278,98,0.00232381474,0.00444593083,0.0100719678,98,0.00588256105,0.0142613746,0.0440225837,98,0.0373862103,0.0506589571,0.0945146229,98,0.0839110447,0.105118201,0.152445543,98,0.137576261,0.167314825,0.201513079,98,0.18330577,0.219720387
10000,truth,alt/alt,1160000,507849.632,98,442770.031,572929.233,0.00340182357,98,0.00234015784,0.00446348929,0.010278108,98,0.00608089179,0.0144753243,0.0446407031,98,0.0378059104,0.0514754958,0.0929650102,98,0.0841274814,0.101802539,0.153046896,98,0.13904623,0.167047561,0.196762696,98,0.180194512,0.213330879
10000,truth,alt/alt,1170000,482392.525,98,413182.488,551602.562,0.00341566794,98,0.00235436682,0.00447696907,0.0102043546,98,0.00601004503,0.0143986642,0.0452249759,98,0.036365849,0.0540841029,0.0951084871,98,0.0821762217,0.108040752,0.156180813,98,0.137330824,0.175030803,0.198295494,98,0.177436543,0.219154445
