onset_years,source,pair_class,position_0based,mean_tmrca_years,mean_tmrca_years_n_regions,mean_tmrca_years_lower95,mean_tmrca_years_upper95,frac_recent_5000,frac_recent_5000_n_regions,frac_recent_5000_lower95,frac_recent_5000_upper95,frac_recent_10000,frac_recent_10000_n_regions,frac_recent_10000_lower95,frac_recent_10000_upper95,frac_recent_20000,frac_recent_20000_n_regions,frac_recent_20000_lower95,frac_recent_20000_upper95,frac_recent_30000,frac_recent_30000_n_regions,frac_recent_30000_lower95,frac_recent_30000_upper95,frac_recent_40000,frac_recent_40000_n_regions,frac_recent_40000_lower95,frac_recent_40000_upper95,frac_recent_50000,frac_recent_50000_n_regions,frac_recent_50000_lower95,frac_recent_50000_upper95
10000,decoded,all pairs,0,506939.32,100,472879.221,540999.418,0.001115,100,0.00104441641,0.00118558359,0.003046,100,0.00292419226,0.00316780774,0.012774,100,0.0119727748,0.0135752252,0.02891,100,0.0271518289,0.0306681711,0.050256,100,0.0469106538,0.0536013462,0.07227,100,0.0672208238,0.0773191762
10000,decoded,all pairs,10000,499171.461,100,458510.523,539832.398,0.002037,100,0.00194305351,0.00213094649,0.007949,100,0.00746938869,0.00842861131,0.033521,100,0.031367892,0.035674108,0.069966,100,0.0651601499,0.0747718501,0.106961,100,0.0997255267,0.114196473,0.143579,100,0.133880637,0.153277363
10000,decoded,all pairs,20000,467139.51,100,432279.468,501999.553,0.00216,100,0.00206113046,0.00225886954,0.009102,100,0.00851900055,0.00968499945,0.040368,100,0.0374853998,0.0432506002,0.084262,100,0.0786382995,0.0898857005,0.130585,100,0.122112225,0.139057775,0.174046,100,0.162879866,0.185212134
10000,decoded,all pairs,30000,467477.746,100,425167.876,509787.617,0.002257,100,0.00215375233,0.00236024767,0.010189,100,0.00953954205,0.0108384579,0.046996,100,0.0436490879,0.0503429121,0.098378,100,0.0917118581,0.105044142,0.146817,100,0.137554364,0.156079636,0.186142,100,0.174470735,0.197813265
10000,decoded,all pairs,40000,446131.56,100,406656.099,485607.021,0.002353,100,0.00224607391,0.00245992609,0.011227,100,0.0105541733,0.0118998267,0.053609,100,0.0498938254,0.0573241746,0.109472,100,0.102216328,0.116727672,0.154006,100,0.144253118,0.163758882,0.192553,100,0.18035439,0.20475161
10000,decoded,all pairs,50000,429485.655,100,394839.835,464131.475,0.002447,100,0.00233545038,0.00255854962,0.012454,100,0.0117035534,0.0132044466,0.060012,100,0.0559558351,0.0640681649,0.113625,100,0.105900748,0.121349252,0.156193,100,0.146063385,0.166322615,0.193103,100,0.180774538,0.205431462
10000,decoded,all pairs,60000,475788.517,100,436258.586,515318.448,0.002563,100,0.00244469576,0.00268130424,0.013648,100,0.0128472273,0.0144487727,0.064125,100,0.0599068039,0.0683431961,0.11555,100,0.107422735,0.123677265,0.15979,100,0.148852931,0.170727069,0.196032,100,0.182282293,0.209781707
10000,decoded,all pairs,70000,446892.157,100,412330.535,481453.778,0.002697,100,0.00257098672,0.00282301328,0.0149,100,0.0140386246,0.0157613754,0.066737,100,0.0624559455,0.0710180545,0.120018,100,0.112170728,0.127865272,0.166859,100,0.155726694,0.177991306,0.20511,100,0.19111817,0.21910183
10000,decoded,all pairs,80000,430601.356,100,393181.93,468020.782,0.002828,100,0.00269962223,0.00295637777,0.016125,100,0.0152445222,0.0170054778,0.06835,100,0.0640615733,0.0726384267,0.121,100,0.113257242,0.128742758,0.166326,100,0.155598408,0.177053592,0.205005,100,0.191564364,0.218445636
10000,decoded,all pairs,90000,439263.007,100,399892.711,478633.303,0.002942,100,0.0028120183,0.0030719817,0.0173,100,0.0163899525,0.0182100475,0.068838,100,0.0645847864,0.0730912136,0.120811,100,0.112704654,0.128917346,0.16549,100,0.154032282,0.176947718,0.203965,100,0.189644371,0.218285629
10000,decoded,all pairs,100000,465865.994,100,427264.902,504467.086,0.003057,100,0.00292622295,0.00318777705,0.018371,100,0.0174433316,0.0192986684,0.070129,100,0.0653561667,0.0749018333,0.121271,100,0.112549799,0.129992201,0.165503,100,0.153188739,0.177817261,0.204899,100,0.188959231,0.220838769
10000,decoded,all pairs,110000,467218.255,100,429982.086,504454.424,0.003188,100,0.00305244396,0.00332355604,0.019158,100,0.0182287815,0.0200872185,0.071235,100,0.0660888943,0.0763811057,0.121527,100,0.112544852,0.130509148,0.165087,100,0.152252223,0.177921777,0.202609,100,0.186595793,0.218622207
10000,decoded,all pairs,120000,489390.678,100,446127.551,532653.806,0.003311,100,0.00317613177,0.00344586823,0.019571,100,0.0186375749,0.0205044251,0.070829,100,0.0657597541,0.0758982459,0.118045,100,0.109414999,0.126675001,0.15997,100,0.148165433,0.171774567,0.194502,100,0.180103138,0.208900862
10000,decoded,all pairs,130000,482494.249,100,439311.264,525677.233,0.003427,100,0.00329451294,0.00355948706,0.020018,100,0.0190807861,0.0209552139,0.071223,100,0.0660659466,0.0763800534,0.119636,100,0.111298514,0.127973486,0.163743,100,0.151823355,0.175662645,0.199173,100,0.184588177,0.213757823
10000,decoded,all pairs,140000,475397.357,100,432272.562,518522.152,0.00354,100,0.0034061944,0.0036738056,0.020321,100,0.0193930487,0.0212489513,0.072528,100,0.0672157502,0.0778402498,0.120888,100,0.11236665,0.12940935,0.165652,100,0.15367489,0.17762911,0.203998,100,0.18920469,0.21879131
10000,decoded,all pairs,150000,433719.62,100,395476.795,471962.446,0.003651,100,0.00351640923,0.00378559077,0.02052,100,0.0196143681,0.0214256319,0.073603,100,0.0684481043,0.0787578957,0.124348,100,0.115325553,0.133370447,0.169484,100,0.156862636,0.182105364,0.208139,100,0.192672204,0.223605796
10000,decoded,all pairs,160000,437675.111,100,400999.56,474350.662,0.003779,100,0.0036438843,0.0039141157,0.020612,100,0.0197386336,0.0214853664,0.073251,100,0.0686661003,0.0778358997,0.124978,100,0.116166913,0.133789087,0.170104,100,0.157348907,0.182859093,0.20575,100,0.190298686,0.221201314
10000,decoded,all pairs,170000,440339.733,100,399031.223,481648.243,0.003884,100,0.00374671121,0.00402128879,0.020619,100,0.0197475052,0.0214904948,0.073089,100,0.0688728271,0.0773051729,0.126042,100,0.11757532,0.13450868,0.170266,100,0.158322199,0.182209801,0.206249,100,0.191532408,0.220965592
10000,decoded,all pairs,180000,431101.148,100,388329.762,473872.535,0.003989,100,0.00384728748,0.00413071252,0.020591,100,0.0197007001,0.0214812999,0.073494,100,0.0692095597,0.0777784403,0.126161,100,0.118036101,0.134285899,0.172394,100,0.161251746,0.183536254,0.210354,100,0.196469337,0.224238663
10000,decoded,all pairs,190000,437234.391,100,404162.153,470306.629,0.004087,100,0.0039411453,0.0042328547,0.020521,100,0.0196448875,0.0213971125,0.073255,100,0.0689119964,0.0775980036,0.12328,100,0.115259342,0.131300658,0.168097,100,0.157189376,0.179004624,0.204445,100,0.191200552,0.217689448
10000,decoded,all pairs,200000,455987.529,100,419424.407,492550.65,0.004194,100,0.00404273345,0.00434526655,0.020516,100,0.0196232751,0.0214087249,0.072978,100,0.0684710268,0.0774849732,0.123606,100,0.115337046,0.131874954,0.16567,100,0.154581028,0.176758972,0.200216,100,0.187069468,0.213362532
10000,decoded,all pairs,210000,478544.396,100,441450.639,515638.152,0.004303,100,0.00415022571,0.00445577429,0.020447,100,0.0195224184,0.0213715816,0.073202,100,0.0684720722,0.0779319278,0.124108,100,0.115403405,0.132812595,0.164666,100,0.153237714,0.176094286,0.199559,100,0.185720869,0.213397131
10000,decoded,all pairs,220000,448508.339,100,409852.811,487163.867,0.004341,100,0.00418907041,0.00449292959,0.020468,100,0.0195274758,0.0214085242,0.074158,100,0.0692786197,0.0790373803,0.127225,100,0.118002688,0.136447312,0.170681,100,0.157971541,0.183390459,0.207489,100,0.192338585,0.222639415
10000,decoded,all pairs,230000,446988.817,100,407078.511,486899.123,0.004366,100,0.00421501239,0.00451698761,0.020535,100,0.0196432662,0.0214267338,0.074727,100,0.0699456357,0.0795083643,0.129262,100,0.119787458,0.138736542,0.175247,100,0.162080278,0.188413722,0.214317,100,0.198742752,0.229891248
10000,decoded,all pairs,240000,416326.313,100,375379.819,457272.807,0.004404,100,0.00425009842,0.00455790158,0.020566,100,0.0196474263,0.0214845737,0.075485,100,0.0704080951,0.0805619049,0.131255,100,0.121527421,0.140982579,0.17821,100,0.164745813,0.191674187,0.217779,100,0.201325398,0.234232602
10000,decoded,all pairs,250000,404040.563,100,368755.085,439326.041,0.004434,100,0.00427936887,0.00458863113,0.020479,100,0.0195624718,0.0213955282,0.075017,100,0.0701396505,0.0798943495,0.130688,100,0.121654115,0.139721885,0.177398,100,0.164778639,0.190017361,0.217607,100,0.201958966,0.233255034
10000,decoded,all pairs,260000,407974.766,100,369539.838,446409.694,0.004492,100,0.0043358726,0.0046481274,0.020516,100,0.0196396859,0.0213923141,0.074125,100,0.0696579268,0.0785920732,0.128477,100,0.120146116,0.136807884,0.172815,100,0.161678811,0.183951189,0.212139,100,0.198543028,0.225734972
10000,decoded,all pairs,270000,435853.753,100,393914.933,477792.573,0.004511,100,0.00434667648,0.00467532352,0.02042,100,0.0195728373,0.0212671627,0.074239,100,0.069764897,0.078713103,0.127385,100,0.119373777,0.135396223,0.172403,100,0.16156983,0.18323617,0.211561,100,0.198123697,0.224998303
10000,decoded,all pairs,280000,420651.941,100,379439.567,461864.316,0.004542,100,0.00437441062,0.00470958938,0.020477,100,0.0196102724,0.0213437276,0.07494,100,0.0704227125,0.0794572875,0.128314,100,0.120051756,0.136576244,0.173618,100,0.161362603,0.185873397,0.211669,100,0.197139426,0.226198574
10000,decoded,all pairs,290000,416670.606,100,380365.245,452975.966,0.004564,100,0.00440055918,0.00472744082,0.020453,100,0.019592796,0.021313204,0.074618,100,0.0703370182,0.0788989818,0.128189,100,0.120148713,0.136229287,0.174535,100,0.161971209,0.187098791,0.211912,100,0.196666431,0.227157569
10000,decoded,all pairs,300000,420099.76,100,377700.664,462498.856,0.004575,100,0.00441112531,0.00473887469,0.020469,100,0.0196410115,0.0212969885,0.074138,100,0.0700312332,0.0782447668,0.126313,100,0.118719168,0.133906832,0.172389,100,0.160616603,0.184161397,0.211958,100,0.19711867,0.22679733
10000,decoded,all pairs,310000,429138.823,100,390429.51,467848.136,0.004572,100,0.00440976663,0.00473423337,0.020466,100,0.0196355439,0.0212964561,0.073455,100,0.069479679,0.077430321,0.125577,100,0.11783558,0.13331842,0.171891,100,0.160421908,0.183360092,0.211027,100,0.196136759,0.225917241
10000,decoded,all pairs,320000,407786.503,100,368379.906,447193.1,0.0046,100,0.00443591613,0.00476408387,0.020488,100,0.0196585019,0.0213174981,0.074344,100,0.0702841629,0.0784038371,0.128193,100,0.120289472,0.136096528,0.176009,100,0.16424332,0.18777468,0.215168,100,0.200428759,0.229907241
10000,decoded,all pairs,330000,440076.719,100,393763.239,486390.199,0.00461,100,0.00443876455,0.00478123545,0.020615,100,0.0197747361,0.0214552639,0.074958,100,0.0707334441,0.0791825559,0.129811,100,0.121438523,0.138183477,0.17733,100,0.16555642,0.18910358,0.217669,100,0.20339117,0.23194683
10000,decoded,all pairs,340000,465483.392,100,419810.076,511156.708,0.004598,100,0.00442555003,0.00477044997,0.0207,100,0.019822655,0.021577345,0.075194,100,0.07073712,0.07965088,0.130672,100,0.121306913,0.140037087,0.178579,100,0.165200297,0.191957703,0.218985,100,0.201617933,0.236352067
10000,decoded,all pairs,350000,435537.485,100,397066.743,474008.227,0.004624,100,0.00444706216,0.00480093784,0.020818,100,0.0199173423,0.0217186577,0.075435,100,0.0707529883,0.0801170117,0.133238,100,0.122838261,0.143637739,0.181268,100,0.166505925,0.196030075,0.22362,100,0.20529564,0.24194436
10000,decoded,all pairs,360000,419848.633,100,381270.973,458426.293,0.004625,100,0.00445022739,0.00479977261,0.020938,100,0.0200327337,0.0218432663,0.076148,100,0.0714277508,0.0808682492,0.133662,100,0.123889021,0.143434979,0.182182,100,0.168098341,0.196265659,0.222289,100,0.204657643,0.239920357
10000,decoded,all pairs,370000,455592.505,100,412756.534,498428.476,0.004622,100,0.00445143753,0.00479256247,0.021023,100,0.0201101737,0.0219358263,0.07696,100,0.071999375,0.081920625,0.135307,100,0.124925612,0.145688388,0.185638,100,0.170546196,0.200729804,0.22747,100,0.208412152,0.246527848
10000,decoded,all pairs,380000,449834.847,100,404716.351,494953.343,0.004639,100,0.00447272771,0.00480527229,0.021006,100,0.0200769885,0.0219350115,0.075963,100,0.0711481786,0.0807778214,0.133954,100,0.123878207,0.144029793,0.185935,100,0.170822522,0.201047478,0.227939,100,0.208588039,0.247289961
10000,decoded,all pairs,390000,411125.454,100,375921.69,446329.219,0.004661,100,0.00449408317,0.00482791683,0.021161,100,0.0201911525,0.0221308475,0.075862,100,0.0710812679,0.0806427321,0.133079,100,0.123600006,0.142557994,0.182662,100,0.16888059,0.19644341,0.223593,100,0.206135972,0.241050028
10000,decoded,all pairs,400000,415909.804,100,379254.559,452565.049,0.004668,100,0.00449520676,0.00484079324,0.021503,100,0.0204782288,0.0225277712,0.077175,100,0.0721088357,0.0822411643,0.132695,100,0.123452308,0.141937692,0.181841,100,0.168414891,0.195267109,0.221727,100,0.205177622,0.238276378
10000,decoded,all pairs,410000,452560.259,100,411966.866,493153.653,0.004695,100,0.00451783182,0.00487216818,0.021605,100,0.0205771176,0.0226328824,0.078456,100,0.0734038106,0.0835081894,0.132645,100,0.123723476,0.141566524,0.179223,100,0.166646979,0.191799021,0.218521,100,0.202867481,0.234174519
10000,decoded,all pairs,420000,450169.501,100,405731.65,494607.352,0.004706,100,0.00452936135,0.00488263865,0.021681,100,0.0206081071,0.0227538929,0.078293,100,0.0733556979,0.0832303021,0.132583,100,0.123569209,0.141596791,0.179736,100,0.166683194,0.192788806,0.219982,100,0.203347829,0.236616171
10000,decoded,all pairs,430000,451585.334,100,413130.175,490040.493,0.004712,100,0.00453757121,0.00488642879,0.021811,100,0.0207213349,0.0229006651,0.077896,100,0.0729008868,0.0828911132,0.132074,100,0.122838947,0.141309053,0.17986,100,0.166058641,0.193661359,0.218753,100,0.201000157,0.236505843
10000,decoded,all pairs,440000,434604.52,100,397532.557,471676.483,0.004713,100,0.00453778923,0.00488821077,0.022024,100,0.0209144964,0.0231335036,0.077581,100,0.0729237506,0.0822382494,0.132471,100,0.123798283,0.141143717,0.179682,100,0.166500931,0.192863069,0.217803,100,0.200601966,0.235004034
10000,decoded,all pairs,450000,436279.25,100,395407.219,477151.281,0.004714,100,0.00453823707,0.00488976293,0.021889,100,0.0207922448,0.0229857552,0.07685,100,0.0723474197,0.0813525803,0.130752,100,0.122516241,0.138987759,0.174072,100,0.162493277,0.185650723,0.213061,100,0.198013402,0.228108598
10000,decoded,all pairs,460000,419859.028,100,380507.89,459210.166,0.004699,100,0.00452658428,0.00487141572,0.02188,100,0.0207821246,0.0229778754,0.076103,100,0.0716536801,0.0805523199,0.13041,100,0.122700183,0.138119817,0.174486,100,0.16341078,0.18556122,0.212059,100,0.197401393,0.226716607
10000,decoded,all pairs,470000,410764.237,100,372387.395,449141.079,0.004731,100,0.0045560609,0.0049059391,0.022061,100,0.0209294325,0.0231925675,0.07712,100,0.072412416,0.081827584,0.131514,100,0.123256327,0.139771673,0.17787,100,0.165455295,0.190284705,0.217081,100,0.200080925,0.234081075
10000,decoded,all pairs,480000,410061.351,100,369307.598,450815.103,0.004728,100,0.00455423823,0.00490176177,0.02213,100,0.0209919541,0.0232680459,0.077915,100,0.0731379281,0.0826920719,0.132981,100,0.12462472,0.14133728,0.179448,100,0.168051086,0.190844914,0.21874,100,0.20354816,0.23393184
10000,decoded,all pairs,490000,413770.685,100,371953.644,455587.727,0.004744,100,0.00456571423,0.00492228577,0.022295,100,0.0211669402,0.0234230598,0.077763,100,0.0730449973,0.0824810027,0.134294,100,0.126202489,0.142385511,0.178853,100,0.168541827,0.189164173,0.218333,100,0.205453051,0.231212949
10000,decoded,all pairs,500000,416873.997,100,375233.22,458514.775,0.004739,100,0.0045619998,0.0049160002,0.022199,100,0.0210536983,0.0233443017,0.077863,100,0.072731978,0.082994022,0.133421,100,0.125042834,0.141799166,0.180202,100,0.169049524,0.191354476,0.219312,100,0.205648943,0.232975057
10000,decoded,all pairs,510000,466666.037,100,425376.04,507956.033,0.004768,100,0.00459650046,0.00493949954,0.022154,100,0.021034767,0.023273233,0.078135,100,0.0729867387,0.0832832613,0.13334,100,0.124597143,0.142082857,0.178507,100,0.166486802,0.190527198,0.217435,100,0.202637629,0.232232371
10000,decoded,all pairs,520000,430926.722,100,390570.837,471282.607,0.004795,100,0.00461765233,0.00497234767,0.022391,100,0.0212583779,0.0235236221,0.079524,100,0.0742906255,0.0847573745,0.135319,100,0.126368283,0.144269717,0.18271,100,0.170389887,0.195030113,0.221908,100,0.206743759,0.237072241
10000,decoded,all pairs,530000,442083.121,100,398086.998,486079.244,0.004805,100,0.00462377057,0.00498622943,0.022263,100,0.0210815212,0.0234444788,0.079159,100,0.0739513409,0.0843666591,0.134872,100,0.126014811,0.143729189,0.182325,100,0.170059267,0.194590733,0.221667,100,0.20708733,0.23624667
10000,decoded,all pairs,540000,443310.287,100,402338.679,484281.895,0.00486,100,0.00467657576,0.00504342424,0.022164,100,0.021000471,0.023327529,0.077958,100,0.072818267,0.083097733,0.132139,100,0.123130441,0.141147559,0.178684,100,0.166087278,0.191280722,0.216531,100,0.201291445,0.231770555
10000,decoded,all pairs,550000,425091.278,100,380380.724,469801.832,0.004865,100,0.00467344392,0.00505655608,0.022123,100,0.0209397043,0.0233062957,0.077541,100,0.0726676997,0.0824143003,0.132711,100,0.123976644,0.141445356,0.181453,100,0.168358145,0.194547855,0.219009,100,0.202616841,0.235401159
10000,decoded,all pairs,560000,420928.004,100,380672.869,461183.14,0.004873,100,0.00467687941,0.00506912059,0.022404,100,0.0212017395,0.0236062605,0.07714,100,0.0728744803,0.0814055197,0.132514,100,0.124685491,0.140342509,0.181421,100,0.1690533,0.1937887,0.222125,100,0.205846008,0.238403992
10000,decoded,all pairs,570000,422343.739,100,380104.3,464583.179,0.004882,100,0.00468253124,0.00508146876,0.022511,100,0.0212836987,0.0237383013,0.077851,100,0.07336495,0.08233705,0.135311,100,0.12684804,0.14377396,0.186502,100,0.174094347,0.198909653,0.227807,100,0.211180644,0.244433356
10000,decoded,all pairs,580000,418572.201,100,378936.315,458208.087,0.00492,100,0.0047158292,0.0051241708,0.022528,100,0.0213581426,0.0236978574,0.078207,100,0.073805247,0.082608753,0.135444,100,0.126988156,0.143899844,0.185786,100,0.172859765,0.198712235,0.225616,100,0.208911228,0.242320772
10000,decoded,all pairs,590000,429299.787,100,390116.255,468483.319,0.004905,100,0.00470378449,0.00510621551,0.022496,100,0.0213368357,0.0236551643,0.07842,100,0.0739921069,0.0828478931,0.134986,100,0.126510066,0.143461934,0.183416,100,0.170147073,0.196684927,0.22242,100,0.205701421,0.239138579
10000,decoded,all pairs,600000,431810.148,100,389156.6,474463.696,0.004919,100,0.00471577227,0.00512222773,0.022525,100,0.0213871957,0.0236628043,0.077943,100,0.0733842976,0.0825017024,0.133167,100,0.125341919,0.140992081,0.180035,100,0.168115338,0.191954662,0.218909,100,0.203847264,0.233970736
10000,decoded,all pairs,610000,401145.356,100,360801.905,441488.806,0.004917,100,0.00471745798,0.00511654202,0.022621,100,0.0214232852,0.0238187148,0.077779,100,0.0729837362,0.0825742638,0.13195,100,0.124065412,0.139834588,0.176687,100,0.16551941,0.18785459,0.215904,100,0.201582069,0.230225931
10000,decoded,all pairs,620000,414421.755,100,372145.1,456698.409,0.004919,100,0.0047205243,0.0051174757,0.022652,100,0.0214014376,0.0239025624,0.077023,100,0.0720386474,0.0820073526,0.129348,100,0.121019406,0.137676594,0.173211,100,0.162122417,0.184299583,0.211519,100,0.197563826,0.225474174
10000,decoded,all pairs,630000,433726.494,100,390852.83,476600.158,0.004913,100,0.00471643785,0.00510956215,0.022688,100,0.0214216063,0.0239543937,0.076414,100,0.0713399271,0.0814880729,0.127239,100,0.118679835,0.135798165,0.170872,100,0.159671915,0.182072085,0.208291,100,0.194720044,0.221861956
10000,decoded,all pairs,640000,430623.267,100,385265.405,475981.128,0.004914,100,0.00471739001,0.00511060999,0.022592,100,0.0213221147,0.0238618853,0.077249,100,0.0717284631,0.0827695369,0.129,100,0.119926127,0.138073873,0.173206,100,0.161054477,0.185357523,0.211062,100,0.196834371,0.225289629
10000,decoded,all pairs,650000,444645.244,100,401034.796,488255.692,0.004895,100,0.00469647061,0.00509352939,0.022399,100,0.0211021465,0.0236958535,0.076756,100,0.071001725,0.082510275,0.127104,100,0.118035637,0.136172363,0.169457,100,0.157205033,0.181708967,0.204181,100,0.190105913,0.218256087
10000,decoded,all pairs,660000,416554.914,100,379380.049,453729.78,0.00488,100,0.00467478007,0.00508521993,0.022352,100,0.021043427,0.023660573,0.076132,100,0.0703692322,0.0818947678,0.12621,100,0.117390209,0.135029791,0.168861,100,0.156863256,0.180858744,0.204289,100,0.190114254,0.218463746
10000,decoded,all pairs,670000,450577.855,100,412948.626,488207.084,0.004904,100,0.00469188246,0.00511611754,0.022299,100,0.0209725994,0.0236254006,0.077258,100,0.0714492361,0.0830667639,0.127681,100,0.11870637,0.13665563,0.168549,100,0.156994426,0.180103574,0.204791,100,0.19056361,0.21901839
10000,decoded,all pairs,680000,447315.309,100,407594.918,487035.7,0.004879,100,0.0046715195,0.0050864805,0.02215,100,0.0208653847,0.0234346153,0.076827,100,0.0713135942,0.0823404058,0.127638,100,0.118945102,0.136330898,0.169736,100,0.158029655,0.181442345,0.205449,100,0.190946908,0.219951092
10000,decoded,all pairs,690000,446484.204,100,407917.12,485051.287,0.004871,100,0.00465816421,0.00508383579,0.022076,100,0.0208377266,0.0233142734,0.076322,100,0.0712597935,0.0813842065,0.126591,100,0.118280708,0.134901292,0.169044,100,0.157832136,0.180255864,0.203221,100,0.189575923,0.216866077
10000,decoded,all pairs,700000,447405.891,100,405966.019,488845.764,0.004882,100,0.00466150856,0.00510249144,0.022263,100,0.0209860194,0.0235399806,0.077146,100,0.0722042946,0.0820877054,0.130519,100,0.121891437,0.139146563,0.174918,100,0.162975307,0.186860693,0.211563,100,0.196047723,0.227078277
10000,decoded,all pairs,710000,436536.672,100,396975.792,476097.552,0.004878,100,0.00465680266,0.00509919734,0.022238,100,0.0209719157,0.0235040843,0.076493,100,0.0719855356,0.0810004644,0.130408,100,0.122559705,0.138256295,0.177065,100,0.165171749,0.188958251,0.214199,100,0.19891014,0.22948786
10000,decoded,all pairs,720000,419619.544,100,378864.401,460374.688,0.004886,100,0.00466261217,0.00510938783,0.022246,100,0.0210099694,0.0234820306,0.07668,100,0.0724010033,0.0809589967,0.130695,100,0.122888925,0.138501075,0.17892,100,0.166788557,0.191051443,0.216657,100,0.201496894,0.231817106
10000,decoded,all pairs,730000,412208.17,100,376853.272,447563.067,0.004891,100,0.00466884261,0.00511315739,0.022339,100,0.0211361774,0.0235418226,0.077361,100,0.0731694308,0.0815525692,0.132247,100,0.124586773,0.139907227,0.181128,100,0.168949506,0.193306494,0.221382,100,0.205925466,0.236838534
10000,decoded,all pairs,740000,415793.613,100,374978.397,456608.829,0.004883,100,0.0046623882,0.0051036118,0.022288,100,0.0210840129,0.0234919871,0.07781,100,0.0732444466,0.0823755534,0.132736,100,0.124237667,0.141234333,0.176653,100,0.165129095,0.188176905,0.214022,100,0.20008725,0.22795675
10000,decoded,all pairs,750000,440868.655,100,405206.118,476531.192,0.004859,100,0.00463987064,0.00507812936,0.022462,100,0.0211998355,0.0237241645,0.079277,100,0.0740487842,0.0845052158,0.134045,100,0.124408733,0.143681267,0.176222,100,0.163910226,0.188533774,0.210995,100,0.196894329,0.225095671
10000,decoded,all pairs,760000,444963.774,100,404334.721,485592.827,0.004886,100,0.00466432781,0.00510767219,0.022608,100,0.0213013181,0.0239146819,0.080301,100,0.0745738239,0.0860281761,0.134747,100,0.124409557,0.145084443,0.178329,100,0.165324858,0.191333142,0.214249,100,0.199645035,0.228852965
10000,decoded,all pairs,770000,439632.616,100,394509.312,484755.92,0.004882,100,0.00465616244,0.00510783756,0.022536,100,0.0212462589,0.0238257411,0.07976,100,0.0740157766,0.0855042234,0.134195,100,0.123835245,0.144554755,0.179064,100,0.166137214,0.191990786,0.217066,100,0.202352689,0.231779311
10000,decoded,all pairs,780000,441378.929,100,396653.473,486104.386,0.004868,100,0.00464807744,0.00508792256,0.022536,100,0.0213002619,0.0237717381,0.079239,100,0.0734944036,0.0849835964,0.134588,100,0.124221527,0.144954473,0.179794,100,0.166370299,0.193217701,0.218838,100,0.202831108,0.234844892
10000,decoded,all pairs,790000,435554.56,100,396994.655,474114.465,0.004828,100,0.00462334127,0.00503265873,0.022434,100,0.0212665242,0.0236014758,0.078821,100,0.0730741614,0.0845678386,0.132896,100,0.122547311,0.143244689,0.176353,100,0.163176119,0.189529881,0.212637,100,0.196988303,0.228285697
10000,decoded,all pairs,800000,417848.46,100,379544.602,456152.318,0.004814,100,0.0046078709,0.0050201291,0.022313,100,0.0212156222,0.0234103778,0.078858,100,0.0730833559,0.0846326441,0.133664,100,0.123351817,0.143976183,0.178325,100,0.165349263,0.191300737,0.215173,100,0.20021321,0.23013279
10000,decoded,all pairs,810000,419395.528,100,377315.078,461475.978,0.004815,100,0.00461140706,0.00501859294,0.022275,100,0.0212222958,0.0233277042,0.078676,100,0.0732240818,0.0841279182,0.133738,100,0.123892172,0.143583828,0.180173,100,0.166899912,0.193446088,0.218106,100,0.202470753,0.233741247
10000,decoded,all pairs,820000,425221.944,100,386012.131,464431.758,0.004836,100,0.00463250192,0.00503949808,0.022171,100,0.0211368691,0.0232051309,0.07881,100,0.073463636,0.084156364,0.134324,100,0.124568262,0.144079738,0.180745,100,0.167422412,0.194067588,0.21706,100,0.201011491,0.233108509
10000,decoded,all pairs,830000,420086.576,100,382918.663,457254.489,0.004848,100,0.00464045846,0.00505554154,0.022323,100,0.0212902523,0.0233557477,0.078891,100,0.0736167403,0.0841652597,0.132983,100,0.123486539,0.142479461,0.17744,100,0.164216819,0.190663181,0.212926,100,0.196867097,0.228984903
10000,decoded,all pairs,840000,462089.959,100,422000.349,502179.569,0.004841,100,0.00463021451,0.00505178549,0.022383,100,0.0213190951,0.0234469049,0.079294,100,0.0741962119,0.0843917881,0.133167,100,0.12381878,0.14251522,0.177849,100,0.164311212,0.191386788,0.212625,100,0.196169592,0.229080408
10000,decoded,all pairs,850000,451019.955,100,407151.53,494888.38,0.004861,100,0.00465123959,0.00507076041,0.022166,100,0.0210616552,0.0232703448,0.078189,100,0.0730381195,0.0833398805,0.131896,100,0.121699326,0.142092674,0.175816,100,0.161625558,0.190006442,0.209791,100,0.193167663,0.226414337
10000,decoded,all pairs,860000,449392.016,100,411252.272,487531.76,0.004849,100,0.00463614178,0.00506185822,0.02207,100,0.0209507773,0.0231892227,0.077932,100,0.0721730946,0.0836909054,0.131861,100,0.120730273,0.142991727,0.174614,100,0.15985861,0.18936939,0.207956,100,0.190803336,0.225108664
10000,decoded,all pairs,870000,449651.481,100,404532.912,494770.051,0.0048,100,0.00458722578,0.00501277422,0.021873,100,0.0207552552,0.0229907448,0.077334,100,0.0717432279,0.0829247721,0.13134,100,0.120119998,0.142560002,0.173919,100,0.159434174,0.188403826,0.209768,100,0.192590206,0.226945794
10000,decoded,all pairs,880000,470983.217,100,429466.352,512500.082,0.004778,100,0.00456383637,0.00499216363,0.021777,100,0.0206657317,0.0228882683,0.076537,100,0.0711436083,0.0819303917,0.130924,100,0.12042103,0.14142697,0.175294,100,0.1612093,0.1893787,0.212775,100,0.196206406,0.229343594
