source,pair_class,position_0based,n_pairs,mean_tmrca_years,count_recent_5000,frac_recent_5000,count_recent_10000,frac_recent_10000,count_recent_20000,frac_recent_20000,count_recent_30000,frac_recent_30000,count_recent_40000,frac_recent_40000,count_recent_50000,frac_recent_50000,replicate,onset_years,sample_af
decoded,alt/alt,5000000,581,30718.349843630414,7,0.0120481927710843,54,0.0929432013769363,222,0.3820998278829604,357,0.6144578313253012,450,0.774526678141136,494,0.8502581755593803,5,10000,0.235
decoded,all pairs,5000000,10000,565457.8787892562,36,0.0036,208,0.0208,710,0.071,1302,0.1302,1726,0.1726,2110,0.211,5,10000,0.235
truth,ref/ref,5000000,5818,73145.86198006188,20,0.003437607425232,48,0.0082502578205568,446,0.0766586455826744,846,0.1454107940873152,1178,0.202475077346167,1342,0.2306634582330697,5,10000,0.235
truth,alt/ref,5000000,3601,1155265.563945001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,10000,0.235
truth,alt/alt,5000000,581,21454.60413080895,5,0.0086058519793459,23,0.0395869191049913,132,0.2271944922547332,535,0.9208261617900172,581,1.0,581,1.0,5,10000,0.235
truth,all pairs,5000000,10000,459813.9045765948,25,0.0025,71,0.0071,578,0.0578,1381,0.1381,1759,0.1759,1923,0.1923,5,10000,0.235
decoded,ref/ref,5000000,9322,481683.0224224284,71,0.0076163913323321,210,0.0225273546449259,527,0.0565329328470285,765,0.0820639347779446,979,0.1050203818922977,1184,0.1270113709504398,6,10000,0.0325
decoded,alt/ref,5000000,668,1096305.836831258,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,10000,0.0325
decoded,alt/alt,5000000,10,6314.1579645002375,2,0.2,10,1.0,10,1.0,10,1.0,10,1.0,10,1.0,6,10000,0.0325
decoded,all pairs,5000000,10000,522264.4575604803,73,0.0073,220,0.022,537,0.0537,775,0.0775,989,0.0989,1194,0.1194,6,10000,0.0325
truth,ref/ref,5000000,9322,581833.8695037719,27,0.0028963741686333,70,0.0075091182149753,360,0.0386183222484445,778,0.0834584853035829,861,0.0923621540441965,1805,0.1936279768290066,6,10000,0.0325
truth,alt/ref,5000000,668,1005760.8869634686,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,10000,0.0325
truth,alt/alt,5000000,10,8125.0,2,0.2,4,0.4,10,1.0,10,1.0,10,1.0,10,1.0,6,10000,0.0325
truth,all pairs,5000000,10000,609578.4854005759,29,0.0029,74,0.0074,370,0.037,788,0.0788,871,0.0871,1815,0.1815,6,10000,0.0325
decoded,ref/ref,5000000,7748,225227.95541702877,43,0.0055498193082085,148,0.019101703665462,466,0.060144553433144,753,0.0971863706763035,968,0.1249354672173464,1231,0.1588797108931337,7,10000,0.12
decoded,alt/ref,5000000,2113,710213.1539000284,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0004732607666824,7,10000,0.12
decoded,alt/alt,5000000,139,45481.215302588505,12,0.0863309352517985,22,0.158273381294964,51,0.3669064748201439,60,0.4316546762589928,69,0.4964028776978417,81,0.5827338129496403,7,10000,0.12
decoded,all pairs,5000000,10000,325206.8481688959,55,0.0055,170,0.017,517,0.0517,813,0.0813,1037,0.1037,1313,0.1313,7,10000,0.12
truth,ref/ref,5000000,7748,281453.1653329892,24,0.0030975735673722,60,0.0077439339184305,399,0.0514971605575632,833,0.1075116159008776,1150,0.1484254001032524,1150,0.1484254001032524,7,10000,0.12
truth,alt/ref,5000000,2113,824250.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,10000,0.12
truth,alt/alt,5000000,139,21273.38129496403,9,0.0647482014388489,27,0.1942446043165467,62,0.4460431654676259,73,0.5251798561151079,139,1.0,139,1.0,7,10000,0.12
truth,all pairs,5000000,10000,392529.6375,33,0.0033,87,0.0087,461,0.0461,906,0.0906,1289,0.1289,1289,0.1289,7,10000,0.12
decoded,ref/ref,5000000,6980,669191.1609438293,36,0.0051575931232091,146,0.020916905444126,575,0.082378223495702,910,0.1303724928366762,1219,0.1746418338108882,1427,0.2044412607449856,8,10000,0.165
decoded,alt/ref,5000000,2740,1199494.553392607,0,0.0,0,0.0,0,0.0,1,0.0003649635036496,1,0.0003649635036496,4,0.0014598540145985,8,10000,0.165
decoded,alt/alt,5000000,280,31343.33445816289,22,0.0785714285714285,60,0.2142857142857142,151,0.5392857142857143,191,0.6821428571428572,213,0.7607142857142857,235,0.8392857142857143,8,10000,0.165
decoded,all pairs,5000000,10000,796634.5513331958,58,0.0058,206,0.0206,726,0.0726,1102,0.1102,1433,0.1433,1666,0.1666,8,10000,0.165
truth,ref/ref,5000000,6980,379422.1671414392,20,0.0028653295128939,49,0.0070200573065902,385,0.0551575931232091,649,0.0929799426934097,926,0.1326647564469914,1598,0.2289398280802292,8,10000,0.165
truth,alt/ref,5000000,2740,2199568.564289919,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,10000,0.165
truth,alt/alt,5000000,280,15966.07142857143,5,0.0178571428571428,39,0.1392857142857143,280,1.0,280,1.0,280,1.0,280,1.0,8,10000,0.165
truth,all pairs,5000000,10000,867965.5092801624,25,0.0025,88,0.0088,665,0.0665,929,0.0929,1206,0.1206,1878,0.1878,8,10000,0.165
decoded,ref/ref,5000000,9436,735226.7459667092,45,0.004768969902501,179,0.0189699025010597,620,0.0657058075455701,1253,0.1327893175074184,1747,0.1851420093259856,2196,0.2327257312420517,9,10000,0.0275
decoded,alt/ref,5000000,558,1447506.9140602942,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,10000,0.0275
decoded,alt/alt,5000000,6,7636.673295226418,2,0.3333333333333333,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0,9,10000,0.0275
decoded,all pairs,5000000,10000,774535.4253027283,47,0.0047,185,0.0185,626,0.0626,1259,0.1259,1753,0.1753,2202,0.2202,9,10000,0.0275
truth,ref/ref,5000000,9436,1258650.5318837597,21,0.0022255192878338,67,0.0071004662992793,334,0.0353963543874523,794,0.0841458245019075,1284,0.1360746078846969,2584,0.2738448495125053,9,10000,0.0275
truth,alt/ref,5000000,558,1822045.4330520912,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,10000,0.0275
truth,alt/alt,5000000,6,9479.166666666666,1,0.1666666666666666,4,0.6666666666666666,6,1.0,6,1.0,6,1.0,6,1.0,9,10000,0.0275
truth,all pairs,5000000,10000,1289338.4645498225,22,0.0022,71,0.0071,340,0.034,800,0.08,1290,0.129,2590,0.259,9,10000,0.0275
decoded,ref/ref,5000000,5017,354374.1527668883,42,0.0083715367749651,146,0.029101056408212,484,0.0964719952162647,718,0.1431134143910703,867,0.1728124377117799,966,0.1925453458241977,10,10000,0.29
decoded,alt/ref,5000000,4134,884328.0908558816,0,0.0,0,0.0,4,0.0009675858732462,11,0.0026608611514271,25,0.006047411707789,57,0.013788098693759,10,10000,0.29
decoded,alt/alt,5000000,849,311264.6763177685,27,0.0318021201413427,99,0.1166077738515901,175,0.2061248527679623,218,0.2567726737338044,260,0.3062426383981154,292,0.3439340400471142,10,10000,0.29
decoded,all pairs,5000000,10000,569797.116222348,69,0.0069,245,0.0245,663,0.0663,947,0.0947,1152,0.1152,1315,0.1315,10,10000,0.29
truth,ref/ref,5000000,5017,397409.4827586207,22,0.0043850906916483,62,0.0123579828582818,332,0.0661750049830576,603,0.1201913494119992,872,0.1738090492326091,898,0.1789914291409208,10,10000,0.29
truth,alt/ref,5000000,4134,828232.0996613449,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,10000,0.29
truth,alt/alt,5000000,849,20160.188457008244,15,0.0176678445229682,59,0.0694935217903415,299,0.3521790341578327,849,1.0,849,1.0,849,1.0,10,10000,0.29
truth,all pairs,5000000,10000,543483.0875,37,0.0037,121,0.0121,631,0.0631,1452,0.1452,1721,0.1721,1747,0.1747,10,10000,0.29
decoded,ref/ref,5000000,7979,221355.77961504823,40,0.0050131595438024,166,0.0208046121067803,624,0.0782052888833187,1072,0.1343526757739065,1400,0.1754605840330868,1741,0.218197769144003,11,10000,0.105
decoded,alt/ref,5000000,1898,954182.1561724418,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.000526870389884,11,10000,0.105
decoded,alt/alt,5000000,123,50448.70711393669,7,0.056910569105691,24,0.1951219512195122,60,0.4878048780487805,74,0.6016260162601627,84,0.6829268292682927,85,0.6910569105691057,11,10000,0.105
decoded,all pairs,5000000,10000,358344.06889387785,47,0.0047,190,0.019,684,0.0684,1146,0.1146,1484,0.1484,1827,0.1827,11,10000,0.105
truth,ref/ref,5000000,7979,247413.82065421733,21,0.0026319087604963,74,0.0092743451560345,297,0.0372227096127334,1535,0.1923799974934202,1575,0.1973931570372227,2110,0.2644441659355809,11,10000,0.105
truth,alt/ref,5000000,1898,957625.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,10000,0.105
truth,alt/alt,5000000,123,22441.056910569107,6,0.048780487804878,9,0.073170731707317,97,0.7886178861788617,97,0.7886178861788617,97,0.7886178861788617,97,0.7886178861788617,11,10000,0.105
truth,all pairs,5000000,10000,379444.7375,27,0.0027,83,0.0083,394,0.0394,1632,0.1632,1672,0.1672,2207,0.2207,11,10000,0.105
decoded,ref/ref,5000000,8369,239891.39570820075,52,0.0062134066196678,146,0.0174453339706058,476,0.0568765682877285,814,0.0972637113155693,1080,0.129047675946947,1363,0.1628629465886008,12,10000,0.085
decoded,alt/ref,5000000,1546,1120800.1106063586,0,0.0,0,0.0,1,0.000646830530401,1,0.000646830530401,1,0.000646830530401,1,0.000646830530401,12,10000,0.085
decoded,alt/alt,5000000,85,13260.833825902,7,0.0823529411764705,37,0.4352941176470588,69,0.8117647058823529,85,1.0,85,1.0,85,1.0,12,10000,0.085
decoded,all pairs,5000000,10000,374153.5232554564,59,0.0059,183,0.0183,546,0.0546,900,0.09,1166,0.1166,1449,0.1449,12,10000,0.085
truth,ref/ref,5000000,8369,192640.5185804756,35,0.0041821006093918,73,0.0087226669853029,396,0.0473174811805472,971,0.1160234197634126,1437,0.1717051021627434,1623,0.1939299796869399,12,10000,0.085
truth,alt/ref,5000000,1546,1029250.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,10000,0.085
truth,alt/alt,5000000,85,16745.58823529412,4,0.0470588235294117,14,0.1647058823529411,40,0.4705882352941176,85,1.0,85,1.0,85,1.0,12,10000,0.085
truth,all pairs,5000000,10000,320485.2375,39,0.0039,87,0.0087,436,0.0436,1056,0.1056,1522,0.1522,1708,0.1708,12,10000,0.085
decoded,ref/ref,5000000,9467,525766.1443061908,58,0.0061265448399704,272,0.0287313826977923,832,0.0878842294285412,1367,0.144396324073096,1760,0.185908946868068,2108,0.2226682159078905,13,10000,0.025
decoded,alt/ref,5000000,528,936408.5389931554,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,10000,0.025
decoded,alt/alt,5000000,5,7520.531392831601,1,0.2,4,0.8,5,1.0,5,1.0,5,1.0,5,1.0,13,10000,0.025
decoded,all pairs,5000000,10000,547188.9399392059,59,0.0059,276,0.0276,837,0.0837,1372,0.1372,1765,0.1765,2113,0.2113,13,10000,0.025
truth,ref/ref,5000000,9467,382529.4311820006,30,0.0031689025034329,81,0.008556036759269,364,0.0384493503749868,1074,0.1134467096229006,1538,0.162459068342664,1746,0.1844301256997993,13,10000,0.025
truth,alt/ref,5000000,528,801125.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,10000,0.025
truth,alt/alt,5000000,5,11475.0,0,0.0,1,0.2,5,1.0,5,1.0,5,1.0,5,1.0,13,10000,0.025
truth,all pairs,5000000,10000,404445.75,30,0.003,82,0.0082,369,0.0369,1079,0.1079,1543,0.1543,1751,0.1751,13,10000,0.025
decoded,ref/ref,5000000,4266,607083.8961261015,22,0.0051570557899671,140,0.0328176277543366,439,0.1029067041725269,636,0.1490857946554149,755,0.176980778246601,873,0.2046413502109704,14,10000,0.3475
decoded,alt/ref,5000000,4506,854130.2713698385,0,0.0,0,0.0,0,0.0,0,0.0,6,0.0013315579227696,8,0.0017754105636928,14,10000,0.3475
decoded,alt/alt,5000000,1228,23167.36281320751,52,0.0423452768729641,344,0.2801302931596091,767,0.6245928338762216,993,0.8086319218241043,1098,0.8941368078175895,1120,0.9120521172638436,14,10000,0.3475
decoded,all pairs,5000000,10000,646698.042520106,74,0.0074,484,0.0484,1206,0.1206,1629,0.1629,1859,0.1859,2001,0.2001,14,10000,0.3475
truth,ref/ref,5000000,4266,735937.3791435066,16,0.003750586029067,37,0.0086732301922175,264,0.0618846694796061,678,0.1589310829817159,790,0.1851851851851851,831,0.1947960618846694,14,10000,0.3475
truth,alt/ref,5000000,4506,1071954.337325064,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,10000,0.3475
truth,alt/alt,5000000,1228,23081.535016286645,9,0.007328990228013,39,0.0317589576547231,425,0.3460912052117263,1175,0.9568403908794788,1228,1.0,1228,1.0,14,10000,0.3475
truth,all pairs,5000000,10000,799807.9228412937,25,0.0025,76,0.0076,689,0.0689,1853,0.1853,2018,0.2018,2059,0.2059,14,10000,0.3475
decoded,ref/ref,5000000,5740,490666.92997001886,36,0.0062717770034843,106,0.0184668989547038,282,0.0491289198606271,495,0.0862369337979094,738,0.1285714285714285,878,0.1529616724738676,15,10000,0.2425
decoded,alt/ref,5000000,3674,1218594.5759703326,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,10000,0.2425
decoded,alt/alt,5000000,586,20803.500294591195,27,0.046075085324232,147,0.2508532423208191,380,0.6484641638225256,490,0.8361774744027304,530,0.9044368600682594,554,0.9453924914675768,15,10000,0.2425
decoded,all pairs,5000000,10000,730573.550131554,63,0.0063,253,0.0253,662,0.0662,985,0.0985,1268,0.1268,1432,0.1432,15,10000,0.2425
truth,ref/ref,5000000,5740,807103.1159815143,16,0.002787456445993,45,0.0078397212543554,245,0.0426829268292682,645,0.112369337979094,781,0.1360627177700348,995,0.1733449477351916,15,10000,0.2425
truth,alt/ref,5000000,3674,1156824.2350825877,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,10000,0.2425
truth,alt/alt,5000000,586,15815.699658703072,1,0.0017064846416382,39,0.0665529010238907,528,0.9010238907849828,586,1.0,586,1.0,586,1.0,15,10000,0.2425
truth,all pairs,5000000,10000,889221.2125427319,17,0.0017,84,0.0084,773,0.0773,1231,0.1231,1367,0.1367,1581,0.1581,15,10000,0.2425
decoded,ref/ref,5000000,3770,267597.195204612,25,0.006631299734748,87,0.023076923076923,272,0.0721485411140583,526,0.1395225464190981,799,0.2119363395225464,995,0.2639257294429708,16,10000,0.3925
decoded,alt/ref,5000000,4752,1379258.273486039,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,10000,0.3925
decoded,alt/alt,5000000,1478,82408.62922632456,17,0.0115020297699594,77,0.0520974289580514,280,0.189445196211096,453,0.3064952638700947,633,0.4282814614343708,768,0.5196211096075778,16,10000,0.3925
decoded,all pairs,5000000,10000,768487.6695523551,42,0.0042,164,0.0164,552,0.0552,979,0.0979,1432,0.1432,1763,0.1763,16,10000,0.3925
truth,ref/ref,5000000,3770,315353.18302387267,13,0.0034482758620689,35,0.0092838196286472,199,0.0527851458885941,393,0.1042440318302387,465,0.123342175066313,684,0.1814323607427055,16,10000,0.3925
truth,alt/ref,5000000,4752,2283359.3038963643,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,10000,0.3925
truth,alt/alt,5000000,1478,31541.77943166441,9,0.0060893098782138,43,0.0290933694181326,235,0.158998646820027,474,0.3207036535859269,1359,0.9194857916102842,1478,1.0,16,10000,0.3925
truth,all pairs,5000000,10000,1208602.3662115522,22,0.0022,78,0.0078,434,0.0434,867,0.0867,1824,0.1824,2162,0.2162,16,10000,0.3925
decoded,ref/ref,5000000,8248,703901.1839278693,42,0.0050921435499515,143,0.0173375363724539,488,0.0591658583899127,1077,0.1305771096023278,1486,0.1801648884578079,1721,0.2086566440349175,17,10000,0.0925
decoded,alt/ref,5000000,1674,1465236.210863414,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,10000,0.0925
decoded,alt/alt,5000000,78,11740.793077658162,9,0.1153846153846153,53,0.6794871794871795,68,0.8717948717948718,69,0.8846153846153846,76,0.9743589743589745,78,1.0,17,10000,0.0925
decoded,all pairs,5000000,10000,825949.8163882478,51,0.0051,196,0.0196,556,0.0556,1146,0.1146,1562,0.1562,1799,0.1799,17,10000,0.0925
truth,ref/ref,5000000,8248,807686.0384627412,20,0.0024248302618816,55,0.0066682832201745,274,0.0332201745877788,805,0.0975994180407371,1171,0.1419738118331716,1974,0.2393307468477206,17,10000,0.0925
truth,alt/ref,5000000,1674,1282891.2514090044,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,10000,0.0925
truth,alt/alt,5000000,78,11985.576923076924,3,0.0384615384615384,18,0.2307692307692307,65,0.8333333333333334,78,1.0,78,1.0,78,1.0,17,10000,0.0925
truth,all pairs,5000000,10000,881028.9275099364,23,0.0023,73,0.0073,339,0.0339,883,0.0883,1249,0.1249,2052,0.2052,17,10000,0.0925
decoded,ref/ref,5000000,4232,301610.5460720677,23,0.0054347826086956,79,0.0186672967863894,216,0.051039697542533,377,0.0890831758034026,612,0.1446124763705104,837,0.1977788279773157,18,10000,0.355
decoded,alt/ref,5000000,4526,1103354.3197692705,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0002209456473707,18,10000,0.355
decoded,alt/alt,5000000,1242,45185.7581487701,34,0.0273752012882447,126,0.1014492753623188,337,0.2713365539452496,604,0.4863123993558776,834,0.6714975845410628,976,0.785829307568438,18,10000,0.355
decoded,all pairs,5000000,10000,632631.8193873481,57,0.0057,205,0.0205,553,0.0553,981,0.0981,1446,0.1446,1814,0.1814,18,10000,0.355
truth,ref/ref,5000000,4232,356504.57821361057,18,0.0042533081285444,41,0.00968809073724,220,0.051984877126654,338,0.079867674858223,447,0.1056238185255198,645,0.1524102079395085,18,10000,0.355
truth,alt/ref,5000000,4526,798875.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,10000,0.355
truth,alt/alt,5000000,1242,34829.710144927536,17,0.0136876006441223,52,0.0418679549114331,264,0.2125603864734299,314,0.2528180354267311,542,0.4363929146537842,1242,1.0,18,10000,0.355
truth,all pairs,5000000,10000,516769.4125,35,0.0035,93,0.0093,484,0.0484,652,0.0652,989,0.0989,1887,0.1887,18,10000,0.355
decoded,ref/ref,5000000,5658,225239.26299545265,31,0.0054789678331565,157,0.0277483209614704,548,0.096854012018381,861,0.1521739130434782,1140,0.2014846235418876,1339,0.236656062212796,19,10000,0.2525
decoded,alt/ref,5000000,3702,820503.2615768091,0,0.0,1,0.0002701242571582,1,0.0002701242571582,3,0.0008103727714748,5,0.0013506212857914,7,0.001890869800108,19,10000,0.2525
decoded,alt/alt,5000000,640,66059.72305929335,16,0.025,70,0.109375,200,0.3125,282,0.440625,342,0.534375,360,0.5625,19,10000,0.2525
decoded,all pairs,5000000,10000,435418.5047143566,47,0.0047,228,0.0228,749,0.0749,1146,0.1146,1487,0.1487,1706,0.1706,19,10000,0.2525
truth,ref/ref,5000000,5658,536163.0114119216,18,0.0031813361611876,55,0.0097207493814068,401,0.0708731000353481,514,0.0908448214916931,1202,0.2124425592082007,1276,0.2255213856486391,19,10000,0.2525
truth,alt/ref,5000000,3702,1424475.70934402,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,10000,0.2525
truth,alt/alt,5000000,640,27378.7109375,13,0.0203125,34,0.053125,262,0.409375,410,0.640625,410,0.640625,640,1.0,19,10000,0.2525
truth,all pairs,5000000,10000,832454.1769560215,31,0.0031,89,0.0089,663,0.0663,924,0.0924,1612,0.1612,1916,0.1916,19,10000,0.2525
decoded,ref/ref,5000000,9142,771078.1486902379,38,0.0041566396849704,211,0.0230802887770728,793,0.0867425071100415,1375,0.1504047254430102,1721,0.188252023627215,2016,0.2205206738131699,20,10000,0.0475
decoded,alt/ref,5000000,834,1757450.66228499,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,10000,0.0475
decoded,alt/alt,5000000,24,24304.291262037357,5,0.2083333333333333,9,0.375,18,0.75,19,0.7916666666666666,19,0.7916666666666666,20,0.8333333333333334,20,10000,0.0475
decoded,all pairs,5000000,10000,851549.3590662125,43,0.0043,220,0.022,811,0.0811,1394,0.1394,1740,0.174,2036,0.2036,20,10000,0.0475
truth,ref/ref,5000000,9142,912877.0312726492,27,0.0029534018814263,71,0.0077663530956027,401,0.0438634872019251,1368,0.1496390286589367,1805,0.1974403850360971,2697,0.2950120323780354,20,10000,0.0475
truth,alt/ref,5000000,834,1997669.7597617449,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,10000,0.0475
truth,alt/alt,5000000,24,13114.583333333334,3,0.125,8,0.3333333333333333,24,1.0,24,1.0,24,1.0,24,1.0,20,10000,0.0475
truth,all pairs,5000000,10000,1001189.3149535852,30,0.003,79,0.0079,425,0.0425,1392,0.1392,1829,0.1829,2721,0.2721,20,10000,0.0475
decoded,ref/ref,5000000,6168,131214.39288043737,39,0.0063229571984435,188,0.0304798962386511,699,0.1133268482490272,1324,0.2146562905317769,1971,0.3195525291828793,2391,0.3876459143968871,21,10000,0.215
decoded,alt/ref,5000000,3383,1616631.565434841,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,10000,0.215
decoded,alt/alt,5000000,449,40075.28610622843,11,0.0244988864142538,37,0.0824053452115812,151,0.3363028953229399,237,0.5278396436525612,318,0.7082405345211581,357,0.7951002227171492,21,10000,0.215
decoded,all pairs,5000000,10000,629638.8764614302,50,0.005,225,0.0225,850,0.085,1561,0.1561,2289,0.2289,2748,0.2748,21,10000,0.215
truth,ref/ref,5000000,6168,199948.20038910507,15,0.0024319066147859,52,0.0084306095979247,239,0.0387483787289234,430,0.0697146562905317,794,0.1287289234760051,1936,0.3138780804150454,21,10000,0.215
truth,alt/ref,5000000,3383,2185483.5040627774,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,10000,0.215
truth,alt/alt,5000000,449,22919.5434298441,5,0.0111358574610244,28,0.0623608017817371,172,0.3830734966592428,299,0.6659242761692651,449,1.0,449,1.0,21,10000,0.215
truth,all pairs,5000000,10000,863706.2069244377,20,0.002,80,0.008,411,0.0411,729,0.0729,1243,0.1243,2385,0.2385,21,10000,0.215
decoded,ref/ref,5000000,3747,391419.1282744479,29,0.0077395249532959,74,0.0197491326394448,214,0.0571123565519081,357,0.0952762209767814,630,0.1681345076060848,765,0.2041633306645316,22,10000,0.3925
decoded,alt/ref,5000000,4726,690503.6661800577,0,0.0,2,0.0004231908590774,5,0.0010579771476936,16,0.0033855268726195,23,0.0048666948793906,29,0.0061362674566229,22,10000,0.3925
decoded,alt/alt,5000000,1527,44220.78315223523,25,0.0163719711853307,154,0.1008513425016372,664,0.4348395546823838,954,0.6247544204322201,1099,0.7197118533071382,1181,0.7734119187950229,22,10000,0.3925
decoded,all pairs,5000000,10000,479749.2935884773,54,0.0054,230,0.023,883,0.0883,1327,0.1327,1752,0.1752,1975,0.1975,22,10000,0.3925
truth,ref/ref,5000000,3747,380616.3263944489,25,0.0066720042700827,48,0.0128102481985588,206,0.0549773151854817,337,0.0899386175607152,613,0.1635975447024286,780,0.2081665332265812,22,10000,0.3925
truth,alt/ref,5000000,4726,931859.870926788,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,10000,0.3925
truth,alt/alt,5000000,1527,26294.368041912247,9,0.005893909626719,55,0.0360183366077275,568,0.3719711853307138,1103,0.722331368696791,1527,1.0,1527,1.0,22,10000,0.3925
truth,all pairs,5000000,10000,587029.0625,34,0.0034,103,0.0103,774,0.0774,1440,0.144,2140,0.214,2307,0.2307,22,10000,0.3925
decoded,ref/ref,5000000,8932,427586.6496679088,69,0.0077250335871025,243,0.027205553067622,699,0.0782579489476041,1039,0.1163233318405732,1206,0.1350201522615315,1421,0.1590909090909091,23,10000,0.0525
decoded,alt/ref,5000000,1044,1446849.5716213267,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,10000,0.0525
decoded,alt/alt,5000000,24,15866.179519446625,4,0.1666666666666666,13,0.5416666666666666,19,0.7916666666666666,21,0.875,23,0.9583333333333334,23,0.9583333333333334,23,10000,0.0525
decoded,all pairs,5000000,10000,533009.5695914893,73,0.0073,256,0.0256,718,0.0718,1060,0.106,1229,0.1229,1444,0.1444,23,10000,0.0525
truth,ref/ref,5000000,8932,295209.0937080161,25,0.0027989252127183,70,0.0078369905956112,523,0.0585535154500671,1177,0.1317733990147783,1224,0.1370353784146887,1439,0.1611061352440662,23,10000,0.0525
truth,alt/ref,5000000,1044,1676757.4980376374,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,10000,0.0525
truth,alt/alt,5000000,24,10864.583333333334,4,0.1666666666666666,10,0.4166666666666667,24,1.0,24,1.0,24,1.0,24,1.0,23,10000,0.0525
truth,all pairs,5000000,10000,438760.3202951294,29,0.0029,80,0.008,547,0.0547,1201,0.1201,1248,0.1248,1463,0.1463,23,10000,0.0525
decoded,ref/ref,5000000,8958,539469.2084660482,38,0.0042420183076579,154,0.0171913373520875,405,0.0452109845947756,670,0.0747934806876535,930,0.1038178164768921,1178,0.1315025675373967,24,10000,0.0525
decoded,alt/ref,5000000,1020,924565.5898128636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,10000,0.0525
decoded,alt/alt,5000000,22,13218.181921543302,0,0.0,11,0.5,20,0.9090909090909092,20,0.9090909090909092,22,1.0,22,1.0,24,10000,0.0525
decoded,all pairs,5000000,10000,577591.2871050255,38,0.0038,165,0.0165,425,0.0425,690,0.069,952,0.0952,1200,0.12,24,10000,0.0525
truth,ref/ref,5000000,8958,425892.09365929896,21,0.0023442732752846,83,0.0092654610404108,423,0.0472203616878767,605,0.0675373967403438,1091,0.1217905782540745,1203,0.1342933690555927,24,10000,0.0525
truth,alt/ref,5000000,1020,860750.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,10000,0.0525
truth,alt/alt,5000000,22,11585.227272727272,0,0.0,9,0.4090909090909091,22,1.0,22,1.0,22,1.0,22,1.0,24,10000,0.0525
truth,all pairs,5000000,10000,469336.125,21,0.0021,92,0.0092,445,0.0445,627,0.0627,1113,0.1113,1225,0.1225,24,10000,0.0525
decoded,ref/ref,5000000,5600,784102.9462708478,28,0.005,122,0.0217857142857142,445,0.0794642857142857,747,0.1333928571428571,927,0.1655357142857142,1035,0.1848214285714285,25,10000,0.2475
decoded,alt/ref,5000000,3758,1455673.911087655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,10000,0.2475
decoded,alt/alt,5000000,642,115883.6443976864,19,0.0295950155763239,60,0.0934579439252336,177,0.2757009345794392,236,0.367601246105919,266,0.4143302180685358,290,0.4517133956386293,25,10000,0.2475
decoded,all pairs,5000000,10000,993579.6356687468,47,0.0047,182,0.0182,622,0.0622,983,0.0983,1193,0.1193,1325,0.1325,25,10000,0.2475
truth,ref/ref,5000000,5600,739253.2156740285,16,0.0028571428571428,52,0.0092857142857142,468,0.0835714285714285,691,0.1233928571428571,978,0.1746428571428571,1178,0.2103571428571428,25,10000,0.2475
truth,alt/ref,5000000,3758,1259785.5094231495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,10000,0.2475
