source,pair_class,position_0based,n_pairs,mean_tmrca_years,count_recent_5000,frac_recent_5000,count_recent_10000,frac_recent_10000,count_recent_20000,frac_recent_20000,count_recent_30000,frac_recent_30000,count_recent_40000,frac_recent_40000,count_recent_50000,frac_recent_50000,replicate,onset_years,sample_af
truth,all pairs,5000000,10000,942213.4486502648,12,0.0012,81,0.0081,897,0.0897,2204,0.2204,2761,0.2761,3027,0.3027,48,50000,0.5375
decoded,ref/ref,5000000,985,797567.1020281194,10,0.0101522842639593,22,0.0223350253807106,101,0.1025380710659898,149,0.1512690355329949,195,0.1979695431472081,223,0.2263959390862944,49,50000,0.6875
decoded,alt/ref,5000000,4223,1265253.411655214,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0002367984844896,49,50000,0.6875
decoded,alt/alt,5000000,4792,82210.45749321081,42,0.0087646076794657,211,0.0440317195325542,1511,0.3153171953255426,2595,0.5415275459098498,3097,0.6462854757929883,3328,0.6944908180300501,49,50000,0.6875
decoded,all pairs,5000000,10000,652272.1265225133,52,0.0052,233,0.0233,1612,0.1612,2744,0.2744,3292,0.3292,3552,0.3552,49,50000,0.6875
truth,ref/ref,5000000,985,1555582.530648596,9,0.0091370558375634,19,0.0192893401015228,79,0.0802030456852791,151,0.1532994923857868,170,0.1725888324873096,274,0.2781725888324873,49,50000,0.6875
truth,alt/ref,5000000,4223,2106545.2639313447,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,50000,0.6875
truth,alt/alt,5000000,4792,34150.041736227045,18,0.0037562604340567,58,0.0121035058430717,375,0.0782554257095158,1969,0.4108931552587646,3646,0.7608514190317195,4792,1.0,49,50000,0.6875
truth,all pairs,5000000,10000,1059183.6442270938,27,0.0027,77,0.0077,454,0.0454,2120,0.212,3816,0.3816,5066,0.5066,49,50000,0.6875
decoded,ref/ref,5000000,187,380137.9442620024,2,0.0106951871657754,7,0.0374331550802139,19,0.1016042780748663,31,0.1657754010695187,37,0.1978609625668449,42,0.2245989304812834,50,50000,0.87
decoded,alt/ref,5000000,2290,1294370.8584639851,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,50000,0.87
decoded,alt/alt,5000000,7523,33167.211141240085,72,0.0095706500066462,418,0.0555629403163631,1637,0.2175993619566662,3896,0.5178785059151934,5742,0.7632593380300412,6774,0.9004386547919713,50,50000,0.87
decoded,all pairs,5000000,10000,328471.199087507,74,0.0074,425,0.0425,1656,0.1656,3927,0.3927,5779,0.5779,6816,0.6816,50,50000,0.87
truth,ref/ref,5000000,187,265020.5307166184,2,0.0106951871657754,4,0.0213903743315508,11,0.0588235294117647,44,0.2352941176470588,44,0.2352941176470588,44,0.2352941176470588,50,50000,0.87
truth,alt/ref,5000000,2290,1465544.0337511164,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,50000,0.87
truth,alt/alt,5000000,7523,35562.09291506048,27,0.0035889937524923,88,0.0116974611192343,856,0.1137843945234613,2311,0.3071912800744384,3804,0.5056493420178121,7523,1.0,50,50000,0.87
truth,all pairs,5000000,10000,367318.8301534064,29,0.0029,92,0.0092,867,0.0867,2355,0.2355,3848,0.3848,7567,0.7567,50,50000,0.87
decoded,ref/ref,5000000,1075,597532.7508085722,8,0.0074418604651162,37,0.0344186046511627,94,0.0874418604651162,148,0.1376744186046511,173,0.1609302325581395,210,0.1953488372093023,51,50000,0.6725
decoded,alt/ref,5000000,4424,1330349.3819281932,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,50000,0.6725
decoded,alt/alt,5000000,4501,66574.32606857776,44,0.0097756054210175,193,0.0428793601421906,760,0.1688513663630304,1561,0.3468118195956454,2093,0.4650077760497667,2330,0.5176627416129749,51,50000,0.6725
decoded,all pairs,5000000,10000,682746.441440421,52,0.0052,230,0.023,854,0.0854,1709,0.1709,2266,0.2266,2540,0.254,51,50000,0.6725
truth,ref/ref,5000000,1075,293433.1395348837,4,0.0037209302325581,16,0.0148837209302325,93,0.0865116279069767,140,0.1302325581395348,171,0.1590697674418604,307,0.2855813953488372,51,50000,0.6725
truth,alt/ref,5000000,4424,778125.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,50000,0.6725
truth,alt/alt,5000000,4501,40326.03865807598,20,0.0044434570095534,80,0.0177738280382137,417,0.092646078649189,1023,0.227282826038658,1691,0.3756942901577427,2308,0.5127749389024662,51,50000,0.6725
truth,all pairs,5000000,10000,393937.3125,24,0.0024,96,0.0096,510,0.051,1163,0.1163,1862,0.1862,2615,0.2615,51,50000,0.6725
decoded,ref/ref,5000000,40,499980.3418942645,2,0.05,2,0.05,2,0.05,3,0.075,3,0.075,3,0.075,52,50000,0.93
decoded,alt/ref,5000000,1318,1168878.1850317025,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,50000,0.93
decoded,alt/alt,5000000,8642,28551.765538825384,92,0.0106456838694746,752,0.087016894237445,3398,0.3931960194399445,5723,0.6622309650543856,7071,0.8182133765332099,7845,0.9077759777829206,52,50000,0.93
decoded,all pairs,5000000,10000,180732.50193340832,94,0.0094,754,0.0754,3400,0.34,5726,0.5726,7074,0.7074,7848,0.7848,52,50000,0.93
truth,ref/ref,5000000,40,702448.1994060455,1,0.025,2,0.05,4,0.1,5,0.125,5,0.125,5,0.125,52,50000,0.93
truth,alt/ref,5000000,1318,974275.356762928,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52,50000,0.93
truth,alt/alt,5000000,8642,35659.75757926406,25,0.0028928488775746,66,0.007637121036797,586,0.0678083776903494,1914,0.2214765100671141,5211,0.602985420041657,8642,1.0,52,50000,0.93
truth,all pairs,5000000,10000,162036.44731897808,26,0.0026,68,0.0068,590,0.059,1919,0.1919,5216,0.5216,8647,0.8647,52,50000,0.93
decoded,ref/ref,5000000,1586,440668.3580163724,10,0.0063051702395964,34,0.0214375788146279,95,0.0598991172761664,176,0.1109709962168978,231,0.1456494325346784,336,0.2118537200504413,53,50000,0.605
decoded,alt/ref,5000000,4707,1470633.6070023293,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0002124495432334,1,0.0002124495432334,53,50000,0.605
decoded,alt/alt,5000000,3707,127804.58693036975,44,0.0118694362017804,162,0.043701106015646,501,0.1351497167520906,774,0.2087941731858645,978,0.2638251955759374,1100,0.2967359050445103,53,50000,0.605
decoded,all pairs,5000000,10000,809494.4007724811,54,0.0054,196,0.0196,596,0.0596,950,0.095,1210,0.121,1437,0.1437,53,50000,0.605
truth,ref/ref,5000000,1586,450379.75365108176,5,0.0031525851197982,18,0.0113493064312736,111,0.0699873896595208,155,0.0977301387137452,180,0.1134930643127364,581,0.3663303909205548,53,50000,0.605
truth,alt/ref,5000000,4707,1392999.1039538917,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53,50000,0.605
truth,alt/alt,5000000,3707,35860.230644726194,18,0.0048556784461828,70,0.0188831939573779,421,0.1135689236579444,1053,0.2840571891016994,1665,0.449150256271918,3707,1.0,53,50000,0.605
truth,all pairs,5000000,10000,740408.2946601585,23,0.0023,88,0.0088,532,0.0532,1208,0.1208,1845,0.1845,4288,0.4288,53,50000,0.605
decoded,ref/ref,5000000,2700,244674.35375737256,13,0.0048148148148148,62,0.0229629629629629,249,0.0922222222222222,414,0.1533333333333333,618,0.2288888888888889,866,0.3207407407407407,54,50000,0.475
decoded,alt/ref,5000000,4994,1791898.8970167716,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,50000,0.475
decoded,alt/alt,5000000,2306,19420.0253209127,87,0.0377276669557675,597,0.2588898525585429,1542,0.6686903729401561,1965,0.8521248915871639,2123,0.9206418039895924,2174,0.94275802254987,54,50000,0.475
decoded,all pairs,5000000,10000,965414.6425236688,100,0.01,659,0.0659,1791,0.1791,2379,0.2379,2741,0.2741,3040,0.304,54,50000,0.475
truth,ref/ref,5000000,2700,331730.2910347711,10,0.0037037037037037,19,0.007037037037037,116,0.0429629629629629,354,0.1311111111111111,386,0.1429629629629629,664,0.2459259259259259,54,50000,0.475
truth,alt/ref,5000000,4994,2327501.957310924,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,50000,0.475
truth,alt/alt,5000000,2306,21212.434952298358,13,0.0056374674761491,62,0.0268863833477883,648,0.2810060711188205,2306,1.0,2306,1.0,2306,1.0,54,50000,0.475
truth,all pairs,5000000,10000,1256813.2435604634,23,0.0023,81,0.0081,764,0.0764,2660,0.266,2692,0.2692,2970,0.297,54,50000,0.475
decoded,ref/ref,5000000,916,874368.6949925624,6,0.0065502183406113,21,0.0229257641921397,48,0.0524017467248908,70,0.0764192139737991,105,0.1146288209606987,146,0.1593886462882096,55,50000,0.6975
decoded,alt/ref,5000000,4256,1171906.238749029,0,0.0,0,0.0,1,0.000234962406015,1,0.000234962406015,3,0.0007048872180451,4,0.0009398496240601,55,50000,0.6975
decoded,alt/alt,5000000,4828,37746.13320783656,77,0.0159486329743164,373,0.0772576636288318,1579,0.3270505385252693,2574,0.5331400165700083,3328,0.6893123446561723,3937,0.8154515327257663,55,50000,0.6975
decoded,all pairs,5000000,10000,597079.3007856489,83,0.0083,394,0.0394,1628,0.1628,2645,0.2645,3436,0.3436,4087,0.4087,55,50000,0.6975
truth,ref/ref,5000000,916,962650.3489467128,4,0.0043668122270742,11,0.0120087336244541,55,0.0600436681222707,66,0.0720524017467248,117,0.1277292576419214,132,0.1441048034934497,55,50000,0.6975
truth,alt/ref,5000000,4256,1273936.8568635618,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,50000,0.6975
truth,alt/alt,5000000,4828,31142.47618061309,20,0.004142502071251,72,0.0149130074565037,534,0.1106048053024026,2250,0.4660314830157415,2564,0.5310687655343828,4828,1.0,55,50000,0.6975
truth,all pairs,5000000,10000,645401.8857446508,24,0.0024,83,0.0083,589,0.0589,2316,0.2316,2681,0.2681,4960,0.496,55,50000,0.6975
decoded,ref/ref,5000000,0,,0,,0,,0,,0,,0,,0,,56,50000,0.9925
decoded,alt/ref,5000000,154,1341320.3857362494,0,0.0,0,0.0,0,0.0,1,0.0064935064935064,1,0.0064935064935064,1,0.0064935064935064,56,50000,0.9925
decoded,alt/alt,5000000,9846,40935.76090956288,63,0.006398537477148,277,0.0281332520820637,1351,0.1372130814543977,3384,0.3436928702010969,5481,0.556672760511883,7166,0.7278082470038595,56,50000,0.9925
decoded,all pairs,5000000,10000,60961.684131893846,63,0.0063,277,0.0277,1351,0.1351,3385,0.3385,5482,0.5482,7167,0.7167,56,50000,0.9925
truth,ref/ref,5000000,0,,0,,0,,0,,0,,0,,0,,56,50000,0.9925
truth,alt/ref,5000000,154,1189120.1648964223,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,56,50000,0.9925
truth,alt/alt,5000000,9846,43902.70160471257,23,0.0023359739995937,86,0.0087345114767418,576,0.0585009140767824,1390,0.1411740808450132,2249,0.2284176315254925,4903,0.4979687182612228,56,50000,0.9925
truth,all pairs,5000000,10000,61539.0505394049,23,0.0023,86,0.0086,576,0.0576,1390,0.139,2249,0.2249,4903,0.4903,56,50000,0.9925
decoded,ref/ref,5000000,147,394056.7108956495,2,0.0136054421768707,7,0.0476190476190476,18,0.1224489795918367,23,0.1564625850340136,29,0.1972789115646258,40,0.272108843537415,57,50000,0.8825
decoded,alt/ref,5000000,2047,1250457.661481513,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,50000,0.8825
decoded,alt/alt,5000000,7806,110223.7299230471,60,0.0076863950807071,299,0.0383038688188572,1122,0.1437355880092236,1846,0.2364847553164232,2444,0.3130924929541378,2866,0.3671534716884448,57,50000,0.8825
decoded,all pairs,5000000,10000,347801.9605333623,62,0.0062,306,0.0306,1140,0.114,1869,0.1869,2473,0.2473,2906,0.2906,57,50000,0.8825
truth,ref/ref,5000000,147,318420.0680272109,2,0.0136054421768707,6,0.0408163265306122,18,0.1224489795918367,30,0.2040816326530612,59,0.4013605442176871,59,0.4013605442176871,57,50000,0.8825
truth,alt/ref,5000000,2047,1469091.895872085,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,50000,0.8825
truth,alt/alt,5000000,7806,38944.16154240328,26,0.0033307712016397,66,0.0084550345887778,961,0.1231104278759928,1622,0.2077888803484499,3959,0.5071739687419934,7806,1.0,57,50000,0.8825
truth,all pairs,5000000,10000,335803.6985850157,28,0.0028,72,0.0072,979,0.0979,1652,0.1652,4018,0.4018,7865,0.7865,57,50000,0.8825
decoded,ref/ref,5000000,980,782250.8978226617,5,0.0051020408163265,15,0.0153061224489795,59,0.060204081632653,88,0.0897959183673469,155,0.1581632653061224,201,0.2051020408163265,58,50000,0.6875
decoded,alt/ref,5000000,4366,1169282.144684334,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58,50000,0.6875
decoded,alt/alt,5000000,4654,27845.32156577166,63,0.0135367425870219,480,0.1031370863773098,2006,0.431027073485174,3315,0.7122905027932961,3774,0.8109153416415986,4127,0.8867640739149119,58,50000,0.6875
decoded,all pairs,5000000,10000,600128.3850125113,68,0.0068,495,0.0495,2065,0.2065,3403,0.3403,3929,0.3929,4328,0.4328,58,50000,0.6875
truth,ref/ref,5000000,980,930842.0182285416,4,0.0040816326530612,9,0.0091836734693877,36,0.036734693877551,87,0.0887755102040816,114,0.1163265306122448,128,0.1306122448979592,58,50000,0.6875
truth,alt/ref,5000000,4366,1585255.1823216623,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58,50000,0.6875
truth,alt/alt,5000000,4654,30226.95530726257,13,0.0027932960893854,66,0.0141813493768801,1154,0.247958745165449,1908,0.4099699183498066,3824,0.8216587881392351,4654,1.0,58,50000,0.6875
truth,all pairs,5000000,10000,797412.5553880349,17,0.0017,75,0.0075,1190,0.119,1995,0.1995,3938,0.3938,4782,0.4782,58,50000,0.6875
decoded,ref/ref,5000000,2024,439211.06384581537,13,0.0064229249011857,44,0.0217391304347826,144,0.0711462450592885,258,0.1274703557312253,332,0.1640316205533596,387,0.1912055335968379,59,50000,0.5475
decoded,alt/ref,5000000,4950,1362446.2240414454,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59,50000,0.5475
decoded,alt/alt,5000000,3026,39995.53408861221,57,0.018836748182419,259,0.0855915399867812,1112,0.3674818241903503,1849,0.6110376734963648,2284,0.7547918043621943,2458,0.8122934567085262,59,50000,0.5475
decoded,all pairs,5000000,10000,775409.8488381226,70,0.007,303,0.0303,1256,0.1256,2107,0.2107,2616,0.2616,2845,0.2845,59,50000,0.5475
truth,ref/ref,5000000,2024,633163.0384111749,12,0.0059288537549407,26,0.0128458498023715,130,0.0642292490118577,297,0.1467391304347826,368,0.1818181818181818,368,0.1818181818181818,59,50000,0.5475
truth,alt/ref,5000000,4950,1090017.6388214494,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59,50000,0.5475
truth,alt/alt,5000000,3026,30004.91573033708,13,0.0042961004626569,69,0.0228023793787177,411,0.135822868473232,1151,0.3803701255783212,3026,1.0,3026,1.0,59,50000,0.5475
truth,all pairs,5000000,10000,676790.4176910392,25,0.0025,95,0.0095,541,0.0541,1448,0.1448,3394,0.3394,3394,0.3394,59,50000,0.5475
decoded,ref/ref,5000000,170,209240.77360364667,0,0.0,7,0.0411764705882352,39,0.2294117647058823,50,0.2941176470588235,61,0.3588235294117647,70,0.4117647058823529,60,50000,0.87
decoded,alt/ref,5000000,2209,1357159.742249646,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0004526935264825,1,0.0004526935264825,60,50000,0.87
decoded,alt/alt,5000000,7621,26553.58815835573,56,0.0073481170450072,648,0.0850282115207978,3423,0.4491536543760661,5652,0.7416349560425141,6411,0.8412281852775226,6949,0.9118225954599134,60,50000,0.87
decoded,all pairs,5000000,10000,323590.1697496917,56,0.0056,655,0.0655,3462,0.3462,5702,0.5702,6473,0.6473,7020,0.702,60,50000,0.87
truth,ref/ref,5000000,170,158688.23529411765,0,0.0,4,0.0235294117647058,19,0.1117647058823529,77,0.4529411764705882,77,0.4529411764705882,82,0.4823529411764706,60,50000,0.87
truth,alt/ref,5000000,2209,1441544.9120213178,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60,50000,0.87
truth,alt/alt,5000000,7621,35246.01430258496,22,0.0028867602676814,65,0.0085290644272405,406,0.0532738485763023,1884,0.2472116520141713,7141,0.9370161396142238,7621,1.0,60,50000,0.87
truth,all pairs,5000000,10000,347995.95856550906,22,0.0022,69,0.0069,425,0.0425,1961,0.1961,7218,0.7218,7703,0.7703,60,50000,0.87
decoded,ref/ref,5000000,151,130747.66026765468,2,0.0132450331125827,4,0.0264900662251655,10,0.0662251655629139,20,0.1324503311258278,25,0.1655629139072847,42,0.2781456953642384,61,50000,0.875
decoded,alt/ref,5000000,2167,855088.7892867246,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61,50000,0.875
decoded,alt/alt,5000000,7682,65673.82757796979,43,0.0055975006508721,225,0.0292892475917729,1321,0.1719604269721426,2516,0.3275188752928925,3626,0.4720124967456391,4379,0.5700338453527727,61,50000,0.875
decoded,all pairs,5000000,10000,237722.6646538712,45,0.0045,229,0.0229,1331,0.1331,2536,0.2536,3651,0.3651,4421,0.4421,61,50000,0.875
truth,ref/ref,5000000,151,125723.50993377484,1,0.0066225165562913,2,0.0132450331125827,10,0.0662251655629139,15,0.0993377483443708,24,0.1589403973509933,31,0.2052980132450331,61,50000,0.875
truth,alt/ref,5000000,2167,1543554.4666106056,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61,50000,0.875
truth,alt/alt,5000000,7682,41734.08617547514,14,0.0018224420723769,61,0.007940640458214,414,0.0538922155688622,1485,0.1933090341057016,1667,0.2170007810466024,7682,1.0,61,50000,0.875
truth,all pairs,5000000,10000,368446.8029145182,15,0.0015,63,0.0063,424,0.0424,1500,0.15,1691,0.1691,7713,0.7713,61,50000,0.875
decoded,ref/ref,5000000,638,496895.8362885811,7,0.0109717868338558,19,0.0297805642633228,43,0.067398119122257,87,0.1363636363636363,116,0.1818181818181818,147,0.2304075235109718,62,50000,0.7475
decoded,alt/ref,5000000,3765,1158202.054059709,0,0.0,0,0.0,0,0.0,1,0.0002656042496679,2,0.0005312084993359,3,0.0007968127490039,62,50000,0.7475
decoded,alt/alt,5000000,5597,59350.255566339314,43,0.0076826871538324,207,0.0369840986242629,837,0.1495443987850634,1657,0.2960514561372163,2314,0.4134357691620511,2982,0.532785420761122,62,50000,0.7475
decoded,all pairs,5000000,10000,500983.365749172,50,0.005,226,0.0226,880,0.088,1745,0.1745,2432,0.2432,3132,0.3132,62,50000,0.7475
truth,ref/ref,5000000,638,419177.3119122257,7,0.0109717868338558,17,0.0266457680250783,44,0.0689655172413793,69,0.1081504702194357,186,0.2915360501567398,187,0.293103448275862,62,50000,0.7475
truth,alt/ref,5000000,3765,1414096.115372655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,50000,0.7475
truth,alt/alt,5000000,5597,38599.62926567804,13,0.0023226728604609,68,0.0121493657316419,400,0.0714668572449526,1200,0.2144005717348579,2791,0.4986599964266571,5597,1.0,62,50000,0.7475
truth,all pairs,5000000,10000,580754.9124378046,20,0.002,85,0.0085,444,0.0444,1269,0.1269,2977,0.2977,5784,0.5784,62,50000,0.7475
decoded,ref/ref,5000000,60,282055.5030651837,4,0.0666666666666666,8,0.1333333333333333,11,0.1833333333333333,15,0.25,17,0.2833333333333333,17,0.2833333333333333,63,50000,0.9275
decoded,alt/ref,5000000,1332,1231023.1343862892,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63,50000,0.9275
decoded,alt/alt,5000000,8608,51573.65000679041,38,0.0044144981412639,259,0.0300882899628252,1243,0.1444005576208178,2734,0.3176115241635687,4149,0.4819934944237918,5513,0.6404507434944238,63,50000,0.9275
decoded,all pairs,5000000,10000,210059.21244449003,42,0.0042,267,0.0267,1254,0.1254,2749,0.2749,4166,0.4166,5530,0.553,63,50000,0.9275
truth,ref/ref,5000000,60,605751.7105037352,0,0.0,3,0.05,16,0.2666666666666666,22,0.3666666666666666,22,0.3666666666666666,22,0.3666666666666666,63,50000,0.9275
truth,alt/ref,5000000,1332,1396702.5060982257,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63,50000,0.9275
truth,alt/alt,5000000,8608,43034.82225836432,23,0.0026719330855018,62,0.0072026022304832,524,0.0608736059479553,1147,0.1332481412639405,3188,0.3703531598513011,8608,1.0,63,50000,0.9275
truth,all pairs,5000000,10000,226719.6590753061,23,0.0023,65,0.0065,540,0.054,1169,0.1169,3210,0.321,8630,0.863,63,50000,0.9275
decoded,ref/ref,5000000,706,554382.3796054854,7,0.0099150141643059,27,0.0382436260623229,54,0.0764872521246459,81,0.1147308781869688,105,0.1487252124645892,112,0.1586402266288951,64,50000,0.73
decoded,alt/ref,5000000,3960,1259505.6640813844,0,0.0,0,0.0,1,0.0002525252525252,1,0.0002525252525252,1,0.0002525252525252,1,0.0002525252525252,64,50000,0.73
decoded,alt/alt,5000000,5334,41874.43175736332,53,0.009936257967754,280,0.0524934383202099,1373,0.2574053243344582,2477,0.4643794525684289,3556,0.6666666666666666,4080,0.7649043869516311,64,50000,0.73
decoded,all pairs,5000000,10000,560239.4608757531,60,0.006,307,0.0307,1428,0.1428,2559,0.2559,3662,0.3662,4193,0.4193,64,50000,0.73
truth,ref/ref,5000000,706,494530.5793785316,3,0.0042492917847025,11,0.0155807365439093,47,0.0665722379603399,126,0.178470254957507,129,0.1827195467422096,155,0.2195467422096317,64,50000,0.73
truth,alt/ref,5000000,3960,1199883.455863625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,50000,0.73
truth,alt/alt,5000000,5334,37634.30352455943,29,0.0054368203974503,75,0.0140607424071991,629,0.1179227596550431,1156,0.2167229096362954,1529,0.2866516685414323,5334,1.0,64,50000,0.73
truth,all pairs,5000000,10000,530141.8449261199,32,0.0032,86,0.0086,676,0.0676,1282,0.1282,1658,0.1658,5489,0.5489,64,50000,0.73
decoded,ref/ref,5000000,9,390239.0773411513,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,65,50000,0.9725
decoded,alt/ref,5000000,524,743209.125128555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0019083969465648,65,50000,0.9725
decoded,alt/alt,5000000,9467,55745.169239970375,51,0.005387134255836,302,0.0319002852012253,1851,0.1955212844618147,3449,0.3643181578113447,4658,0.4920249286996936,5422,0.5727263124537868,65,50000,0.9725
decoded,all pairs,5000000,10000,92069.32504582328,51,0.0051,302,0.0302,1851,0.1851,3449,0.3449,4658,0.4658,5424,0.5424,65,50000,0.9725
truth,ref/ref,5000000,9,101194.44444444444,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,2,0.2222222222222222,2,0.2222222222222222,65,50000,0.9725
truth,alt/ref,5000000,524,727000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,65,50000,0.9725
truth,alt/alt,5000000,9467,39727.61962606951,25,0.0026407520861941,61,0.0064434350903137,359,0.0379211999577479,1005,0.1061582338650047,2737,0.2891095383965353,9467,1.0,65,50000,0.9725
truth,all pairs,5000000,10000,75796.0125,25,0.0025,61,0.0061,359,0.0359,1007,0.1007,2739,0.2739,9469,0.9469,65,50000,0.9725
decoded,ref/ref,5000000,1428,309006.290309346,15,0.0105042016806722,55,0.0385154061624649,338,0.2366946778711484,511,0.3578431372549019,563,0.3942577030812325,593,0.415266106442577,66,50000,0.6175
decoded,alt/ref,5000000,4808,1537609.259832651,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,50000,0.6175
decoded,alt/alt,5000000,3764,53456.29856302527,49,0.0130180658873538,217,0.0576514346439957,720,0.1912858660998937,1295,0.3440488841657811,1776,0.4718384697130712,2313,0.6145058448459086,66,50000,0.6175
decoded,all pairs,5000000,10000,803529.5811628359,64,0.0064,272,0.0272,1058,0.1058,1806,0.1806,2339,0.2339,2906,0.2906,66,50000,0.6175
truth,ref/ref,5000000,1428,224467.83994654915,10,0.0070028011204481,20,0.0140056022408963,88,0.0616246498599439,297,0.2079831932773109,355,0.2485994397759103,360,0.2521008403361344,66,50000,0.6175
truth,alt/ref,5000000,4808,1036762.670833735,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,50000,0.6175
truth,alt/alt,5000000,3764,32921.19420828905,21,0.0055791710945802,57,0.0151434643995749,541,0.1437300743889479,1001,0.2659404888416578,1879,0.4992029755579171,3764,1.0,66,50000,0.6175
truth,all pairs,5000000,10000,542921.037181227,31,0.0031,77,0.0077,629,0.0629,1298,0.1298,2234,0.2234,4124,0.4124,66,50000,0.6175
decoded,ref/ref,5000000,2746,228768.40795208773,23,0.0083758193736343,60,0.021849963583394,189,0.0688273852876911,365,0.1329206117989803,529,0.1926438455935906,660,0.2403495994173343,67,50000,0.4775
decoded,alt/ref,5000000,4977,1497131.554827446,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,50000,0.4775
decoded,alt/alt,5000000,2277,128983.41686391937,39,0.0171277997364953,225,0.0988142292490118,951,0.4176548089591568,1371,0.6021080368906456,1649,0.7241985068072024,1788,0.7852437417654808,67,50000,0.4775
decoded,all pairs,5000000,10000,837311.7036811776,62,0.0062,285,0.0285,1140,0.114,1736,0.1736,2178,0.2178,2448,0.2448,67,50000,0.4775
truth,ref/ref,5000000,2746,306962.0840907455,24,0.0087399854333576,35,0.0127458120903131,126,0.0458849235251274,376,0.1369264384559359,494,0.1798980335032775,495,0.1802621995630007,67,50000,0.4775
truth,alt/ref,5000000,4977,1967225.0412833248,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,50000,0.4775
truth,alt/alt,5000000,2277,32400.14273166447,15,0.0065876152832674,47,0.020641194554238,290,0.1273605621431708,1024,0.4497145366710584,1235,0.5423803249890207,2277,1.0,67,50000,0.4775
truth,all pairs,5000000,10000,1070757.2038380294,39,0.0039,82,0.0082,416,0.0416,1400,0.14,1729,0.1729,2772,0.2772,67,50000,0.4775
decoded,ref/ref,5000000,630,224530.1665557006,15,0.0238095238095238,55,0.0873015873015873,100,0.1587301587301587,130,0.2063492063492063,140,0.2222222222222222,162,0.2571428571428571,68,50000,0.7525
decoded,alt/ref,5000000,3750,1313495.0355646976,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,68,50000,0.7525
decoded,alt/alt,5000000,5620,78691.76150760398,28,0.0049822064056939,164,0.0291814946619217,765,0.1361209964412811,1396,0.2483985765124555,2059,0.3663701067615658,2703,0.4809608540925267,68,50000,0.7525
decoded,all pairs,5000000,10000,550930.8087970441,43,0.0043,219,0.0219,865,0.0865,1526,0.1526,2199,0.2199,2865,0.2865,68,50000,0.7525
truth,ref/ref,5000000,630,242360.11904761905,12,0.019047619047619,21,0.0333333333333333,89,0.1412698412698412,111,0.1761904761904762,180,0.2857142857142857,180,0.2857142857142857,68,50000,0.7525
truth,alt/ref,5000000,3750,1225367.3630174948,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,68,50000,0.7525
truth,alt/alt,5000000,5620,36738.74555160142,12,0.0021352313167259,43,0.0076512455516014,523,0.0930604982206405,1754,0.3120996441281138,2284,0.4064056939501779,5620,1.0,68,50000,0.7525
truth,all pairs,5000000,10000,495428.6236315605,24,0.0024,64,0.0064,612,0.0612,1865,0.1865,2464,0.2464,5800,0.58,68,50000,0.7525
