invocation_index	recorded_at_utc	simulation_contract_sha256	status	elapsed_seconds	declared_timeout_seconds	effective_timeout_seconds	completed_external_sample_panel_draws	interrupted_internal_conditioned_trajectories	error_type	core_source_sha256	orchestrator_source_sha256
1	2026-08-12T10:55:21.392714+00:00	5c3e504efcb76c81fc0b48f5c2773064973324e3860c320623f9a215dd96115c	complete	113.26562969997758	300.0	300.0	1	0		legacy_unknown	legacy_unknown
