# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	30
0	1
10	11
12	13
16	17
18	19
22	23
24	25
40	41
48	49
54	55
56	57
58	59
62	63
70	71
80	81
90	91
96	97
102	103
106	107
114	115
116	117
126	127
134	135
166	167
168	169
172	173
176	177
190	191
192	193
196	197
