# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	33
0	1
4	5
8	9
12	13
30	31
32	33
34	35
44	45
50	51
52	53
60	61
62	63
74	75
78	79
86	87
90	91
96	97
100	101
104	105
122	123
128	129
130	131
140	141
142	143
146	147
152	153
154	155
168	169
174	175
180	181
182	183
184	185
188	189
