# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	19
0	1
2	3
24	25
48	49
56	57
64	65
68	69
80	81
82	83
84	85
110	111
116	117
150	151
156	157
166	167
170	171
172	173
184	185
196	197
