# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	26
4	5
6	7
10	11
12	13
14	15
16	17
18	19
22	23
40	41
50	51
62	63
74	75
86	87
92	93
104	105
108	109
122	123
126	127
128	129
130	131
136	137
144	145
158	159
162	163
182	183
194	195
