# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	64
2	3
4	5
6	7
12	13
14	15
16	17
22	23
24	25
26	27
28	29
30	31
34	35
36	37
40	41
42	43
44	45
46	47
48	49
54	55
60	61
62	63
64	65
66	67
70	71
76	77
82	83
84	85
86	87
88	89
90	91
92	93
94	95
98	99
104	105
106	107
108	109
110	111
112	113
114	115
116	117
118	119
122	123
124	125
126	127
128	129
130	131
132	133
138	139
144	145
146	147
148	149
152	153
156	157
158	159
160	161
162	163
166	167
168	169
176	177
184	185
186	187
188	189
190	191
198	199
