attempt_zero_based	seed	status	timeout_seconds	elapsed_seconds	error	accepted	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	rejection_reason	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	544597064	timed_out	300.0	305.19423579700015	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	544597064	238944816	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	4349bd4804282ad2dc3c2b0285be88043516fd5fffe909959eb8440dde70266c	timed_out	436	{'pid': 436, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312737}	1786658033600384676	502	502	502	{'pid': 502, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313641}	True	516	{'pid': 516, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313650}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_000_seed_544597064_6mq24u0p	False	False	True	305.00780325200003	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	387705512	timed_out	300.0	305.0980569389999	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	387705512	2137533350	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	03493702c64a399bde46b857a2c309e209fdf6fc3f2357768c973634c3b813cc	timed_out	436	{'pid': 436, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312737}	1786658338882211443	723	723	723	{'pid': 723, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344168}	True	727	{'pid': 727, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344174}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_387705512_zm89ifut	False	False	True	305.01033759200027	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	1935008597	complete	300.0	202.9129482190001		False	56.0	0.056	175.0	225.0	False	0.0						candidate_pool_af_outside_prespecified_band	1935008597	534133376	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	1c5ba8f2d6962d36c3cb391bd91c827619d50057c3feb4f5718f96655839f0cd	complete	436	{'pid': 436, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312737}	1786658644151287533	1094	1094	1094	{'pid': 1094, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374696}	True	1095	{'pid': 1095, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374700}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_1935008597_kss18qdu	True	True	True	200.73484549900013	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
