# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	26
0	1
16	17
18	19
32	33
34	35
44	45
46	47
50	51
58	59
62	63
84	85
88	89
96	97
98	99
102	103
108	109
112	113
134	135
136	137
140	141
146	147
184	185
186	187
192	193
194	195
198	199
