# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	20
12	13
18	19
24	25
48	49
58	59
60	61
70	71
80	81
88	89
96	97
106	107
112	113
114	115
118	119
124	125
130	131
134	135
164	165
188	189
196	197
