invocation_index	recorded_at_utc	simulation_contract_sha256	status	elapsed_seconds	declared_timeout_seconds	effective_timeout_seconds	completed_external_sample_panel_draws	interrupted_internal_conditioned_trajectories	error_type	core_source_sha256	orchestrator_source_sha256
1	2026-08-12T10:06:06.191494+00:00	d4a12548e89d0623108ea123a5aeffa12e316846deae5f975f54f3146158ece1	timed_out	300.8934386000037	300.0	300.0	0	1	SpecificationTimeout	legacy_unknown	legacy_unknown
2	2026-08-12T11:55:51.850346+00:00	d4a12548e89d0623108ea123a5aeffa12e316846deae5f975f54f3146158ece1	complete	246.80627569998612	300.0	300.0	1	1		legacy_unknown	legacy_unknown
