# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	16
8	9
20	21
32	33
40	41
66	67
88	89
98	99
106	107
116	117
140	141
148	149
152	153
176	177
180	181
184	185
198	199
