arm_id	mode	estimator	threshold_years	n	truth_mean	decoded_mean	bias	rmse	pearson_r
eas_sweep_structured	neutral	gamma_smc_frac	1000.0	100	0.0031	0.0048	0.0016999999999999997	0.005744562646538029	0.5531063894654914
eas_sweep_structured	neutral	gamma_smc_frac	4500.0	100	0.016200000000000003	0.023799999999999995	0.007599999999999992	0.012727922061357855	0.7264721576432016
eas_sweep_structured	neutral	gamma_smc_frac	10000.0	100	0.037399999999999996	0.049100000000000005	0.011700000000000009	0.0207605394920267	0.7662738870309218
eas_sweep_structured	neutral	gamma_smc_frac	20000.0	100	0.0765	0.08269999999999998	0.006199999999999983	0.029086079144497977	0.6893463639267206
eas_sweep_structured	neutral	gamma_smc_frac	30000.0	100	0.1142	0.10910000000000002	-0.0050999999999999795	0.033481338085566414	0.7503926534406838
eas_sweep_structured	neutral	gamma_smc_frac	40000.0	100	0.1583	0.1353	-0.022999999999999993	0.0540740233383831	0.6231361639163392
eas_sweep_structured	neutral	gamma_smc_frac	50000.0	100	0.21459999999999999	0.1545	-0.06009999999999999	0.09951381813597547	0.427857208041447
eas_sweep_structured	selected	gamma_smc_frac	1000.0	100	0.004200000000000001	0.0075	0.003299999999999999	0.0071414284285428505	0.6622417759643259
eas_sweep_structured	selected	gamma_smc_frac	4500.0	100	0.0194	0.04039999999999999	0.02099999999999999	0.03136877428271625	0.4805640046010429
eas_sweep_structured	selected	gamma_smc_frac	10000.0	100	0.05549999999999999	0.11060000000000005	0.05510000000000006	0.07701298591796062	0.3897065368519108
eas_sweep_structured	selected	gamma_smc_frac	20000.0	100	0.21969999999999998	0.19879999999999998	-0.020900000000000002	0.0826982466561414	0.6157043790544545
eas_sweep_structured	selected	gamma_smc_frac	30000.0	100	0.3342000000000001	0.24980000000000005	-0.08440000000000006	0.12587295182047653	0.6943203485728818
eas_sweep_structured	selected	gamma_smc_frac	40000.0	100	0.3809	0.2818	-0.09910000000000002	0.13473306943731372	0.7348948726099495
eas_sweep_structured	selected	gamma_smc_frac	50000.0	100	0.4107999999999999	0.30510000000000004	-0.10569999999999985	0.1439618004888797	0.705264291816057
eas_sweep_structured	neutral	gamma_smc_meanp	1000.0	100	0.0031	0.01177924216441	0.00867924216441	0.01046045281848662	0.49148984439144894
eas_sweep_structured	neutral	gamma_smc_meanp	4500.0	100	0.016200000000000003	0.03636612248839	0.02016612248839	0.02316276184493129	0.6978055511353106
eas_sweep_structured	neutral	gamma_smc_meanp	10000.0	100	0.037399999999999996	0.06225667610203999	0.024856676102039996	0.03085209968038943	0.7039948966104427
eas_sweep_structured	neutral	gamma_smc_meanp	20000.0	100	0.0765	0.09609005059550002	0.019590050595500022	0.036407019882025174	0.6572845274989563
eas_sweep_structured	neutral	gamma_smc_meanp	30000.0	100	0.1142	0.1224103757155	0.008210375715499998	0.039348833527868325	0.6779410823785085
eas_sweep_structured	neutral	gamma_smc_meanp	40000.0	100	0.1583	0.1446821710363	-0.013617828963700007	0.052813595933845804	0.5759144196954296
eas_sweep_structured	neutral	gamma_smc_meanp	50000.0	100	0.21459999999999999	0.16435522850800002	-0.05024477149199996	0.09290947474159866	0.4479492152922455
eas_sweep_structured	selected	gamma_smc_meanp	1000.0	100	0.004200000000000001	0.021525851938140002	0.01732585193814	0.01961788482288411	0.5105999122407578
eas_sweep_structured	selected	gamma_smc_meanp	4500.0	100	0.0194	0.07348434164399999	0.054084341643999986	0.061482948603486166	0.38626541726034713
eas_sweep_structured	selected	gamma_smc_meanp	10000.0	100	0.05549999999999999	0.1302649805949	0.0747649805949	0.09123330144029383	0.32696481214215806
eas_sweep_structured	selected	gamma_smc_meanp	20000.0	100	0.21969999999999998	0.1980063035777	-0.021693696422299985	0.07793327060563214	0.6130905905995597
eas_sweep_structured	selected	gamma_smc_meanp	30000.0	100	0.3342000000000001	0.24290138213870002	-0.09129861786130009	0.12658543572463918	0.7265856122349558
eas_sweep_structured	selected	gamma_smc_meanp	40000.0	100	0.3809	0.2758659207646	-0.10503407923540004	0.13807319636434617	0.7323591814118839
eas_sweep_structured	selected	gamma_smc_meanp	50000.0	100	0.4107999999999999	0.3018397734175	-0.10896022658249988	0.14457231363892167	0.7097498548506557
