arm_id	estimator	threshold_years	replicate_index	observed	percentile	p_value	census_af	n_null
eas_sweep_structured	gamma_smc_frac	1000.0	63	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	64	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	65	0.02	0.96	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	1000.0	66	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	67	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	68	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	69	0.02	0.96	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	1000.0	70	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	71	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	72	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	73	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	74	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	75	0.03	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	1000.0	76	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	77	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	78	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	79	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	80	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	81	0.02	0.96	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	1000.0	82	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	83	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	84	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	85	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	86	0.02	0.96	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	1000.0	87	0.02	0.96	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	1000.0	88	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	89	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	90	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	91	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	92	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	93	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	94	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	95	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	96	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	97	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	1000.0	98	0.0	0.3	1.0		100
eas_sweep_structured	gamma_smc_frac	1000.0	99	0.01	0.76	0.40594059405940597		100
eas_sweep_structured	gamma_smc_frac	4500.0	0	0.11	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	4500.0	1	0.1	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	4500.0	2	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	3	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	4	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	5	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	6	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	7	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	8	0.02	0.44	0.7128712871287128		100
