attempt	seed	accepted	focal_allele_outcome	population_allele_frequency	ancestry_seconds	slim_seconds	used_for_rejection_decision
702	937797	False	lost	0.0	5.0200033001601696e-05	0.5035996999940835	True
703	937807	False	lost	0.0	3.689998993650079e-05	0.5074594999896362	True
704	937817	False	lost	0.0	7.020001066848636e-05	0.5472242999821901	True
705	937827	False	lost	0.0	3.7999998312443495e-05	0.4747631999780424	True
706	937837	False	lost	0.0	3.330002073198557e-05	0.4611043999902904	True
707	937847	False	lost	0.0	3.890000516548753e-05	0.5186203000484966	True
708	937857	False	lost	0.0	5.149998469278216e-05	0.4837152999825775	True
709	937867	False	lost	0.0	6.160000339150429e-05	0.7372993999742903	True
710	937877	False	lost	0.0	5.029997555539012e-05	0.5046487000072375	True
711	937887	False	lost	0.0	6.049999501556158e-05	0.5055036000558175	True
712	937897	False	lost	0.0	5.2099989261478186e-05	0.510001199960243	True
713	937907	False	lost	0.0	0.0001248999615199	0.4939965999801643	True
714	937917	False	lost	0.0	5.050003528594971e-05	0.4921630999888293	True
715	937927	False	lost	0.0	4.859996261075139e-05	0.4969996000290848	True
716	937937	False	lost	0.0	5.70000265724957e-05	0.5213851000298746	True
717	937947	False	lost	0.0	8.319999324157834e-05	0.4939767000032589	True
718	937957	False	lost	0.0	4.680000711232424e-05	0.4681406999588944	True
719	937967	False	lost	0.0	5.1799986977130175e-05	0.5183263999642804	True
720	937977	False	lost	0.0	3.980001201853156e-05	0.5303831999772228	True
721	937987	False	lost	0.0	5.029997555539012e-05	0.510589900019113	True
722	937997	False	lost	0.0	6.379996193572879e-05	0.4637926000286825	True
723	938007	False	lost	0.0	5.790003342553973e-05	0.5417829999933019	True
724	938017	False	lost	0.0	5.299999611452222e-05	0.472246199962683	True
725	938027	False	lost	0.0	4.1499966755509377e-05	0.4755369999911636	True
726	938037	False	lost	0.0	0.0001882000360637	0.4886782999965362	True
727	938047	False	lost	0.0	4.409998655319214e-05	0.4819466999615542	True
728	938057	False	lost	0.0	3.019999712705612e-05	0.7360223999712616	True
729	938067	False	lost	0.0	5.23999915458262e-05	0.5415285999770276	True
730	938077	False	lost	0.0	3.2800016924738884e-05	0.6939646000391804	True
731	938087	False	lost	0.0	4.910002462565899e-05	0.4789351000217721	True
732	938097	False	lost	0.0	4.910002462565899e-05	0.4777557000052184	True
733	938107	False	lost	0.0	0.0003790000337176	0.5644637999939732	True
734	938117	False	lost	0.0	0.0005718999891541	0.5452647000201978	True
735	938127	False	lost	0.0	0.0004945999826304	0.5466593999881297	True
736	938137	False	lost	0.0	0.000520100002177	0.7609288999810815	True
737	938147	False	lost	0.0	0.0003778000245802	0.5172551000141539	True
738	938157	False	lost	0.0	0.000466099998448	0.5632360000163317	True
739	938167	False	lost	0.0	0.0005090000340715	0.5743226999766193	True
740	938177	False	lost	0.0	0.0005159999709576	0.531916200008709	True
741	938187	False	lost	0.0	0.0004014000296592	2.5814632000401616	True
742	938197	False	lost	0.0	0.0004808999947272	0.5107981000328436	True
743	938207	False	lost	0.0	0.0005188999930396	0.551380299963057	True
744	938217	False	lost	0.0	0.0003203999949619	0.5635677999816835	True
745	938227	False	lost	0.0	0.0005859000375494	0.4767394000082277	True
746	938237	False	lost	0.0	0.0004919000202789	0.5576930000097491	True
747	938247	False	lost	0.0	0.0005564999883063	0.5256564999581315	True
748	938257	False	lost	0.0	0.0005270999972708	0.5090719999861903	True
749	938267	False	lost	0.0	0.0003713999758474	0.5338957000058144	True
750	938277	False	lost	0.0	0.0004217999521642	0.496648299973458	True
751	938287	False	lost	0.0	0.0004033999866805	0.5751195999910124	True
752	938297	False	lost	0.0	0.000368500011973	0.5057367999688722	True
753	938307	False	lost	0.0	0.0004819000023417	0.5206158999935724	True
754	938317	False	segregating	0.003675	0.0004072999581694	2.94188610004494	True
755	938327	False	segregating	0.002975	0.000414100009948	2.9607525000465102	True
756	938337	False	lost	0.0	5.589995998889208e-05	0.5033892000210471	True
757	938347	False	lost	0.0	0.0005419999943114	0.5299884999985807	True
758	938357	False	segregating	0.006775	0.0002560999710112	2.594194300007075	True
759	938367	False	lost	0.0	0.0005287999520078	0.5014079000102356	True
760	938377	False	lost	0.0	0.0006043000030331	0.4825840000412427	True
761	938387	False	lost	0.0	0.0004652999923564	0.5117879000026733	True
762	938397	False	lost	0.0	0.0004837000160478	0.511597000004258	True
763	938407	False	lost	0.0	0.0003733000485226	0.50064070004737	True
764	938417	False	lost	0.0	0.0004008999676443	0.5105304000317119	True
765	938427	False	lost	0.0	0.0004981000092811	0.526800399995409	True
766	938437	False	lost	0.0	0.0004934000317007	0.5172352000372484	True
767	938447	False	lost	0.0	0.0004781000316143	0.5081028999993578	True
768	938457	False	lost	0.0	5.119998240843415e-05	0.5356392000103369	True
769	938467	False	lost	0.0	0.0006342999986372	0.4889516000403091	True
770	938477	False	lost	0.0	0.0005437000072561	0.4789643000112846	True
771	938487	False	lost	0.0	0.0006223999662324	0.5004116999916732	True
772	938497	False	lost	0.0	0.0006835000240243	0.49686280003516	True
773	938507	False	lost	0.0	0.0008042000117711	0.5294739000382833	True
774	938517	False	lost	0.0	0.0005637999856844	0.5233213000465184	True
775	938527	False	lost	0.0	0.0005791999865323	0.5325258999946527	True
776	938537	False	lost	0.0	0.0004531000158749	0.5210639000288211	True
777	938547	False	lost	0.0	0.0004236999666318	0.5272919000126421	True
778	938557	False	lost	0.0	0.0006698000361211	0.57392560003791	True
779	938567	False	lost	0.0	0.0004612999618984	0.5273774000233971	True
780	938577	False	lost	0.0	0.0002142000012099	0.510917600011453	True
781	938587	False	lost	0.0	0.0002735999878495	0.5321400999673642	True
782	938597	False	lost	0.0	0.0001655999803915	0.538666500011459	True
783	938607	False	lost	0.0	0.0004332999815233	0.7428962999838404	True
784	938617	False	lost	0.0	0.0006931999814696	0.5191302000312135	True
785	938627	False	lost	0.0	0.0004355999990366	0.5076219000038691	True
786	938637	False	lost	0.0	0.0004198999959044	0.5249685000162572	True
787	938647	False	lost	0.0	0.0003484000335447	0.5265718000009656	True
788	938657	False	lost	0.0	0.000296399986837	0.4994287000154145	True
789	938667	False	lost	0.0	0.0003273999900557	0.5275797999929637	True
790	938677	False	lost	0.0	0.0003790999762713	0.5258512999862432	True
791	938687	False	lost	0.0	0.0003924000193364	0.5258222999982536	True
792	938697	False	lost	0.0	5.440000677481294e-05	0.5490909999934956	True
793	938707	False	lost	0.0	0.000237800006289	0.4965072999475524	True
794	938717	False	lost	0.0	0.0006345000001601	0.536586600006558	True
795	938727	False	lost	0.0	0.0004488000413402	0.7794357999810018	True
796	938737	False	lost	0.0	0.0002982000005431	0.5355810999753885	True
797	938747	False	lost	0.0	0.0005607000202871	0.5220175000140443	True
798	938757	False	lost	0.0	0.0005311000277288	0.5393422999768518	True
799	938767	False	lost	0.0	0.0004969000001437	0.5436440000194125	True
800	938777	False	lost	0.0	0.0005077000241726	0.535462900006678	True
801	938787	False	lost	0.0	0.0004899999476037	0.53071069996804	True
802	938797	False	lost	0.0	0.0005222999607212	0.5265107000013813	True
803	938807	False	lost	0.0	0.0005007000290788	0.5365090999985114	True
804	938817	False	lost	0.0	0.0002709999680519	0.5847322999616154	True
805	938827	False	lost	0.0	0.000842300010845	0.5498906999710016	True
806	938837	False	lost	0.0	0.0009821000276133	0.6106902999454178	True
807	938847	False	lost	0.0	0.0007488999981433	0.5825420999899507	True
808	938857	False	lost	0.0	0.0008365000248886	0.6224877000204287	True
809	938867	False	lost	0.0	0.0006418999982997	0.5773459000047296	True
810	938877	False	lost	0.0	0.0008053999627009	0.5739846000215039	True
811	938887	False	lost	0.0	0.0007091999868862	0.5885842000134289	True
812	938897	False	lost	0.0	0.0008569000056013	0.6187238999991678	True
813	938907	False	lost	0.0	0.0007608999731019	0.5804534000344574	True
814	938917	False	lost	0.0	0.0008124000160023	0.5617721999878995	True
815	938927	False	lost	0.0	0.0006880000000819	2.002800400019624	True
816	938937	False	lost	0.0	0.0002899999963119	0.4804260999662801	True
817	938947	False	lost	0.0	0.0003613999579101	0.5066512000048533	True
818	938957	False	lost	0.0	0.0008383999811485	0.5343048999784514	True
819	938967	False	lost	0.0	0.0007548999856226	0.5658283999655396	True
820	938977	False	lost	0.0	0.0006400000420399	0.5382936000241898	True
821	938987	False	lost	0.0	0.0006837000255472	0.5250510000041686	True
822	938997	False	lost	0.0	0.0005798999918624	0.5592037999886088	True
823	939007	False	lost	0.0	0.0004930999712087	0.551466699980665	True
824	939017	False	lost	0.0	0.000671699992381	0.5831374999834225	True
825	939027	False	lost	0.0	0.0004946999833919	0.5430395000148565	True
826	939037	False	lost	0.0	0.0005508000031113	0.5479804999777116	True
827	939047	False	lost	0.0	0.0006265999982133	0.5479412999702618	True
828	939057	False	lost	0.0	0.0005438000080175	0.517526599986013	True
829	939067	False	lost	0.0	0.0006009999779053	0.56886180001311	True
830	939077	False	lost	0.0	0.0004638999816961	0.5287306000245735	True
831	939087	False	lost	0.0	0.0004353999975137	0.5009685999830253	True
832	939097	False	lost	0.0	0.0005153000238351	0.8309798000263982	True
833	939107	False	lost	0.0	0.0007400999893434	0.5889762000297196	True
834	939117	False	lost	0.0	0.0003982000052928	0.6150918999919668	True
835	939127	False	segregating	0.0003	0.0009809999610297	2.762160499987658	True
836	939137	False	lost	0.0	0.0005849000299349	0.809419600002002	True
837	939147	False	lost	0.0	0.0005326000391505	1.0298733999952674	True
838	939157	False	lost	0.0	0.0004993999609723	0.5716654999996535	True
839	939167	False	lost	0.0	0.0007119000074453	0.6228297000052407	True
840	939177	False	lost	0.0	0.0005331999855116	0.4750933999894187	True
841	939187	False	lost	0.0	0.0005368000129237	0.4834941000444814	True
842	939197	False	lost	0.0	0.0005906000151298	0.4951547000091523	True
843	939207	False	lost	0.0	0.0003906000056304	0.7139911000267603	True
844	939217	False	lost	0.0	0.0005420999950729	0.50612859998364	True
845	939227	False	lost	0.0	0.0004879999905824	1.875195300031919	True
846	939237	False	lost	0.0	0.000544800015632	0.5070674000307918	True
847	939247	False	lost	0.0	0.0005437000072561	0.5301121000084095	True
848	939257	False	lost	0.0	0.0004344999906606	0.5241217000293545	True
849	939267	False	lost	0.0	0.0005696000298485	0.5143365999683738	True
850	939277	False	lost	0.0	0.0004507999983616	0.5327609999803826	True
851	939287	False	lost	0.0	0.0005879999953322	0.5235352999879979	True
852	939297	False	lost	0.0	0.0004116999916732	0.5459359000087716	True
853	939307	False	lost	0.0	0.0007932999869808	0.4484781000064686	True
854	939317	False	lost	0.0	0.0008250999962911	0.4639533999725245	True
855	939327	False	lost	0.0	0.0005541999707929	0.482887199963443	True
856	939337	False	lost	0.0	0.0005927999736741	0.5084638999542221	True
857	939347	False	lost	0.0	0.0003474000259302	0.5174690000130795	True
858	939357	False	lost	0.0	0.0004531000158749	0.5006825000164099	True
859	939367	False	lost	0.0	0.0004165000282227	0.5516377000021748	True
860	939377	False	lost	0.0	0.0006103999912738	0.5348337000468746	True
861	939387	False	lost	0.0	0.0004383000195957	0.4973353999666869	True
862	939397	False	lost	0.0	0.0005528000183403	0.5661135999835096	True
863	939407	False	lost	0.0	0.0005142000154592	0.9644234000006692	True
864	939417	False	lost	0.0	0.0004727999912574	0.4750326999928802	True
865	939427	False	lost	0.0	0.0005057000089436	0.5059868000098504	True
866	939437	False	lost	0.0	0.0006093999836593	0.4619374999892898	True
867	939447	False	lost	0.0	0.0006149000255391	0.4945553999859839	True
868	939457	False	lost	0.0	0.0006850999779999	0.5000407000188716	True
869	939467	False	lost	0.0	0.000448899983894	0.4994196000043303	True
870	939477	False	lost	0.0	0.0004412999842315	0.5167502999538556	True
871	939487	False	lost	0.0	0.0006076000281609	0.4998775999993086	True
872	939497	False	lost	0.0	0.0005799999926239	0.4936812999658286	True
873	939507	False	lost	0.0	0.0005694999708794	0.4995984000270255	True
874	939517	False	lost	0.0	0.0007228999747894	0.4653767000418156	True
875	939527	False	lost	0.0	0.0007516000187024	0.4819599000038579	True
876	939537	False	segregating	0.00435	6.390002090483904e-05	3.005766800022684	True
877	939547	False	lost	0.0	0.0004699000273831	0.5236331999767572	True
878	939557	False	lost	0.0	0.0005848999717272	0.5352429000195116	True
879	939567	False	lost	0.0	0.0006484999903477	0.5101361999986693	True
880	939577	False	segregating	0.015575	0.0006871999939903	3.02286379999714	True
881	939587	False	lost	0.0	0.0006102999905124	0.4994856999837793	True
882	939597	False	lost	0.0	0.0005294000147841	0.5206857000011951	True
883	939607	False	lost	0.0	0.0007092999876476	0.5625011000083759	True
884	939617	False	lost	0.0	0.0005399999790824	0.5531265999889001	True
885	939627	False	lost	0.0	0.0004923000233247	0.5698032000218518	True
886	939637	False	lost	0.0	0.0004017000319436	0.5214178999885917	True
887	939647	False	lost	0.0	0.0006325999856926	0.5482926000258885	True
888	939657	False	lost	0.0	0.0003089000238105	0.5490600999910384	True
889	939667	False	lost	0.0	0.0002995000104419	0.5377122999634594	True
890	939677	False	lost	0.0	0.0007329999934881	0.5383190999855287	True
891	939687	False	lost	0.0	0.000651900016237	0.7866043000249192	True
892	939697	False	lost	0.0	0.0004819000023417	0.5716937999823131	True
893	939707	False	lost	0.0	0.0005882999976165	0.562140800000634	True
894	939717	False	lost	0.0	0.0005943000433035	0.7983488999889232	True
895	939727	False	lost	0.0	0.0005834000185132	0.5575714000151493	True
896	939737	False	lost	0.0	0.0006202000076882	0.5568734999978915	True
897	939747	False	lost	0.0	0.0005598999559879	0.5776605000137351	True
898	939757	False	lost	0.0	0.0006025999900884	0.627536499989219	True
899	939767	False	lost	0.0	0.0005495999939739	0.5686984000494704	True
900	939777	False	lost	0.0	4.950002767145634e-05	0.5151972000021487	True
901	939787	False	lost	0.0	0.0002206999924965	0.4909316000412218	True
902	939797	False	lost	0.0	0.0006189999985508	0.5422363999532536	True
903	939807	False	lost	0.0	0.0007260999991558	0.572192499996163	True
904	939817	False	lost	0.0	0.0007725000032223	0.5746998999966308	True
905	939827	False	lost	0.0	0.0006470999796874	0.5137095999671146	True
906	939837	False	lost	0.0	0.0004803999909199	0.5470393999712542	True
907	939847	False	lost	0.0	0.0006037999992258	0.5534866999951191	True
908	939857	False	lost	0.0	0.0004208000027574	0.5276761000277475	True
909	939867	False	lost	0.0	0.0005960999988019	0.5382132999948226	True
910	939877	False	segregating	0.0037	0.000567500013858	2.783250799984671	True
911	939887	False	lost	0.0	0.0005975000094622	0.537677500047721	True
912	939897	False	lost	0.0	0.0001288000494241	0.5140546999755315	True
913	939907	False	lost	0.0	0.0001275000395253	0.5003910000086762	True
914	939917	False	lost	0.0	0.0007581000099889	0.5291057000285946	True
915	939927	False	lost	0.0	0.0007653000066056	0.5386099999886937	True
916	939937	False	lost	0.0	0.0006559999892488	0.5517560000298545	True
917	939947	False	lost	0.0	0.0007905999664217	0.5280568999587558	True
918	939957	False	lost	0.0	0.0004050999996252	0.553547499992419	True
919	939967	False	lost	0.0	0.0005252999835647	0.5621776999905705	True
920	939977	False	lost	0.0	0.0008153000380843	0.5561084999935701	True
921	939987	False	lost	0.0	0.0006501000025309	0.7429382000118494	True
922	939997	False	lost	0.0	0.0005970000056549	0.5604278999962844	True
923	940007	False	lost	0.0	0.0005256999866105	0.5410445999586955	True
924	940017	False	lost	0.0	0.0001936999615281	0.5492293999996036	True
925	940027	False	lost	0.0	0.0004526999546214	0.5348859000368975	True
926	940037	False	lost	0.0	0.000388299988117	0.5103694000281394	True
927	940047	False	lost	0.0	0.000591899966821	0.5221519999904558	True
928	940057	False	lost	0.0	0.0006013999809511	0.4989409999689087	True
929	940067	False	lost	0.0	0.0005537000251933	0.5354489999590442	True
930	940077	False	lost	0.0	0.0006566999945789	0.5334372000070289	True
931	940087	False	lost	0.0	0.0005683000199496	0.5286934000323527	True
932	940097	False	lost	0.0	0.000639299978502	0.5360521000111476	True
933	940107	False	lost	0.0	0.0006937999860383	0.5087249000207521	True
934	940117	False	lost	0.0	0.0004954999894835	0.5376673000282608	True
935	940127	False	lost	0.0	0.0006012999801896	0.5250830999575555	True
936	940137	False	lost	0.0	5.099998088553548e-05	0.580276100023184	True
937	940147	False	lost	0.0	0.0004721999866887	0.5457836999557912	True
938	940157	False	lost	0.0	0.0006139999604783	0.5536122000194155	True
939	940167	False	segregating	0.0039	0.0005159999709576	2.7797521999455057	True
940	940177	False	lost	0.0	0.0006430000066757	1.934049999981653	True
941	940187	False	lost	0.0	0.0005497999954968	0.567486000014469	True
942	940197	False	lost	0.0	0.0006286999559961	0.5202676000189967	True
943	940207	False	lost	0.0	0.0004154000198468	0.5660308999940753	True
944	940217	False	lost	0.0	0.0005278000026009	0.552776399999857	True
945	940227	False	lost	0.0	0.0005389000289142	0.5622040999587625	True
946	940237	False	lost	0.0	0.0006153999711386	0.5468010999611579	True
947	940247	False	lost	0.0	0.0004106000415049	0.5502205000375398	True
948	940257	False	lost	0.0	4.770001396536827e-05	0.7282668999978341	True
949	940267	False	lost	0.0	0.0003877999843098	0.4901401000097394	True
950	940277	False	lost	0.0	0.0004006000235676	0.499344400013797	True
951	940287	False	lost	0.0	0.0005537000251933	0.520551500027068	True
952	940297	False	lost	0.0	0.0004590000025928	0.5491189999738708	True
953	940307	False	lost	0.0	0.0005336999893188	0.5884348000399768	True
954	940317	False	lost	0.0	0.0005643999902531	0.5201937000383623	True
955	940327	False	lost	0.0	0.000534199993126	0.5272833000053652	True
956	940337	False	lost	0.0	0.0004595000064	0.5359116000472568	True
957	940347	False	lost	0.0	0.0005301000201143	0.528245399997104	True
958	940357	False	lost	0.0	0.0005189999938011	0.5822970999870449	True
959	940367	False	lost	0.0	0.0005771999713033	0.5875475999782793	True
960	940377	False	lost	0.0	0.0001539000077173	0.5412325999932364	True
961	940387	False	lost	0.0	0.0004022000357508	0.5085544000030495	True
962	940397	False	lost	0.0	0.0005615000263787	0.5131534999818541	True
963	940407	False	lost	0.0	0.0005650999955832	0.5294085000059567	True
964	940417	False	lost	0.0	0.0005567999905906	0.506219599978067	True
965	940427	False	lost	0.0	0.0004686000174842	0.7603407999849878	True
966	940437	False	lost	0.0	0.0005321999778971	0.5406682000029832	True
967	940447	False	lost	0.0	0.0005878999945707	0.5892980999778956	True
968	940457	False	lost	0.0	0.0005210000090301	0.536249199998565	True
969	940467	False	lost	0.0	0.0005096000386402	0.9903061999939382	True
970	940477	False	lost	0.0	0.0005536999669857	0.5533164999797009	True
971	940487	False	lost	0.0	0.0004239000263623	0.5357742999913171	True
972	940497	False	lost	0.0	9.039998985826968e-05	0.9328392999595962	True
973	940507	False	lost	0.0	0.0001168999588117	0.507264599960763	True
974	940517	False	lost	0.0	0.0004435000009834	0.5666914000175893	True
975	940527	False	lost	0.0	0.0004999000229872	0.5067039999994449	True
976	940537	False	lost	0.0	0.0006476999842561	0.4828580999746918	True
977	940547	False	lost	0.0	0.0006756000220775	0.5005975000094622	True
978	940557	False	lost	0.0	0.0006097999867051	0.5273723999853246	True
979	940567	False	lost	0.0	0.0005729999975301	0.527381099993363	True
980	940577	False	lost	0.0	0.0005317000322975	0.5336860999814235	True
981	940587	False	lost	0.0	0.0006882000016048	0.5606595000135712	True
982	940597	False	lost	0.0	0.0005422999965958	0.7647472999524325	True
983	940607	False	lost	0.0	0.0006986000225879	0.559120400052052	True
984	940617	False	lost	0.0	0.0002341999788768	0.5511028000037186	True
985	940627	False	lost	0.0	0.000640399986878	0.732354799984023	True
986	940637	False	lost	0.0	0.0005969000048935	0.522886999999173	True
987	940647	False	lost	0.0	0.0007708999910391	0.4819756000069901	True
988	940657	False	lost	0.0	0.0004354999982751	0.5016370000084862	True
989	940667	False	lost	0.0	0.0004191000480204	0.5030467999749817	True
990	940677	False	lost	0.0	0.0004658999969251	0.5194122000248171	True
991	940687	False	lost	0.0	0.0004924000240862	0.5265625000465661	True
992	940697	False	lost	0.0	0.0003840000135824	0.7689209000091068	True
993	940707	False	lost	0.0	0.0005082000279799	0.5241445999708958	True
994	940717	False	lost	0.0	0.0004779000300914	0.5136771000106819	True
995	940727	False	lost	0.0	0.0003971999976783	0.4999558000126853	True
996	940737	False	lost	0.0	0.0002094999654218	0.5332955999765545	True
997	940747	False	lost	0.0	0.0005803999956697	0.5436544999829493	True
998	940757	False	lost	0.0	0.0004800000460818	0.543264799984172	True
999	940767	False	lost	0.0	0.0007263000006787	0.5819421000196598	True
1000	940777	False	lost	0.0	0.000762699986808	0.5473227999755181	True
1001	940787	False	lost	0.0	0.0006016999832354	0.7734103999682702	True
1002	940797	False	lost	0.0	0.0006994999712333	0.5431815999909304	True
1003	940807	False	lost	0.0	0.0006754000205546	0.5438447999767959	True
1004	940817	False	lost	0.0	0.0005634000408463	0.5309498999849893	True
1005	940827	False	lost	0.0	0.000687799998559	0.5819329000078142	True
1006	940837	False	lost	0.0	0.0005932999774813	0.5501027999562211	True
1007	940847	False	lost	0.0	0.0004900000058114	0.5589724999736063	True
1008	940857	False	lost	0.0	0.0001956000342033	0.5016084000235423	True
1009	940867	False	lost	0.0	0.0001950999721884	0.5013112000306137	True
1010	940877	False	lost	0.0	0.0002391999587416	0.5478723000269383	True
1011	940887	False	lost	0.0	0.0004105999832972	0.4786141000222415	True
1012	940897	False	lost	0.0	0.0007446999661624	0.5346160999615677	True
1013	940907	False	lost	0.0	0.0004495000466704	0.5435181999928318	True
1014	940917	False	lost	0.0	0.0003773000207729	0.501191999996081	True
1015	940927	False	lost	0.0	0.0003990000113844	0.52636740001617	True
1016	940937	False	lost	0.0	0.0003918000147677	0.5164744000067003	True
1017	940947	False	lost	0.0	0.0003711999743245	0.5192154999822378	True
1018	940957	False	lost	0.0	0.0003810999915003	0.5374778000405058	True
1019	940967	False	lost	0.0	0.0004061000072397	0.484495299984701	True
1020	940977	False	lost	0.0	0.0005652999971061	0.5036104999599047	True
1021	940987	False	lost	0.0	0.0004929000278934	0.499221200007014	True
1022	940997	False	lost	0.0	0.0006712999893352	0.5009842999861576	True
1023	941007	False	lost	0.0	0.0006219000206328	0.5429165000095963	True
1024	941017	False	lost	0.0	0.0005422999965958	0.5068076000316069	True
1025	941027	False	lost	0.0	0.0005150000215508	0.5223343999823555	True
1026	941037	False	lost	0.0	0.0005319000338204	0.4854942000238225	True
1027	941047	False	lost	0.0	0.000433899986092	0.5345938999671489	True
1028	941057	False	lost	0.0	0.0004851999692618	0.5205836999812163	True
1029	941067	False	lost	0.0	0.0003275999915786	0.559651399962604	True
1030	941077	False	lost	0.0	0.0005011999746784	0.5384264000458643	True
1031	941087	False	segregating	0.0091	0.0004329999792389	2.648796699999366	True
1032	941097	False	lost	0.0	6.120000034570694e-05	0.7488830999936908	True
1033	941107	False	lost	0.0	7.320003351196647e-05	0.5156507000210695	True
1034	941117	False	lost	0.0	0.000432200031355	0.4606810999684967	True
1035	941127	False	lost	0.0	0.0003866999759338	0.5436530000297353	True
1036	941137	False	lost	0.0	0.0003748000017367	0.518012499960605	True
1037	941147	False	lost	0.0	0.0003581000491976	0.5183038999675773	True
1038	941157	False	lost	0.0	0.0003728000447154	0.5165741000091657	True
1039	941167	False	lost	0.0	0.0004053000011481	0.504672400013078	True
1040	941177	False	lost	0.0	0.0004180000396445	0.5370230000116862	True
1041	941187	False	segregating	0.002175	0.0004558999789878	2.554053300002124	True
1042	941197	False	lost	0.0	0.0004101999802514	0.5246083999518305	True
1043	941207	False	lost	0.0	0.0003910000086762	0.5009037000127137	True
1044	941217	False	lost	0.0	0.0002999000134877	0.5048754999879748	True
1045	941227	False	lost	0.0	0.0003622000222094	0.4941902999999001	True
1046	941237	False	lost	0.0	0.0002324000233784	0.5442843000055291	True
1047	941247	False	lost	0.0	0.0006158000323921	0.5265633999952115	True
1048	941257	False	lost	0.0	0.0006676000193692	0.5721990000456572	True
1049	941267	False	lost	0.0	0.0006562000489793	0.5043697000364773	True
1050	941277	False	lost	0.0	0.0005147999618202	0.494864400010556	True
1051	941287	False	lost	0.0	0.0003981999470852	0.5252337999991141	True
1052	941297	False	lost	0.0	0.0003689999575726	0.5292659999686293	True
1053	941307	False	lost	0.0	0.000304999994114	0.5359384999610484	True
1054	941317	False	lost	0.0	0.0002954000374302	0.5775014999671839	True
1055	941327	False	lost	0.0	0.000328800000716	0.5615112999803387	True
1056	941337	False	lost	0.0	5.8800040278583765e-05	0.4883622999768704	True
1057	941347	False	lost	0.0	6.900000153109431e-05	0.5208886000327766	True
1058	941357	False	lost	0.0	0.0005745000089518	0.5308134999941103	True
1059	941367	False	lost	0.0	0.0006064000190235	0.5066965000005439	True
1060	941377	False	lost	0.0	0.0006218999624252	0.5264397999853827	True
1061	941387	False	lost	0.0	0.0007046000100672	0.5810393000137992	True
1062	941397	False	lost	0.0	0.0006181000499054	0.4744357000454329	True
1063	941407	False	lost	0.0	0.0005203000036999	0.5159527999931015	True
1064	941417	False	lost	0.0	0.0004903000080958	0.5439481000066735	True
1065	941427	False	lost	0.0	0.0005940999835729	0.5207695999997668	True
1066	941437	False	lost	0.0	0.0005533000221475	0.5294605999952182	True
1067	941447	False	lost	0.0	0.0005168000352568	0.5782563999528065	True
1068	941457	False	lost	0.0	0.0004037000471726	0.5468604000052437	True
1069	941467	False	lost	0.0	0.000172299973201	0.5433730999939144	True
1070	941477	False	lost	0.0	0.0004313000245019	0.512230200052727	True
1071	941487	False	lost	0.0	0.0006319999811239	0.5680242999806069	True
1072	941497	False	lost	0.0	0.0004131000023335	0.5549098000046797	True
1073	941507	False	lost	0.0	0.0004210000042803	0.5769779999973252	True
1074	941517	False	lost	0.0	0.0004149999585933	0.7995386999682523	True
1075	941527	False	lost	0.0	0.0002556000254116	0.5644687000312842	True
1076	941537	False	lost	0.0	0.0003228000132367	0.573574100038968	True
1077	941547	False	segregating	0.0082	0.0002683000057004	2.7503720999811776	True
1078	941557	False	lost	0.0	0.0002742999931797	0.5646266000112519	True
1079	941567	False	lost	0.0	0.0001708999625407	0.5313191000022925	True
1080	941577	False	lost	0.0	0.000251899997238	0.8066501000430435	True
1081	941587	False	lost	0.0	0.0003575000446289	0.8207898000255227	True
1082	941597	False	lost	0.0	0.0004446000093594	0.5302658999571577	True
1083	941607	False	lost	0.0	0.0007455999730154	0.5556469000293873	True
1084	941617	False	lost	0.0	0.0006666999543085	0.5475594999734312	True
1085	941627	False	lost	0.0	0.0005725999944843	1.0609390999889	True
1086	941637	False	lost	0.0	0.0004567000432871	0.5512489999528043	True
1087	941647	False	lost	0.0	0.0004201999981887	1.079561599995941	True
1088	941657	False	lost	0.0	0.0005546999746002	1.1335100999567658	True
1089	941667	False	lost	0.0	0.000576699967496	0.5048959000268951	True
1090	941677	False	lost	0.0	0.0005882999976165	0.5665540000190958	True
1091	941687	False	lost	0.0	0.0004632000345736	0.628411200013943	True
1092	941697	False	lost	0.0	5.400000372901559e-05	0.5547145000309683	True
1093	941707	False	lost	0.0	0.0003523000050336	0.5361239000339992	True
1094	941717	False	lost	0.0	0.0005282000056467	0.5216358000179753	True
1095	941727	False	lost	0.0	0.0006887000054121	0.5400334000005387	True
1096	941737	False	lost	0.0	0.0008314999868161	0.5330191999673843	True
1097	941747	False	lost	0.0	0.0008404999971389	0.5487013000529259	True
1098	941757	False	lost	0.0	0.0008284999639727	0.5444397999672219	True
1099	941767	False	lost	0.0	0.0005898000090382	1.898691200010944	True
1100	941777	False	lost	0.0	0.0004540000227279	0.7961635999963619	True
1101	941787	False	lost	0.0	0.0004603000124916	0.5807639000122435	True
1102	941797	False	lost	0.0	0.0005031000473536	0.5381326000206172	True
1103	941807	False	lost	0.0	0.0006244999822229	0.5460028999950737	True
1104	941817	False	lost	0.0	0.0002538000117056	0.5118605000316165	True
1105	941827	False	lost	0.0	0.0004266999894753	0.5199300000094809	True
1106	941837	False	lost	0.0	0.0005056000081822	0.5329758999869227	True
1107	941847	False	lost	0.0	0.0004222000134177	0.5180642000050284	True
