simulation_class	demography_id	target_allele_frequency	selection_coefficient	statistic_scope	metric	statistic	threshold_years	n_units	mean_tree_truth	mean_gamma_smc	bias_gamma_minus_truth	mae	rmse	pearson_r	spearman_rho	sign_agreement_fraction	truth_positive_fraction	gamma_positive_fraction
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	100	30075.2329668	18593.9538054	-11481.2791613	15404.866532	22583.0015872	0.284806403377	0.334881488149	0.97	1	0.97
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	normalized_cdf_area	cdf_area_heterozygous	0	100	0	0.000456714399272	0.000456714399272	0.000456714399272	0.00357806182374			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	normalized_cdf_area	cdf_area_hom_alt	0	100	0.599120833333	0.504580589737	-0.0945402435962	0.150130410009	0.196177387887	0.748721595013	0.719861760882	0.98	0.98	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	100	0.515264092782	0.407411912578	-0.107852180204	0.158797339999	0.208118584124	0.73971764501	0.706138613861	0.93	0.98	0.91
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	normalized_cdf_area	cdf_area_hom_ref	0	100	0.0838567405511	0.097168677159	0.0133119366079	0.0254423256547	0.0365550450673	0.518581247803	0.539969997	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	normalized_cdf_area	cdf_area_overall	0	100	0.0821875	0.0909937439166	0.00880624391657	0.0207704513314	0.0292661177213	0.535134830447	0.53133026126	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	1000	100	0	1.13928750387e-08	1.13928750387e-08	1.13928750387e-08	8.37694404141e-08			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	4500	100	0	3.29547713134e-06	3.29547713134e-06	3.29547713134e-06	2.68056118301e-05			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	10000	100	0	5.45635675437e-05	5.45635675437e-05	5.45635675437e-05	0.000481425059707			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	20000	100	0	0.000323048020239	0.000323048020239	0.000323048020239	0.00282528954099			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	30000	100	0	0.000605341793969	0.000605341793969	0.000605341793969	0.00500865350442			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	40000	100	0	0.000811245198061	0.000811245198061	0.000811245198061	0.00622934616126			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	50000	100	0	0.00100032938228	0.00100032938228	0.00100032938228	0.00703554296741			0	0	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	1000	100	0.035	0.110417856515	0.0754178565153	0.0809639843133	0.136626666022	0.659463970069	0.416387435783	0.08	0.08	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	4500	100	0.140833333333	0.266495349898	0.125662016565	0.172998948253	0.23495512892	0.667974014042	0.615627219964	0.27	0.27	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	10000	100	0.3325	0.396094013022	0.0635940130218	0.207150734586	0.279624485958	0.638970909388	0.587560792684	0.56	0.56	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	20000	100	0.574166666667	0.518274722995	-0.0558919436717	0.196610766129	0.273957875145	0.686945108728	0.671835584232	0.81	0.81	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	30000	100	0.76	0.586666257565	-0.173333742435	0.219925040602	0.310672447792	0.655639488684	0.580700368032	0.91	0.91	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	40000	100	0.868333333333	0.632789211497	-0.235544121837	0.263848828607	0.362572244457	0.487137843905	0.428015127538	0.96	0.96	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	50000	100	0.928333333333	0.666865942734	-0.261467390599	0.266084461504	0.373783613208	0.426559781641	0.39689539219	0.98	0.98	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	100	0.0317234442998	0.0979546274403	0.0662311831405	0.076279430347	0.131403355158	0.657533641807	0.323191205543	0.32	0.08	0.76
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	100	0.123084078474	0.230375008231	0.107290929757	0.164093361768	0.225175336169	0.667482517854	0.478514629338	0.42	0.27	0.83
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	100	0.29564690819	0.335845968175	0.0401990599851	0.205066815505	0.274608638372	0.643927282989	0.549016992497	0.61	0.56	0.87
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	100	0.503726893637	0.426608021554	-0.0771188720837	0.205391754284	0.279532863178	0.690933003644	0.641620560353	0.8	0.81	0.89
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	100	0.656714103802	0.470845031437	-0.185869072365	0.236135179432	0.325080232471	0.645496685326	0.558396464104	0.92	0.91	0.91
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	100	0.739995837007	0.496861646192	-0.243134190814	0.285145230777	0.380335507474	0.452127238339	0.397522381868	0.93	0.96	0.93
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	100	0.768463330675	0.513511386988	-0.254951943686	0.287358049949	0.387979739514	0.357571540113	0.280253179055	0.93	0.98	0.93
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	1000	100	0.00327655570015	0.012463229075	0.00918667337487	0.00937879968908	0.0110806403883	0.569615619889	0.557469367922	0.26	0.26	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	100	0.0177492548592	0.0361203416668	0.0183710868076	0.0185135192683	0.0212377855265	0.70109496317	0.67020321059	0.77	0.77	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	10000	100	0.0368530918098	0.0602480448464	0.0233949530366	0.0245794018634	0.0296807532758	0.611949040693	0.572927678881	0.94	0.94	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	20000	100	0.0704397730294	0.0916667014414	0.021226928412	0.0263693905609	0.0371688514609	0.542518629288	0.550276369678	0.99	0.99	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	30000	100	0.103285896198	0.115821226128	0.0125353299302	0.0318814811968	0.0448442739725	0.516865101999	0.529884858131	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	40000	100	0.128337496327	0.135927565304	0.0075900689777	0.043911525452	0.0600960347666	0.382674922553	0.420018110545	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	50000	100	0.159870002659	0.153354555746	-0.00651544691298	0.0568194450472	0.075689725276	0.326319120858	0.351214159094	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_overall	1000	100	0.0036	0.0127682348088	0.00916823480878	0.00931565461737	0.0108702372641	0.653654328449	0.599072033086	0.31	0.31	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_overall	4500	100	0.0178	0.0355822742678	0.0177822742678	0.0180758946712	0.0204160273871	0.709997037862	0.675105174153	0.84	0.84	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_overall	10000	100	0.0377	0.0582046322082	0.0205046322082	0.021952572951	0.026353944939	0.591037219236	0.551605615932	0.98	0.98	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_overall	20000	100	0.0704	0.086707622165	0.016307622165	0.0217173047422	0.0307507975493	0.527154303798	0.517736369278	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_overall	30000	100	0.1018	0.108117110649	0.00631711064905	0.0260725295682	0.0356026640543	0.535521825687	0.526155313538	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_overall	40000	100	0.1247	0.12572040081	0.00102040080979	0.0361259967739	0.0481877485275	0.41613599741	0.433133732354	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	focal_nearest	p_tmrca_lt_threshold	p_overall	50000	100	0.152	0.14086023949	-0.0111397605097	0.0475716421105	0.0618782053035	0.358190148537	0.387535095767	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	100	1261.33449648	1025.87861929	-235.455877196	583.546892332	878.340621001	0.987296983463	0.967656765677	0.95	0.65	0.66
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	normalized_cdf_area	cdf_area_heterozygous	0	100	0.072073646875	0.091544222448	0.019470575573	0.019470575573	0.0199665338614	0.925654755694	0.868070807081	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	normalized_cdf_area	cdf_area_hom_alt	0	100	0.1115737125	0.131115285418	0.0195415729178	0.0195466019103	0.0211450289453	0.994673771412	0.954239423942	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	100	0.035237311257	0.0351375315555	-9.97797015045e-05	0.0056772334134	0.00723170959082	0.995611247035	0.967944794479	0.88	0.65	0.61
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	normalized_cdf_area	cdf_area_hom_ref	0	100	0.076336401243	0.0959777538622	0.0196413526193	0.0196413526193	0.0200181437005	0.829629705524	0.812877287729	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	normalized_cdf_area	cdf_area_overall	0	100	0.0764994395	0.0961111284103	0.0196116889103	0.0196116889103	0.0199848337009	0.853708212282	0.802772277228	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_heterozygous	1000	100	0.00128598214286	0.00872805380757	0.00744207166472	0.00747640655128	0.00844834150545	0.64047948013	0.263534614981	0.15	0.15	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_heterozygous	4500	100	0.0116361607143	0.0301493059413	0.018513145227	0.018513145227	0.0189458986757	0.904205251396	0.808558261457	0.99	0.99	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_heterozygous	10000	100	0.027691547619	0.0537248300806	0.0260332824616	0.0260332824616	0.0265213470455	0.87859133237	0.778495862638	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_heterozygous	20000	100	0.0585745238095	0.0853421719271	0.0267676481176	0.0267676481176	0.027310086861	0.894362533829	0.835414097895	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_heterozygous	30000	100	0.0875983035714	0.11005910187	0.0224607982987	0.0224607982987	0.0233233467376	0.896348489496	0.825843927297	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_heterozygous	40000	100	0.115582232143	0.130780685246	0.0151984531028	0.015383172939	0.0169028275752	0.863908974889	0.789648809702	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_heterozygous	50000	100	0.143253214286	0.148742820209	0.0054896059236	0.0083224603112	0.0100938780806	0.840238355201	0.766839284978	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt	1000	100	0.0199766666667	0.0351319024274	0.0151552357607	0.0167389877158	0.0307282722273	0.939610523803	0.398331758923	0.1	0.1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt	4500	100	0.0438683333333	0.066382110444	0.0225137771106	0.0226041660229	0.0267937846354	0.985715595521	0.735745624702	0.61	0.61	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt	10000	100	0.0662475	0.0931292841175	0.0268817841175	0.0268817841175	0.0300031816537	0.987278967676	0.887939391891	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt	20000	100	0.0996808333333	0.126386021219	0.0267051878855	0.0267540327113	0.0293493293161	0.988625151255	0.934353088532	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt	30000	100	0.129884166667	0.151596242087	0.0217120754206	0.0218514180794	0.0253384124664	0.986502584944	0.925899589585	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt	40000	100	0.159123333333	0.172454957974	0.0133316246405	0.0155661040239	0.0186000233622	0.986317046118	0.939724260969	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt	50000	100	0.187205833333	0.190374765744	0.00316893241028	0.0118073157831	0.0142275079623	0.983882679682	0.942105515886	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	100	0.0164193477394	0.0238352031209	0.00741585538146	0.0124138858319	0.0277102013992	0.93959754801	0.361131626428	0.62	0.09	0.45
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	100	0.0289650713656	0.03263965213	0.00367458076438	0.0107585006492	0.0152359966548	0.985036616315	0.765426838968	0.78	0.44	0.56
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	100	0.0342179216518	0.035361749182	0.00114382753024	0.00958319073097	0.0136564831384	0.986382825827	0.877935793579	0.83	0.57	0.58
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	100	0.036887547787	0.0365569771574	-0.000330570629603	0.00926558125501	0.0119853937453	0.988612677648	0.939261926193	0.92	0.63	0.61
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	100	0.0378262285029	0.0367558330936	-0.00107039540929	0.00942902249607	0.0117729928001	0.988842518486	0.948115655917	0.85	0.67	0.62
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	100	0.0387191870968	0.0366807441935	-0.00203844290332	0.00962375763132	0.0120094868229	0.98836590866	0.95107996124	0.88	0.67	0.65
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	100	0.0390121365252	0.0364759671131	-0.00253616941208	0.0100745021466	0.012754156673	0.986786303629	0.948454845485	0.87	0.69	0.62
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_ref	1000	100	0.00355731892728	0.0112966993065	0.00773938037923	0.00773938037923	0.00800184188799	0.848440594752	0.767281392674	0.82	0.82	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_ref	4500	100	0.0149032619677	0.033742458314	0.0188391963463	0.0188391963463	0.0189578815624	0.916513310083	0.919450703427	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_ref	10000	100	0.0320295783482	0.0577675349355	0.0257379565873	0.0257379565873	0.0259098252217	0.877235531475	0.880770719388	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_ref	20000	100	0.0627932855464	0.0898290440615	0.0270357585151	0.0270357585151	0.0273580215947	0.810608414735	0.801670572073	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_ref	30000	100	0.0920579381638	0.114840408994	0.0227824708299	0.0227824708299	0.0233243456714	0.778303516509	0.768359751244	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_ref	40000	100	0.120404146237	0.13577421378	0.0153700675439	0.0153892479032	0.0166638351131	0.689260467193	0.656773647689	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_hom_ref	50000	100	0.148193696808	0.15389879863	0.00570510182236	0.00786698250226	0.00949736598034	0.617653033042	0.629114911491	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_overall	1000	100	0.0036479	0.0114947778494	0.00784687784937	0.00784687784937	0.00806977862517	0.889364479655	0.807789445271	0.86	0.86	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_overall	4500	100	0.0150984	0.0339632257805	0.0188648257805	0.0188648257805	0.0189648301237	0.9367257513	0.918719921535	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_overall	10000	100	0.0321676	0.0579733354351	0.0258057354351	0.0258057354351	0.0259677246657	0.893119000728	0.870934931943	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_overall	20000	100	0.0629967	0.0899860264075	0.0269893264075	0.0269893264075	0.0272899277213	0.839771533393	0.808361261214	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_overall	30000	100	0.0922473	0.114951837437	0.0227045374373	0.0227045374373	0.0232476749438	0.805373655331	0.761041236673	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_overall	40000	100	0.1205449	0.1358481645	0.0153032644999	0.015311044817	0.0165819478183	0.727688798258	0.665490549055	1	1	1
neutral	ancient_eurasia_han_introgression	0.1	0	region_mean	p_tmrca_lt_threshold	p_overall	50000	100	0.1483267	0.153941004254	0.00561430425436	0.00781001053308	0.00937562967676	0.666293096557	0.635389351283	1	1	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	100	30476.5706718	16039.4171373	-14437.1535345	16883.6271847	23317.8247723	0.416866498004	0.435151515152	0.95	1	0.95
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	normalized_cdf_area	cdf_area_heterozygous	0	100	0	0.000476112761299	0.000476112761299	0.000476112761299	0.00299741274159			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	normalized_cdf_area	cdf_area_hom_alt	0	100	0.409792142857	0.347722434107	-0.0620697087502	0.136401524006	0.16875926801	0.725136652962	0.724710058033	0.97	0.97	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	100	0.324431293961	0.251429195883	-0.0730020980777	0.145735845962	0.180385732742	0.714726946548	0.711755175518	0.87	0.94	0.89
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	normalized_cdf_area	cdf_area_hom_ref	0	100	0.0853608488961	0.0962932382236	0.0109323893275	0.0264067457553	0.0406980018703	0.615057639726	0.736742304941	1	1	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	normalized_cdf_area	cdf_area_overall	0	100	0.0717115	0.0762346949608	0.00452319496077	0.0173836357327	0.0258229931946	0.636862434824	0.734212839916	1	1	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	1000	100	0	5.99897836105e-07	5.99897836105e-07	5.99897836105e-07	5.5296285422e-06			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	4500	100	0	1.31031920637e-05	1.31031920637e-05	1.31031920637e-05	0.000115094484862			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	10000	100	0	6.38815649736e-05	6.38815649736e-05	6.38815649736e-05	0.000535925936166			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	20000	100	0	0.000234409496146	0.000234409496146	0.000234409496146	0.00183738322835			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	30000	100	0	0.000485047271933	0.000485047271933	0.000485047271933	0.00351446638799			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	40000	100	0	0.000906719372921	0.000906719372921	0.000906719372921	0.00550322521031			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	50000	100	0	0.00139769607839	0.00139769607839	0.00139769607839	0.00776452218208			0	0	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	1000	100	0.0136666666667	0.0515196608022	0.0378529941355	0.0378784042449	0.0589076745001	0.80643351991	0.377526514013	0.05	0.05	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	4500	100	0.0603571428571	0.150921755732	0.0905646128746	0.108608421189	0.155769251508	0.588011382497	0.575363506283	0.2	0.2	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	10000	100	0.143761904762	0.246881967025	0.103120062264	0.138234892015	0.191657777662	0.68274618841	0.666304803324	0.41	0.41	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	20000	100	0.313095238095	0.348398072046	0.0353028339503	0.148759579938	0.197334804462	0.735203159852	0.731956015179	0.68	0.68	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	30000	100	0.486380952381	0.412320916411	-0.0740600359703	0.203311642448	0.274509967747	0.625848133963	0.636990164043	0.82	0.82	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	40000	100	0.688428571429	0.459025767251	-0.229402804178	0.299771218173	0.386189490713	0.468614356947	0.459369502067	0.93	0.93	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	50000	100	0.83880952381	0.496054353246	-0.342755170563	0.371881151085	0.447383851772	0.409732911838	0.413177874372	0.97	0.97	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	100	0.00948188161508	0.039093175532	0.0296112939169	0.0334613531145	0.0537190602165	0.815090930345	0.450700002603	0.42	0.05	0.63
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	100	0.0425230189386	0.114292721189	0.0717697022505	0.101241526592	0.145693944065	0.5949768203	0.509378808853	0.44	0.2	0.76
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	100	0.105179685356	0.1858550775	0.0806753921442	0.132926584348	0.184115858796	0.677059916049	0.599560616126	0.59	0.41	0.8
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	100	0.241614173162	0.256582720711	0.0149685475495	0.150056025256	0.197582357356	0.729351870822	0.714807841648	0.75	0.68	0.83
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	100	0.384803867377	0.297552365688	-0.0872515016882	0.216681772062	0.287936181758	0.620794332987	0.614941477333	0.79	0.81	0.88
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	100	0.55387859904	0.32550499247	-0.228373606569	0.310201657942	0.395146623276	0.459808482159	0.453077133846	0.86	0.91	0.91
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	100	0.678153584381	0.346481052909	-0.331672531472	0.368387618641	0.452564236608	0.398716333188	0.349665290565	0.9	0.97	0.91
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	1000	100	0.00418478505158	0.0124264852702	0.0082417002186	0.00857112822644	0.0108796204154	0.761864095176	0.648087916071	0.22	0.22	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	100	0.0178341239185	0.0366290345425	0.018794910624	0.0198610110239	0.0241703495278	0.726111145161	0.602037385623	0.63	0.63	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	10000	100	0.0385822194059	0.0610268895252	0.0224446701194	0.0250917256994	0.0344059008123	0.616179651626	0.5501463851	0.91	0.91	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	20000	100	0.0714810649332	0.0918153513341	0.0203342864008	0.0298881094645	0.0437925463356	0.597504221402	0.672171661475	0.97	0.97	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	30000	100	0.101577085004	0.114768550722	0.0131914657178	0.0383183534972	0.0552824788571	0.524193908377	0.661199991454	0.99	0.99	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	40000	100	0.134549972389	0.133520774781	-0.00102919760826	0.0472869897243	0.0654342176629	0.539332366396	0.648224964037	0.99	0.99	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	50000	100	0.160655939429	0.149573300338	-0.0110826390911	0.0580561334394	0.0796948668307	0.463380158633	0.580993457724	1	1	1
neutral	ancient_eurasia_han_introgression	0.2	0	focal_nearest	p_tmrca_lt_threshold	p_overall	1000	100	0.0032	0.0100622139853	0.00686221398529	0.0069243108924	0.00844713208105	0.757444111939	0.64951193805	0.26	0.26	1
