simulation_class	demography_id	target_allele_frequency	selection_coefficient	statistic_scope	metric	statistic	threshold_years	n_units	mean_tree_truth	mean_gamma_smc	bias_gamma_minus_truth	mae	rmse	pearson_r	spearman_rho	sign_agreement_fraction	truth_positive_fraction	gamma_positive_fraction
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	10	0.0170935661561	0.0460186699246	0.0289251037685	0.0289251037685	0.0312444900962	0.799651655618	0.59699373125	0.7	0.7	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	10000	10	0.045057026307	0.0733053847334	0.0282483584264	0.0316711205458	0.0404739820982	0.494034842162	0.334348049024	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	20000	10	0.0716503982129	0.106585857933	0.0349354597198	0.0431501106203	0.0601310336703	0.276851792407	0.212766940288	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	30000	10	0.118556270119	0.131291859031	0.012735588912	0.0453312092922	0.0538845589761	0.467626200655	0.454545454545	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	40000	10	0.141874340937	0.151506981993	0.00963264105576	0.0360356471692	0.0445641150091	0.75557832406	0.709090909091	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	50000	10	0.163852328227	0.168797086156	0.00494475792848	0.0491275405723	0.0594845650072	0.545973204268	0.431612936013	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_overall	1000	10	0.004	0.0132137002872	0.00921370028719	0.00921370028719	0.0103074577837	0.708947591244	0.781735959971	0.4	0.4	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_overall	4500	10	0.015	0.0362927883085	0.0212927883085	0.0212927883085	0.0235991900459	0.745759498402	0.49171078603	0.9	0.9	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_overall	10000	10	0.037	0.057041967515	0.020041967515	0.021820242259	0.0288605970874	0.520543358277	0.330289129538	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_overall	20000	10	0.059	0.0814177282636	0.0224177282636	0.0252409278495	0.0377318626414	0.412686091123	0.350324524873	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_overall	30000	10	0.097	0.0993817814413	0.00238178144129	0.0244414935286	0.0282642056064	0.714580137269	0.654461793714	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_overall	40000	10	0.117	0.114090960206	-0.00290903979448	0.0195444953311	0.0233763787064	0.891782628739	0.904722458698	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	focal_nearest	p_tmrca_lt_threshold	p_overall	50000	10	0.134	0.126723041446	-0.00727695855371	0.0321334134215	0.0377916600053	0.681736387099	0.715158852409	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	1871.75225499	1366.39381178	-505.35844321	659.03261285	834.735006468	0.993810478878	0.939393939394	1	0.7	0.7
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	normalized_cdf_area	cdf_area_heterozygous	0	10	0.0706796651085	0.0888675833074	0.0181879181989	0.0181879181989	0.0185239164608	0.872113794389	0.939393939394	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	normalized_cdf_area	cdf_area_hom_alt	0	10	0.123931866667	0.141341356034	0.0174094893669	0.0174094893669	0.0184876405934	0.99654317342	0.878787878788	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	0.0478591390533	0.046888039828	-0.000971099225315	0.0034334894341	0.00401858035755	0.998775302921	0.963636363636	1	0.6	0.6
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	normalized_cdf_area	cdf_area_hom_ref	0	10	0.0760727276133	0.0944533162056	0.0183805885923	0.0183805885923	0.0186760260802	0.908236206966	0.830303030303	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	normalized_cdf_area	cdf_area_overall	0	10	0.07605018	0.0943366531457	0.0182864731457	0.0182864731457	0.0185906789278	0.845120237943	0.866666666667	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_heterozygous	1000	10	0.000321875	0.00796672892497	0.00764485392497	0.00764485392497	0.00796297650212	0.463636597678	0.40618119723	0.1	0.1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_heterozygous	4500	10	0.00974567051822	0.0288773671465	0.0191316966283	0.0191316966283	0.0193077320669	0.887576934014	0.830303030303	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_heterozygous	10000	10	0.0265542909664	0.0517884178338	0.0252341268674	0.0252341268674	0.0254407205441	0.916097618949	0.818181818182	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_heterozygous	20000	10	0.0561496866247	0.0826815195819	0.0265318329572	0.0265318329572	0.0270120141408	0.778308233218	0.781818181818	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_heterozygous	30000	10	0.0866894537815	0.106953744935	0.0202642911531	0.0202642911531	0.0205436143161	0.909392478186	0.963636363636	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_heterozygous	40000	10	0.113845807073	0.127309234525	0.0134634274524	0.0134634274524	0.0146278129899	0.80592610522	0.757575757576	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_heterozygous	50000	10	0.143351657913	0.1449401289	0.0015884709872	0.0066544102692	0.00764311799802	0.674385406868	0.454545454545	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt	1000	10	0.0216333333333	0.0486447545034	0.0270114211701	0.0270114211701	0.0493742885265	0.816905777227	0.522232967867	0.1	0.1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt	4500	10	0.05312	0.0779860797861	0.0248660797861	0.0248660797861	0.0265244360442	0.992466592878	0.844988705715	0.8	0.8	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt	10000	10	0.07758	0.104641826621	0.027061826621	0.027061826621	0.0283087155007	0.994112560946	0.951515151515	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt	20000	10	0.113416666667	0.137154926145	0.0237382594785	0.0237382594785	0.0249871627336	0.994905387766	0.866666666667	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt	30000	10	0.147235	0.161519068188	0.0142840681877	0.0142840681877	0.0155875442276	0.996706961919	0.842424242424	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt	40000	10	0.169863333333	0.181552020298	0.0116886869644	0.0126189368726	0.0146662871028	0.994960662618	0.915151515152	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt	50000	10	0.200496666667	0.198689088478	-0.0018075781884	0.009023694466	0.00984354289202	0.991794042967	0.939393939394	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	0.0179994772241	0.0376681452263	0.0196686680021	0.0215924691948	0.045829279654	0.826038365529	0.693303724628	0.6	0.1	0.5
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	0.0387070455933	0.0449058247045	0.00619877911126	0.00898305416264	0.0128333994517	0.989535988944	0.951515151515	0.9	0.4	0.5
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.0453190271188	0.0476930911567	0.00237406403796	0.00558030319266	0.00631275252428	0.997288629912	0.951515151515	0.9	0.5	0.6
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	0.0521124298271	0.0485984825462	-0.00351394728088	0.00658706654098	0.00771335351057	0.996360325585	0.927272727273	0.9	0.7	0.6
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	0.0544091153292	0.0484369240854	-0.00597219124386	0.00626052814914	0.00715499103559	0.998858976063	0.987878787879	1	0.6	0.6
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	0.0504137105256	0.048012958194	-0.0024007523316	0.006472971429	0.0074966338459	0.998202883101	0.987878787879	1	0.6	0.6
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.0515402813505	0.0474934697501	-0.0040468116004	0.0065644470416	0.00838039568367	0.996256528743	0.975757575758	0.9	0.7	0.6
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_ref	1000	10	0.00363385610917	0.0109766092771	0.00734275316798	0.00734275316798	0.00736873688715	0.991716651129	0.956717261206	0.6	0.6	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_ref	4500	10	0.0144129544067	0.0330802550815	0.0186673006748	0.0186673006748	0.0188378935443	0.898211535435	0.842424242424	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_ref	10000	10	0.0322609728813	0.0569487354643	0.024687762583	0.024687762583	0.0248537887129	0.910630961862	0.939393939394	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_ref	20000	10	0.0613042368395	0.088556443599	0.0272522067594	0.0272522067594	0.0275531054382	0.872731269665	0.769696969697	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_ref	30000	10	0.0928258846708	0.113082144102	0.0202562594315	0.0202562594315	0.0206810463538	0.877292853328	0.842424242424	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_ref	40000	10	0.119449622808	0.133539062104	0.014089439296	0.014089439296	0.0152692040474	0.793517009656	0.69696969697	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_ref	50000	10	0.148956385316	0.151195618728	0.002239233412	0.0063268248522	0.00725275290511	0.739177201749	0.636363636364	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_overall	1000	10	0.003112	0.0112770576396	0.00816505763962	0.00816505763962	0.00831472129617	0.85342574065	0.779199761308	0.7	0.7	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_overall	4500	10	0.014228	0.033275069056	0.019047069056	0.019047069056	0.0191141148432	0.920106687884	0.878787878788	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_overall	10000	10	0.031964	0.0569656928262	0.0250016928262	0.0250016928262	0.0251790235083	0.830557205531	0.830303030303	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_overall	20000	10	0.061533	0.0884094266007	0.0268764266007	0.0268764266007	0.0271755830785	0.762869884877	0.721212121212	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_overall	30000	10	0.092818	0.112866439697	0.0200484396969	0.0200484396969	0.0203635522338	0.892854724076	0.866666666667	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_overall	40000	10	0.119485	0.133286343746	0.0138013437457	0.0138013437457	0.0148878571147	0.713955578457	0.781818181818	1	1	1
selected	ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_overall	50000	10	0.14908	0.150923049402	0.0018430494019	0.0062367129951	0.00718427735839	0.589107233241	0.612121212121	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	33942.845585	10597.5716156	-23345.2739694	23345.2739694	29519.4441507	0.469113628275	0.345454545455	0.9	1	0.9
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	normalized_cdf_area	cdf_area_heterozygous	0	10	0	1.08608774618e-12	1.08608774618e-12	1.08608774618e-12	3.42608605674e-12			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	normalized_cdf_area	cdf_area_hom_alt	0	10	0.257185425685	0.136692244425	-0.120493181261	0.126456900749	0.171590580386	0.807126012263	0.818181818182	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	0.140986427853	0.0437277729347	-0.0972586549184	0.11924227492	0.166397969282	0.797016541603	0.878787878788	0.9	0.7	0.6
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	normalized_cdf_area	cdf_area_hom_ref	0	10	0.116198997832	0.0929644714899	-0.0232345263423	0.0386358103692	0.0456385999532	0.0498002602365	0.0181818181818	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	normalized_cdf_area	cdf_area_overall	0	10	0.076035	0.0554582698622	-0.0205767301378	0.024622688981	0.0281105509202	0.529163479494	0.43769199145	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	1000	10	0	4.04141772164e-42	4.04141772164e-42	4.04141772164e-42	1.27800337972e-41			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	4500	10	0	3.00976257244e-31	3.00976257244e-31	3.00976257244e-31	9.50956693364e-31			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	10000	10	0	1.74677973055e-25	1.74677973055e-25	1.74677973055e-25	5.02266205706e-25			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	20000	10	0	9.36221244915e-20	9.36221244915e-20	9.36221244915e-20	2.59297808067e-19			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	30000	10	0	4.48205888855e-16	4.48205888855e-16	4.48205888855e-16	1.39143782415e-15			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	40000	10	0	1.47044042205e-13	1.47044042205e-13	1.47044042205e-13	4.62551212035e-13			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	50000	10	0	1.05658927784e-11	1.05658927784e-11	1.05658927784e-11	3.33329785574e-11			0	0	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	1000	10	0.0125	0.0177306560199	0.00523065601986	0.0147299946557	0.026018152022	0.733594167491	0.522232967867	0.1	0.1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	4500	10	0.0236111111111	0.0465116083955	0.0229004972844	0.0229004972844	0.0304590247719	0.914701738694	0.700649049745	0.2	0.2	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	10000	10	0.0597222222222	0.0781360428118	0.0184138205896	0.0505732510786	0.0643609086903	0.781393006898	0.753123419252	0.3	0.3	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	20000	10	0.192222222222	0.127034202403	-0.0651880198193	0.0980553718273	0.15698602091	0.826806983503	0.890811903878	0.6	0.6	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	30000	10	0.30373015873	0.165169782353	-0.138560376377	0.183710691966	0.267705263696	0.797000632284	0.824712989562	0.7	0.7	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	40000	10	0.427864357864	0.195450357432	-0.232414000433	0.232414000433	0.314154198857	0.679300235679	0.668696098048	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	50000	10	0.604776334776	0.220663650749	-0.384112684027	0.384112684027	0.48426923439	0.489038581493	0.496969926503	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	0.00624819076567	0.00235381656544	-0.00389437420023	0.0173427744295	0.025145515372	0.677409842753	0.633816738975	0.7	0.1	0.4
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	-0.00154954535007	0.00623967643876	0.00778922178883	0.0186508311223	0.0249320342623	0.871383023138	0.729486652416	0.7	0.2	0.5
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.00966041998046	0.0166048950956	0.00694447511511	0.0514403145638	0.0645228713145	0.668154964528	0.587878787879	0.7	0.3	0.6
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	0.0977803344587	0.0389546031402	-0.0588257313184	0.107719954144	0.166582909067	0.823376363421	0.90303030303	1	0.6	0.6
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	0.159137043655	0.0561530089796	-0.102984034675	0.182625329772	0.265438068321	0.803740492459	0.890909090909	1	0.6	0.6
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	0.241906320008	0.0685331497435	-0.173373170265	0.213126501466	0.290370268258	0.668304977523	0.711249486106	0.8	0.7	0.7
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.395826136288	0.0775836919732	-0.318242444315	0.341931839011	0.456516197057	0.305756506919	0.333333333333	0.7	0.8	0.7
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	1000	10	0.00625180923433	0.0153768394544	0.00912503022009	0.00920387933493	0.0108694658525	0.804750959779	0.812776759391	0.3	0.3	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	10	0.0251606564612	0.0402719319567	0.0151112754956	0.0179262378932	0.0205593757789	0.669865339646	0.443771046886	0.8	0.8	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	10000	10	0.0500618022417	0.0615311477162	0.0114693454745	0.0181896374183	0.0218026004292	0.742168559352	0.493911620988	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	20000	10	0.0944418877635	0.0880795992627	-0.00636228850086	0.040645339061	0.0459279679241	0.0832457217449	-0.0787878787879	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	30000	10	0.144593115075	0.109016773373	-0.0355763417019	0.059049500737	0.0698327921608	0.00974967368792	0.121581108736	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	40000	10	0.185958037856	0.126917207688	-0.0590408301678	0.076361929669	0.087048796226	-0.26887459001	-0.0790277206784	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	50000	10	0.208950198488	0.143079958776	-0.0658702397125	0.0870362171881	0.100758386531	-0.209884446689	-0.103343942426	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_overall	1000	10	0.004	0.00886904129964	0.00486904129964	0.00486904129964	0.00634915022672	0.793675044376	0.74161984871	0.3	0.3	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_overall	4500	10	0.014	0.0231389273239	0.00913892732392	0.0101124371918	0.01167255426	0.757835314942	0.680136646995	0.8	0.8	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_overall	10000	10	0.029	0.0358033191623	0.00680331916226	0.0112003214651	0.0126626192766	0.809141814696	0.677880797839	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_overall	20000	10	0.06	0.0523465765027	-0.00765342349726	0.0225674512013	0.0245110676258	0.432154965223	0.365410898393	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_overall	30000	10	0.093	0.065379323125	-0.027620676875	0.0345467413321	0.0421265614546	0.418463738888	0.443771046886	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_overall	40000	10	0.123	0.0763579103807	-0.0466420896193	0.0503592633165	0.0562134840603	0.359297257544	0.414641854657	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_overall	50000	10	0.149	0.0861038307277	-0.0628961692723	0.0632373469447	0.0729893691833	0.432003342097	0.365860459991	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	-113.10946041	-99.84000828	13.26945213	396.16357757	484.44376526	0.960035580947	0.927272727273	0.8	0.4	0.4
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	normalized_cdf_area	cdf_area_heterozygous	0	10	0.0718132164948	0.0875992487131	0.0157860322183	0.0157860322183	0.016130864737	0.728768584246	0.575757575758	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	normalized_cdf_area	cdf_area_hom_alt	0	10	0.0752715801768	0.0893104234941	0.0140388433173	0.0140388433173	0.0150306730969	0.908066230376	0.806060606061	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	-0.00364862934772	-0.00524213659713	-0.00159350724942	0.00360883923825	0.0048031374115	0.953770387449	0.963636363636	0.7	0.6	0.3
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	normalized_cdf_area	cdf_area_hom_ref	0	10	0.0789202095245	0.0945525600912	0.0156323505667	0.0156323505667	0.0160258133591	0.906808042356	0.854545454545	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	normalized_cdf_area	cdf_area_overall	0	10	0.07555199	0.0911192777476	0.0155672877476	0.0155672877476	0.0159036569597	0.561845877724	0.490909090909	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_heterozygous	1000	10	7.04545454545e-05	0.00765039097134	0.00757993642588	0.00757993642588	0.00769116595339	0.0587200726312	0.174077655956	0.1	0.1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_heterozygous	4500	10	0.00971953188059	0.0284456335427	0.0187261016621	0.0187261016621	0.0187977645575	0.816030149816	0.793939393939	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_heterozygous	10000	10	0.0264472542696	0.0513273596571	0.0248801053875	0.0248801053875	0.0250857704439	0.582309524058	0.612121212121	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_heterozygous	20000	10	0.0578716969623	0.0818347350822	0.02396303812	0.02396303812	0.0242602041897	0.633883554865	0.563636363636	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_heterozygous	30000	10	0.0879876350486	0.105526855792	0.0175392207437	0.0175392207437	0.0180431320874	0.712701327565	0.709090909091	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_heterozygous	40000	10	0.1160144857	0.12523359789	0.0092191121892	0.0098401318944	0.0111362024952	0.626575503409	0.587878787879	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_heterozygous	50000	10	0.144612002169	0.142200956008	-0.0024110461609	0.0073347799953	0.00876034280822	0.532827059003	0.260606060606	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt	1000	10	0.0025375	0.00940690492332	0.00686940492332	0.0077186542033	0.00985776869186	0.1205247406	0.276799624591	0.2	0.2	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt	4500	10	0.0121436147186	0.0304933715362	0.0183497568176	0.0183497568176	0.0194813102935	0.818752041385	0.842424242424	0.9	0.9	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt	10000	10	0.0287388528139	0.0527254942823	0.0239866414684	0.0239866414684	0.0243704572635	0.937927452952	0.963636363636	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt	20000	10	0.0602261147186	0.083197509086	0.0229713943674	0.0229713943674	0.0240198295201	0.888458984738	0.842424242424	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt	30000	10	0.0908563023088	0.107173829817	0.0163175275079	0.0163175275079	0.0184127398523	0.852482219428	0.721212121212	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt	40000	10	0.121918196248	0.127219326995	0.00530113074741	0.00857114154121	0.00998126494476	0.831964908547	0.636363636364	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt	50000	10	0.150098225108	0.144521245409	-0.0055769796998	0.0091209564842	0.0110190226192	0.808712753466	0.612121212121	1	1	1
selected	ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	-0.00285892205818	-0.00427382657884	-0.00141490452066	0.00505613726159	0.00659978186057	0.69201081459	0.706595101413	0.7	0.1	0.4
