# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	17
26	27
56	57
60	61
78	79
98	99
100	101
104	105
108	109
124	125
132	133
146	147
148	149
150	151
152	153
154	155
170	171
188	189
