# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	28
2	3
4	5
14	15
18	19
20	21
56	57
68	69
72	73
74	75
78	79
88	89
90	91
92	93
94	95
100	101
102	103
104	105
108	109
110	111
116	117
134	135
136	137
150	151
158	159
164	165
174	175
188	189
198	199
