subset,s,method,years,alpha,selected_regions,selected_site_called,regional_power_lower_bound,wilson_low,wilson_high
all_saved,0.01,mass_g0_r1_T40000,40000,0.01,95,44,0.4631578947368421,0.3662764282064395,0.5629030873175216
all_saved,0.01,mass_g0_r1_T40000,40000,0.05,95,70,0.7368421052631579,0.6403397907589585,0.8149347523012911
all_saved,0.01,mass_g0_r1_T5000,5000,0.01,95,45,0.47368421052631576,0.37626742136015695,0.5731465182998152
all_saved,0.01,mass_g0_r1_T5000,5000,0.05,95,75,0.7894736842105263,0.697068523805465,0.8593781399348401
all_saved,0.01,mass_g0_r1_T50000,50000,0.01,95,77,0.8105263157894737,0.7202640343034892,0.8766514777088381
all_saved,0.01,mass_g0_r1_T50000,50000,0.05,95,94,0.9894736842105263,0.9427612985868637,0.9981394237376521
common_replicates,0.001,af_r1,0,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,af_r1,0,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T20000,20000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T20000,20000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T30000,30000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T30000,30000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T40000,40000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T40000,40000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T50000,50000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,all_r1_T50000,50000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T20000,20000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T20000,20000,0.05,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.001,mass_g0_r1_T30000,30000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.001,mass_g0_r1_T30000,30000,0.05,91,2,0.02197802197802198,0.006048006082981144,0.0766316460248494
common_replicates,0.001,mass_g0_r1_T40000,40000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T40000,40000,0.05,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.001,mass_g0_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T50000,50000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.001,mass_g0_r1_T50000,50000,0.05,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.002,af_r1,0,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.002,af_r1,0,0.05,91,8,0.08791208791208792,0.045220207808304075,0.16398638883637745
common_replicates,0.002,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T20000,20000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T20000,20000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T30000,30000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T30000,30000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T40000,40000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T40000,40000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T50000,50000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,all_r1_T50000,50000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,mass_g0_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.002,mass_g0_r1_T10000,10000,0.05,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.002,mass_g0_r1_T20000,20000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.002,mass_g0_r1_T20000,20000,0.05,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.002,mass_g0_r1_T30000,30000,0.01,91,4,0.04395604395604396,0.01722436644411733,0.10763093384266353
common_replicates,0.002,mass_g0_r1_T30000,30000,0.05,91,4,0.04395604395604396,0.01722436644411733,0.10763093384266353
common_replicates,0.002,mass_g0_r1_T40000,40000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.002,mass_g0_r1_T40000,40000,0.05,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.002,mass_g0_r1_T5000,5000,0.01,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.002,mass_g0_r1_T5000,5000,0.05,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.002,mass_g0_r1_T50000,50000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.002,mass_g0_r1_T50000,50000,0.05,91,7,0.07692307692307693,0.03775950132295323,0.15035927123225315
common_replicates,0.003,af_r1,0,0.01,91,14,0.15384615384615385,0.09391213405915474,0.24182140712237774
common_replicates,0.003,af_r1,0,0.05,91,24,0.26373626373626374,0.1841059871821194,0.36250579489416473
common_replicates,0.003,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.003,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.003,all_r1_T20000,20000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.003,all_r1_T20000,20000,0.05,91,2,0.02197802197802198,0.006048006082981144,0.0766316460248494
common_replicates,0.003,all_r1_T30000,30000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.003,all_r1_T30000,30000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.003,all_r1_T40000,40000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.003,all_r1_T40000,40000,0.05,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.003,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.003,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.003,all_r1_T50000,50000,0.01,91,2,0.02197802197802198,0.006048006082981144,0.0766316460248494
common_replicates,0.003,all_r1_T50000,50000,0.05,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.003,mass_g0_r1_T10000,10000,0.01,91,8,0.08791208791208792,0.045220207808304075,0.16398638883637745
common_replicates,0.003,mass_g0_r1_T10000,10000,0.05,91,27,0.2967032967032967,0.21263490271484697,0.3972403516298626
common_replicates,0.003,mass_g0_r1_T20000,20000,0.01,91,8,0.08791208791208792,0.045220207808304075,0.16398638883637745
common_replicates,0.003,mass_g0_r1_T20000,20000,0.05,91,23,0.25274725274725274,0.17472717254356776,0.3507967854432412
common_replicates,0.003,mass_g0_r1_T30000,30000,0.01,91,10,0.10989010989010989,0.06079473021268493,0.19058751461094692
common_replicates,0.003,mass_g0_r1_T30000,30000,0.05,91,20,0.21978021978021978,0.14702124789768775,0.31523923782069574
common_replicates,0.003,mass_g0_r1_T40000,40000,0.01,91,10,0.10989010989010989,0.06079473021268493,0.19058751461094692
common_replicates,0.003,mass_g0_r1_T40000,40000,0.05,91,26,0.2857142857142857,0.2030621447604496,0.3857252854947848
common_replicates,0.003,mass_g0_r1_T5000,5000,0.01,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.003,mass_g0_r1_T5000,5000,0.05,91,15,0.16483516483516483,0.10251430933651492,0.25430705593449277
common_replicates,0.003,mass_g0_r1_T50000,50000,0.01,91,9,0.0989010989010989,0.052908639819141776,0.1773857809150149
common_replicates,0.003,mass_g0_r1_T50000,50000,0.05,91,25,0.27472527472527475,0.19355178327653003,0.3741478228892293
common_replicates,0.004,af_r1,0,0.01,91,28,0.3076923076923077,0.22226810686646445,0.4086949715677203
common_replicates,0.004,af_r1,0,0.05,91,46,0.5054945054945055,0.40464975314849927,0.6058941588962382
common_replicates,0.004,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.004,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.004,all_r1_T20000,20000,0.01,91,2,0.02197802197802198,0.006048006082981144,0.0766316460248494
common_replicates,0.004,all_r1_T20000,20000,0.05,91,2,0.02197802197802198,0.006048006082981144,0.0766316460248494
common_replicates,0.004,all_r1_T30000,30000,0.01,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.004,all_r1_T30000,30000,0.05,91,4,0.04395604395604396,0.01722436644411733,0.10763093384266353
common_replicates,0.004,all_r1_T40000,40000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.004,all_r1_T40000,40000,0.05,91,2,0.02197802197802198,0.006048006082981144,0.0766316460248494
common_replicates,0.004,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.004,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.004,all_r1_T50000,50000,0.01,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.004,all_r1_T50000,50000,0.05,91,8,0.08791208791208792,0.045220207808304075,0.16398638883637745
common_replicates,0.004,mass_g0_r1_T10000,10000,0.01,91,17,0.18681318681318682,0.12003755149503506,0.27895946195492294
common_replicates,0.004,mass_g0_r1_T10000,10000,0.05,91,38,0.4175824175824176,0.3216129812076078,0.5202283381213286
common_replicates,0.004,mass_g0_r1_T20000,20000,0.01,91,18,0.1978021978021978,0.12894460057000096,0.29114023696943214
common_replicates,0.004,mass_g0_r1_T20000,20000,0.05,91,36,0.3956043956043956,0.30133181963899386,0.49833385151099213
common_replicates,0.004,mass_g0_r1_T30000,30000,0.01,91,23,0.25274725274725274,0.17472717254356776,0.3507967854432412
common_replicates,0.004,mass_g0_r1_T30000,30000,0.05,91,32,0.3516483516483517,0.2613727836672014,0.4539415911248841
common_replicates,0.004,mass_g0_r1_T40000,40000,0.01,91,19,0.2087912087912088,0.1379408066814811,0.3032318549474272
common_replicates,0.004,mass_g0_r1_T40000,40000,0.05,91,39,0.42857142857142855,0.33182663627211473,0.5311025071462968
common_replicates,0.004,mass_g0_r1_T5000,5000,0.01,91,11,0.12087912087912088,0.06885508485107264,0.20361498406203435
common_replicates,0.004,mass_g0_r1_T5000,5000,0.05,91,22,0.24175824175824176,0.16541803655029957,0.3390180973470342
common_replicates,0.004,mass_g0_r1_T50000,50000,0.01,91,23,0.25274725274725274,0.17472717254356776,0.3507967854432412
common_replicates,0.004,mass_g0_r1_T50000,50000,0.05,91,44,0.4835164835164835,0.3836085805153106,0.5847596833504768
common_replicates,0.005,af_r1,0,0.01,91,57,0.6263736263736264,0.5237596521778156,0.7187503248511486
common_replicates,0.005,af_r1,0,0.05,91,72,0.7912087912087912,0.6967681450525728,0.862059193318519
common_replicates,0.005,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.005,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.005,all_r1_T20000,20000,0.01,91,4,0.04395604395604396,0.01722436644411733,0.10763093384266353
common_replicates,0.005,all_r1_T20000,20000,0.05,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.005,all_r1_T30000,30000,0.01,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.005,all_r1_T30000,30000,0.05,91,6,0.06593406593406594,0.03056628647161548,0.13646466199411572
common_replicates,0.005,all_r1_T40000,40000,0.01,91,8,0.08791208791208792,0.045220207808304075,0.16398638883637745
common_replicates,0.005,all_r1_T40000,40000,0.05,91,16,0.17582417582417584,0.11122529179441244,0.2666838975660704
common_replicates,0.005,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.005,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.005,all_r1_T50000,50000,0.01,91,19,0.2087912087912088,0.1379408066814811,0.3032318549474272
common_replicates,0.005,all_r1_T50000,50000,0.05,91,31,0.34065934065934067,0.25151369352131475,0.44271285718129555
common_replicates,0.005,mass_g0_r1_T10000,10000,0.01,91,37,0.4065934065934066,0.3114478557095449,0.5093056395299163
common_replicates,0.005,mass_g0_r1_T10000,10000,0.05,91,71,0.7802197802197802,0.6847607621793044,0.8529787521023122
common_replicates,0.005,mass_g0_r1_T20000,20000,0.01,91,28,0.3076923076923077,0.22226810686646445,0.4086949715677203
common_replicates,0.005,mass_g0_r1_T20000,20000,0.05,91,66,0.7252747252747253,0.6258521771107707,0.80644821672347
common_replicates,0.005,mass_g0_r1_T30000,30000,0.01,91,31,0.34065934065934067,0.25151369352131475,0.44271285718129555
common_replicates,0.005,mass_g0_r1_T30000,30000,0.05,91,53,0.5824175824175825,0.47977166187867143,0.6783870187923923
common_replicates,0.005,mass_g0_r1_T40000,40000,0.01,91,26,0.2857142857142857,0.2030621447604496,0.3857252854947848
common_replicates,0.005,mass_g0_r1_T40000,40000,0.05,91,59,0.6483516483516484,0.5460584088751161,0.7386272163327987
common_replicates,0.005,mass_g0_r1_T5000,5000,0.01,91,21,0.23076923076923078,0.15618159827228145,0.3271667115355772
common_replicates,0.005,mass_g0_r1_T5000,5000,0.05,91,39,0.42857142857142855,0.33182663627211473,0.5311025071462968
common_replicates,0.005,mass_g0_r1_T50000,50000,0.01,91,53,0.5824175824175825,0.47977166187867143,0.6783870187923923
common_replicates,0.005,mass_g0_r1_T50000,50000,0.05,91,70,0.7692307692307693,0.6728332884644229,0.8438184017277187
common_replicates,0.006,af_r1,0,0.01,91,71,0.7802197802197802,0.6847607621793044,0.8529787521023122
common_replicates,0.006,af_r1,0,0.05,91,75,0.8241758241758241,0.7333161024339296,0.8887747082055877
common_replicates,0.006,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.006,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.006,all_r1_T20000,20000,0.01,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.006,all_r1_T20000,20000,0.05,91,6,0.06593406593406594,0.03056628647161548,0.13646466199411572
common_replicates,0.006,all_r1_T30000,30000,0.01,91,7,0.07692307692307693,0.03775950132295323,0.15035927123225315
common_replicates,0.006,all_r1_T30000,30000,0.05,91,10,0.10989010989010989,0.06079473021268493,0.19058751461094692
common_replicates,0.006,all_r1_T40000,40000,0.01,91,14,0.15384615384615385,0.09391213405915474,0.24182140712237774
common_replicates,0.006,all_r1_T40000,40000,0.05,91,23,0.25274725274725274,0.17472717254356776,0.3507967854432412
common_replicates,0.006,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.006,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.006,all_r1_T50000,50000,0.01,91,25,0.27472527472527475,0.19355178327653003,0.3741478228892293
common_replicates,0.006,all_r1_T50000,50000,0.05,91,44,0.4835164835164835,0.3836085805153106,0.5847596833504768
common_replicates,0.006,mass_g0_r1_T10000,10000,0.01,91,48,0.5274725274725275,0.42587759658425334,0.6268419636394346
common_replicates,0.006,mass_g0_r1_T10000,10000,0.05,91,74,0.8131868131868132,0.7210405380450772,0.879962448504965
common_replicates,0.006,mass_g0_r1_T20000,20000,0.01,91,36,0.3956043956043956,0.30133181963899386,0.49833385151099213
common_replicates,0.006,mass_g0_r1_T20000,20000,0.05,91,65,0.7142857142857143,0.6142747145052153,0.7969378552395504
common_replicates,0.006,mass_g0_r1_T30000,30000,0.01,91,35,0.38461538461538464,0.29126551582560833,0.4873123312349026
common_replicates,0.006,mass_g0_r1_T30000,30000,0.05,91,61,0.6703296703296703,0.5685702786797696,0.7582909947070954
common_replicates,0.006,mass_g0_r1_T40000,40000,0.01,91,41,0.45054945054945056,0.3523976853313362,0.5527071062660257
common_replicates,0.006,mass_g0_r1_T40000,40000,0.05,91,69,0.7582417582417582,0.6609819026529657,0.8345819634497005
common_replicates,0.006,mass_g0_r1_T5000,5000,0.01,91,27,0.2967032967032967,0.21263490271484697,0.3972403516298626
common_replicates,0.006,mass_g0_r1_T5000,5000,0.05,91,50,0.5494505494505495,0.44729289373397435,0.6476023146686639
common_replicates,0.006,mass_g0_r1_T50000,50000,0.01,91,60,0.6593406593406593,0.5572871428187045,0.7484863064786853
common_replicates,0.006,mass_g0_r1_T50000,50000,0.05,91,75,0.8241758241758241,0.7333161024339296,0.8887747082055877
common_replicates,0.007,af_r1,0,0.01,91,81,0.8901098901098901,0.8094124853890531,0.9392052697873151
common_replicates,0.007,af_r1,0,0.05,91,84,0.9230769230769231,0.849640728767747,0.962240498677047
common_replicates,0.007,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.007,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.007,all_r1_T20000,20000,0.01,91,3,0.03296703296703297,0.011274406767682599,0.0924930694296231
common_replicates,0.007,all_r1_T20000,20000,0.05,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.007,all_r1_T30000,30000,0.01,91,9,0.0989010989010989,0.052908639819141776,0.1773857809150149
common_replicates,0.007,all_r1_T30000,30000,0.05,91,13,0.14285714285714285,0.08542758136548777,0.22921813572656952
common_replicates,0.007,all_r1_T40000,40000,0.01,91,17,0.18681318681318682,0.12003755149503506,0.27895946195492294
common_replicates,0.007,all_r1_T40000,40000,0.05,91,25,0.27472527472527475,0.19355178327653003,0.3741478228892293
common_replicates,0.007,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.007,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.007,all_r1_T50000,50000,0.01,91,41,0.45054945054945056,0.3523976853313362,0.5527071062660257
common_replicates,0.007,all_r1_T50000,50000,0.05,91,50,0.5494505494505495,0.44729289373397435,0.6476023146686639
common_replicates,0.007,mass_g0_r1_T10000,10000,0.01,91,52,0.5714285714285714,0.46889749285370325,0.6681733637278853
common_replicates,0.007,mass_g0_r1_T10000,10000,0.05,91,80,0.8791208791208791,0.7963850159379656,0.9311449151489274
common_replicates,0.007,mass_g0_r1_T20000,20000,0.01,91,34,0.37362637362637363,0.28124967514885135,0.4762403478221844
common_replicates,0.007,mass_g0_r1_T20000,20000,0.05,91,70,0.7692307692307693,0.6728332884644229,0.8438184017277187
common_replicates,0.007,mass_g0_r1_T30000,30000,0.01,91,38,0.4175824175824176,0.3216129812076078,0.5202283381213286
common_replicates,0.007,mass_g0_r1_T30000,30000,0.05,91,62,0.6813186813186813,0.5799090990201555,0.7680399984561846
common_replicates,0.007,mass_g0_r1_T40000,40000,0.01,91,53,0.5824175824175825,0.47977166187867143,0.6783870187923923
common_replicates,0.007,mass_g0_r1_T40000,40000,0.05,91,67,0.7362637362637363,0.6374942051058354,0.8158940128178807
common_replicates,0.007,mass_g0_r1_T5000,5000,0.01,91,29,0.31868131868131866,0.23196000154381546,0.4200909009798445
common_replicates,0.007,mass_g0_r1_T5000,5000,0.05,91,52,0.5714285714285714,0.46889749285370325,0.6681733637278853
common_replicates,0.007,mass_g0_r1_T50000,50000,0.01,91,62,0.6813186813186813,0.5799090990201555,0.7680399984561846
common_replicates,0.007,mass_g0_r1_T50000,50000,0.05,91,84,0.9230769230769231,0.849640728767747,0.962240498677047
common_replicates,0.008,af_r1,0,0.01,91,88,0.967032967032967,0.907506930570377,0.9887255932323175
common_replicates,0.008,af_r1,0,0.05,91,89,0.978021978021978,0.9233683539751506,0.9939519939170188
common_replicates,0.008,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.008,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.008,all_r1_T20000,20000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.008,all_r1_T20000,20000,0.05,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.008,all_r1_T30000,30000,0.01,91,4,0.04395604395604396,0.01722436644411733,0.10763093384266353
common_replicates,0.008,all_r1_T30000,30000,0.05,91,13,0.14285714285714285,0.08542758136548777,0.22921813572656952
common_replicates,0.008,all_r1_T40000,40000,0.01,91,17,0.18681318681318682,0.12003755149503506,0.27895946195492294
common_replicates,0.008,all_r1_T40000,40000,0.05,91,23,0.25274725274725274,0.17472717254356776,0.3507967854432412
common_replicates,0.008,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.008,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.008,all_r1_T50000,50000,0.01,91,55,0.6043956043956044,0.5016661484890078,0.6986681803610061
common_replicates,0.008,all_r1_T50000,50000,0.05,91,64,0.7032967032967034,0.6027596483701374,0.7873650972851531
common_replicates,0.008,mass_g0_r1_T10000,10000,0.01,91,59,0.6483516483516484,0.5460584088751161,0.7386272163327987
common_replicates,0.008,mass_g0_r1_T10000,10000,0.05,91,84,0.9230769230769231,0.849640728767747,0.962240498677047
common_replicates,0.008,mass_g0_r1_T20000,20000,0.01,91,37,0.4065934065934066,0.3114478557095449,0.5093056395299163
common_replicates,0.008,mass_g0_r1_T20000,20000,0.05,91,67,0.7362637362637363,0.6374942051058354,0.8158940128178807
common_replicates,0.008,mass_g0_r1_T30000,30000,0.01,91,33,0.3626373626373626,0.2712851224889446,0.46511707639261596
common_replicates,0.008,mass_g0_r1_T30000,30000,0.05,91,48,0.5274725274725275,0.42587759658425334,0.6268419636394346
common_replicates,0.008,mass_g0_r1_T40000,40000,0.01,91,47,0.5164835164835165,0.4152403166495234,0.6163914194846896
common_replicates,0.008,mass_g0_r1_T40000,40000,0.05,91,68,0.7472527472527473,0.6492032145567589,0.8252728274564324
common_replicates,0.008,mass_g0_r1_T5000,5000,0.01,91,42,0.46153846153846156,0.3627543390479307,0.5634382766389063
common_replicates,0.008,mass_g0_r1_T5000,5000,0.05,91,62,0.6813186813186813,0.5799090990201555,0.7680399984561846
common_replicates,0.008,mass_g0_r1_T50000,50000,0.01,91,74,0.8131868131868132,0.7210405380450772,0.879962448504965
common_replicates,0.008,mass_g0_r1_T50000,50000,0.05,91,86,0.945054945054945,0.8777519753271708,0.9763049002965734
common_replicates,0.009,af_r1,0,0.01,91,91,1.0,0.9594959960711198,1.0
common_replicates,0.009,af_r1,0,0.05,91,91,1.0,0.9594959960711198,1.0
common_replicates,0.009,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.009,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.009,all_r1_T20000,20000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.009,all_r1_T20000,20000,0.05,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.009,all_r1_T30000,30000,0.01,91,5,0.054945054945054944,0.023695099703426786,0.12224802467282925
common_replicates,0.009,all_r1_T30000,30000,0.05,91,7,0.07692307692307693,0.03775950132295323,0.15035927123225315
common_replicates,0.009,all_r1_T40000,40000,0.01,91,7,0.07692307692307693,0.03775950132295323,0.15035927123225315
common_replicates,0.009,all_r1_T40000,40000,0.05,91,17,0.18681318681318682,0.12003755149503506,0.27895946195492294
common_replicates,0.009,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.009,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.009,all_r1_T50000,50000,0.01,91,49,0.5384615384615384,0.43656172336109367,0.6372456609520694
common_replicates,0.009,all_r1_T50000,50000,0.05,91,56,0.6153846153846154,0.5126876687650975,0.7087344841743918
common_replicates,0.009,mass_g0_r1_T10000,10000,0.01,91,51,0.5604395604395604,0.45807137219291083,0.6579116602992026
common_replicates,0.009,mass_g0_r1_T10000,10000,0.05,91,78,0.8571428571428571,0.7707818642734304,0.9145724186345122
common_replicates,0.009,mass_g0_r1_T20000,20000,0.01,91,19,0.2087912087912088,0.1379408066814811,0.3032318549474272
common_replicates,0.009,mass_g0_r1_T20000,20000,0.05,91,66,0.7252747252747253,0.6258521771107707,0.80644821672347
common_replicates,0.009,mass_g0_r1_T30000,30000,0.01,91,25,0.27472527472527475,0.19355178327653003,0.3741478228892293
common_replicates,0.009,mass_g0_r1_T30000,30000,0.05,91,37,0.4065934065934066,0.3114478557095449,0.5093056395299163
common_replicates,0.009,mass_g0_r1_T40000,40000,0.01,91,38,0.4175824175824176,0.3216129812076078,0.5202283381213286
common_replicates,0.009,mass_g0_r1_T40000,40000,0.05,91,58,0.6373626373626373,0.534882923607384,0.7287148775110555
common_replicates,0.009,mass_g0_r1_T5000,5000,0.01,91,39,0.42857142857142855,0.33182663627211473,0.5311025071462968
common_replicates,0.009,mass_g0_r1_T5000,5000,0.05,91,59,0.6483516483516484,0.5460584088751161,0.7386272163327987
common_replicates,0.009,mass_g0_r1_T50000,50000,0.01,91,72,0.7912087912087912,0.6967681450525728,0.862059193318519
common_replicates,0.009,mass_g0_r1_T50000,50000,0.05,91,86,0.945054945054945,0.8777519753271708,0.9763049002965734
common_replicates,0.01,af_r1,0,0.01,91,91,1.0,0.9594959960711198,1.0
common_replicates,0.01,af_r1,0,0.05,91,91,1.0,0.9594959960711198,1.0
common_replicates,0.01,all_r1_T10000,10000,0.01,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.01,all_r1_T10000,10000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.01,all_r1_T20000,20000,0.01,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.01,all_r1_T20000,20000,0.05,91,1,0.01098901098901099,0.0019424713318492125,0.05964935668650616
common_replicates,0.01,all_r1_T30000,30000,0.01,91,6,0.06593406593406594,0.03056628647161548,0.13646466199411572
common_replicates,0.01,all_r1_T30000,30000,0.05,91,9,0.0989010989010989,0.052908639819141776,0.1773857809150149
common_replicates,0.01,all_r1_T40000,40000,0.01,91,15,0.16483516483516483,0.10251430933651492,0.25430705593449277
common_replicates,0.01,all_r1_T40000,40000,0.05,91,23,0.25274725274725274,0.17472717254356776,0.3507967854432412
common_replicates,0.01,all_r1_T5000,5000,0.01,91,0,0.0,0.0,0.04050400392888021
