attempt_zero_based	seed	status	timeout_seconds	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	elapsed_seconds	accepted	rejection_reason	error	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	1922831224	complete	300.0	424.0	0.424	275.0	325.0	False	0.0						297.7200628559999	False	candidate_pool_af_outside_prespecified_band		1922831224	1050937043	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	ca04e75d2735d93d1430dec39722e48a22b9b87bea264481dd18d61f2edbf439	complete	440	{'pid': 440, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312739}	1786658033834665235	541	541	541	{'pid': 541, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313665}	True	553	{'pid': 553, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313670}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_000_seed_1922831224_g9n9s9xe	True	True	True	295.8568406109998	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	1434074615	complete	300.0	79.0	0.079	275.0	325.0	False	0.0						218.62855058800005	False	candidate_pool_af_outside_prespecified_band		1434074615	1220191652	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	707118156af6a7e606ad2631b727d668b781480f0037c138df5493e7b9191024	complete	440	{'pid': 440, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312739}	1786658331716432332	707	707	707	{'pid': 707, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 343453}	True	708	{'pid': 708, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 343459}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_001_seed_1434074615_npg51tz7	True	True	True	216.96387230300024	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	2004235845	timed_out	300.0												305.1776058749997	False	draw_timeout	SLiM draw exceeded 300.000 wall-clock seconds	2004235845	426056110	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	09377223dd75dfbc3c89a8a401accca8a2e87a3570fd9b7291bcacf22694dbf6	timed_out	440	{'pid': 440, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312739}	1786658550568589754	925	925	925	{'pid': 925, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 365340}	True	926	{'pid': 926, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 365347}	True	300.0	5.0	True	True	True	1	True	.han_v3_attempt_002_seed_2004235845_j5fnxc5b	False	False	True	305.0032694900001	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
