# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	42
0	1
6	7
10	11
12	13
24	25
36	37
42	43
46	47
54	55
56	57
62	63
70	71
72	73
74	75
78	79
84	85
90	91
94	95
96	97
104	105
106	107
110	111
114	115
116	117
118	119
136	137
140	141
142	143
148	149
154	155
156	157
160	161
162	163
164	165
174	175
176	177
178	179
180	181
182	183
188	189
190	191
192	193
