replicate_index	threshold_years	sample_frequency	null	null_size	null_mean	observed	p_value
8	10000.0	0.525	introgressed_hom_matched	307	0.00548752526924663	0.02857142857142857	0.09740259740259741
8	20000.0	0.525	chb_unconditional	100000	0.022435714285714295	0.08571428571428572	0.04265957340426596
8	20000.0	0.525	eas_unconditional	100000	0.04591457142857144	0.08571428571428572	0.21880781192188078
8	20000.0	0.525	snp_hom_matched	246	0.07626147545614484	0.08571428571428572	0.38461538461538464
8	20000.0	0.525	introgressed_hom_matched	307	0.03839169205701243	0.08571428571428572	0.1038961038961039
8	30000.0	0.525	chb_unconditional	100000	0.07686000000000001	1.0	9.99990000099999e-06
8	30000.0	0.525	eas_unconditional	100000	0.10003514285714288	1.0	9.99990000099999e-06
8	30000.0	0.525	snp_hom_matched	246	0.17534058756779813	1.0	0.004048582995951417
8	30000.0	0.525	introgressed_hom_matched	307	0.15489463229683284	1.0	0.003246753246753247
8	50000.0	0.525	chb_unconditional	100000	0.3125482857142857	1.0	0.0004899951000489995
8	50000.0	0.525	eas_unconditional	100000	0.2045734285714286	1.0	9.99990000099999e-06
8	50000.0	0.525	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
8	50000.0	0.525	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
9	10000.0	0.89	chb_unconditional	100000	0.00508594936708861	0.0	1.0
9	10000.0	0.89	eas_unconditional	100000	0.00770101265822785	0.0	1.0
9	10000.0	0.89	snp_hom_matched	367	0.00891652027512995	0.0	1.0
9	10000.0	0.89	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
9	20000.0	0.89	chb_unconditional	100000	0.022390506329113928	0.02531645569620253	0.5284647153528464
9	20000.0	0.89	eas_unconditional	100000	0.045877594936708864	0.02531645569620253	0.8698913010869891
9	20000.0	0.89	snp_hom_matched	367	0.05592404155758987	0.02531645569620253	0.8478260869565217
9	20000.0	0.89	introgressed_hom_matched	125	0.023450564517460505	0.02531645569620253	0.3888888888888889
9	30000.0	0.89	chb_unconditional	100000	0.07676037974683544	0.3037974683544304	0.00010999890001099989
9	30000.0	0.89	eas_unconditional	100000	0.09998113924050633	0.3037974683544304	0.0007999920000799992
9	30000.0	0.89	snp_hom_matched	367	0.1267733106601841	0.3037974683544304	0.019021739130434784
9	30000.0	0.89	introgressed_hom_matched	125	0.1000047375700041	0.3037974683544304	0.015873015873015872
9	50000.0	0.89	chb_unconditional	100000	0.31248772151898735	1.0	0.00024999750002499977
9	50000.0	0.89	eas_unconditional	100000	0.20460164556962024	1.0	9.99990000099999e-06
9	50000.0	0.89	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
9	50000.0	0.89	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
10	10000.0	0.935	chb_unconditional	100000	0.0050706896551724135	0.011494252873563218	0.36176638233617664
10	10000.0	0.935	eas_unconditional	100000	0.007708965517241379	0.011494252873563218	0.4900250997490025
10	10000.0	0.935	snp_hom_matched	367	0.00891652027512995	0.011494252873563218	0.42934782608695654
10	10000.0	0.935	introgressed_hom_matched	125	0.0029897576056444465	0.011494252873563218	0.15873015873015872
10	20000.0	0.935	chb_unconditional	100000	0.022391494252873564	0.011494252873563218	0.8621613783862161
10	20000.0	0.935	eas_unconditional	100000	0.045865632183908045	0.011494252873563218	0.978840211597884
10	20000.0	0.935	snp_hom_matched	367	0.05592404155758987	0.011494252873563218	0.967391304347826
10	20000.0	0.935	introgressed_hom_matched	125	0.023450564517460505	0.011494252873563218	0.7380952380952381
10	30000.0	0.935	chb_unconditional	100000	0.07675172413793103	0.3563218390804598	9.99990000099999e-06
10	30000.0	0.935	eas_unconditional	100000	0.10003241379310346	0.3563218390804598	0.00016999830001699983
10	30000.0	0.935	snp_hom_matched	367	0.1267733106601841	0.3563218390804598	0.008152173913043478
10	30000.0	0.935	introgressed_hom_matched	125	0.1000047375700041	0.3563218390804598	0.007936507936507936
10	50000.0	0.935	chb_unconditional	100000	0.31261597701149424	0.6436781609195402	0.023529764702352976
10	50000.0	0.935	eas_unconditional	100000	0.20441643678160923	0.6436781609195402	0.0007199928000719992
10	50000.0	0.935	snp_hom_matched	367	0.273177183877481	0.6436781609195402	0.019021739130434784
10	50000.0	0.935	introgressed_hom_matched	125	0.8307078883601717	0.6436781609195402	0.7698412698412699
11	10000.0	0.705	chb_unconditional	100000	0.0050598	0.04	0.025539744602553975
11	10000.0	0.705	eas_unconditional	100000	0.007715399999999997	0.04	0.057219427805721944
11	10000.0	0.705	snp_hom_matched	367	0.00891652027512995	0.04	0.016304347826086956
11	10000.0	0.705	introgressed_hom_matched	125	0.0029897576056444465	0.04	0.007936507936507936
11	20000.0	0.705	chb_unconditional	100000	0.022407399999999997	0.12	0.000949990500094999
11	20000.0	0.705	eas_unconditional	100000	0.045995799999999996	0.12	0.03153968460315397
11	20000.0	0.705	snp_hom_matched	367	0.05592404155758987	0.12	0.029891304347826088
11	20000.0	0.705	introgressed_hom_matched	125	0.023450564517460505	0.12	0.007936507936507936
11	30000.0	0.705	chb_unconditional	100000	0.07679760000000001	0.92	9.99990000099999e-06
11	30000.0	0.705	eas_unconditional	100000	0.1000338	0.92	9.99990000099999e-06
11	30000.0	0.705	snp_hom_matched	367	0.1267733106601841	0.92	0.002717391304347826
11	30000.0	0.705	introgressed_hom_matched	125	0.1000047375700041	0.92	0.007936507936507936
11	50000.0	0.705	chb_unconditional	100000	0.31238780000000005	0.92	0.002189978100218998
11	50000.0	0.705	eas_unconditional	100000	0.2044946	0.92	1.999980000199998e-05
11	50000.0	0.705	snp_hom_matched	367	0.273177183877481	0.92	0.005434782608695652
11	50000.0	0.705	introgressed_hom_matched	125	0.8307078883601717	0.92	0.5952380952380952
13	10000.0	0.5	chb_unconditional	100000	0.005095454545454545	0.045454545454545456	0.1064289357106429
13	10000.0	0.5	eas_unconditional	100000	0.00777409090909091	0.045454545454545456	0.15793842061579383
13	10000.0	0.5	snp_hom_matched	246	0.012269707820074196	0.045454545454545456	0.04048582995951417
13	10000.0	0.5	introgressed_hom_matched	307	0.00548752526924663	0.045454545454545456	0.01948051948051948
13	20000.0	0.5	chb_unconditional	100000	0.022233636363636365	0.09090909090909091	0.08572914270857292
13	20000.0	0.5	eas_unconditional	100000	0.04582727272727273	0.09090909090909091	0.26670733292667076
13	20000.0	0.5	snp_hom_matched	246	0.07626147545614484	0.09090909090909091	0.3319838056680162
13	20000.0	0.5	introgressed_hom_matched	307	0.03839169205701243	0.09090909090909091	0.08766233766233766
13	30000.0	0.5	chb_unconditional	100000	0.07680045454545455	0.9090909090909091	9.99990000099999e-06
13	30000.0	0.5	eas_unconditional	100000	0.10011772727272726	0.9090909090909091	9.99990000099999e-06
13	30000.0	0.5	snp_hom_matched	246	0.17534058756779813	0.9090909090909091	0.004048582995951417
13	30000.0	0.5	introgressed_hom_matched	307	0.15489463229683284	0.9090909090909091	0.003246753246753247
13	50000.0	0.5	chb_unconditional	100000	0.3123586363636363	1.0	0.0008299917000829991
13	50000.0	0.5	eas_unconditional	100000	0.20460272727272727	1.0	9.99990000099999e-06
13	50000.0	0.5	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
13	50000.0	0.5	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
14	10000.0	0.84	chb_unconditional	100000	0.005093561643835617	0.0	1.0
14	10000.0	0.84	eas_unconditional	100000	0.00773095890410959	0.0	1.0
14	10000.0	0.84	snp_hom_matched	367	0.00891652027512995	0.0	1.0
14	10000.0	0.84	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
14	20000.0	0.84	chb_unconditional	100000	0.022409726027397263	0.0410958904109589	0.22499775002249978
14	20000.0	0.84	eas_unconditional	100000	0.045920410958904104	0.0410958904109589	0.6456135438645614
14	20000.0	0.84	snp_hom_matched	367	0.05592404155758987	0.0410958904109589	0.6521739130434783
14	20000.0	0.84	introgressed_hom_matched	125	0.023450564517460505	0.0410958904109589	0.18253968253968253
14	30000.0	0.84	chb_unconditional	100000	0.07669260273972603	0.3972602739726027	9.99990000099999e-06
14	30000.0	0.84	eas_unconditional	100000	0.10000356164383561	0.3972602739726027	5.999940000599994e-05
14	30000.0	0.84	snp_hom_matched	367	0.1267733106601841	0.3972602739726027	0.002717391304347826
14	30000.0	0.84	introgressed_hom_matched	125	0.1000047375700041	0.3972602739726027	0.007936507936507936
14	50000.0	0.84	chb_unconditional	100000	0.3124158904109589	0.4520547945205479	0.12920870791292088
14	50000.0	0.84	eas_unconditional	100000	0.20446493150684933	0.4520547945205479	0.011399886001139989
14	50000.0	0.84	snp_hom_matched	367	0.273177183877481	0.4520547945205479	0.057065217391304345
14	50000.0	0.84	introgressed_hom_matched	125	0.8307078883601717	0.4520547945205479	0.9206349206349206
15	10000.0	0.935	chb_unconditional	100000	0.005068522727272727	0.0	1.0
15	10000.0	0.935	eas_unconditional	100000	0.007722613636363638	0.0	1.0
15	10000.0	0.935	snp_hom_matched	367	0.00891652027512995	0.0	1.0
15	10000.0	0.935	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
15	20000.0	0.935	chb_unconditional	100000	0.022392272727272726	0.022727272727272728	0.5866841331586684
15	20000.0	0.935	eas_unconditional	100000	0.04586261363636363	0.022727272727272728	0.9033709662903371
15	20000.0	0.935	snp_hom_matched	367	0.05592404155758987	0.022727272727272728	0.8940217391304348
15	20000.0	0.935	introgressed_hom_matched	125	0.023450564517460505	0.022727272727272728	0.4126984126984127
15	30000.0	0.935	chb_unconditional	100000	0.07665556818181818	0.26136363636363635	0.00023999760002399976
15	30000.0	0.935	eas_unconditional	100000	0.09999931818181818	0.26136363636363635	0.0022699773002269976
15	30000.0	0.935	snp_hom_matched	367	0.1267733106601841	0.26136363636363635	0.024456521739130436
15	30000.0	0.935	introgressed_hom_matched	125	0.1000047375700041	0.26136363636363635	0.015873015873015872
15	50000.0	0.935	chb_unconditional	100000	0.31264272727272724	1.0	0.0002099979000209998
15	50000.0	0.935	eas_unconditional	100000	0.20444409090909088	1.0	9.99990000099999e-06
15	50000.0	0.935	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
15	50000.0	0.935	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
16	10000.0	0.915	chb_unconditional	100000	0.005101547619047618	0.011904761904761904	0.3531464685353147
16	10000.0	0.915	eas_unconditional	100000	0.007730952380952381	0.011904761904761904	0.47905520944790553
16	10000.0	0.915	snp_hom_matched	367	0.00891652027512995	0.011904761904761904	0.3858695652173913
16	10000.0	0.915	introgressed_hom_matched	125	0.0029897576056444465	0.011904761904761904	0.15873015873015872
16	20000.0	0.915	chb_unconditional	100000	0.022379761904761902	0.08333333333333333	0.0027399726002739974
16	20000.0	0.915	eas_unconditional	100000	0.045850833333333334	0.08333333333333333	0.1008189918100819
16	20000.0	0.915	snp_hom_matched	367	0.05592404155758987	0.08333333333333333	0.15760869565217392
16	20000.0	0.915	introgressed_hom_matched	125	0.023450564517460505	0.08333333333333333	0.015873015873015872
16	30000.0	0.915	chb_unconditional	100000	0.07674416666666665	0.5476190476190477	9.99990000099999e-06
16	30000.0	0.915	eas_unconditional	100000	0.10000607142857142	0.5476190476190477	9.99990000099999e-06
16	30000.0	0.915	snp_hom_matched	367	0.1267733106601841	0.5476190476190477	0.002717391304347826
16	30000.0	0.915	introgressed_hom_matched	125	0.1000047375700041	0.5476190476190477	0.007936507936507936
16	50000.0	0.915	chb_unconditional	100000	0.3125347619047619	1.0	0.00022999770002299976
16	50000.0	0.915	eas_unconditional	100000	0.20449821428571427	1.0	9.99990000099999e-06
16	50000.0	0.915	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
16	50000.0	0.915	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
18	10000.0	0.855	chb_unconditional	100000	0.0050956	0.0	1.0
18	10000.0	0.855	eas_unconditional	100000	0.007701600000000001	0.0	1.0
18	10000.0	0.855	snp_hom_matched	367	0.00891652027512995	0.0	1.0
18	10000.0	0.855	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
18	20000.0	0.855	chb_unconditional	100000	0.022415066666666667	0.06666666666666667	0.026969730302696972
18	20000.0	0.855	eas_unconditional	100000	0.045907333333333335	0.06666666666666667	0.26610733892661076
18	20000.0	0.855	snp_hom_matched	367	0.05592404155758987	0.06666666666666667	0.33967391304347827
18	20000.0	0.855	introgressed_hom_matched	125	0.023450564517460505	0.06666666666666667	0.023809523809523808
18	30000.0	0.855	chb_unconditional	100000	0.07678026666666668	0.44	9.99990000099999e-06
18	30000.0	0.855	eas_unconditional	100000	0.09990399999999999	0.44	1.999980000199998e-05
18	30000.0	0.855	snp_hom_matched	367	0.1267733106601841	0.44	0.002717391304347826
18	30000.0	0.855	introgressed_hom_matched	125	0.1000047375700041	0.44	0.007936507936507936
18	50000.0	0.855	chb_unconditional	100000	0.3125054666666667	1.0	0.0002599974000259997
18	50000.0	0.855	eas_unconditional	100000	0.20452440000000002	1.0	9.99990000099999e-06
18	50000.0	0.855	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
18	50000.0	0.855	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
19	10000.0	0.71	chb_unconditional	100000	0.005078823529411763	0.0196078431372549	0.23006769932300677
19	10000.0	0.71	eas_unconditional	100000	0.007733921568627448	0.0196078431372549	0.3274467255327447
19	10000.0	0.71	snp_hom_matched	367	0.00891652027512995	0.0196078431372549	0.1793478260869565
19	10000.0	0.71	introgressed_hom_matched	125	0.0029897576056444465	0.0196078431372549	0.047619047619047616
19	20000.0	0.71	chb_unconditional	100000	0.02244823529411764	0.11764705882352941	0.0009099909000909991
19	20000.0	0.71	eas_unconditional	100000	0.045915882352941174	0.11764705882352941	0.03368966310336897
19	20000.0	0.71	snp_hom_matched	367	0.05592404155758987	0.11764705882352941	0.029891304347826088
19	20000.0	0.71	introgressed_hom_matched	125	0.023450564517460505	0.11764705882352941	0.007936507936507936
19	30000.0	0.71	chb_unconditional	100000	0.0766156862745098	1.0	9.99990000099999e-06
19	30000.0	0.71	eas_unconditional	100000	0.10008725490196078	1.0	9.99990000099999e-06
19	30000.0	0.71	snp_hom_matched	367	0.1267733106601841	1.0	0.002717391304347826
19	30000.0	0.71	introgressed_hom_matched	125	0.1000047375700041	1.0	0.007936507936507936
19	50000.0	0.71	chb_unconditional	100000	0.3124749019607843	1.0	0.00032999670003299966
19	50000.0	0.71	eas_unconditional	100000	0.20435784313725489	1.0	9.99990000099999e-06
19	50000.0	0.71	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
19	50000.0	0.71	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
20	10000.0	0.655	chb_unconditional	100000	0.005030487804878048	0.0	1.0
20	10000.0	0.655	eas_unconditional	100000	0.007737073170731705	0.0	1.0
20	10000.0	0.655	snp_hom_matched	246	0.012269707820074196	0.0	1.0
20	10000.0	0.655	introgressed_hom_matched	307	0.00548752526924663	0.0	1.0
20	20000.0	0.655	chb_unconditional	100000	0.022375853658536584	0.2926829268292683	9.99990000099999e-06
20	20000.0	0.655	eas_unconditional	100000	0.045919756097560965	0.2926829268292683	9.99990000099999e-06
20	20000.0	0.655	snp_hom_matched	246	0.07626147545614484	0.2926829268292683	0.004048582995951417
20	20000.0	0.655	introgressed_hom_matched	307	0.03839169205701243	0.2926829268292683	0.003246753246753247
20	30000.0	0.655	chb_unconditional	100000	0.0767141463414634	1.0	9.99990000099999e-06
