replicate_index	threshold_years	sample_frequency	null	null_size	null_mean	observed	p_value
20	30000.0	0.655	eas_unconditional	100000	0.10016585365853659	1.0	9.99990000099999e-06
20	30000.0	0.655	snp_hom_matched	246	0.17534058756779813	1.0	0.004048582995951417
20	30000.0	0.655	introgressed_hom_matched	307	0.15489463229683284	1.0	0.003246753246753247
20	50000.0	0.655	chb_unconditional	100000	0.3124565853658537	1.0	0.0003599964000359996
20	50000.0	0.655	eas_unconditional	100000	0.2046970731707317	1.0	9.99990000099999e-06
20	50000.0	0.655	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
20	50000.0	0.655	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
21	10000.0	0.96	chb_unconditional	100000	0.005087173913043477	0.0	1.0
21	10000.0	0.96	eas_unconditional	100000	0.0077107608695652155	0.0	1.0
21	10000.0	0.96	snp_hom_matched	367	0.00891652027512995	0.0	1.0
21	10000.0	0.96	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
21	20000.0	0.96	chb_unconditional	100000	0.022399021739130432	0.03260869565217391	0.3394366056339437
21	20000.0	0.96	eas_unconditional	100000	0.04586369565217391	0.03260869565217391	0.7844621553784462
21	20000.0	0.96	snp_hom_matched	367	0.05592404155758987	0.03260869565217391	0.8070652173913043
21	20000.0	0.96	introgressed_hom_matched	125	0.023450564517460505	0.03260869565217391	0.30952380952380953
21	30000.0	0.96	chb_unconditional	100000	0.07670619565217392	0.14130434782608695	0.04621953780462195
21	30000.0	0.96	eas_unconditional	100000	0.10001402173913045	0.14130434782608695	0.16325836741632585
21	30000.0	0.96	snp_hom_matched	367	0.1267733106601841	0.14130434782608695	0.3423913043478261
21	30000.0	0.96	introgressed_hom_matched	125	0.1000047375700041	0.14130434782608695	0.15079365079365079
21	50000.0	0.96	chb_unconditional	100000	0.31249358695652174	1.0	0.00021999780002199978
21	50000.0	0.96	eas_unconditional	100000	0.20448239130434784	1.0	9.99990000099999e-06
21	50000.0	0.96	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
21	50000.0	0.96	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
22	10000.0	0.455	chb_unconditional	100000	0.005089473684210526	0.0	1.0
22	10000.0	0.455	eas_unconditional	100000	0.007688421052631577	0.0	1.0
22	10000.0	0.455	snp_hom_matched	137	0.01480175964779112	0.0	1.0
22	10000.0	0.455	introgressed_hom_matched	714	0.011329466695701689	0.0	1.0
22	20000.0	0.455	chb_unconditional	100000	0.02237894736842105	0.42105263157894735	9.99990000099999e-06
22	20000.0	0.455	eas_unconditional	100000	0.04584684210526315	0.42105263157894735	9.99990000099999e-06
22	20000.0	0.455	snp_hom_matched	137	0.09308146518797861	0.42105263157894735	0.007246376811594203
22	20000.0	0.455	introgressed_hom_matched	714	0.05616421676584271	0.42105263157894735	0.0013986013986013986
22	30000.0	0.455	chb_unconditional	100000	0.07713157894736841	0.47368421052631576	5.999940000599994e-05
22	30000.0	0.455	eas_unconditional	100000	0.1002515789473684	0.47368421052631576	0.0003899961000389996
22	30000.0	0.455	snp_hom_matched	137	0.22836013612564718	0.47368421052631576	0.057971014492753624
22	30000.0	0.455	introgressed_hom_matched	714	0.2194981990592516	0.47368421052631576	0.05174825174825175
22	50000.0	0.455	chb_unconditional	100000	0.31237473684210526	0.47368421052631576	0.17264827351726483
22	50000.0	0.455	eas_unconditional	100000	0.2046294736842105	0.47368421052631576	0.027349726502734973
22	50000.0	0.455	snp_hom_matched	137	0.49896869292637314	0.47368421052631576	0.45652173913043476
22	50000.0	0.455	introgressed_hom_matched	714	0.9068623816394586	0.47368421052631576	0.9608391608391609
23	10000.0	0.9	chb_unconditional	100000	0.0050783749999999996	0.0	1.0
23	10000.0	0.9	eas_unconditional	100000	0.007722374999999999	0.0	1.0
23	10000.0	0.9	snp_hom_matched	367	0.00891652027512995	0.0	1.0
23	10000.0	0.9	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
23	20000.0	0.9	chb_unconditional	100000	0.022434000000000003	0.075	0.00948990510094899
23	20000.0	0.9	eas_unconditional	100000	0.04590125	0.075	0.16999830001699984
23	20000.0	0.9	snp_hom_matched	367	0.05592404155758987	0.075	0.266304347826087
23	20000.0	0.9	introgressed_hom_matched	125	0.023450564517460505	0.075	0.015873015873015872
23	30000.0	0.9	chb_unconditional	100000	0.076731875	0.8625	9.99990000099999e-06
23	30000.0	0.9	eas_unconditional	100000	0.10002474999999998	0.8625	9.99990000099999e-06
23	30000.0	0.9	snp_hom_matched	367	0.1267733106601841	0.8625	0.002717391304347826
23	30000.0	0.9	introgressed_hom_matched	125	0.1000047375700041	0.8625	0.007936507936507936
23	50000.0	0.9	chb_unconditional	100000	0.312424125	0.8625	0.0035999640003599965
23	50000.0	0.9	eas_unconditional	100000	0.20445149999999998	0.8625	9.99990000099999e-06
23	50000.0	0.9	snp_hom_matched	367	0.273177183877481	0.8625	0.008152173913043478
23	50000.0	0.9	introgressed_hom_matched	125	0.8307078883601717	0.8625	0.6428571428571429
24	10000.0	0.68	chb_unconditional	100000	0.005059374999999999	0.0	1.0
24	10000.0	0.68	eas_unconditional	100000	0.007744166666666665	0.0	1.0
24	10000.0	0.68	snp_hom_matched	246	0.012269707820074196	0.0	1.0
24	10000.0	0.68	introgressed_hom_matched	307	0.00548752526924663	0.0	1.0
24	20000.0	0.68	chb_unconditional	100000	0.022415	0.10416666666666667	0.004259957400425996
24	20000.0	0.68	eas_unconditional	100000	0.04594708333333334	0.10416666666666667	0.07455925440745592
24	20000.0	0.68	snp_hom_matched	246	0.07626147545614484	0.10416666666666667	0.22672064777327935
24	20000.0	0.68	introgressed_hom_matched	307	0.03839169205701243	0.10416666666666667	0.06168831168831169
24	30000.0	0.68	chb_unconditional	100000	0.076598125	1.0	9.99990000099999e-06
24	30000.0	0.68	eas_unconditional	100000	0.09997979166666666	1.0	9.99990000099999e-06
24	30000.0	0.68	snp_hom_matched	246	0.17534058756779813	1.0	0.004048582995951417
24	30000.0	0.68	introgressed_hom_matched	307	0.15489463229683284	1.0	0.003246753246753247
24	50000.0	0.68	chb_unconditional	100000	0.3125825	1.0	0.00033999660003399966
24	50000.0	0.68	eas_unconditional	100000	0.20433833333333332	1.0	9.99990000099999e-06
24	50000.0	0.68	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
24	50000.0	0.68	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
25	10000.0	0.935	chb_unconditional	100000	0.0050706896551724135	0.0	1.0
25	10000.0	0.935	eas_unconditional	100000	0.007708965517241379	0.0	1.0
25	10000.0	0.935	snp_hom_matched	367	0.00891652027512995	0.0	1.0
25	10000.0	0.935	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
25	20000.0	0.935	chb_unconditional	100000	0.022391494252873564	0.022988505747126436	0.5813241867581325
25	20000.0	0.935	eas_unconditional	100000	0.045865632183908045	0.022988505747126436	0.9013409865901341
25	20000.0	0.935	snp_hom_matched	367	0.05592404155758987	0.022988505747126436	0.8885869565217391
25	20000.0	0.935	introgressed_hom_matched	125	0.023450564517460505	0.022988505747126436	0.4126984126984127
25	30000.0	0.935	chb_unconditional	100000	0.07675172413793103	0.42528735632183906	9.99990000099999e-06
25	30000.0	0.935	eas_unconditional	100000	0.10003241379310346	0.42528735632183906	1.999980000199998e-05
25	30000.0	0.935	snp_hom_matched	367	0.1267733106601841	0.42528735632183906	0.002717391304347826
25	30000.0	0.935	introgressed_hom_matched	125	0.1000047375700041	0.42528735632183906	0.007936507936507936
25	50000.0	0.935	chb_unconditional	100000	0.31261597701149424	0.9885057471264368	0.00033999660003399966
25	50000.0	0.935	eas_unconditional	100000	0.20441643678160923	0.9885057471264368	9.99990000099999e-06
25	50000.0	0.935	snp_hom_matched	367	0.273177183877481	0.9885057471264368	0.005434782608695652
25	50000.0	0.935	introgressed_hom_matched	125	0.8307078883601717	0.9885057471264368	0.3968253968253968
26	10000.0	0.555	chb_unconditional	100000	0.005068333333333333	0.0	1.0
26	10000.0	0.555	eas_unconditional	100000	0.007627333333333333	0.0	1.0
26	10000.0	0.555	snp_hom_matched	246	0.012269707820074196	0.0	1.0
26	10000.0	0.555	introgressed_hom_matched	307	0.00548752526924663	0.0	1.0
26	20000.0	0.555	chb_unconditional	100000	0.022384333333333332	0.3	9.99990000099999e-06
26	20000.0	0.555	eas_unconditional	100000	0.04581466666666666	0.3	9.99990000099999e-06
26	20000.0	0.555	snp_hom_matched	246	0.07626147545614484	0.3	0.004048582995951417
26	20000.0	0.555	introgressed_hom_matched	307	0.03839169205701243	0.3	0.003246753246753247
26	30000.0	0.555	chb_unconditional	100000	0.07661266666666666	1.0	9.99990000099999e-06
26	30000.0	0.555	eas_unconditional	100000	0.1	1.0	9.99990000099999e-06
26	30000.0	0.555	snp_hom_matched	246	0.17534058756779813	1.0	0.004048582995951417
26	30000.0	0.555	introgressed_hom_matched	307	0.15489463229683284	1.0	0.003246753246753247
26	50000.0	0.555	chb_unconditional	100000	0.3124963333333334	1.0	0.0006299937000629993
26	50000.0	0.555	eas_unconditional	100000	0.20431966666666668	1.0	9.99990000099999e-06
26	50000.0	0.555	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
26	50000.0	0.555	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
27	10000.0	0.485	chb_unconditional	100000	0.0051990000000000005	0.0	1.0
27	10000.0	0.485	eas_unconditional	100000	0.007703499999999999	0.0	1.0
27	10000.0	0.485	snp_hom_matched	137	0.01480175964779112	0.0	1.0
27	10000.0	0.485	introgressed_hom_matched	714	0.011329466695701689	0.0	1.0
27	20000.0	0.485	chb_unconditional	100000	0.0223765	0.45	9.99990000099999e-06
27	20000.0	0.485	eas_unconditional	100000	0.045805	0.45	9.99990000099999e-06
27	20000.0	0.485	snp_hom_matched	137	0.09308146518797861	0.45	0.007246376811594203
27	20000.0	0.485	introgressed_hom_matched	714	0.05616421676584271	0.45	0.0013986013986013986
27	30000.0	0.485	chb_unconditional	100000	0.0768225	0.7	9.99990000099999e-06
27	30000.0	0.485	eas_unconditional	100000	0.10006649999999997	0.7	9.99990000099999e-06
27	30000.0	0.485	snp_hom_matched	137	0.22836013612564718	0.7	0.014492753623188406
27	30000.0	0.485	introgressed_hom_matched	714	0.2194981990592516	0.7	0.004195804195804196
27	50000.0	0.485	chb_unconditional	100000	0.31279749999999995	0.7	0.025349746502534975
27	50000.0	0.485	eas_unconditional	100000	0.2045365	0.7	0.0012299877001229987
27	50000.0	0.485	snp_hom_matched	137	0.49896869292637314	0.7	0.2246376811594203
27	50000.0	0.485	introgressed_hom_matched	714	0.9068623816394586	0.7	0.8545454545454545
28	10000.0	0.735	chb_unconditional	100000	0.005047407407407407	0.0	1.0
28	10000.0	0.735	eas_unconditional	100000	0.007748333333333334	0.0	1.0
28	10000.0	0.735	snp_hom_matched	367	0.00891652027512995	0.0	1.0
28	10000.0	0.735	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
28	20000.0	0.735	chb_unconditional	100000	0.022378703703703703	0.16666666666666666	9.99990000099999e-06
28	20000.0	0.735	eas_unconditional	100000	0.045876481481481476	0.16666666666666666	0.0014399856001439985
28	20000.0	0.735	snp_hom_matched	367	0.05592404155758987	0.16666666666666666	0.002717391304347826
28	20000.0	0.735	introgressed_hom_matched	125	0.023450564517460505	0.16666666666666666	0.007936507936507936
28	30000.0	0.735	chb_unconditional	100000	0.07676925925925926	1.0	9.99990000099999e-06
28	30000.0	0.735	eas_unconditional	100000	0.09999592592592592	1.0	9.99990000099999e-06
28	30000.0	0.735	snp_hom_matched	367	0.1267733106601841	1.0	0.002717391304347826
28	30000.0	0.735	introgressed_hom_matched	125	0.1000047375700041	1.0	0.007936507936507936
28	50000.0	0.735	chb_unconditional	100000	0.3124690740740741	1.0	0.0003099969000309997
28	50000.0	0.735	eas_unconditional	100000	0.20437944444444445	1.0	9.99990000099999e-06
28	50000.0	0.735	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
28	50000.0	0.735	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
29	10000.0	0.49	chb_unconditional	100000	0.005119599999999999	0.04	0.12044879551204488
29	10000.0	0.49	eas_unconditional	100000	0.0076111999999999985	0.04	0.17371826281737182
29	10000.0	0.49	snp_hom_matched	137	0.01480175964779112	0.04	0.21739130434782608
29	10000.0	0.49	introgressed_hom_matched	714	0.011329466695701689	0.04	0.16643356643356644
29	20000.0	0.49	chb_unconditional	100000	0.022433199999999997	0.36	9.99990000099999e-06
29	20000.0	0.49	eas_unconditional	100000	0.0457668	0.36	1.999980000199998e-05
29	20000.0	0.49	snp_hom_matched	137	0.09308146518797861	0.36	0.007246376811594203
29	20000.0	0.49	introgressed_hom_matched	714	0.05616421676584271	0.36	0.002797202797202797
29	30000.0	0.49	chb_unconditional	100000	0.07669279999999999	0.76	9.99990000099999e-06
29	30000.0	0.49	eas_unconditional	100000	0.09975039999999999	0.76	9.99990000099999e-06
29	30000.0	0.49	snp_hom_matched	137	0.22836013612564718	0.76	0.014492753623188406
29	30000.0	0.49	introgressed_hom_matched	714	0.2194981990592516	0.76	0.004195804195804196
29	50000.0	0.49	chb_unconditional	100000	0.3128108	0.76	0.013089869101308988
29	50000.0	0.49	eas_unconditional	100000	0.20446920000000002	0.76	0.00044999550004499957
29	50000.0	0.49	snp_hom_matched	137	0.49896869292637314	0.76	0.21014492753623187
29	50000.0	0.49	introgressed_hom_matched	714	0.9068623816394586	0.76	0.8265734265734266
30	10000.0	0.62	chb_unconditional	100000	0.0050515384615384615	0.0	1.0
30	10000.0	0.62	eas_unconditional	100000	0.007693589743589743	0.0	1.0
30	10000.0	0.62	snp_hom_matched	246	0.012269707820074196	0.0	1.0
30	10000.0	0.62	introgressed_hom_matched	307	0.00548752526924663	0.0	1.0
30	20000.0	0.62	chb_unconditional	100000	0.02245948717948718	0.28205128205128205	9.99990000099999e-06
30	20000.0	0.62	eas_unconditional	100000	0.04594282051282051	0.28205128205128205	9.99990000099999e-06
30	20000.0	0.62	snp_hom_matched	246	0.07626147545614484	0.28205128205128205	0.004048582995951417
30	20000.0	0.62	introgressed_hom_matched	307	0.03839169205701243	0.28205128205128205	0.003246753246753247
30	30000.0	0.62	chb_unconditional	100000	0.07661743589743589	0.8461538461538461	9.99990000099999e-06
30	30000.0	0.62	eas_unconditional	100000	0.1000771794871795	0.8461538461538461	9.99990000099999e-06
30	30000.0	0.62	snp_hom_matched	246	0.17534058756779813	0.8461538461538461	0.004048582995951417
30	30000.0	0.62	introgressed_hom_matched	307	0.15489463229683284	0.8461538461538461	0.003246753246753247
30	50000.0	0.62	chb_unconditional	100000	0.31241692307692304	1.0	0.00042999570004299955
30	50000.0	0.62	eas_unconditional	100000	0.20432692307692307	1.0	9.99990000099999e-06
30	50000.0	0.62	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
30	50000.0	0.62	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
31	10000.0	0.74	chb_unconditional	100000	0.00511017857142857	0.0	1.0
31	10000.0	0.74	eas_unconditional	100000	0.007719285714285713	0.0	1.0
31	10000.0	0.74	snp_hom_matched	367	0.00891652027512995	0.0	1.0
31	10000.0	0.74	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
31	20000.0	0.74	chb_unconditional	100000	0.022370357142857143	0.30357142857142855	9.99990000099999e-06
31	20000.0	0.74	eas_unconditional	100000	0.04577392857142857	0.30357142857142855	9.99990000099999e-06
31	20000.0	0.74	snp_hom_matched	367	0.05592404155758987	0.30357142857142855	0.002717391304347826
31	20000.0	0.74	introgressed_hom_matched	125	0.023450564517460505	0.30357142857142855	0.007936507936507936
31	30000.0	0.74	chb_unconditional	100000	0.07681035714285712	1.0	9.99990000099999e-06
31	30000.0	0.74	eas_unconditional	100000	0.09992803571428573	1.0	9.99990000099999e-06
31	30000.0	0.74	snp_hom_matched	367	0.1267733106601841	1.0	0.002717391304347826
31	30000.0	0.74	introgressed_hom_matched	125	0.1000047375700041	1.0	0.007936507936507936
31	50000.0	0.74	chb_unconditional	100000	0.31263107142857144	1.0	0.0002899971000289997
31	50000.0	0.74	eas_unconditional	100000	0.20437303571428572	1.0	9.99990000099999e-06
31	50000.0	0.74	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
31	50000.0	0.74	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
32	10000.0	0.41	chb_unconditional	100000	0.005113125	0.0	1.0
32	10000.0	0.41	eas_unconditional	100000	0.00767875	0.0	1.0
32	10000.0	0.41	snp_hom_matched	137	0.01480175964779112	0.0	1.0
32	10000.0	0.41	introgressed_hom_matched	714	0.011329466695701689	0.0	1.0
32	20000.0	0.41	chb_unconditional	100000	0.02242875	0.4375	9.99990000099999e-06
32	20000.0	0.41	eas_unconditional	100000	0.045835	0.4375	9.99990000099999e-06
32	20000.0	0.41	snp_hom_matched	137	0.09308146518797861	0.4375	0.007246376811594203
32	20000.0	0.41	introgressed_hom_matched	714	0.05616421676584271	0.4375	0.0013986013986013986
32	30000.0	0.41	chb_unconditional	100000	0.07669375	1.0	9.99990000099999e-06
32	30000.0	0.41	eas_unconditional	100000	0.10048	1.0	9.99990000099999e-06
32	30000.0	0.41	snp_hom_matched	137	0.22836013612564718	1.0	0.007246376811594203
32	30000.0	0.41	introgressed_hom_matched	714	0.2194981990592516	1.0	0.004195804195804196
32	50000.0	0.41	chb_unconditional	100000	0.31277625	1.0	0.0013299867001329987
32	50000.0	0.41	eas_unconditional	100000	0.20482625	1.0	9.99990000099999e-06
32	50000.0	0.41	snp_hom_matched	137	0.49896869292637314	1.0	0.09420289855072464
32	50000.0	0.41	introgressed_hom_matched	714	0.9068623816394586	1.0	0.6853146853146853
33	10000.0	0.56	chb_unconditional	100000	0.005068333333333333	0.03333333333333333	0.14215857841421586
33	10000.0	0.56	eas_unconditional	100000	0.007627333333333333	0.03333333333333333	0.20415795842041579
33	10000.0	0.56	snp_hom_matched	246	0.012269707820074196	0.03333333333333333	0.17408906882591094
33	10000.0	0.56	introgressed_hom_matched	307	0.00548752526924663	0.03333333333333333	0.06818181818181818
33	20000.0	0.56	chb_unconditional	100000	0.022384333333333332	0.26666666666666666	9.99990000099999e-06
33	20000.0	0.56	eas_unconditional	100000	0.04581466666666666	0.26666666666666666	8.99991000089999e-05
33	20000.0	0.56	snp_hom_matched	246	0.07626147545614484	0.26666666666666666	0.004048582995951417
33	20000.0	0.56	introgressed_hom_matched	307	0.03839169205701243	0.26666666666666666	0.003246753246753247
33	30000.0	0.56	chb_unconditional	100000	0.07661266666666666	1.0	9.99990000099999e-06
33	30000.0	0.56	eas_unconditional	100000	0.1	1.0	9.99990000099999e-06
33	30000.0	0.56	snp_hom_matched	246	0.17534058756779813	1.0	0.004048582995951417
33	30000.0	0.56	introgressed_hom_matched	307	0.15489463229683284	1.0	0.003246753246753247
33	50000.0	0.56	chb_unconditional	100000	0.3124963333333334	1.0	0.0006299937000629993
33	50000.0	0.56	eas_unconditional	100000	0.20431966666666668	1.0	9.99990000099999e-06
33	50000.0	0.56	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
33	50000.0	0.56	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
34	10000.0	0.57	chb_unconditional	100000	0.005102432432432433	0.02702702702702703	0.17335826641733582
34	10000.0	0.57	eas_unconditional	100000	0.007731081081081081	0.02702702702702703	0.24947750522494774
34	10000.0	0.57	snp_hom_matched	246	0.012269707820074196	0.02702702702702703	0.2145748987854251
34	10000.0	0.57	introgressed_hom_matched	307	0.00548752526924663	0.02702702702702703	0.10714285714285714
34	20000.0	0.57	chb_unconditional	100000	0.02239189189189189	0.35135135135135137	9.99990000099999e-06
34	20000.0	0.57	eas_unconditional	100000	0.0458672972972973	0.35135135135135137	9.99990000099999e-06
34	20000.0	0.57	snp_hom_matched	246	0.07626147545614484	0.35135135135135137	0.004048582995951417
34	20000.0	0.57	introgressed_hom_matched	307	0.03839169205701243	0.35135135135135137	0.003246753246753247
34	30000.0	0.57	chb_unconditional	100000	0.07664243243243245	1.0	9.99990000099999e-06
34	30000.0	0.57	eas_unconditional	100000	0.09985918918918921	1.0	9.99990000099999e-06
34	30000.0	0.57	snp_hom_matched	246	0.17534058756779813	1.0	0.004048582995951417
34	30000.0	0.57	introgressed_hom_matched	307	0.15489463229683284	1.0	0.003246753246753247
34	50000.0	0.57	chb_unconditional	100000	0.31218189189189194	1.0	0.00047999520004799953
34	50000.0	0.57	eas_unconditional	100000	0.2045691891891892	1.0	9.99990000099999e-06
34	50000.0	0.57	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
34	50000.0	0.57	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
35	10000.0	0.76	chb_unconditional	100000	0.005071228070175438	0.0	1.0
35	10000.0	0.76	eas_unconditional	100000	0.0077043859649122805	0.0	1.0
35	10000.0	0.76	snp_hom_matched	367	0.00891652027512995	0.0	1.0
35	10000.0	0.76	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
35	20000.0	0.76	chb_unconditional	100000	0.02241	0.14035087719298245	9.99990000099999e-06
35	20000.0	0.76	eas_unconditional	100000	0.04600982456140351	0.14035087719298245	0.006649933500664993
35	20000.0	0.76	snp_hom_matched	367	0.05592404155758987	0.14035087719298245	0.002717391304347826
35	20000.0	0.76	introgressed_hom_matched	125	0.023450564517460505	0.14035087719298245	0.007936507936507936
35	30000.0	0.76	chb_unconditional	100000	0.07671087719298245	1.0	9.99990000099999e-06
35	30000.0	0.76	eas_unconditional	100000	0.09993052631578947	1.0	9.99990000099999e-06
35	30000.0	0.76	snp_hom_matched	367	0.1267733106601841	1.0	0.002717391304347826
35	30000.0	0.76	introgressed_hom_matched	125	0.1000047375700041	1.0	0.007936507936507936
35	50000.0	0.76	chb_unconditional	100000	0.31243666666666664	1.0	0.00026999730002699973
35	50000.0	0.76	eas_unconditional	100000	0.20432719298245614	1.0	9.99990000099999e-06
35	50000.0	0.76	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
35	50000.0	0.76	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
36	10000.0	0.83	chb_unconditional	100000	0.005086268656716417	0.0	1.0
36	10000.0	0.83	eas_unconditional	100000	0.007736567164179102	0.0	1.0
36	10000.0	0.83	snp_hom_matched	367	0.00891652027512995	0.0	1.0
36	10000.0	0.83	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
36	20000.0	0.83	chb_unconditional	100000	0.022411194029850746	0.13432835820895522	3.999960000399996e-05
36	20000.0	0.83	eas_unconditional	100000	0.04586253731343284	0.13432835820895522	0.005839941600583994
36	20000.0	0.83	snp_hom_matched	367	0.05592404155758987	0.13432835820895522	0.002717391304347826
36	20000.0	0.83	introgressed_hom_matched	125	0.023450564517460505	0.13432835820895522	0.007936507936507936
36	30000.0	0.83	chb_unconditional	100000	0.07681462686567164	0.4626865671641791	9.99990000099999e-06
36	30000.0	0.83	eas_unconditional	100000	0.1000486567164179	0.4626865671641791	9.99990000099999e-06
36	30000.0	0.83	snp_hom_matched	367	0.1267733106601841	0.4626865671641791	0.002717391304347826
36	30000.0	0.83	introgressed_hom_matched	125	0.1000047375700041	0.4626865671641791	0.007936507936507936
36	50000.0	0.83	chb_unconditional	100000	0.3125610447761194	1.0	0.00027999720002799973
36	50000.0	0.83	eas_unconditional	100000	0.20457014925373135	1.0	9.99990000099999e-06
36	50000.0	0.83	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
36	50000.0	0.83	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
37	10000.0	0.51	chb_unconditional	100000	0.005096249999999999	0.0	1.0
37	10000.0	0.51	eas_unconditional	100000	0.007723749999999999	0.0	1.0
37	10000.0	0.51	snp_hom_matched	246	0.012269707820074196	0.0	1.0
37	10000.0	0.51	introgressed_hom_matched	307	0.00548752526924663	0.0	1.0
37	20000.0	0.51	chb_unconditional	100000	0.022588749999999994	0.16666666666666666	0.001899981000189998
37	20000.0	0.51	eas_unconditional	100000	0.04608666666666666	0.16666666666666666	0.025369746302536973
37	20000.0	0.51	snp_hom_matched	246	0.07626147545614484	0.16666666666666666	0.06882591093117409
37	20000.0	0.51	introgressed_hom_matched	307	0.03839169205701243	0.16666666666666666	0.006493506493506494
37	30000.0	0.51	chb_unconditional	100000	0.076715	1.0	9.99990000099999e-06
37	30000.0	0.51	eas_unconditional	100000	0.10018208333333332	1.0	9.99990000099999e-06
37	30000.0	0.51	snp_hom_matched	246	0.17534058756779813	1.0	0.004048582995951417
37	30000.0	0.51	introgressed_hom_matched	307	0.15489463229683284	1.0	0.003246753246753247
37	50000.0	0.51	chb_unconditional	100000	0.31228416666666664	1.0	0.0006899931000689993
37	50000.0	0.51	eas_unconditional	100000	0.20451541666666664	1.0	9.99990000099999e-06
37	50000.0	0.51	snp_hom_matched	246	0.37283008118110605	1.0	0.016194331983805668
37	50000.0	0.51	introgressed_hom_matched	307	0.8603707328048054	1.0	0.5324675324675324
38	10000.0	0.92	chb_unconditional	100000	0.005101547619047618	0.0	1.0
38	10000.0	0.92	eas_unconditional	100000	0.007730952380952381	0.0	1.0
38	10000.0	0.92	snp_hom_matched	367	0.00891652027512995	0.0	1.0
38	10000.0	0.92	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
38	20000.0	0.92	chb_unconditional	100000	0.022379761904761902	0.03571428571428571	0.2901770982290177
38	20000.0	0.92	eas_unconditional	100000	0.045850833333333334	0.03571428571428571	0.7323126768732313
38	20000.0	0.92	snp_hom_matched	367	0.05592404155758987	0.03571428571428571	0.7527173913043478
38	20000.0	0.92	introgressed_hom_matched	125	0.023450564517460505	0.03571428571428571	0.2698412698412698
38	30000.0	0.92	chb_unconditional	100000	0.07674416666666665	0.23809523809523808	0.0005899941000589994
38	30000.0	0.92	eas_unconditional	100000	0.10000607142857142	0.23809523809523808	0.005939940600593994
38	30000.0	0.92	snp_hom_matched	367	0.1267733106601841	0.23809523809523808	0.035326086956521736
38	30000.0	0.92	introgressed_hom_matched	125	0.1000047375700041	0.23809523809523808	0.015873015873015872
38	50000.0	0.92	chb_unconditional	100000	0.3125347619047619	1.0	0.00022999770002299976
38	50000.0	0.92	eas_unconditional	100000	0.20449821428571427	1.0	9.99990000099999e-06
38	50000.0	0.92	snp_hom_matched	367	0.273177183877481	1.0	0.005434782608695652
38	50000.0	0.92	introgressed_hom_matched	125	0.8307078883601717	1.0	0.3888888888888889
39	10000.0	0.835	chb_unconditional	100000	0.005082535211267608	0.0	1.0
39	10000.0	0.835	eas_unconditional	100000	0.007732816901408453	0.0	1.0
39	10000.0	0.835	snp_hom_matched	367	0.00891652027512995	0.0	1.0
39	10000.0	0.835	introgressed_hom_matched	125	0.0029897576056444465	0.0	1.0
39	20000.0	0.835	chb_unconditional	100000	0.022393943661971834	0.04225352112676056	0.2119978800211998
39	20000.0	0.835	eas_unconditional	100000	0.04585295774647888	0.04225352112676056	0.6267437325626743
39	20000.0	0.835	snp_hom_matched	367	0.05592404155758987	0.04225352112676056	0.6331521739130435
39	20000.0	0.835	introgressed_hom_matched	125	0.023450564517460505	0.04225352112676056	0.18253968253968253
39	30000.0	0.835	chb_unconditional	100000	0.07674014084507043	0.9577464788732394	9.99990000099999e-06
39	30000.0	0.835	eas_unconditional	100000	0.09996661971830985	0.9577464788732394	9.99990000099999e-06
39	30000.0	0.835	snp_hom_matched	367	0.1267733106601841	0.9577464788732394	0.002717391304347826
39	30000.0	0.835	introgressed_hom_matched	125	0.1000047375700041	0.9577464788732394	0.007936507936507936
