scheme,source,method,alpha,onset_years,selected_called,selected_n,neutral_called,neutral_n,power,neutral_call_fraction,power_low,power_high,neutral_low,neutral_high,fdr_prevalence_0.5,f1_prevalence_0.5,fdr_prevalence_0.1,f1_prevalence_0.1,fdr_prevalence_0.01,f1_prevalence_0.01
grid10kb,truth,mass_g0_r1_T10000,0.05,50000,84,100,51,1000,0.84,0.051,0.7557973061072976,0.8990471151119521,0.03900094277526684,0.06643548634476165,0.057239057239057235,0.88841882601798,0.3533487297921477,0.7307525010874294,0.8573611818644932,0.24386703440267093
grid10kb,truth,mass_g0_r1_T10000,0.1,50000,92,100,97,1000,0.92,0.097,0.8500189229905127,0.9589065385156194,0.08016916179032305,0.1169152055490344,0.09537856440511307,0.9122459097669807,0.48689347462353594,0.6587898317221627,0.9125724603250024,0.1596806387225549
grid10kb,truth,mass_g0_r1_T20000,0.01,50000,38,100,12,1000,0.38,0.012,0.29097599252478734,0.47790244704488916,0.006877647806403522,0.02085726847549828,0.030612244897959183,0.5459770114942529,0.22131147540983603,0.5107526881720431,0.7576530612244898,0.29595015576323985
grid10kb,truth,mass_g0_r1_T20000,0.05,50000,81,100,49,1000,0.81,0.049,0.7222115462093562,0.8748524849023126,0.037261034647360615,0.06419070150661013,0.05704307334109429,0.8714362560516408,0.35251798561151076,0.7196801421590405,0.8569157392686804,0.24320672571685936
grid10kb,truth,mass_g0_r1_T20000,0.1,50000,93,100,98,1000,0.93,0.098,0.8625048526092651,0.9656807389327273,0.08108201152335034,0.11799470229903597,0.0953307392996109,0.9171597633136095,0.48675496688741715,0.6614509246088194,0.912528216704289,0.15990371389270977
grid10kb,truth,mass_g0_r1_T30000,0.01,50000,39,100,13,1000,0.39,0.013,0.3001687400639441,0.4879698295415926,0.0076128203893510256,0.022114442375579666,0.03225806451612903,0.5559515324305061,0.23076923076923073,0.5175846051758461,0.7674418604651162,0.29137093761673516
grid10kb,truth,mass_g0_r1_T30000,0.05,50000,73,100,49,1000,0.73,0.049,0.6356788323205499,0.8073041585042365,0.037261034647360615,0.06419070150661013,0.06290115532734275,0.8206857785272625,0.376601195559351,0.6725011515430677,0.8691990682673356,0.22185078255584256
grid10kb,truth,mass_g0_r1_T30000,0.1,50000,87,100,95,1000,0.87,0.095,0.7901964855992357,0.9224283257275948,0.07834523457904741,0.11475443979425223,0.09844559585492228,0.8854961832061068,0.49565217391304345,0.6385321100917432,0.9153284671532846,0.15432372505543238
grid10kb,truth,mass_g0_r1_T40000,0.01,50000,37,100,10,1000,0.37,0.01,0.28182360534324524,0.4677947041905709,0.005440754445529249,0.018309468870314774,0.02631578947368421,0.536231884057971,0.19565217391304351,0.5068493150684931,0.7279411764705882,0.3135593220338983
grid10kb,truth,mass_g0_r1_T40000,0.05,50000,73,100,46,1000,0.73,0.046,0.6356788323205499,0.8073041585042365,0.03466249276326498,0.06081220394161907,0.059278350515463915,0.822072072072072,0.3618881118881119,0.6809701492537312,0.8618470855412566,0.2323360916613622
