unit_id	bank_role	simulation_class	replicate_index	seed	selection_coefficient	present_conditioning	simulation_completion_sha256	final_census_alt_count	final_census_total_count	final_census_af	final_census_segregating	pool_diploids	final_pool_alt_count	final_pool_total_count	final_pool_af	pool_detected	pool_fixed	sample_diploids	sample_alt_count	sample_total_count	sample_af	sample_detected	sample_fixed	panel_seed	hom_ref_diploids	heterozygous_diploids	hom_alt_diploids	mutation_origin_generations	introgression_pulse_generations	selection_end_generations	realized_frequency_trajectory_persisted
ancient_eurasia_single_origin_survival__neutral__rep012	survival_only_primary	neutral	12	1622789100	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	9b0cc23b87eec076fecccae2211571c3fd6fcd87b051997739b73bc42be07b72	1146	2520	0.454761904762	1	500	455	1000	0.455	True	False	100	91	200	0.455	True	False	845393002				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep013	survival_only_primary	neutral	13	1149305007	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	227b7f33852b4e908328c4f891f317d93d77954911c2902a44c97ed7ef053a8a	98	2520	0.0388888888889	1	500	37	1000	0.037	True	False	100	9	200	0.045	True	False	1925153885				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep014	survival_only_primary	neutral	14	462601412	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	ed8b272a7d55e7404009e593c2b1579fbb5b54f81c422e5a7c697f9a86efa853	95	2520	0.0376984126984	1	500	38	1000	0.038	True	False	100	8	200	0.04	True	False	800472956				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep015	survival_only_primary	neutral	15	1871899435	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	edf3926fc4a93b471cfe4180eac78a72a1e7c6730fb0ffed6d0d0bcb2479dd87	46	2520	0.018253968254	1	500	19	1000	0.019	True	False	100	5	200	0.025	True	False	725446567				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep016	survival_only_primary	neutral	16	526996624	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	6d7ed17c1ac10a42a50460842e0d1100f7d82d02c34670ca91a1fd49f859692f	168	2520	0.0666666666667	1	500	52	1000	0.052	True	False	100	6	200	0.03	True	False	1719780199				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep017	survival_only_primary	neutral	17	1174350856	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	4bd8b2de4db804d83b86cc75af0109b7e8d80e605ddbf7ccaf56fc3c0d2b7a63	215	2520	0.0853174603175	1	500	77	1000	0.077	True	False	100	17	200	0.085	True	False	303687755				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep018	survival_only_primary	neutral	18	1563120563	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	e3e9ac9f327ce665796723bc23cf9e4f0d83fb217903c59e8a82fc49dffd9392	104	2520	0.0412698412698	1	500	46	1000	0.046	True	False	100	9	200	0.045	True	False	1885691605				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep019	survival_only_primary	neutral	19	37168646	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	a1ca15d60d25bf09f5e200051f105883030b88614c3291131092b22f4ca1043b	9	2520	0.00357142857143	1	500	3	1000	0.003	True	False	100	0	200	0	False	False	1575460241				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep020	survival_only_primary	neutral	20	762308789	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	dbe8ffb763f75593f364eea0da9b82c9433cf58ff8de07e36d89875e7019d61f	54	2520	0.0214285714286	1	500	20	1000	0.02	True	False	100	5	200	0.025	True	False	563587506				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep021	survival_only_primary	neutral	21	841366823	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	146e2a1fe9878340f1ecdb0a7f3af16b81ce689d621511188425a0c010cddb79	538	2520	0.213492063492	1	500	227	1000	0.227	True	False	100	45	200	0.225	True	False	1343431342				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep022	survival_only_primary	neutral	22	31898694	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	91af4fedd0f37f39ac7117ad26012f46fbfdbf0d6f1b06ffa7023bedecfbadfc	442	2520	0.175396825397	1	500	179	1000	0.179	True	False	100	40	200	0.2	True	False	1349648554				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep023	survival_only_primary	neutral	23	1328895823	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	52a926d5d3ad7ea7dc3b252530d5e6342a00920bf8cec82cb8e394271c5c36fd	160	2520	0.0634920634921	1	500	73	1000	0.073	True	False	100	12	200	0.06	True	False	1757668744				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep024	survival_only_primary	neutral	24	1834161787	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	44074dde5da9a0954e66fe9a6fad6104c33dec331c3659fe0137045ec901a6bf	21	2520	0.00833333333333	1	500	3	1000	0.003	True	False	100	1	200	0.005	True	False	2035614313				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep025	survival_only_primary	neutral	25	429935074	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	3d769be48f6ec72f06ce57b5f8b77f8b303da155b38b28e987fcd6fb20c9920b	97	2520	0.0384920634921	1	500	35	1000	0.035	True	False	100	6	200	0.03	True	False	1231662401				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep026	survival_only_primary	neutral	26	1728847987	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	f70d4e998b27769e9ba0c38fe83fe520217e3819fce4e4869607fbcaeca5652d	517	2520	0.205158730159	1	500	200	1000	0.2	True	False	100	45	200	0.225	True	False	909772670				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep027	survival_only_primary	neutral	27	1656936820	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	6990a65ddc3a1fc257069b720c63a0fd270f6664caa646c34e594a27fefc30e2	287	2520	0.113888888889	1	500	115	1000	0.115	True	False	100	20	200	0.1	True	False	2125895394				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep028	survival_only_primary	neutral	28	549093476	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	3b866734baf6ad8506dec1b1358cc49c9988119d1a02a965960e8a4fa5b49690	135	2520	0.0535714285714	1	500	51	1000	0.051	True	False	100	17	200	0.085	True	False	1106557282				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep029	survival_only_primary	neutral	29	2044716059	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	a3a0d9bf27eea42acf19b2278aa8b3917982316f1e5789aa1bdd0e6e0430eed3	68	2520	0.0269841269841	1	500	27	1000	0.027	True	False	100	5	200	0.025	True	False	1655245711				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep030	survival_only_primary	neutral	30	730697044	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	cde7a354d90eb320b7ca34753678206ec9c69a8d946c7e0631554b47cedabe6f	86	2520	0.034126984127	1	500	30	1000	0.03	True	False	100	6	200	0.03	True	False	312707659				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep031	survival_only_primary	neutral	31	495542849	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	2146f1d4ca24c1ec761ad06c787b8f1842d033e6905e8b5ad49f194ded846edb	3	2520	0.00119047619048	1	500	2	1000	0.002	True	False	100	1	200	0.005	True	False	548802412				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep032	survival_only_primary	neutral	32	517916636	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	247d488bcd7f87f572ca40ad4c6f48302628c9fe354c3448cc704c053573c722	79	2520	0.0313492063492	1	500	32	1000	0.032	True	False	100	5	200	0.025	True	False	641274703				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep033	survival_only_primary	neutral	33	1427712986	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	f30d0465c55f9593d03cc6e702df96dd21325cabdf2d13dd515759f97ba92977	348	2520	0.138095238095	1	500	146	1000	0.146	True	False	100	29	200	0.145	True	False	442884598				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep034	survival_only_primary	neutral	34	1049219391	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	e639cf6962a1ed6c123a67b3765a759ab1c8e6ca24c38b90d287b8ffab0a8ab5	9	2520	0.00357142857143	1	500	5	1000	0.005	True	False	100	1	200	0.005	True	False	176351576				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep035	survival_only_primary	neutral	35	2099704798	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	0272ba3f5ea49874ced9c45633ad69bfbd37bf29d1f5d26f437570ca91a4cfd8	47	2520	0.0186507936508	1	500	21	1000	0.021	True	False	100	8	200	0.04	True	False	486875277				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep036	survival_only_primary	neutral	36	460176608	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	68f7cd49287cc880cac13f7f6b06fe2da734a44ae46ba3d2a983134bf10690b1	155	2520	0.0615079365079	1	500	57	1000	0.057	True	False	100	11	200	0.055	True	False	1967764241				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep037	survival_only_primary	neutral	37	672190515	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	d9e22f1903779fb38a142fdc585cb69a761166e785615b18b276d0b8cb1b4822	551	2520	0.218650793651	1	500	226	1000	0.226	True	False	100	49	200	0.245	True	False	1135977337				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep038	survival_only_primary	neutral	38	1774338894	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	221d701221a5185df8ad25d11186b0e7b192bd8f8eb83df3c6ca61842e68eb30	297	2520	0.117857142857	1	500	124	1000	0.124	True	False	100	28	200	0.14	True	False	227817617				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep039	survival_only_primary	neutral	39	695067291	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	0cca4de271d4699b5382c8a938534f4559d2444589c597cb1e0ad9057c608733	174	2520	0.0690476190476	1	500	79	1000	0.079	True	False	100	12	200	0.06	True	False	1380915025				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep040	survival_only_primary	neutral	40	672941006	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	e8abfef73407f9dce033fb2da520b19eabe159b1f6d90c97b30b9f7f1fef769f	82	2520	0.0325396825397	1	500	31	1000	0.031	True	False	100	6	200	0.03	True	False	754553756				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep041	survival_only_primary	neutral	41	2147204022	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	01f0187838531b77c9f2da182667d147fa5d03d36b286da04ed6055933d0740b	29	2520	0.0115079365079	1	500	11	1000	0.011	True	False	100	3	200	0.015	True	False	602625054				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep042	survival_only_primary	neutral	42	925206425	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	a4f6b3c27040ada95a88907640b592b61fa864f41a05294b28f08e35c76919e2	500	2520	0.198412698413	1	500	210	1000	0.21	True	False	100	37	200	0.185	True	False	1208984835				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep043	survival_only_primary	neutral	43	1594278831	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	0f295783ad538c24b4c1e0c9674b2f8a4c5bf3c01dd4d0429c4a2a467940aaee	87	2520	0.0345238095238	1	500	36	1000	0.036	True	False	100	13	200	0.065	True	False	242164990				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep044	survival_only_primary	neutral	44	1955493411	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	4642cf9dcc48aaccee45fbf3f742728588baac2ec70215b16f71787db86adbcc	386	2520	0.153174603175	1	500	152	1000	0.152	True	False	100	31	200	0.155	True	False	1764056691				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep045	survival_only_primary	neutral	45	1976915805	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	8b3b70af53a2db43cc52d8ae152c18248af97043dbec94a46e38c8d704685d75	110	2520	0.0436507936508	1	500	53	1000	0.053	True	False	100	14	200	0.07	True	False	358269432				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep046	survival_only_primary	neutral	46	162675911	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	7a7802e4c08d515028a4a33e508d4f5b5792f10854eb8ea535d5065f8adca746	726	2520	0.288095238095	1	500	295	1000	0.295	True	False	100	54	200	0.27	True	False	1823054302				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep047	survival_only_primary	neutral	47	1657096784	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	e9c748cccd03e767bdee27dce550446257b177319b7b3e98a7a37cc23fe6397a	908	2520	0.360317460317	1	500	353	1000	0.353	True	False	100	64	200	0.32	True	False	576176400				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep048	survival_only_primary	neutral	48	1760761932	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	9dd219841e533927d5edeb8dac1c7401095de9ca49aa4ae4f1fc852f0aab5af6	250	2520	0.0992063492063	1	500	99	1000	0.099	True	False	100	26	200	0.13	True	False	308279415				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep049	survival_only_primary	neutral	49	1440330354	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	3a08dc63ca689aec975e5b3fb08306fead15beb5c4e1ea2ab92a048f88f80839	973	2520	0.386111111111	1	500	385	1000	0.385	True	False	100	80	200	0.4	True	False	953523097				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep050	survival_only_primary	neutral	50	1566279775	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	bc2af4fc6040d8342deadd95742de1b0faa7500e14876c3723e831ebc8c2b82a	287	2520	0.113888888889	1	500	114	1000	0.114	True	False	100	28	200	0.14	True	False	1640692591				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep051	survival_only_primary	neutral	51	1244100212	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	bfb7be8b0baff1e87e3cb0f403925698511821fa096f889b52642f8588887f5f	28	2520	0.0111111111111	1	500	11	1000	0.011	True	False	100	2	200	0.01	True	False	1156590325				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep052	survival_only_primary	neutral	52	1638743623	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	62d2787d0a971aaec1c58480ca3dd4c38cfd80827d6d021c1d4eff4d5dadecfa	119	2520	0.0472222222222	1	500	39	1000	0.039	True	False	100	8	200	0.04	True	False	1777968373				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep053	survival_only_primary	neutral	53	318247857	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	6e4f3c62cb7eba1fb31afb3781db0cef0e9177bf14a4acb39a87277babd03cd8	191	2520	0.0757936507937	1	500	88	1000	0.088	True	False	100	14	200	0.07	True	False	2133931227				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep054	survival_only_primary	neutral	54	891666166	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	bc6f4e847faa785b9c5dd0aa1268a5e105f55df72ab3d332d214ce8fa7cb5b7c	92	2520	0.0365079365079	1	500	40	1000	0.04	True	False	100	10	200	0.05	True	False	654183854				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep055	survival_only_primary	neutral	55	2108431360	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	e7a713e8ef4e484a9b3786531412bb1d665c8eeb0290940ef1d59d17c9cb7539	30	2520	0.0119047619048	1	500	11	1000	0.011	True	False	100	1	200	0.005	True	False	1975700568				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep056	survival_only_primary	neutral	56	624286484	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	10b631e4ac9d0afc0dbc9b06c68c0106311e27c2bd9dbffafc680145b859fb1b	441	2520	0.175	1	500	161	1000	0.161	True	False	100	30	200	0.15	True	False	212249686				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep057	survival_only_primary	neutral	57	46736894	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	8903d474bb017d6318d43de28e9995c3b234604d8d40075c95ee8c35bca13671	191	2520	0.0757936507937	1	500	73	1000	0.073	True	False	100	22	200	0.11	True	False	1056853151				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep058	survival_only_primary	neutral	58	786120954	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	d1a5258e34864bb228cc58a0dc73a360c27be7506086b822cf8cce133203a824	393	2520	0.155952380952	1	500	160	1000	0.16	True	False	100	25	200	0.125	True	False	993772398				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep059	survival_only_primary	neutral	59	2032088043	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	075dba36274209dbaf868fab072cfa97a2d071f9c6c71b2af94f59b92e67d81f	143	2520	0.056746031746	1	500	61	1000	0.061	True	False	100	13	200	0.065	True	False	679813035				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep060	survival_only_primary	neutral	60	514990804	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	92ee34d76e2fe9ed87f73b78e1a8678adb640f04dcbb9a52e7ecbd18ca7e03a2	99	2520	0.0392857142857	1	500	37	1000	0.037	True	False	100	8	200	0.04	True	False	1545817843				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep061	survival_only_primary	neutral	61	254063284	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	2556b58d56ee299537828b5d442b9bfd90516a9478c38e14848a6f389ed7cf9b	306	2520	0.121428571429	1	500	127	1000	0.127	True	False	100	25	200	0.125	True	False	341260860				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep062	survival_only_primary	neutral	62	1625311896	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	6b15502be9536cbae1f90fccf6eaa0b8dc0a97b767043ad10e2c58b4d313d2df	241	2520	0.0956349206349	1	500	97	1000	0.097	True	False	100	19	200	0.095	True	False	747106048				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep063	survival_only_primary	neutral	63	1759015040	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	50c5746ef2be6bb3fe0ff4e88f2778a198a344e27d7ecb60ed7b3fd67b99032f	54	2520	0.0214285714286	1	500	11	1000	0.011	True	False	100	2	200	0.01	True	False	1533312664				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep064	survival_only_primary	neutral	64	1479530790	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	6a5dc0ee942cbd65b1440cf4538000436617fc8b0f22ca2415b1c5b8243b588e	289	2520	0.114682539683	1	500	114	1000	0.114	True	False	100	28	200	0.14	True	False	2006376498				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep065	survival_only_primary	neutral	65	446067728	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	2186b16bf68f68a9c7a6040ccf088c4f0af314ffca8c02737115c0a1c926546e	370	2520	0.146825396825	1	500	146	1000	0.146	True	False	100	29	200	0.145	True	False	1564995010				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep066	survival_only_primary	neutral	66	1659059065	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	2e159bf4764dc7391836c5d2d288a2990097ee25c656ad6218b01b1c66a1e243	82	2520	0.0325396825397	1	500	33	1000	0.033	True	False	100	7	200	0.035	True	False	1574052275				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep067	survival_only_primary	neutral	67	1877290780	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	1fc15e61dddcdfbfa2c057478923c0d5741e4afc32a1fff34f077be2d978f199	46	2520	0.018253968254	1	500	18	1000	0.018	True	False	100	2	200	0.01	True	False	819534301				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep068	survival_only_primary	neutral	68	486316503	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	566b1c3ab5bd0db12216aaad20b7a86f104c5658680a37a46cb6927d25cb66d1	41	2520	0.0162698412698	1	500	15	1000	0.015	True	False	100	2	200	0.01	True	False	949302504				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep069	survival_only_primary	neutral	69	1392232496	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	e1d6671a3c0aace0495168ad9ddbc2e45701dbc20984baf57cd020aac230b66f	820	2520	0.325396825397	1	500	352	1000	0.352	True	False	100	61	200	0.305	True	False	1990848770				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep070	survival_only_primary	neutral	70	1180453811	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	dfcc40cc80ab8dcb50b06cbc86fa92b53f111297dd88c3939af16b13d9118a4d	11	2520	0.00436507936508	1	500	6	1000	0.006	True	False	100	1	200	0.005	True	False	1485314143				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep071	survival_only_primary	neutral	71	571709875	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	f7c06b9ab915e443b6f2ac0dbcd860eaceb75ae59e3d45f041a4da41e8c2b915	329	2520	0.130555555556	1	500	117	1000	0.117	True	False	100	29	200	0.145	True	False	448409766				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep072	survival_only_primary	neutral	72	1760871635	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	8a96e8c039b751b95184019965792d4208de2e5a545db3e9221ab5d336d23987	47	2520	0.0186507936508	1	500	21	1000	0.021	True	False	100	3	200	0.015	True	False	1949715803				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep073	survival_only_primary	neutral	73	470214725	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	75379debcbce87bfa9dacb6f5204f333ccf8e6eabe851168a9bd356d1eea944a	570	2520	0.22619047619	1	500	224	1000	0.224	True	False	100	44	200	0.22	True	False	2144397004				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep074	survival_only_primary	neutral	74	1950454483	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	ebdb0d81729fab3c7fbacce9b940e0ff1b7921c2e3230ef60c190d49c0e8a107	322	2520	0.127777777778	1	500	119	1000	0.119	True	False	100	27	200	0.135	True	False	803905540				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep075	survival_only_primary	neutral	75	727502083	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	a60f26d3daaa6feb3bf23930526fb605e73dfe95f9941f4bb8e314624c263197	150	2520	0.0595238095238	1	500	69	1000	0.069	True	False	100	16	200	0.08	True	False	469419767				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep076	survival_only_primary	neutral	76	1283451501	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	55606999fcce99778db84057600a34a7a7bc4b18d568f71515cadf85b59b7db4	207	2520	0.0821428571429	1	500	87	1000	0.087	True	False	100	14	200	0.07	True	False	1240591306				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep077	survival_only_primary	neutral	77	372514222	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	a0f0fd646719582c04604ace2459b584ce3d06836a2d300bf3a132b4e162b6b4	275	2520	0.109126984127	1	500	103	1000	0.103	True	False	100	25	200	0.125	True	False	1127036725				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep078	survival_only_primary	neutral	78	1733577406	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	35934f66923c1ac3d0d01c0ea98f926f0d732f2a3c71046c688ef48278f391f6	628	2520	0.249206349206	1	500	260	1000	0.26	True	False	100	48	200	0.24	True	False	33587253				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep079	survival_only_primary	neutral	79	734654155	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	7c5f20ddc8cf804a9de701518075301aff575fdb66392bdec43e9adfa99887a0	140	2520	0.0555555555556	1	500	50	1000	0.05	True	False	100	12	200	0.06	True	False	2102833315				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep080	survival_only_primary	neutral	80	1726776063	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	ea849cf07a774f4457f09301071a202e8b059fe4ad8a56db5dd6cf655a5049aa	598	2520	0.237301587302	1	500	222	1000	0.222	True	False	100	41	200	0.205	True	False	1153369407				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep081	survival_only_primary	neutral	81	1029570884	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	f563e643b0978e8893ceabd0742032ec4f9a15a000d57a0b49e29e84e201942e	151	2520	0.0599206349206	1	500	58	1000	0.058	True	False	100	11	200	0.055	True	False	1680631744				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep082	survival_only_primary	neutral	82	1859370664	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	3343bca60b135bed939a21fbc0c1eedfd055a1ec9dd3d348ffc50829468c2c1b	250	2520	0.0992063492063	1	500	91	1000	0.091	True	False	100	23	200	0.115	True	False	1876854621				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep083	survival_only_primary	neutral	83	1282163933	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	a442d2fa8b071198c3c23b56437a4ff4a5942eda4d93f6a3134cbbb6490f8312	1154	2520	0.457936507937	1	500	472	1000	0.472	True	False	100	96	200	0.48	True	False	551795313				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep084	survival_only_primary	neutral	84	1496357208	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	3d2f63ae280fffcc0da2c497b0d78ebedf250f937439234fabfbef8be7c7821a	388	2520	0.153968253968	1	500	153	1000	0.153	True	False	100	22	200	0.11	True	False	714277535				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep085	survival_only_primary	neutral	85	414303124	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	9dc31a8a928689e3d7f6b984790cd35fafcaa16ed9a0c98a4f84218ffeeed113	222	2520	0.0880952380952	1	500	93	1000	0.093	True	False	100	22	200	0.11	True	False	304545303				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep086	survival_only_primary	neutral	86	1909912857	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	4fd1542ec6d4f753c8d13c9455c804bf1e4a24987b922d63d658b10ca4bfdb01	213	2520	0.0845238095238	1	500	79	1000	0.079	True	False	100	23	200	0.115	True	False	45959952				2400	2272		False
ancient_eurasia_single_origin_survival__neutral__rep087	survival_only_primary	neutral	87	1421637392	0	strict_complete_simulated_q5_present_han_census_segregation; pool_and_panel_observational	043f332133ed849e0d2f6f2acc02f63db22fab76f493fe8dc792a4a9c73149cd	268	2520	0.106349206349	1	500	112	1000	0.112	True	False	100	26	200	0.13	True	False	1220717527				2400	2272		False
