# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	26
2	3
10	11
14	15
22	23
26	27
42	43
46	47
50	51
60	61
64	65
68	69
72	73
74	75
84	85
104	105
118	119
128	129
132	133
140	141
142	143
152	153
162	163
166	167
172	173
176	177
178	179
