arm_id	unit_id	replicate_index	threshold_years	observed	n_null	p_value	p_value_floor	significant
eas_phlash	eas_phlash__selected__rep077	77	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep078	78	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep079	79	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep080	80	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep081	81	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep082	82	10000.0	0.03	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep083	83	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep084	84	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep085	85	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep086	86	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep087	87	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep088	88	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep089	89	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep090	90	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep091	91	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep092	92	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep093	93	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep094	94	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep095	95	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep096	96	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep097	97	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep098	98	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep099	99	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep000	0	20000.0	0.01	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep001	1	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep002	2	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep003	3	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep004	4	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep005	5	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep006	6	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep007	7	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep008	8	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep009	9	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep010	10	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep011	11	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep012	12	20000.0	0.02	100	0.900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep013	13	20000.0	0.07	100	0.13861386138613863	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep014	14	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep015	15	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep016	16	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep017	17	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep018	18	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep019	19	20000.0	0.07	100	0.13861386138613863	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep020	20	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep021	21	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep022	22	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep023	23	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep024	24	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep025	25	20000.0	0.01	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep026	26	20000.0	0.01	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep027	27	20000.0	0.01	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep028	28	20000.0	0.01	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep029	29	20000.0	0.02	100	0.900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep030	30	20000.0	0.07	100	0.13861386138613863	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep031	31	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep032	32	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep033	33	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep034	34	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep035	35	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep036	36	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep037	37	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep038	38	20000.0	0.01	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep039	39	20000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep040	40	20000.0	0.08	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep041	41	20000.0	0.07	100	0.13861386138613863	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep042	42	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep043	43	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep044	44	20000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep045	45	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep046	46	20000.0	0.07	100	0.13861386138613863	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep047	47	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep048	48	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep049	49	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep050	50	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep051	51	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep052	52	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep053	53	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep054	54	20000.0	0.09	100	0.0297029702970297	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep055	55	20000.0	0.01	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep056	56	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep057	57	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep058	58	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep059	59	20000.0	0.08	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep060	60	20000.0	0.07	100	0.13861386138613863	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep061	61	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep062	62	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep063	63	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep064	64	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep065	65	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep066	66	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep067	67	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep068	68	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep069	69	20000.0	0.09	100	0.0297029702970297	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep070	70	20000.0	0.08	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep071	71	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep072	72	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep073	73	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep074	74	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep075	75	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep076	76	20000.0	0.1	100	0.019801980198019802	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep077	77	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep078	78	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep079	79	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep080	80	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep081	81	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep082	82	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep083	83	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep084	84	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep085	85	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep086	86	20000.0	0.07	100	0.13861386138613863	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep087	87	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep088	88	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep089	89	20000.0	0.12	100	0.009900990099009901	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep090	90	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep091	91	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep092	92	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep093	93	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep094	94	20000.0	0.04	100	0.594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep095	95	20000.0	0.05	100	0.38613861386138615	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep096	96	20000.0	0.06	100	0.2871287128712871	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep097	97	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep098	98	20000.0	0.02	100	0.900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep099	99	20000.0	0.03	100	0.7227722772277227	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep000	0	30000.0	0.06	100	0.8910891089108911	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep001	1	30000.0	0.14	100	0.16831683168316833	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep002	2	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep003	3	30000.0	0.07	100	0.7623762376237624	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep004	4	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep005	5	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep006	6	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep007	7	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep008	8	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep009	9	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep010	10	30000.0	0.12	100	0.36633663366336633	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep011	11	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep012	12	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep013	13	30000.0	0.16	100	0.06930693069306931	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep014	14	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep015	15	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep016	16	30000.0	0.16	100	0.06930693069306931	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep017	17	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep018	18	30000.0	0.06	100	0.8910891089108911	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep019	19	30000.0	0.15	100	0.10891089108910891	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep020	20	30000.0	0.19	100	0.04950495049504951	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep021	21	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep022	22	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep023	23	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep024	24	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep025	25	30000.0	0.05	100	0.9504950495049505	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep026	26	30000.0	0.06	100	0.8910891089108911	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep027	27	30000.0	0.07	100	0.7623762376237624	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep028	28	30000.0	0.04	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep029	29	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep030	30	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep031	31	30000.0	0.12	100	0.36633663366336633	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep032	32	30000.0	0.04	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep033	33	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep034	34	30000.0	0.06	100	0.8910891089108911	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep035	35	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep036	36	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep037	37	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep038	38	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep039	39	30000.0	0.05	100	0.9504950495049505	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep040	40	30000.0	0.22	100	0.019801980198019802	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep041	41	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep042	42	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep043	43	30000.0	0.07	100	0.7623762376237624	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep044	44	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep045	45	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep046	46	30000.0	0.12	100	0.36633663366336633	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep047	47	30000.0	0.14	100	0.16831683168316833	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep048	48	30000.0	0.17	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep049	49	30000.0	0.06	100	0.8910891089108911	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep050	50	30000.0	0.13	100	0.2376237623762376	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep051	51	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep052	52	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep053	53	30000.0	0.16	100	0.06930693069306931	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep054	54	30000.0	0.13	100	0.2376237623762376	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep055	55	30000.0	0.04	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep056	56	30000.0	0.15	100	0.10891089108910891	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep057	57	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep058	58	30000.0	0.07	100	0.7623762376237624	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep059	59	30000.0	0.2	100	0.04950495049504951	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep060	60	30000.0	0.12	100	0.36633663366336633	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep061	61	30000.0	0.06	100	0.8910891089108911	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep062	62	30000.0	0.16	100	0.06930693069306931	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep063	63	30000.0	0.13	100	0.2376237623762376	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep064	64	30000.0	0.04	100	0.9900990099009901	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep065	65	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep066	66	30000.0	0.14	100	0.16831683168316833	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep067	67	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep068	68	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep069	69	30000.0	0.13	100	0.2376237623762376	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep070	70	30000.0	0.13	100	0.2376237623762376	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep071	71	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep072	72	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep073	73	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep074	74	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep075	75	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep076	76	30000.0	0.15	100	0.10891089108910891	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep077	77	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep078	78	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep079	79	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep080	80	30000.0	0.18	100	0.04950495049504951	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep081	81	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep082	82	30000.0	0.12	100	0.36633663366336633	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep083	83	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep084	84	30000.0	0.05	100	0.9504950495049505	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep085	85	30000.0	0.07	100	0.7623762376237624	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep086	86	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep087	87	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep088	88	30000.0	0.07	100	0.7623762376237624	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep089	89	30000.0	0.19	100	0.04950495049504951	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep090	90	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep091	91	30000.0	0.09	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep092	92	30000.0	0.08	100	0.6534653465346535	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep093	93	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep094	94	30000.0	0.07	100	0.7623762376237624	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep095	95	30000.0	0.05	100	0.9504950495049505	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep096	96	30000.0	0.17	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep097	97	30000.0	0.15	100	0.10891089108910891	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep098	98	30000.0	0.1	100	0.5148514851485149	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep099	99	30000.0	0.11	100	0.42574257425742573	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep000	0	40000.0	0.12	100	0.7425742574257426	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep001	1	40000.0	0.18	100	0.297029702970297	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep002	2	40000.0	0.15	100	0.5247524752475248	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep003	3	40000.0	0.18	100	0.297029702970297	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep004	4	40000.0	0.12	100	0.7425742574257426	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep005	5	40000.0	0.28	100	0.0297029702970297	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep006	6	40000.0	0.18	100	0.297029702970297	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep007	7	40000.0	0.22	100	0.1188118811881188	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep008	8	40000.0	0.33	100	0.009900990099009901	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep009	9	40000.0	0.28	100	0.0297029702970297	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep010	10	40000.0	0.16	100	0.44554455445544555	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep011	11	40000.0	0.19	100	0.22772277227722773	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep012	12	40000.0	0.14	100	0.5841584158415841	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep013	13	40000.0	0.19	100	0.22772277227722773	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep014	14	40000.0	0.22	100	0.1188118811881188	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep015	15	40000.0	0.17	100	0.3465346534653465	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep016	16	40000.0	0.41	100	0.009900990099009901	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep017	17	40000.0	0.35	100	0.009900990099009901	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep018	18	40000.0	0.18	100	0.297029702970297	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep019	19	40000.0	0.27	100	0.0297029702970297	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep020	20	40000.0	0.26	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep021	21	40000.0	0.12	100	0.7425742574257426	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep022	22	40000.0	0.2	100	0.19801980198019803	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep023	23	40000.0	0.22	100	0.1188118811881188	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep024	24	40000.0	0.17	100	0.3465346534653465	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep025	25	40000.0	0.12	100	0.7425742574257426	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep026	26	40000.0	0.5	100	0.009900990099009901	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep027	27	40000.0	0.2	100	0.19801980198019803	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep028	28	40000.0	0.08	100	0.9702970297029703	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep029	29	40000.0	0.25	100	0.06930693069306931	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep030	30	40000.0	0.13	100	0.693069306930693	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep031	31	40000.0	0.79	100	0.009900990099009901	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep032	32	40000.0	0.1	100	0.8811881188118812	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep033	33	40000.0	0.22	100	0.1188118811881188	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep034	34	40000.0	0.08	100	0.9702970297029703	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep035	35	40000.0	0.18	100	0.297029702970297	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep036	36	40000.0	0.14	100	0.5841584158415841	0.009900990099009901	False
