arm_id	unit_id	replicate_index	threshold_years	observed	n_null	p_value	p_value_floor	significant
eas_phlash	eas_phlash__selected__rep060	60	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep061	61	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep062	62	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep063	63	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep064	64	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep065	65	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep066	66	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep067	67	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep068	68	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep069	69	4500.0	0.01	100	0.21782178217821782	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep070	70	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep071	71	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep072	72	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep073	73	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep074	74	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep075	75	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep076	76	4500.0	0.01	100	0.21782178217821782	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep077	77	4500.0	0.01	100	0.21782178217821782	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep078	78	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep079	79	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep080	80	4500.0	0.01	100	0.21782178217821782	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep081	81	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep082	82	4500.0	0.01	100	0.21782178217821782	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep083	83	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep084	84	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep085	85	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep086	86	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep087	87	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep088	88	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep089	89	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep090	90	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep091	91	4500.0	0.02	100	0.019801980198019802	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep092	92	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep093	93	4500.0	0.01	100	0.21782178217821782	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep094	94	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep095	95	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep096	96	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep097	97	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep098	98	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep099	99	4500.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep000	0	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep001	1	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep002	2	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep003	3	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep004	4	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep005	5	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep006	6	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep007	7	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep008	8	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep009	9	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep010	10	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep011	11	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep012	12	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep013	13	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep014	14	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep015	15	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep016	16	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep017	17	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep018	18	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep019	19	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep020	20	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep021	21	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep022	22	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep023	23	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep024	24	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep025	25	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep026	26	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep027	27	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep028	28	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep029	29	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep030	30	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep031	31	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep032	32	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep033	33	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep034	34	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep035	35	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep036	36	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep037	37	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep038	38	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep039	39	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep040	40	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep041	41	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep042	42	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep043	43	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep044	44	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep045	45	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep046	46	10000.0	0.03	100	0.0594059405940594	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep047	47	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep048	48	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep049	49	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep050	50	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep051	51	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep052	52	10000.0	0.04	100	0.019801980198019802	0.009900990099009901	True
eas_phlash	eas_phlash__selected__rep053	53	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep054	54	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep055	55	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep056	56	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep057	57	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep058	58	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep059	59	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep060	60	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep061	61	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep062	62	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep063	63	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep064	64	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep065	65	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep066	66	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep067	67	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep068	68	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep069	69	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep070	70	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep071	71	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep072	72	10000.0	0.0	100	1.0	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep073	73	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep074	74	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep075	75	10000.0	0.01	100	0.45544554455445546	0.009900990099009901	False
eas_phlash	eas_phlash__selected__rep076	76	10000.0	0.02	100	0.1485148514851485	0.009900990099009901	False
