# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	40
2	3
10	11
22	23
24	25
34	35
36	37
46	47
50	51
58	59
60	61
62	63
64	65
72	73
78	79
86	87
90	91
92	93
96	97
98	99
100	101
102	103
108	109
110	111
112	113
118	119
126	127
130	131
134	135
142	143
148	149
152	153
154	155
156	157
166	167
168	169
174	175
180	181
188	189
192	193
194	195
