calibration_id	phase	processing_mode	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	candidate_pool_diploids	sample_diploids	exact_sample_alt_count	draw_index	seed	panel_seed	slim_scaling_factor	slim_burn_in	sequence_length_bp	focal_position_bp	origin_age_generations	origin_contract_sha256	event_contract_sha256	cell_contract_sha256	slim_sha256	status	evaluable	terminal_class	candidate_pool_alt_count	candidate_pool_af	candidate_pool_frequency_gate_passed	exact_panel_feasible	pool_band_and_panel_hit	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	stdpopsim_recapitation_applied	post_slim_neutral_mutation_overlay_applied	elapsed_seconds	trajectory_sha256	panel_tree_sha256	panel_manifest_sha256	error
eas_selected__screen20__s0.010000__af0.100000__q5__draw014	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.075	0.125	500	100	20	14	1844554407	2118425762	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	93.0	0.093	True	True	True						False	False	85.38340394500119	cc4280024e745d304bcc7a06fff9894bf8d3ecac713457d4b872c9dc39f3a39d			
eas_selected__screen20__s0.010000__af0.100000__q5__draw015	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.075	0.125	500	100	20	15	1804121972	1578073514	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	77.0	0.077	True	True	True						False	False	52.23386322100123	be6a54bb64c008510a8c727c8fc35a7667c7513bfaea13a382b9003dc1543947			
eas_selected__screen20__s0.010000__af0.100000__q5__draw016	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.075	0.125	500	100	20	16	2114089931	1972983442	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	79.0	0.079	True	True	True						False	False	28.990332137000223	a0ed5468ac239031b06a0314a189bfc72ce3b2ccf002ad9fbde407828248610d			
eas_selected__screen20__s0.010000__af0.100000__q5__draw017	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.075	0.125	500	100	20	17	29171317	1926368697	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	121.0	0.121	True	True	True						False	False	80.79793862399856	a1a0ec5c9cf8d0e2d6315de413e48d8c75a8d6d70d5e25fbbd42cac078d68a0f			
eas_selected__screen20__s0.010000__af0.100000__q5__draw018	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.075	0.125	500	100	20	18	106001813	451522127	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	74.0	0.074	False	False	False						False	False	61.16334054500112	b62f754dd62a229692b8bc476a6faeef8e60cc8bfaa6d9b101c14a249d5c559e			
eas_selected__screen20__s0.010000__af0.100000__q5__draw019	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.075	0.125	500	100	20	19	1190602696	111339947	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	92.0	0.092	True	True	True						False	False	28.41459531200053	3090cd2afde7c2e7f317b6b39e890d4d6573742005ce7212f3f0b2ee1ad44d3c			
eas_selected__screen20__s0.010000__af0.200000__q5__draw000	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	0	562067586	104506960	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	188.0	0.188	True	True	True						False	False	82.44200893800007	68dbb796a35f560c73f563399cf8e531d00d14d31de796838c815eae5c8ca775			
eas_selected__screen20__s0.010000__af0.200000__q5__draw001	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	1	1601761728	2147383024	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	196.0	0.196	True	True	True						False	False	33.8175517439995	cc5c292e93ed3ae5c5a60ba160cf77e7365840690565de81c5f67b31b8074442			
eas_selected__screen20__s0.010000__af0.200000__q5__draw002	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	2	710856067	1781121565	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	194.0	0.194	True	True	True						False	False	104.29490112799976	93092d3cb56afde1bd9ee821e24b53153644dc6174063bd74826c4740d51c82a			
eas_selected__screen20__s0.010000__af0.200000__q5__draw003	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	3	2131686458	1779301344	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	timed_out	False	timed_out			False	False	False						False	False	600.0982221249997				SLiM draw exceeded 600.000 wall-clock seconds
eas_selected__screen20__s0.010000__af0.200000__q5__draw004	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	4	267651964	1233855774	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	181.0	0.181	True	True	True						False	False	39.495407501000955	9fd85c824d891d38548d9dfabee8d3da12ae31ace72fdef58d98fdecccd31861			
eas_selected__screen20__s0.010000__af0.200000__q5__draw005	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	5	116004667	448484098	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	195.0	0.195	True	True	True						False	False	60.5973144769996	7914a6f5b55e78a2db00c5247e97ea9a42beffe9ab3ea40dc4bb7624bcdf9c4e			
eas_selected__screen20__s0.010000__af0.200000__q5__draw006	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	6	2002980829	874800323	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	182.0	0.182	True	True	True						False	False	54.59772055100075	6c20c85cf583f84e5decdeda54f48cda02bb16fc972bb8f041dc2338f5d36333			
eas_selected__screen20__s0.010000__af0.200000__q5__draw007	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	7	1060375568	309822657	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	187.0	0.187	True	True	True						False	False	114.24697204599943	822b460ea3ebe0363c94f6f12cdfc6af0a2930b410e97f0dfa22d9c9df867da1			
eas_selected__screen20__s0.010000__af0.200000__q5__draw008	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	8	2011644158	952719627	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	210.0	0.21	True	True	True						False	False	83.32666041999983	fb03720aed69248fae9ffbf2bc861413f03a0658f9feac9139a084454bb4caa2			
eas_selected__screen20__s0.010000__af0.200000__q5__draw009	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	9	1965601035	325092042	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	211.0	0.211	True	True	True						False	False	237.11998589199902	47fbaad578a2a6e912690fc504e0e7dc46770cae18bbb27772f68d2c30294c5c			
eas_selected__screen20__s0.010000__af0.200000__q5__draw010	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	10	1289794078	2109535051	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	216.0	0.216	True	True	True						False	False	91.65711878900038	e95278e8b26effdc6807afb754519a1dc6150d24295e1e66ec3e7eb5a6523668			
eas_selected__screen20__s0.010000__af0.200000__q5__draw011	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	11	767307245	1833941800	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	208.0	0.208	True	True	True						False	False	253.48294524499943	436a7cbe59a049308e60dc75f54e63620fab343d53a450a12ecd8aa35ff35f37			
eas_selected__screen20__s0.010000__af0.200000__q5__draw012	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	12	226974253	456707226	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	179.0	0.179	True	True	True						False	False	39.224616833000255	5b632ef96218c0bf91229bc62a8349f98b5cfceab19318bb1b4388619ea022d4			
eas_selected__screen20__s0.010000__af0.200000__q5__draw013	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	13	2080329034	1863883583	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	215.0	0.215	True	True	True						False	False	123.73839493800006	026f4810415de5aa36c47e53c2ff75f33581750365126d7d811be62b02bfac9c			
eas_selected__screen20__s0.010000__af0.200000__q5__draw014	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	14	963083473	717923872	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	215.0	0.215	True	True	True						False	False	127.62854759999937	211e555305084f5fcbaf136b8faa3f358717899a961da10d4cb3b87f3b576ad8			
eas_selected__screen20__s0.010000__af0.200000__q5__draw015	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	15	1529004444	1209292905	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	206.0	0.206	True	True	True						False	False	182.5402876040007	a700c90270c97cfe17fdfb697b6fdbabcb91a64ae3282b39435da9b1152a927d			
eas_selected__screen20__s0.010000__af0.200000__q5__draw016	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	16	1454907608	96977145	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	212.0	0.212	True	True	True						False	False	60.144738799999686	9167ff0a7dfe908486b2d156f02d9877aa8ba13929ed32b8f1992db5f8a24916			
eas_selected__screen20__s0.010000__af0.200000__q5__draw017	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	17	131857781	212532768	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	205.0	0.205	True	True	True						False	False	215.5521188290004	d7f46e7913cafe2bc8b30eef83f75d4bcd13421f39f17ab55ea2785ce2922c14			
eas_selected__screen20__s0.010000__af0.200000__q5__draw018	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	18	562082711	996277264	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	197.0	0.197	True	True	True						False	False	56.579871104999256	1d966f41678144ad97335599911577c50e24c31ad3218d162e68210ec5f98144			
eas_selected__screen20__s0.010000__af0.200000__q5__draw019	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.2	0.175	0.225	500	100	40	19	898428281	1824761402	5.0	0.1	2	1	1152.0	4cfa2c17f60941a05b793e8bc9840fafe1d1ff3d1f54a04998aab0d0de32394f	c3b66bbac06ec9012ecc12581469a36c1edd8dd20de5bc27a3c4fdae49a5c026	c593c6cb03f6145a0058f3602d1ada7b5f3d930e76d5c5a97849676f5eab8831	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	206.0	0.206	True	True	True						False	False	120.84736281400001	8ec370b5ccb0e3e48f2bb822a5a487cf2ab0b1280c12982fc72af3dfc5397b56			
eas_selected__screen20__s0.010000__af0.300000__q5__draw000	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	0	1218727385	1730931316	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	304.0	0.304	True	True	True						False	False	54.625518213999385	0ac0d815d99517b57f680777f82a0ac0d177a73c7d646cc3af7fd13eb824c7ea			
eas_selected__screen20__s0.010000__af0.300000__q5__draw001	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	1	105403314	571156212	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	280.0	0.28	True	True	True						False	False	229.11975260799954	60bd4f5795a4c27ca892b0f2d0742a7d6b1fa88aafaaeb68eff30029e2682fd8			
eas_selected__screen20__s0.010000__af0.300000__q5__draw002	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	2	1149438529	608509929	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	329.0	0.329	False	False	False						False	False	81.98137588999998	abfc042dc34a95a5756a3ea97b3fc001dc1e0175a89db6a28adeeffeb7acc2e3			
eas_selected__screen20__s0.010000__af0.300000__q5__draw003	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	3	1764392778	1621417303	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	275.0	0.275	True	True	True						False	False	66.23766315499961	75519331113d738c24b40691db464ad002edafcca427b641c6447a84ed117d2e			
eas_selected__screen20__s0.010000__af0.300000__q5__draw004	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	4	328500591	566077823	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	264.0	0.264	False	False	False						False	False	124.44344152800113	e78bf32c47c671c9138839387771610db2bc521b996b76c96035bee0254bcdfa			
eas_selected__screen20__s0.010000__af0.300000__q5__draw005	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	5	200828587	414839186	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	301.0	0.301	True	True	True						False	False	50.21724872800041	d57476d5dd8b2155180313bb93a6b16a8ca51ce6204e33e6e981eb8079d463d5			
eas_selected__screen20__s0.010000__af0.300000__q5__draw006	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	6	627273414	823647385	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	245.0	0.245	False	False	False						False	False	85.2502626280002	965367246e60f952154d58ada744dcdfc065c7799fe77a5e03def2e899f6be31			
eas_selected__screen20__s0.010000__af0.300000__q5__draw007	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	7	1918431188	1325762197	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	272.0	0.272	False	False	False						False	False	34.36720605499977	ba4223f88cdacc110b22ed88b366c27ad7da372547615cad58b80e9406729cd4			
eas_selected__screen20__s0.010000__af0.300000__q5__draw008	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	8	182371074	1946744171	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	270.0	0.27	False	False	False						False	False	35.67931536099968	24419d4d56fb3cd319f24ddbc31c76c219cdb66dd5840ffaaddb34a17f42b701			
eas_selected__screen20__s0.010000__af0.300000__q5__draw009	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	9	543140440	1072619758	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	282.0	0.282	True	True	True						False	False	193.5825550490008	000c3b88ce3dca523c9d3f79e6834e6730b75de4e414f7aabbcfe28987c3cf3a			
eas_selected__screen20__s0.010000__af0.300000__q5__draw010	screen20	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.2749999999999999	0.325	500	100	60	10	803752318	709951155	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	317.0	0.317	True	True	True						False	False	48.240654674000325	f36fbd7ec37133db95758386e858a09b604a3a27d0af5befbebb0f607a4b100f			
