# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	59
2	3
4	5
8	9
10	11
14	15
16	17
18	19
22	23
26	27
28	29
32	33
34	35
36	37
40	41
46	47
48	49
50	51
52	53
60	61
62	63
66	67
68	69
70	71
72	73
74	75
76	77
78	79
80	81
82	83
88	89
90	91
92	93
98	99
100	101
106	107
108	109
110	111
112	113
114	115
120	121
124	125
126	127
134	135
140	141
144	145
148	149
150	151
152	153
154	155
164	165
172	173
174	175
176	177
182	183
184	185
188	189
190	191
192	193
194	195
