# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	18
4	5
12	13
22	23
32	33
64	65
66	67
76	77
78	79
84	85
102	103
112	113
118	119
150	151
154	155
172	173
174	175
184	185
190	191
