# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	55
4	5
6	7
10	11
12	13
18	19
20	21
24	25
26	27
30	31
34	35
38	39
40	41
44	45
46	47
48	49
50	51
52	53
54	55
60	61
64	65
70	71
76	77
78	79
80	81
84	85
86	87
88	89
92	93
94	95
96	97
100	101
106	107
110	111
112	113
120	121
122	123
126	127
128	129
132	133
136	137
138	139
142	143
148	149
150	151
152	153
156	157
158	159
164	165
168	169
174	175
176	177
188	189
192	193
194	195
196	197
