# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	41
0	1
2	3
8	9
14	15
16	17
22	23
28	29
32	33
36	37
42	43
56	57
58	59
62	63
66	67
68	69
72	73
74	75
82	83
90	91
102	103
104	105
108	109
114	115
116	117
118	119
124	125
130	131
134	135
140	141
146	147
154	155
160	161
162	163
170	171
172	173
178	179
180	181
182	183
184	185
190	191
198	199
