arm	statistic	null	threshold_years	sample_frequency	observed	null_mean	p_value
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.85	1.0	0.20449305555555555	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.95	0.0	0.005083666666666667	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.95	0.0	0.007725666666666667	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.95	0.011111111111111112	0.022367333333333336	0.8717212827871721
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.95	0.011111111111111112	0.04587811111111112	0.980840191598084
chb_from_introgression	hom_carrier	own_demography	30000.0	0.95	0.1111111111111111	0.07671755555555555	0.17404825951740482
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.95	0.1111111111111111	0.100012	0.3976460235397646
chb_from_introgression	hom_carrier	own_demography	50000.0	0.95	1.0	0.3124835555555555	0.00021999780002199978
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.95	1.0	0.20445366666666664	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.57	0.0	0.005070857142857144	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.57	0.0	0.007696857142857145	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.57	0.08571428571428572	0.022308571428571435	0.04279957200427996
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.57	0.08571428571428572	0.045783714285714296	0.2170678293217068
chb_from_introgression	hom_carrier	own_demography	30000.0	0.57	0.8285714285714286	0.07655428571428573	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.57	0.8285714285714286	0.0996217142857143	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.57	0.8285714285714286	0.31240771428571434	0.006369936300636993
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.57	0.8285714285714286	0.2044362857142857	8.99991000089999e-05
chb_from_introgression	hom_carrier	own_demography	10000.0	0.925	0.0	0.005099529411764705	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.925	0.0	0.0077130588235294105	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.925	0.03529411764705882	0.022369058823529412	0.2968570314296857
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.925	0.03529411764705882	0.04590047058823529	0.7385526144738552
chb_from_introgression	hom_carrier	own_demography	30000.0	0.925	0.21176470588235294	0.0767324705882353	0.0018499815001849981
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.925	0.21176470588235294	0.09997988235294117	0.014819851801481985
chb_from_introgression	hom_carrier	own_demography	50000.0	0.925	1.0	0.31244870588235296	0.00023999760002399976
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.925	1.0	0.20450341176470588	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.99	0.0	0.005080612244897959	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.99	0.0	0.0077234693877551	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.99	0.061224489795918366	0.02239142857142857	0.022519774802251976
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.99	0.061224489795918366	0.04588928571428571	0.2999270007299927
chb_from_introgression	hom_carrier	own_demography	30000.0	0.99	0.11224489795918367	0.0767392857142857	0.15828841711582883
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.99	0.11224489795918367	0.10001255102040815	0.3793762062379376
chb_from_introgression	hom_carrier	own_demography	50000.0	0.99	1.0	0.31252295918367345	0.0002099979000209998
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.99	1.0	0.20445255102040819	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.92	0.011764705882352941	0.005068	0.35478645213547866
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.92	0.011764705882352941	0.007717294117647059	0.4818551814481855
chb_from_introgression	hom_carrier	own_demography	20000.0	0.92	0.023529411764705882	0.022398705882352942	0.5672243277567224
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.92	0.023529411764705882	0.045881882352941175	0.8931710682893171
chb_from_introgression	hom_carrier	own_demography	30000.0	0.92	0.9058823529411765	0.07673588235294118	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.92	0.9058823529411765	0.10002411764705883	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.92	0.9058823529411765	0.31260541176470585	0.0022799772002279977
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.92	0.9058823529411765	0.2045249411764706	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.99	0.02040816326530612	0.005085918367346938	0.08585914140858592
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.99	0.02040816326530612	0.00772408163265306	0.17533824661753383
chb_from_introgression	hom_carrier	own_demography	20000.0	0.99	0.030612244897959183	0.02238959183673469	0.37665623343766563
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.99	0.030612244897959183	0.04587857142857143	0.8153518464815351
chb_from_introgression	hom_carrier	own_demography	30000.0	0.99	0.1326530612244898	0.07672938775510203	0.06422935770642293
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.99	0.1326530612244898	0.10001959183673469	0.2096779032209678
chb_from_introgression	hom_carrier	own_demography	50000.0	0.99	0.9081632653061225	0.3125016326530612	0.002179978200217998
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.99	0.9081632653061225	0.20444061224489793	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.825	0.0	0.0050488059701492526	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.825	0.0	0.007712238805970148	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.825	0.08955223880597014	0.022385223880597015	0.003689963100368996
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.825	0.08955223880597014	0.04590477611940299	0.09581904180958191
chb_from_introgression	hom_carrier	own_demography	30000.0	0.825	0.5671641791044776	0.07665179104477611	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.825	0.5671641791044776	0.10008358208955223	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.825	0.9402985074626866	0.3125613432835821	0.0014999850001499984
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.825	0.9402985074626866	0.20437298507462684	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.475	0.0	0.005099999999999999	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.475	0.0	0.007687199999999998	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.475	0.4	0.022603199999999997	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.475	0.4	0.045749599999999994	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	30000.0	0.475	0.44	0.0767916	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.475	0.44	0.10003439999999998	0.00015999840001599985
chb_from_introgression	hom_carrier	own_demography	50000.0	0.475	0.44	0.31269880000000005	0.1980480195198048
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.475	0.44	0.20464920000000006	0.03040969590304097
chb_from_introgression	hom_carrier	own_demography	10000.0	0.845	0.0	0.005080142857142858	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.845	0.0	0.00773514285714286	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.845	0.08571428571428572	0.022373	0.004619953800461996
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.845	0.08571428571428572	0.045865857142857146	0.11123888761112388
chb_from_introgression	hom_carrier	own_demography	30000.0	0.845	0.7571428571428571	0.07676128571428571	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.845	0.7571428571428571	0.09993642857142856	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.845	1.0	0.31264342857142857	0.0002899971000289997
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.845	1.0	0.20445885714285714	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.92	0.011764705882352941	0.005094117647058824	0.35612643873561267
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.92	0.011764705882352941	0.007742	0.4844251557484425
chb_from_introgression	hom_carrier	own_demography	20000.0	0.92	0.058823529411764705	0.022402588235294115	0.04287957120428796
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.92	0.058823529411764705	0.04588799999999999	0.35269647303526963
chb_from_introgression	hom_carrier	own_demography	30000.0	0.92	0.35294117647058826	0.07671588235294118	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.92	0.35294117647058826	0.09998447058823531	0.0001799982000179998
chb_from_introgression	hom_carrier	own_demography	50000.0	0.92	1.0	0.312554	0.00024999750002499977
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.92	1.0	0.20447682352941177	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.89	0.025	0.00507775	0.05978940210597894
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.89	0.025	0.007723249999999999	0.12728872711272887
chb_from_introgression	hom_carrier	own_demography	20000.0	0.89	0.0875	0.022376999999999998	0.002109978900210998
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.89	0.0875	0.04587	0.08457915420845792
chb_from_introgression	hom_carrier	own_demography	30000.0	0.89	1.0	0.07672675	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.89	1.0	0.099945625	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.89	1.0	0.312538875	0.00023999760002399976
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.89	1.0	0.20436987500000003	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.93	0.0	0.005082674418604651	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.93	0.0	0.007736162790697673	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.93	0.05813953488372093	0.02241	0.04351956480435196
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.93	0.05813953488372093	0.04586639534883721	0.3614763852361476
chb_from_introgression	hom_carrier	own_demography	30000.0	0.93	0.27906976744186046	0.0767993023255814	0.00014999850001499985
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.93	0.27906976744186046	0.09993790697674418	0.0012499875001249989
chb_from_introgression	hom_carrier	own_demography	50000.0	0.93	0.9302325581395349	0.31262151162790697	0.0016399836001639984
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.93	0.9302325581395349	0.20446627906976741	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.93	0.0	0.005083255813953488	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.93	0.0	0.007720813953488371	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.93	0.023255813953488372	0.02239186046511628	0.5736942630573695
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.93	0.023255813953488372	0.04583627906976744	0.8965210347896521
chb_from_introgression	hom_carrier	own_demography	30000.0	0.93	0.18604651162790697	0.07676337209302325	0.006299937000629994
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.93	0.18604651162790697	0.09999488372093022	0.03578964210357896
chb_from_introgression	hom_carrier	own_demography	50000.0	0.93	0.872093023255814	0.312515	0.0031999680003199967
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.93	0.872093023255814	0.2043243023255814	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.9	0.0	0.005088125	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.9	0.0	0.007727875	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.9	0.0875	0.022404125	0.002179978200217998
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.9	0.0875	0.045864499999999996	0.08414915850841491
chb_from_introgression	hom_carrier	own_demography	30000.0	0.9	0.8	0.07675312499999999	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.9	0.8	0.10001112499999999	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.9	1.0	0.31245550000000005	0.00024999750002499977
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.9	1.0	0.20444299999999999	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.955	0.0	0.005085054945054945	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.955	0.0	0.00772879120879121	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.955	0.06593406593406594	0.022391318681318686	0.016479835201647985
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.955	0.06593406593406594	0.045858131868131875	0.24662753372466276
chb_from_introgression	hom_carrier	own_demography	30000.0	0.955	0.18681318681318682	0.07673901098901101	0.005179948200517995
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.955	0.18681318681318682	0.09997967032967034	0.032769672303276966
chb_from_introgression	hom_carrier	own_demography	50000.0	0.955	1.0	0.3125492307692308	0.0002099979000209998
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.955	1.0	0.2044752747252747	9.99990000099999e-06
eas_standing	unconditional	own_demography	10000.0	0.88	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	eas_simulated	10000.0	0.88	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	own_demography	20000.0	0.88	0.12	0.04587220000000001	0.004909950900490995
eas_standing	unconditional	eas_simulated	20000.0	0.88	0.12	0.04587220000000001	0.004909950900490995
eas_standing	unconditional	own_demography	30000.0	0.88	0.32	0.09999740000000001	0.00033999660003399966
eas_standing	unconditional	eas_simulated	30000.0	0.88	0.32	0.09999740000000001	0.00033999660003399966
eas_standing	unconditional	own_demography	50000.0	0.88	0.49	0.20444449999999997	0.005869941300586994
eas_standing	unconditional	eas_simulated	50000.0	0.88	0.49	0.20444449999999997	0.005869941300586994
eas_standing	unconditional	own_demography	10000.0	0.87	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	eas_simulated	10000.0	0.87	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	own_demography	20000.0	0.87	0.12	0.04587220000000001	0.004909950900490995
eas_standing	unconditional	eas_simulated	20000.0	0.87	0.12	0.04587220000000001	0.004909950900490995
eas_standing	unconditional	own_demography	30000.0	0.87	0.24	0.09999740000000001	0.004549954500454995
eas_standing	unconditional	eas_simulated	30000.0	0.87	0.24	0.09999740000000001	0.004549954500454995
eas_standing	unconditional	own_demography	50000.0	0.87	0.8	0.20444449999999997	8.99991000089999e-05
eas_standing	unconditional	eas_simulated	50000.0	0.87	0.8	0.20444449999999997	8.99991000089999e-05
eas_standing	unconditional	own_demography	10000.0	0.93	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.93	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.93	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	eas_simulated	20000.0	0.93	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	own_demography	30000.0	0.93	0.44	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	30000.0	0.93	0.44	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	own_demography	50000.0	0.93	0.87	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	50000.0	0.93	0.87	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	own_demography	10000.0	0.96	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.96	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.96	0.11	0.04587220000000001	0.01063989360106399
eas_standing	unconditional	eas_simulated	20000.0	0.96	0.11	0.04587220000000001	0.01063989360106399
eas_standing	unconditional	own_demography	30000.0	0.96	0.34	0.09999740000000001	0.0002099979000209998
eas_standing	unconditional	eas_simulated	30000.0	0.96	0.34	0.09999740000000001	0.0002099979000209998
eas_standing	unconditional	own_demography	50000.0	0.96	0.48	0.20444449999999997	0.006889931100688993
eas_standing	unconditional	eas_simulated	50000.0	0.96	0.48	0.20444449999999997	0.006889931100688993
eas_standing	unconditional	own_demography	10000.0	0.97	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	eas_simulated	10000.0	0.97	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	own_demography	20000.0	0.97	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	eas_simulated	20000.0	0.97	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	own_demography	30000.0	0.97	0.28	0.09999740000000001	0.001089989100108999
eas_standing	unconditional	eas_simulated	30000.0	0.97	0.28	0.09999740000000001	0.001089989100108999
eas_standing	unconditional	own_demography	50000.0	0.97	0.9	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	50000.0	0.97	0.9	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	own_demography	10000.0	0.98	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.98	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.98	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	eas_simulated	20000.0	0.98	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	own_demography	30000.0	0.98	0.47	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	30000.0	0.98	0.47	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	own_demography	50000.0	0.98	0.49	0.20444449999999997	0.005869941300586994
eas_standing	unconditional	eas_simulated	50000.0	0.98	0.49	0.20444449999999997	0.005869941300586994
eas_standing	unconditional	own_demography	10000.0	0.845	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	eas_simulated	10000.0	0.845	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	own_demography	20000.0	0.845	0.21	0.04587220000000001	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	20000.0	0.845	0.21	0.04587220000000001	9.99990000099999e-06
eas_standing	unconditional	own_demography	30000.0	0.845	0.75	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	30000.0	0.845	0.75	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	own_demography	50000.0	0.845	0.75	0.20444449999999997	0.00024999750002499977
eas_standing	unconditional	eas_simulated	50000.0	0.845	0.75	0.20444449999999997	0.00024999750002499977
eas_standing	unconditional	own_demography	10000.0	0.965	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	eas_simulated	10000.0	0.965	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	own_demography	20000.0	0.965	0.09	0.04587220000000001	0.05040949590504095
eas_standing	unconditional	eas_simulated	20000.0	0.965	0.09	0.04587220000000001	0.05040949590504095
eas_standing	unconditional	own_demography	30000.0	0.965	0.2	0.09999740000000001	0.01859981400185998
eas_standing	unconditional	eas_simulated	30000.0	0.965	0.2	0.09999740000000001	0.01859981400185998
eas_standing	unconditional	own_demography	50000.0	0.965	0.61	0.20444449999999997	0.0011299887001129988
eas_standing	unconditional	eas_simulated	50000.0	0.965	0.61	0.20444449999999997	0.0011299887001129988
eas_standing	unconditional	own_demography	10000.0	0.87	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.87	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.87	0.17	0.04587220000000001	6.999930000699993e-05
eas_standing	unconditional	eas_simulated	20000.0	0.87	0.17	0.04587220000000001	6.999930000699993e-05
eas_standing	unconditional	own_demography	30000.0	0.87	0.76	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	30000.0	0.87	0.76	0.09999740000000001	9.99990000099999e-06
eas_standing	unconditional	own_demography	50000.0	0.87	0.77	0.20444449999999997	0.00016999830001699983
eas_standing	unconditional	eas_simulated	50000.0	0.87	0.77	0.20444449999999997	0.00016999830001699983
eas_standing	unconditional	own_demography	10000.0	0.975	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.975	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.975	0.04	0.04587220000000001	0.6627233727662724
eas_standing	unconditional	eas_simulated	20000.0	0.975	0.04	0.04587220000000001	0.6627233727662724
eas_standing	unconditional	own_demography	30000.0	0.975	0.13	0.09999740000000001	0.22599774002259979
eas_standing	unconditional	eas_simulated	30000.0	0.975	0.13	0.09999740000000001	0.22599774002259979
eas_standing	unconditional	own_demography	50000.0	0.975	0.52	0.20444449999999997	0.003799962000379996
eas_standing	unconditional	eas_simulated	50000.0	0.975	0.52	0.20444449999999997	0.003799962000379996
eas_standing	unconditional	own_demography	10000.0	0.975	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.975	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.975	0.07	0.04587220000000001	0.1869581304186958
eas_standing	unconditional	eas_simulated	20000.0	0.975	0.07	0.04587220000000001	0.1869581304186958
eas_standing	unconditional	own_demography	30000.0	0.975	0.31	0.09999740000000001	0.00043999560004399956
eas_standing	unconditional	eas_simulated	30000.0	0.975	0.31	0.09999740000000001	0.00043999560004399956
eas_standing	unconditional	own_demography	50000.0	0.975	0.95	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	50000.0	0.975	0.95	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	own_demography	10000.0	0.965	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.965	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.965	0.08	0.04587220000000001	0.1003789962100379
eas_standing	unconditional	eas_simulated	20000.0	0.965	0.08	0.04587220000000001	0.1003789962100379
eas_standing	unconditional	own_demography	30000.0	0.965	0.37	0.09999740000000001	0.00010999890001099989
eas_standing	unconditional	eas_simulated	30000.0	0.965	0.37	0.09999740000000001	0.00010999890001099989
eas_standing	unconditional	own_demography	50000.0	0.965	0.67	0.20444449999999997	0.0005099949000509995
eas_standing	unconditional	eas_simulated	50000.0	0.965	0.67	0.20444449999999997	0.0005099949000509995
eas_standing	unconditional	own_demography	10000.0	0.985	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	eas_simulated	10000.0	0.985	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	own_demography	20000.0	0.985	0.08	0.04587220000000001	0.1003789962100379
eas_standing	unconditional	eas_simulated	20000.0	0.985	0.08	0.04587220000000001	0.1003789962100379
eas_standing	unconditional	own_demography	30000.0	0.985	0.19	0.09999740000000001	0.026709732902670973
eas_standing	unconditional	eas_simulated	30000.0	0.985	0.19	0.09999740000000001	0.026709732902670973
eas_standing	unconditional	own_demography	50000.0	0.985	0.73	0.20444449999999997	0.0003199968000319997
eas_standing	unconditional	eas_simulated	50000.0	0.985	0.73	0.20444449999999997	0.0003199968000319997
eas_standing	unconditional	own_demography	10000.0	0.975	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	eas_simulated	10000.0	0.975	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	own_demography	20000.0	0.975	0.05	0.04587220000000001	0.4796352036479635
eas_standing	unconditional	eas_simulated	20000.0	0.975	0.05	0.04587220000000001	0.4796352036479635
eas_standing	unconditional	own_demography	30000.0	0.975	0.3	0.09999740000000001	0.0006099939000609993
eas_standing	unconditional	eas_simulated	30000.0	0.975	0.3	0.09999740000000001	0.0006099939000609993
eas_standing	unconditional	own_demography	50000.0	0.975	0.55	0.20444449999999997	0.0025899741002589974
eas_standing	unconditional	eas_simulated	50000.0	0.975	0.55	0.20444449999999997	0.0025899741002589974
eas_standing	unconditional	own_demography	10000.0	0.98	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	eas_simulated	10000.0	0.98	0.02	0.007723199999999999	0.18092819071809282
eas_standing	unconditional	own_demography	20000.0	0.98	0.08	0.04587220000000001	0.1003789962100379
eas_standing	unconditional	eas_simulated	20000.0	0.98	0.08	0.04587220000000001	0.1003789962100379
eas_standing	unconditional	own_demography	30000.0	0.98	0.26	0.09999740000000001	0.0020699793002069977
eas_standing	unconditional	eas_simulated	30000.0	0.98	0.26	0.09999740000000001	0.0020699793002069977
eas_standing	unconditional	own_demography	50000.0	0.98	0.52	0.20444449999999997	0.003799962000379996
eas_standing	unconditional	eas_simulated	50000.0	0.98	0.52	0.20444449999999997	0.003799962000379996
eas_standing	unconditional	own_demography	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	eas_simulated	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	own_demography	20000.0	1.0	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	eas_simulated	20000.0	1.0	0.06	0.04587220000000001	0.3146168538314617
eas_standing	unconditional	own_demography	30000.0	1.0	0.21	0.09999740000000001	0.012679873201267988
eas_standing	unconditional	eas_simulated	30000.0	1.0	0.21	0.09999740000000001	0.012679873201267988
eas_standing	unconditional	own_demography	50000.0	1.0	0.62	0.20444449999999997	0.000979990200097999
eas_standing	unconditional	eas_simulated	50000.0	1.0	0.62	0.20444449999999997	0.000979990200097999
eas_standing	unconditional	own_demography	10000.0	0.95	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	eas_simulated	10000.0	0.95	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	own_demography	20000.0	0.95	0.05	0.04587220000000001	0.4796352036479635
eas_standing	unconditional	eas_simulated	20000.0	0.95	0.05	0.04587220000000001	0.4796352036479635
eas_standing	unconditional	own_demography	30000.0	0.95	0.31	0.09999740000000001	0.00043999560004399956
eas_standing	unconditional	eas_simulated	30000.0	0.95	0.31	0.09999740000000001	0.00043999560004399956
eas_standing	unconditional	own_demography	50000.0	0.95	0.9	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	50000.0	0.95	0.9	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	own_demography	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	eas_simulated	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	unconditional	own_demography	20000.0	1.0	0.07	0.04587220000000001	0.1869581304186958
eas_standing	unconditional	eas_simulated	20000.0	1.0	0.07	0.04587220000000001	0.1869581304186958
eas_standing	unconditional	own_demography	30000.0	1.0	0.15	0.09999740000000001	0.11406885931140688
eas_standing	unconditional	eas_simulated	30000.0	1.0	0.15	0.09999740000000001	0.11406885931140688
eas_standing	unconditional	own_demography	50000.0	1.0	0.91	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	eas_simulated	50000.0	1.0	0.91	0.20444449999999997	9.99990000099999e-06
eas_standing	unconditional	own_demography	10000.0	0.925	0.0	0.007723199999999999	1.0
eas_standing	unconditional	eas_simulated	10000.0	0.925	0.0	0.007723199999999999	1.0
eas_standing	unconditional	own_demography	20000.0	0.925	0.13	0.04587220000000001	0.0022699773002269976
eas_standing	unconditional	eas_simulated	20000.0	0.925	0.13	0.04587220000000001	0.0022699773002269976
eas_standing	unconditional	own_demography	30000.0	0.925	0.32	0.09999740000000001	0.00033999660003399966
eas_standing	unconditional	eas_simulated	30000.0	0.925	0.32	0.09999740000000001	0.00033999660003399966
eas_standing	unconditional	own_demography	50000.0	0.925	0.46	0.20444449999999997	0.008889911100888992
eas_standing	unconditional	eas_simulated	50000.0	0.925	0.46	0.20444449999999997	0.008889911100888992
