arm	statistic	null	threshold_years	sample_frequency	observed	null_mean	p_value
chb_from_introgression	unconditional	own_demography	30000.0	0.185	0.04	0.0767372	0.9282107178928211
chb_from_introgression	unconditional	eas_simulated	30000.0	0.185	0.04	0.09999740000000001	0.9809501904980951
chb_from_introgression	unconditional	own_demography	50000.0	0.185	0.3	0.3125234	0.4746852531474685
chb_from_introgression	unconditional	eas_simulated	50000.0	0.185	0.3	0.20444449999999997	0.10745892541074589
chb_from_introgression	unconditional	own_demography	10000.0	0.945	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	unconditional	eas_simulated	10000.0	0.945	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	unconditional	own_demography	20000.0	0.945	0.07	0.0223988	0.006969930300696993
chb_from_introgression	unconditional	eas_simulated	20000.0	0.945	0.07	0.04587220000000001	0.1869581304186958
chb_from_introgression	unconditional	own_demography	30000.0	0.945	0.15	0.0767372	0.027509724902750974
chb_from_introgression	unconditional	eas_simulated	30000.0	0.945	0.15	0.09999740000000001	0.11406885931140688
chb_from_introgression	unconditional	own_demography	50000.0	0.945	0.88	0.3125234	0.002939970600293997
chb_from_introgression	unconditional	eas_simulated	50000.0	0.945	0.88	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.495	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.495	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.495	0.19	0.0223988	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	20000.0	0.495	0.19	0.04587220000000001	1.999980000199998e-05
chb_from_introgression	unconditional	own_demography	30000.0	0.495	0.27	0.0767372	0.0001799982000179998
chb_from_introgression	unconditional	eas_simulated	30000.0	0.495	0.27	0.09999740000000001	0.0014899851001489986
chb_from_introgression	unconditional	own_demography	50000.0	0.495	0.39	0.3125234	0.2168078319216808
chb_from_introgression	unconditional	eas_simulated	50000.0	0.495	0.39	0.20444449999999997	0.024969750302496974
chb_from_introgression	unconditional	own_demography	10000.0	0.505	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.505	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.505	0.05	0.0223988	0.07544924550754492
chb_from_introgression	unconditional	eas_simulated	20000.0	0.505	0.05	0.04587220000000001	0.4796352036479635
chb_from_introgression	unconditional	own_demography	30000.0	0.505	0.22	0.0767372	0.0008599914000859991
chb_from_introgression	unconditional	eas_simulated	30000.0	0.505	0.22	0.09999740000000001	0.009179908200917991
chb_from_introgression	unconditional	own_demography	50000.0	0.505	0.28	0.3125234	0.5532244677553224
chb_from_introgression	unconditional	eas_simulated	50000.0	0.505	0.28	0.20444449999999997	0.14831851681483185
chb_from_introgression	unconditional	own_demography	10000.0	0.885	0.02	0.005082099999999999	0.08880911190888091
chb_from_introgression	unconditional	eas_simulated	10000.0	0.885	0.02	0.007723199999999999	0.18092819071809282
chb_from_introgression	unconditional	own_demography	20000.0	0.885	0.08	0.0223988	0.001999980000199998
chb_from_introgression	unconditional	eas_simulated	20000.0	0.885	0.08	0.04587220000000001	0.1003789962100379
chb_from_introgression	unconditional	own_demography	30000.0	0.885	0.78	0.0767372	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	30000.0	0.885	0.78	0.09999740000000001	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	50000.0	0.885	0.78	0.3125234	0.008269917300826992
chb_from_introgression	unconditional	eas_simulated	50000.0	0.885	0.78	0.20444449999999997	0.00013999860001399987
chb_from_introgression	unconditional	own_demography	10000.0	0.93	0.02	0.005082099999999999	0.08880911190888091
chb_from_introgression	unconditional	eas_simulated	10000.0	0.93	0.02	0.007723199999999999	0.18092819071809282
chb_from_introgression	unconditional	own_demography	20000.0	0.93	0.03	0.0223988	0.3885361146388536
chb_from_introgression	unconditional	eas_simulated	20000.0	0.93	0.03	0.04587220000000001	0.8260817391826082
chb_from_introgression	unconditional	own_demography	30000.0	0.93	0.2	0.0767372	0.0023499765002349977
chb_from_introgression	unconditional	eas_simulated	30000.0	0.93	0.2	0.09999740000000001	0.01859981400185998
chb_from_introgression	unconditional	own_demography	50000.0	0.93	0.86	0.3125234	0.0036499635003649964
chb_from_introgression	unconditional	eas_simulated	50000.0	0.93	0.86	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.945	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.945	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.945	0.0	0.0223988	1.0
chb_from_introgression	unconditional	eas_simulated	20000.0	0.945	0.0	0.04587220000000001	1.0
chb_from_introgression	unconditional	own_demography	30000.0	0.945	0.15	0.0767372	0.027509724902750974
chb_from_introgression	unconditional	eas_simulated	30000.0	0.945	0.15	0.09999740000000001	0.11406885931140688
chb_from_introgression	unconditional	own_demography	50000.0	0.945	0.89	0.3125234	0.0026599734002659974
chb_from_introgression	unconditional	eas_simulated	50000.0	0.945	0.89	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.965	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	unconditional	eas_simulated	10000.0	0.965	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	unconditional	own_demography	20000.0	0.965	0.05	0.0223988	0.07544924550754492
chb_from_introgression	unconditional	eas_simulated	20000.0	0.965	0.05	0.04587220000000001	0.4796352036479635
chb_from_introgression	unconditional	own_demography	30000.0	0.965	0.18	0.0767372	0.006369936300636993
chb_from_introgression	unconditional	eas_simulated	30000.0	0.965	0.18	0.09999740000000001	0.03825961740382596
chb_from_introgression	unconditional	own_demography	50000.0	0.965	0.93	0.3125234	0.0015799842001579985
chb_from_introgression	unconditional	eas_simulated	50000.0	0.965	0.93	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.92	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.92	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.92	0.07	0.0223988	0.006969930300696993
chb_from_introgression	unconditional	eas_simulated	20000.0	0.92	0.07	0.04587220000000001	0.1869581304186958
chb_from_introgression	unconditional	own_demography	30000.0	0.92	0.46	0.0767372	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	30000.0	0.92	0.46	0.09999740000000001	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	50000.0	0.92	0.85	0.3125234	0.003959960400395996
chb_from_introgression	unconditional	eas_simulated	50000.0	0.92	0.85	0.20444449999999997	2.999970000299997e-05
chb_from_introgression	unconditional	own_demography	10000.0	0.905	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	unconditional	eas_simulated	10000.0	0.905	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	unconditional	own_demography	20000.0	0.905	0.02	0.0223988	0.6552634473655263
chb_from_introgression	unconditional	eas_simulated	20000.0	0.905	0.02	0.04587220000000001	0.935720642793572
chb_from_introgression	unconditional	own_demography	30000.0	0.905	0.13	0.0767372	0.07110928890711093
chb_from_introgression	unconditional	eas_simulated	30000.0	0.905	0.13	0.09999740000000001	0.22599774002259979
chb_from_introgression	unconditional	own_demography	50000.0	0.905	0.8	0.3125234	0.006749932500674993
chb_from_introgression	unconditional	eas_simulated	50000.0	0.905	0.8	0.20444449999999997	8.99991000089999e-05
chb_from_introgression	unconditional	own_demography	10000.0	0.85	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	unconditional	eas_simulated	10000.0	0.85	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	unconditional	own_demography	20000.0	0.85	0.05	0.0223988	0.07544924550754492
chb_from_introgression	unconditional	eas_simulated	20000.0	0.85	0.05	0.04587220000000001	0.4796352036479635
chb_from_introgression	unconditional	own_demography	30000.0	0.85	0.19	0.0767372	0.003819961800381996
chb_from_introgression	unconditional	eas_simulated	30000.0	0.85	0.19	0.09999740000000001	0.026709732902670973
chb_from_introgression	unconditional	own_demography	50000.0	0.85	0.72	0.3125234	0.012739872601273987
chb_from_introgression	unconditional	eas_simulated	50000.0	0.85	0.72	0.20444449999999997	0.00033999660003399966
chb_from_introgression	unconditional	own_demography	10000.0	0.95	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.95	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.95	0.01	0.0223988	0.8985510144898551
chb_from_introgression	unconditional	eas_simulated	20000.0	0.95	0.01	0.04587220000000001	0.987230127698723
chb_from_introgression	unconditional	own_demography	30000.0	0.95	0.1	0.0767372	0.25302746972530277
chb_from_introgression	unconditional	eas_simulated	30000.0	0.95	0.1	0.09999740000000001	0.5084749152508475
chb_from_introgression	unconditional	own_demography	50000.0	0.95	0.9	0.3125234	0.0023899761002389975
chb_from_introgression	unconditional	eas_simulated	50000.0	0.95	0.9	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.57	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	unconditional	eas_simulated	10000.0	0.57	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	unconditional	own_demography	20000.0	0.57	0.04	0.0223988	0.1879181208187918
chb_from_introgression	unconditional	eas_simulated	20000.0	0.57	0.04	0.04587220000000001	0.6627233727662724
chb_from_introgression	unconditional	own_demography	30000.0	0.57	0.3	0.0767372	7.999920000799993e-05
chb_from_introgression	unconditional	eas_simulated	30000.0	0.57	0.3	0.09999740000000001	0.0006099939000609993
chb_from_introgression	unconditional	own_demography	50000.0	0.57	0.33	0.3125234	0.37008629913700863
chb_from_introgression	unconditional	eas_simulated	50000.0	0.57	0.33	0.20444449999999997	0.06506934930650693
chb_from_introgression	unconditional	own_demography	10000.0	0.925	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.925	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.925	0.03	0.0223988	0.3885361146388536
chb_from_introgression	unconditional	eas_simulated	20000.0	0.925	0.03	0.04587220000000001	0.8260817391826082
chb_from_introgression	unconditional	own_demography	30000.0	0.925	0.18	0.0767372	0.006369936300636993
chb_from_introgression	unconditional	eas_simulated	30000.0	0.925	0.18	0.09999740000000001	0.03825961740382596
chb_from_introgression	unconditional	own_demography	50000.0	0.925	0.85	0.3125234	0.003959960400395996
chb_from_introgression	unconditional	eas_simulated	50000.0	0.925	0.85	0.20444449999999997	2.999970000299997e-05
chb_from_introgression	unconditional	own_demography	10000.0	0.99	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.99	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.99	0.06	0.0223988	0.024689753102468976
chb_from_introgression	unconditional	eas_simulated	20000.0	0.99	0.06	0.04587220000000001	0.3146168538314617
chb_from_introgression	unconditional	own_demography	30000.0	0.99	0.11	0.0767372	0.17094829051709484
chb_from_introgression	unconditional	eas_simulated	30000.0	0.99	0.11	0.09999740000000001	0.4008059919400806
chb_from_introgression	unconditional	own_demography	50000.0	0.99	0.98	0.3125234	0.00043999560004399956
chb_from_introgression	unconditional	eas_simulated	50000.0	0.99	0.98	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.92	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	unconditional	eas_simulated	10000.0	0.92	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	unconditional	own_demography	20000.0	0.92	0.02	0.0223988	0.6552634473655263
chb_from_introgression	unconditional	eas_simulated	20000.0	0.92	0.02	0.04587220000000001	0.935720642793572
chb_from_introgression	unconditional	own_demography	30000.0	0.92	0.77	0.0767372	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	30000.0	0.92	0.77	0.09999740000000001	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	50000.0	0.92	0.77	0.3125234	0.008699913000869992
chb_from_introgression	unconditional	eas_simulated	50000.0	0.92	0.77	0.20444449999999997	0.00016999830001699983
chb_from_introgression	unconditional	own_demography	10000.0	0.99	0.02	0.005082099999999999	0.08880911190888091
chb_from_introgression	unconditional	eas_simulated	10000.0	0.99	0.02	0.007723199999999999	0.18092819071809282
chb_from_introgression	unconditional	own_demography	20000.0	0.99	0.03	0.0223988	0.3885361146388536
chb_from_introgression	unconditional	eas_simulated	20000.0	0.99	0.03	0.04587220000000001	0.8260817391826082
chb_from_introgression	unconditional	own_demography	30000.0	0.99	0.13	0.0767372	0.07110928890711093
chb_from_introgression	unconditional	eas_simulated	30000.0	0.99	0.13	0.09999740000000001	0.22599774002259979
chb_from_introgression	unconditional	own_demography	50000.0	0.99	0.89	0.3125234	0.0026599734002659974
chb_from_introgression	unconditional	eas_simulated	50000.0	0.99	0.89	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.825	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.825	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.825	0.06	0.0223988	0.024689753102468976
chb_from_introgression	unconditional	eas_simulated	20000.0	0.825	0.06	0.04587220000000001	0.3146168538314617
chb_from_introgression	unconditional	own_demography	30000.0	0.825	0.38	0.0767372	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	30000.0	0.825	0.38	0.09999740000000001	7.999920000799993e-05
chb_from_introgression	unconditional	own_demography	50000.0	0.825	0.65	0.3125234	0.021819781802181977
chb_from_introgression	unconditional	eas_simulated	50000.0	0.825	0.65	0.20444449999999997	0.0006599934000659993
chb_from_introgression	unconditional	own_demography	10000.0	0.025	0.02	0.005082099999999999	0.08880911190888091
chb_from_introgression	unconditional	eas_simulated	10000.0	0.025	0.02	0.007723199999999999	0.18092819071809282
chb_from_introgression	unconditional	own_demography	20000.0	0.025	0.02	0.0223988	0.6552634473655263
chb_from_introgression	unconditional	eas_simulated	20000.0	0.025	0.02	0.04587220000000001	0.935720642793572
chb_from_introgression	unconditional	own_demography	30000.0	0.025	0.06	0.0767372	0.7431825681743183
chb_from_introgression	unconditional	eas_simulated	30000.0	0.025	0.06	0.09999740000000001	0.9054709452905471
chb_from_introgression	unconditional	own_demography	50000.0	0.025	0.48	0.3125234	0.09459905400945991
chb_from_introgression	unconditional	eas_simulated	50000.0	0.025	0.48	0.20444449999999997	0.006889931100688993
chb_from_introgression	unconditional	own_demography	10000.0	0.12	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.12	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.12	0.02	0.0223988	0.6552634473655263
chb_from_introgression	unconditional	eas_simulated	20000.0	0.12	0.02	0.04587220000000001	0.935720642793572
chb_from_introgression	unconditional	own_demography	30000.0	0.12	0.09	0.0767372	0.3603163968360316
chb_from_introgression	unconditional	eas_simulated	30000.0	0.12	0.09	0.09999740000000001	0.6233137668623314
chb_from_introgression	unconditional	own_demography	50000.0	0.12	0.24	0.3125234	0.7194128058719412
chb_from_introgression	unconditional	eas_simulated	50000.0	0.12	0.24	0.20444449999999997	0.2799872001279987
chb_from_introgression	unconditional	own_demography	10000.0	0.475	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.475	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.475	0.12	0.0223988	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	20000.0	0.475	0.12	0.04587220000000001	0.004909950900490995
chb_from_introgression	unconditional	own_demography	30000.0	0.475	0.14	0.0767372	0.044929550704492956
chb_from_introgression	unconditional	eas_simulated	30000.0	0.475	0.14	0.09999740000000001	0.16282837171628284
chb_from_introgression	unconditional	own_demography	50000.0	0.475	0.23	0.3125234	0.7601623983760163
chb_from_introgression	unconditional	eas_simulated	50000.0	0.475	0.23	0.20444449999999997	0.32543674563254366
chb_from_introgression	unconditional	own_demography	10000.0	0.845	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.845	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.845	0.06	0.0223988	0.024689753102468976
chb_from_introgression	unconditional	eas_simulated	20000.0	0.845	0.06	0.04587220000000001	0.3146168538314617
chb_from_introgression	unconditional	own_demography	30000.0	0.845	0.53	0.0767372	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	30000.0	0.845	0.53	0.09999740000000001	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	50000.0	0.845	0.7	0.3125234	0.014929850701492985
chb_from_introgression	unconditional	eas_simulated	50000.0	0.845	0.7	0.20444449999999997	0.0004099959000409996
chb_from_introgression	unconditional	own_demography	10000.0	0.92	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	unconditional	eas_simulated	10000.0	0.92	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	unconditional	own_demography	20000.0	0.92	0.06	0.0223988	0.024689753102468976
chb_from_introgression	unconditional	eas_simulated	20000.0	0.92	0.06	0.04587220000000001	0.3146168538314617
chb_from_introgression	unconditional	own_demography	30000.0	0.92	0.31	0.0767372	5.999940000599994e-05
chb_from_introgression	unconditional	eas_simulated	30000.0	0.92	0.31	0.09999740000000001	0.00043999560004399956
chb_from_introgression	unconditional	own_demography	50000.0	0.92	0.86	0.3125234	0.0036499635003649964
chb_from_introgression	unconditional	eas_simulated	50000.0	0.92	0.86	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	10000.0	0.89	0.02	0.005082099999999999	0.08880911190888091
chb_from_introgression	unconditional	eas_simulated	10000.0	0.89	0.02	0.007723199999999999	0.18092819071809282
chb_from_introgression	unconditional	own_demography	20000.0	0.89	0.08	0.0223988	0.001999980000199998
chb_from_introgression	unconditional	eas_simulated	20000.0	0.89	0.08	0.04587220000000001	0.1003789962100379
chb_from_introgression	unconditional	own_demography	30000.0	0.89	0.81	0.0767372	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	30000.0	0.89	0.81	0.09999740000000001	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	50000.0	0.89	0.81	0.3125234	0.006049939500604994
chb_from_introgression	unconditional	eas_simulated	50000.0	0.89	0.81	0.20444449999999997	6.999930000699993e-05
chb_from_introgression	unconditional	own_demography	10000.0	0.93	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.93	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.93	0.05	0.0223988	0.07544924550754492
chb_from_introgression	unconditional	eas_simulated	20000.0	0.93	0.05	0.04587220000000001	0.4796352036479635
chb_from_introgression	unconditional	own_demography	30000.0	0.93	0.24	0.0767372	0.0003999960000399996
chb_from_introgression	unconditional	eas_simulated	30000.0	0.93	0.24	0.09999740000000001	0.004549954500454995
chb_from_introgression	unconditional	own_demography	50000.0	0.93	0.8	0.3125234	0.006749932500674993
chb_from_introgression	unconditional	eas_simulated	50000.0	0.93	0.8	0.20444449999999997	8.99991000089999e-05
chb_from_introgression	unconditional	own_demography	10000.0	0.93	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.93	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.93	0.02	0.0223988	0.6552634473655263
chb_from_introgression	unconditional	eas_simulated	20000.0	0.93	0.02	0.04587220000000001	0.935720642793572
chb_from_introgression	unconditional	own_demography	30000.0	0.93	0.16	0.0767372	0.016789832101678982
chb_from_introgression	unconditional	eas_simulated	30000.0	0.93	0.16	0.09999740000000001	0.07941920580794191
chb_from_introgression	unconditional	own_demography	50000.0	0.93	0.75	0.3125234	0.01002989970100299
chb_from_introgression	unconditional	eas_simulated	50000.0	0.93	0.75	0.20444449999999997	0.00024999750002499977
chb_from_introgression	unconditional	own_demography	10000.0	0.9	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.9	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.9	0.07	0.0223988	0.006969930300696993
chb_from_introgression	unconditional	eas_simulated	20000.0	0.9	0.07	0.04587220000000001	0.1869581304186958
chb_from_introgression	unconditional	own_demography	30000.0	0.9	0.64	0.0767372	9.99990000099999e-06
chb_from_introgression	unconditional	eas_simulated	30000.0	0.9	0.64	0.09999740000000001	9.99990000099999e-06
chb_from_introgression	unconditional	own_demography	50000.0	0.9	0.8	0.3125234	0.006749932500674993
chb_from_introgression	unconditional	eas_simulated	50000.0	0.9	0.8	0.20444449999999997	8.99991000089999e-05
chb_from_introgression	unconditional	own_demography	10000.0	0.955	0.0	0.005082099999999999	1.0
chb_from_introgression	unconditional	eas_simulated	10000.0	0.955	0.0	0.007723199999999999	1.0
chb_from_introgression	unconditional	own_demography	20000.0	0.955	0.06	0.0223988	0.024689753102468976
chb_from_introgression	unconditional	eas_simulated	20000.0	0.955	0.06	0.04587220000000001	0.3146168538314617
chb_from_introgression	unconditional	own_demography	30000.0	0.955	0.17	0.0767372	0.01030989690103099
chb_from_introgression	unconditional	eas_simulated	30000.0	0.955	0.17	0.09999740000000001	0.055129448705512944
chb_from_introgression	unconditional	own_demography	50000.0	0.955	0.91	0.3125234	0.0021499785002149978
chb_from_introgression	unconditional	eas_simulated	50000.0	0.955	0.91	0.20444449999999997	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.63	0.0	0.005065952380952381	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.63	0.0	0.007711666666666667	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.63	0.14285714285714285	0.02238428571428571	0.00034999650003499967
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.63	0.14285714285714285	0.045722857142857135	0.013579864201357986
chb_from_introgression	hom_carrier	own_demography	30000.0	0.63	0.5476190476190477	0.07673095238095237	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.63	0.5476190476190477	0.10003380952380951	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.63	1.0	0.3125528571428571	0.0003999960000399996
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.63	1.0	0.20449404761904763	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.77	0.017543859649122806	0.005053157894736842	0.25307746922530777
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.77	0.017543859649122806	0.007688596491228069	0.35567644323556763
chb_from_introgression	hom_carrier	own_demography	20000.0	0.77	0.14035087719298245	0.02244210526315789	4.999950000499995e-05
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.77	0.14035087719298245	0.04583982456140351	0.006369936300636993
chb_from_introgression	hom_carrier	own_demography	30000.0	0.77	1.0	0.0768357894736842	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.77	1.0	0.0999919298245614	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.77	1.0	0.31254105263157894	0.0002999970000299997
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.77	1.0	0.20454245614035085	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.53	0.0	0.00503448275862069	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.53	0.0	0.0076944827586206905	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.53	0.27586206896551724	0.022276551724137936	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.53	0.27586206896551724	0.04608310344827587	5.999940000599994e-05
chb_from_introgression	hom_carrier	own_demography	30000.0	0.53	1.0	0.07669586206896555	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.53	1.0	0.10019551724137933	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.53	1.0	0.3122365517241379	0.0006299937000629993
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.53	1.0	0.20443310344827587	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	10000.0	0.51	0.037037037037037035	0.005065555555555555	0.12885871141288588
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.51	0.037037037037037035	0.007762222222222222	0.19017809821901782
chb_from_introgression	hom_carrier	own_demography	20000.0	0.51	0.2222222222222222	0.02233925925925926	3.999960000399996e-05
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.51	0.2222222222222222	0.04583592592592593	0.0016799832001679984
chb_from_introgression	hom_carrier	own_demography	30000.0	0.51	0.6666666666666666	0.07670407407407409	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.51	0.6666666666666666	0.09962962962962964	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.51	0.6666666666666666	0.3127481481481481	0.028139718602813973
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.51	0.6666666666666666	0.20415259259259258	0.0012599874001259987
chb_from_introgression	hom_carrier	own_demography	10000.0	0.495	0.0	0.005069565217391303	1.0
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.495	0.0	0.007672173913043478	1.0
chb_from_introgression	hom_carrier	own_demography	20000.0	0.495	0.2608695652173913	0.022326956521739123	1.999980000199998e-05
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.495	0.2608695652173913	0.04594739130434781	0.0007699923000769992
chb_from_introgression	hom_carrier	own_demography	30000.0	0.495	1.0	0.07672695652173911	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.495	1.0	0.09988608695652172	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.495	1.0	0.3125191304347826	0.0006899931000689993
chb_from_introgression	hom_carrier	eas_simulated	50000.0	0.495	1.0	0.20425565217391303	1.999980000199998e-05
chb_from_introgression	hom_carrier	own_demography	10000.0	1.0	0.01	0.005082099999999999	0.4045359546404536
chb_from_introgression	hom_carrier	eas_simulated	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
chb_from_introgression	hom_carrier	own_demography	20000.0	1.0	0.03	0.0223988	0.3885361146388536
chb_from_introgression	hom_carrier	eas_simulated	20000.0	1.0	0.03	0.04587220000000001	0.8260817391826082
chb_from_introgression	hom_carrier	own_demography	30000.0	1.0	0.08	0.0767372	0.4861251387486125
chb_from_introgression	hom_carrier	eas_simulated	30000.0	1.0	0.08	0.09999740000000001	0.7338426615733843
chb_from_introgression	hom_carrier	own_demography	50000.0	1.0	0.85	0.3125234	0.003959960400395996
chb_from_introgression	hom_carrier	eas_simulated	50000.0	1.0	0.85	0.20444449999999997	2.999970000299997e-05
chb_from_introgression	hom_carrier	own_demography	10000.0	0.65	0.044444444444444446	0.005104222222222222	0.021379786202137978
chb_from_introgression	hom_carrier	eas_simulated	10000.0	0.65	0.044444444444444446	0.007767777777777778	0.04742952570474295
chb_from_introgression	hom_carrier	own_demography	20000.0	0.65	0.2222222222222222	0.022390222222222225	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	20000.0	0.65	0.2222222222222222	0.04582155555555556	9.99990000099999e-05
chb_from_introgression	hom_carrier	own_demography	30000.0	0.65	1.0	0.07679644444444444	9.99990000099999e-06
chb_from_introgression	hom_carrier	eas_simulated	30000.0	0.65	1.0	0.10014622222222222	9.99990000099999e-06
chb_from_introgression	hom_carrier	own_demography	50000.0	0.65	1.0	0.3124322222222223	0.0003699963000369996
