# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	30
4	5
16	17
24	25
26	27
28	29
32	33
46	47
48	49
64	65
72	73
80	81
100	101
106	107
108	109
112	113
116	117
120	121
128	129
130	131
132	133
140	141
144	145
152	153
156	157
162	163
170	171
174	175
178	179
192	193
196	197
