# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	19
8	9
20	21
28	29
44	45
48	49
50	51
60	61
62	63
70	71
78	79
104	105
108	109
152	153
156	157
160	161
164	165
190	191
192	193
198	199
