selection_coefficient	position_0based	mean_tmrca_generations	q25_tmrca	q75_tmrca	mean_fraction_recent	q25_fraction_recent	q75_fraction_recent
0.0	1550000.0	19894.04464921314	14036.101257444838	22231.159207399272	0.00895	0.0075	0.0105
0.0	1600000.0	19988.396799837927	13081.549872739675	24847.812497775878	0.00911	0.0075	0.0105
0.0	1650000.0	19286.728201914248	13361.70353907175	22551.0508477015	0.00905	0.0075	0.0105
0.0	1700000.0	19871.32279082265	13509.111508130161	24380.760180909663	0.009085	0.0075	0.0105
0.0	1750000.0	19638.828475894956	12621.912160494612	25952.66016077982	0.008915	0.0075	0.010125
0.0	1800000.0	20632.86881015728	14446.255654082208	25576.083817954026	0.00897	0.008	0.010125
0.0	1850000.0	18452.45262564428	12461.4255125372	21615.00332960927	0.00903	0.007875	0.0105
0.0	1900000.0	20882.49884949041	14002.475333694612	24891.149588462773	0.00916	0.0075	0.0105
0.0	1950000.0	19617.041391914652	13507.833361103629	22255.52126407295	0.009130000000000001	0.0075	0.0105
0.0	2000000.0	20529.90861448684	13194.68368209019	24912.32862412766	0.009165	0.0075	0.0105
0.0	2050000.0	19705.30904136837	12913.58663720108	22837.21597164514	0.00916	0.0075	0.0105
0.0	2100000.0	19675.86074013225	13952.3729145221	22062.971788324845	0.00922	0.007875	0.0105
0.0	2150000.0	20333.191116768237	14293.175908399708	22778.33910031695	0.009195	0.007875	0.0105
0.0	2200000.0	19815.094844317107	12956.481842590776	22554.83369343717	0.009275	0.0075	0.0105
0.0	2250000.0	18940.74135317984	13234.95008862108	23056.531292223222	0.009365	0.008	0.0105
0.0	2300000.0	19668.446948041335	14222.398500770643	22218.689492797086	0.009235	0.0075	0.0105
0.0	2350000.0	20194.092658205893	13797.854488475703	22603.753244236257	0.009375	0.007875	0.010625
0.0	2400000.0	19560.001338326536	12820.234772028622	24435.07684525787	0.00946	0.008	0.011
0.0	2450000.0	20164.281309914204	14691.555001829249	22372.762156156758	0.009399999999999999	0.007875	0.011
0.0	2500000.0	18210.164777526064	11941.86261916601	21846.821443622408	0.00946	0.0075	0.011
0.0	2550000.0	18312.771086155048	12331.829114765997	21808.752081360355	0.009315	0.0075	0.0105
0.0	2600000.0	19316.03952072246	13467.856834978385	21813.767144771024	0.009265	0.0075	0.0105
0.0	2650000.0	17522.075559364654	12894.995204083523	20184.888431279647	0.00927	0.007875	0.01
0.0	2700000.0	20570.865970954357	12398.600717614623	27371.6949366563	0.009260000000000001	0.0075	0.0105
0.0	2750000.0	20792.138302254738	14077.562308316203	25393.476189605706	0.00914	0.0075	0.0105
0.0	2800000.0	20587.087596081386	13051.971120956048	24274.67507873026	0.009215	0.0075	0.0105
0.0	2850000.0	20459.747970799017	14242.223822880997	24690.26133969296	0.009165	0.0075	0.010625
0.0	2900000.0	19686.534764592816	13947.369865577348	24821.160843382244	0.009115	0.0075	0.0105
0.0	2950000.0	19911.388387644933	13084.284032862879	24456.12088823604	0.009215	0.0075	0.010625
0.0	3000000.0	19197.230005618025	13100.49728055765	23888.206096641974	0.009094999999999999	0.0075	0.01
0.0	3050000.0	20568.42637085615	13311.651844146116	24196.781944900576	0.00923	0.0075	0.0105
0.0	3100000.0	19678.326083009535	13840.413712884883	24840.46411257192	0.00909	0.0075	0.01
0.0	3150000.0	19013.307315728125	13658.0567894102	21108.886459550224	0.009085	0.0075	0.01
0.0	3200000.0	19761.53769886254	12980.581108839207	23672.17624808512	0.009115	0.0075	0.0105
0.0	3250000.0	21003.45332727831	14147.72888083875	24724.862644890978	0.00909	0.0075	0.0105
0.0	3300000.0	20071.001429277363	13914.286365702304	23718.782520360714	0.00888	0.0075	0.01
0.0	3350000.0	19984.726543380213	13552.860707495722	22690.851215920928	0.008960000000000001	0.0075	0.01
0.0	3400000.0	19973.22341735169	13441.656654581144	23427.874771982017	0.00891	0.0075	0.01
0.0	3450000.0	21009.275306335185	13096.140999318332	24722.766395073424	0.00891	0.0075	0.01
0.0	3500000.0	19746.633128690057	14285.220458574433	22793.39157679881	0.008905	0.0075	0.01
0.0	3550000.0	19955.82476330472	13829.24183181143	24197.48196094956	0.00901	0.0075	0.0105
0.0	3600000.0	19819.673584080065	12097.716868795953	25043.589933538326	0.008955	0.0075	0.01
0.0	3650000.0	21747.447668645662	14310.230886585508	25070.55685079004	0.008964999999999999	0.0075	0.0105
0.0	3700000.0	19590.09715114585	13555.17931552438	23496.46621108704	0.008985	0.0075	0.0105
0.0	3750000.0	19617.843984447336	13312.185079630744	22105.71080497262	0.00904	0.0075	0.010125
0.0	3800000.0	19874.489661444597	13058.391521900616	24684.594354195426	0.009145	0.0075	0.0105
0.0	3850000.0	19230.54021750179	12938.046218193746	24346.47130522619	0.009174999999999999	0.0075	0.0105
0.0	3900000.0	18414.229816376534	13758.883042117963	22557.33145397753	0.009174999999999999	0.008	0.0105
0.0	3950000.0	18853.807546265813	13035.737699242865	22398.872527031355	0.009115	0.007875	0.0105
0.0	4000000.0	21111.91524777378	14238.22821313953	25645.350068958058	0.009075	0.0075	0.0105
0.0	4050000.0	20336.93240950832	13746.751905522835	23145.73344188527	0.009130000000000001	0.0075	0.011
0.0	4100000.0	20960.72694611884	14131.584557633778	23073.030302885207	0.009235	0.007875	0.0105
0.0	4150000.0	20821.47852786489	13763.735420238501	25160.023345676083	0.00933	0.0075	0.011
0.0	4200000.0	20203.21658654194	12417.00556313013	25527.770571994562	0.009325	0.008	0.0105
0.0	4250000.0	18708.635544562727	14034.073746788905	21093.638455055443	0.009115	0.0075	0.0105
0.0	4300000.0	19633.064481934518	13020.524121525426	23781.99382212219	0.009000000000000001	0.0075	0.0105
0.0	4350000.0	18526.66800902721	11634.275579718824	21530.06447309981	0.00906	0.0075	0.0105
0.0	4400000.0	20630.123476573746	13600.173982576136	23995.871409705764	0.00899	0.007	0.011
0.0	4450000.0	20016.06594899314	12748.262634771017	25338.050011970307	0.009004999999999999	0.0075	0.0105
0.0	4500000.0	19602.20830712878	13801.058792117097	23521.030880767168	0.009055	0.0075	0.011
0.0	4550000.0	21029.372913550575	13150.717456853528	28099.49606343946	0.009134999999999999	0.0075	0.011
0.0	4600000.0	19163.70250108818	12759.69416207242	24471.439512472774	0.009205	0.0075	0.011
0.0	4650000.0	18607.864107884452	12698.37363307272	21445.619578060847	0.009094999999999999	0.007	0.010625
0.0	4700000.0	20618.204288655514	13046.379890370015	25912.808463124667	0.00901	0.008	0.0105
0.0	4750000.0	17788.97477381909	13802.191729769293	21568.70383827866	0.00902	0.0075	0.0105
0.0	4800000.0	20099.078803102166	13563.118199955203	23930.320595828365	0.00904	0.0075	0.0105
0.0	4850000.0	19862.519949650465	12775.987927766537	24432.54020276514	0.009105	0.007	0.010625
0.0	4900000.0	18997.37469600936	14247.633084954026	21806.494490360586	0.009094999999999999	0.0075	0.011
0.0	4950000.0	19777.587708542702	12774.54680210016	23988.760790486853	0.009105	0.0075	0.011
0.0	4951000.0	19581.851221519268	13352.823672761431	23576.230230932397	0.00912	0.0075	0.011
0.0	4952000.0	19956.145870417233	13454.321473971215	24683.007880394034	0.00912	0.0075	0.011
0.0	4953000.0	21075.480951744215	13911.537121501013	26430.96034634544	0.00914	0.0075	0.011
0.0	4954000.0	20555.289883035744	13858.453782279597	24683.702107631863	0.00915	0.0075	0.011
0.0	4955000.0	20786.2472231894	14803.788811398541	24515.654088869447	0.009170000000000001	0.0075	0.011
0.0	4956000.0	19384.69644270341	13697.320689659984	22610.539866166055	0.00916	0.0075	0.011
0.0	4957000.0	18902.92042186275	13305.550368849643	21519.774847993267	0.00916	0.0075	0.011
0.0	4958000.0	19624.6917199912	13091.054628233189	23123.4997800283	0.00916	0.0075	0.011
0.0	4959000.0	20502.626472038977	13623.87208999043	25349.716690088433	0.009195	0.0075	0.011
0.0	4960000.0	20402.64894569654	12942.311546607965	25910.71203501902	0.009195	0.0075	0.011
0.0	4961000.0	19846.281738073278	13474.854358865663	25010.66695697078	0.009205	0.0075	0.011
0.0	4962000.0	19605.061667432055	13041.57560589838	24874.965461143674	0.00922	0.0075	0.011
0.0	4963000.0	18974.364421696988	12927.305208689191	23944.661954311174	0.009210000000000001	0.0075	0.011
0.0	4964000.0	19390.71195145781	12613.556399110194	23677.984307652805	0.00922	0.0075	0.011
0.0	4965000.0	19301.840015998907	12943.18397362178	23099.712527559455	0.009215	0.0075	0.011
0.0	4966000.0	20301.298694946367	13707.506998943198	24200.345585236617	0.00923	0.0075	0.011
0.0	4967000.0	20090.91248455686	13692.598331653846	25697.950048432234	0.009215	0.0075	0.011
0.0	4968000.0	20135.96505962316	13664.66957085963	24672.152246362417	0.009195	0.0075	0.011
0.0	4969000.0	19802.00005494495	13621.95200743113	24283.193519569224	0.0092	0.0075	0.011
0.0	4970000.0	19091.254643418306	13558.17203261669	23204.169225766243	0.009195	0.0075	0.011
0.0	4971000.0	20568.386713184085	14609.736708322449	24423.75537757775	0.00918	0.0075	0.011
0.0	4972000.0	20341.62860833797	14312.438616512545	25473.423168318885	0.00915	0.0075	0.011
0.0	4973000.0	19957.283414821253	14277.36077916446	24434.320957589927	0.009145	0.0075	0.011
0.0	4974000.0	20285.732953225477	14426.651805249168	25267.254008532476	0.009165	0.0075	0.011
0.0	4975000.0	20725.899253190193	14731.938660361864	25191.97464709032	0.009155	0.0075	0.011
0.0	4976000.0	20730.705878599638	14463.218413248345	25986.611030129432	0.009170000000000001	0.0075	0.011
0.0	4977000.0	20568.446199311133	13717.40877872103	25983.872491952232	0.00915	0.0075	0.011
0.0	4978000.0	19520.11198117084	13269.56933664682	25237.80622511993	0.009155	0.0075	0.011
0.0	4979000.0	19750.476239590127	13981.088022730899	25091.948276241717	0.009145	0.0075	0.011
0.0	4980000.0	21380.229125296966	14414.179654467443	25593.853073602317	0.009130000000000001	0.0075	0.011
0.0	4981000.0	19677.54001450382	13536.541829085187	24202.660571208882	0.009125	0.0075	0.011
0.0	4982000.0	20130.23389682176	14053.749427818466	25884.838497842175	0.009134999999999999	0.0075	0.011
0.0	4983000.0	20800.477863963817	14225.344716621708	23933.93169761645	0.00915	0.0075	0.011
0.0	4984000.0	20360.74874028277	14505.148018787437	24323.688443210078	0.009155	0.0075	0.011
0.0	4985000.0	19361.004605337126	12758.750629228838	23837.875767854996	0.009155	0.0075	0.011
0.0	4986000.0	20180.180381129412	12874.725473006085	25347.210733149488	0.00916	0.0075	0.011
0.0	4987000.0	20077.17427061823	13489.177066879602	24555.200907133847	0.009155	0.0075	0.011
0.0	4988000.0	20319.882233314638	13679.740804089699	24113.20487423714	0.009165	0.0075	0.011
0.0	4989000.0	19722.987756331033	13688.135427707135	24218.362232225805	0.009170000000000001	0.0075	0.010625
0.0	4990000.0	19828.96881031134	13922.063605043226	22440.8566758745	0.00918	0.0075	0.010625
0.0	4991000.0	19977.26207173545	14139.002923253238	22594.32766084103	0.009185	0.0075	0.010625
0.0	4992000.0	20305.97090420361	13888.80219806992	24835.36172021577	0.009195	0.0075	0.010625
0.0	4993000.0	20237.354794467206	14201.564456840297	24437.581901767582	0.00918	0.0075	0.011
0.0	4994000.0	20603.93276626516	14095.869853785214	25267.355866475737	0.00919	0.0075	0.011
0.0	4995000.0	20728.903274294444	14207.601418002821	25748.643605137855	0.009185	0.0075	0.011
0.0	4996000.0	20567.035542332294	13750.017517055503	25086.39001048197	0.00919	0.0075	0.011
0.0	4997000.0	20162.71199810663	13263.40999316156	24719.341940682298	0.009205	0.0075	0.010625
0.0	4998000.0	19833.27181006639	13202.180523492323	23898.959497528125	0.009185	0.0075	0.010625
0.0	4999000.0	19977.549032157225	13258.798437989559	24265.03703552847	0.009174999999999999	0.0075	0.010625
0.0	5000000.0	19832.121298145943	13306.903283649324	23732.616524614336	0.009185	0.0075	0.010625
0.0	5001000.0	20064.381909237338	13180.376023570461	24277.361818416575	0.00919	0.0075	0.010625
0.0	5002000.0	19490.81093096187	13791.480475810982	23112.41261190285	0.00919	0.0075	0.010625
0.0	5003000.0	19562.576583921447	13177.229832990666	23229.98324518285	0.00918	0.0075	0.010625
0.0	5004000.0	20096.313356646606	14409.192159896482	22958.00202416204	0.009174999999999999	0.0075	0.010625
0.0	5005000.0	19799.497356779357	12940.914507902393	22921.28890679824	0.009174999999999999	0.0075	0.011
0.0	5006000.0	19482.218651072286	13843.108959866515	23002.97281557726	0.00919	0.0075	0.011
0.0	5007000.0	20466.546063323498	14000.850295941167	22769.44286177811	0.009170000000000001	0.0075	0.011
0.0	5008000.0	20646.538868038515	13990.659734964402	24837.7345405645	0.009165	0.0075	0.011
0.0	5009000.0	20569.405022255218	13328.745843190409	25368.723361494915	0.009174999999999999	0.0075	0.011
0.0	5010000.0	19322.154119806506	13427.440572255668	21507.724997810874	0.009174999999999999	0.0075	0.011
0.0	5011000.0	19317.621946942458	13133.872612609719	22377.038606502596	0.009174999999999999	0.0075	0.011
0.0	5012000.0	20387.19455112637	13522.13085292618	24788.66286347536	0.009155	0.0075	0.011
0.0	5013000.0	20181.969045270962	13651.59662419183	24139.559071676926	0.00912	0.0075	0.010625
0.0	5014000.0	19646.620983724064	13180.667766002238	21447.609916810907	0.00911	0.0075	0.010625
0.0	5015000.0	18942.36541996636	12937.944686439765	22316.339548242846	0.00911	0.0075	0.011
0.0	5016000.0	19227.113707176773	12777.141227909722	22146.24291140386	0.0091	0.0075	0.011
0.0	5017000.0	19357.324968803496	12257.602927507964	23775.82760515649	0.009085	0.0075	0.011
0.0	5018000.0	19607.85174696008	12280.163897277309	25375.993635740986	0.009094999999999999	0.0075	0.011
0.0	5019000.0	19234.063957481027	12203.445996720748	23827.857113610884	0.009105	0.0075	0.011
0.0	5020000.0	19183.556754365316	12109.183238616151	22839.104985452504	0.009085	0.0075	0.011
0.0	5021000.0	19339.752684996187	12171.62146581586	23992.10648537394	0.0091	0.0075	0.011
0.0	5022000.0	20114.510959135936	12302.644727771425	25501.600509847896	0.009094999999999999	0.0075	0.011
0.0	5023000.0	20191.12031226983	12554.616912015741	24810.628428921336	0.00909	0.0075	0.011
0.0	5024000.0	18992.08340920384	12383.261744120518	23122.22719833885	0.0091	0.0075	0.011
0.0	5025000.0	19808.581775485232	12066.78737955365	23813.524296973483	0.00909	0.0075	0.010625
0.0	5026000.0	18607.112673036245	12037.684863859768	21998.57818715462	0.00909	0.0075	0.010625
0.0	5027000.0	18941.22880294332	12140.34751467864	23583.47405446837	0.00908	0.0075	0.010625
0.0	5028000.0	18574.764681508135	11656.524731526231	23717.620982952016	0.0091	0.0075	0.011
0.0	5029000.0	18670.26387239951	11705.354276100068	23193.346477613894	0.009105	0.0075	0.011
0.0	5030000.0	19068.884328412038	11624.103712585302	22507.999878254544	0.00909	0.0075	0.010625
0.0	5031000.0	18901.228576188172	11940.002579795233	22824.531703460016	0.009105	0.0075	0.010625
0.0	5032000.0	19002.80389165847	12507.45480124366	23319.944704073	0.009125	0.0075	0.011
0.0	5033000.0	19279.84234213066	13099.949135495412	23808.38723169647	0.009130000000000001	0.0075	0.011
0.0	5034000.0	19231.060044974118	13569.227583418742	22069.822697494827	0.00915	0.0075	0.011
0.0	5035000.0	18679.419705866705	13123.293219614094	22483.894668105007	0.009170000000000001	0.0075	0.011
0.0	5036000.0	18825.750104560106	12680.39818833915	23735.522978775523	0.009185	0.0075	0.011
0.0	5037000.0	19701.28387488892	12674.025893704164	22853.84176708094	0.00918	0.0075	0.011
0.0	5038000.0	19929.1608764446	12946.551956938461	23578.63916974316	0.00918	0.0075	0.011
0.0	5039000.0	19156.163832307888	13537.698327263532	22354.937620664572	0.009155	0.0075	0.011
0.0	5040000.0	19372.354143158074	13101.543198024658	22702.80922789915	0.009155	0.0075	0.011
0.0	5041000.0	18008.20374170361	13120.553972944963	21791.211351068196	0.00916	0.0075	0.011
0.0	5042000.0	17886.16448977271	13394.080873610528	21643.22246175981	0.00916	0.0075	0.011
0.0	5043000.0	18201.372277829505	12825.203964047796	21287.279253664878	0.009170000000000001	0.0075	0.011
0.0	5044000.0	19229.988940299616	12772.320183229944	22279.651776905248	0.00916	0.0075	0.011
0.0	5045000.0	19790.78521413371	13017.605089179939	24611.07034505037	0.00916	0.0075	0.011
0.0	5046000.0	18960.258397366637	13360.208819901649	21560.694897022113	0.00918	0.0075	0.011
0.0	5047000.0	19164.126588980922	13541.809236804798	23881.617070978064	0.009174999999999999	0.0075	0.011
0.0	5048000.0	19747.563255075744	12574.357264596008	25117.199100089972	0.00916	0.0075	0.011
0.0	5049000.0	20089.75776801589	13093.634636926994	25975.679290803404	0.009170000000000001	0.0075	0.011
0.0	5050000.0	19731.885276343248	12708.604180246937	26159.887270810294	0.00918	0.0075	0.011
0.0	5100000.0	18512.152785683003	11910.58701291242	22557.151897594907	0.009260000000000001	0.008	0.010625
0.0	5150000.0	19325.47659038202	12765.207613189174	22603.355232594076	0.009389999999999999	0.008	0.011
0.0	5200000.0	19085.046670269745	13405.581420389273	21689.087669458273	0.009225	0.008	0.0105
0.0	5250000.0	19523.20942321401	12373.188229729963	24241.162912174022	0.009265	0.0075	0.011
0.0	5300000.0	19772.41202182299	13445.489305672145	25561.903878414043	0.009439999999999999	0.008	0.011
0.0	5350000.0	18919.62943553456	13724.317248789903	22129.30289882701	0.009525	0.008	0.010625
0.0	5400000.0	19398.040544912747	13114.69978246522	22873.19987832909	0.009465	0.008	0.011
0.0	5450000.0	19365.059395770426	13150.782790218644	23392.29330742077	0.00958	0.008	0.011
0.0	5500000.0	20438.293829374245	14241.841591177661	24044.354639631245	0.00958	0.008	0.010625
0.0	5550000.0	20491.16457798899	14564.103715697203	24323.099310607246	0.00963	0.008	0.011
0.0	5600000.0	21395.993221630604	14458.030281165085	26084.52030302155	0.009655	0.008375	0.011
0.0	5650000.0	20726.492544463017	13799.947609036457	25060.43182789827	0.00954	0.008	0.011
0.0	5700000.0	19739.710022824947	14054.402401352125	23854.195460108553	0.00951	0.008	0.011
0.0	5750000.0	18616.35375770474	12608.966237553755	22241.042997383458	0.00959	0.008	0.010625
0.0	5800000.0	21634.326303683607	14786.55040762734	24403.473870370755	0.009439999999999999	0.0075	0.011
0.0	5850000.0	20050.60533284261	14941.51524513337	23156.578060936044	0.00929	0.008	0.0105
0.0	5900000.0	21175.575329612304	13693.689213784208	26749.413723478076	0.009355	0.0075	0.011
0.0	5950000.0	18876.788828124598	12056.072352913063	25621.914251483646	0.009435	0.008	0.011
0.0	6000000.0	19387.712270910568	13306.912617666458	23892.517436215137	0.009495	0.008	0.010625
0.0	6050000.0	18321.356107114392	12598.533887290068	22165.51333178593	0.009395	0.0075	0.010625
0.0	6100000.0	19652.86736083684	13609.368804165339	24030.309848834233	0.009445	0.008	0.010625
0.0	6150000.0	20266.43208360631	13294.235644037308	23146.902161689894	0.009405	0.008	0.0105
0.0	6200000.0	18625.603312746876	13101.067689788319	20514.770497087662	0.009295	0.0075	0.0105
0.0	6250000.0	20863.59036834638	14685.545402783566	25086.687013437717	0.009295	0.0075	0.011
0.0	6300000.0	19953.65240753029	13686.615998569418	22642.430393474184	0.009210000000000001	0.0075	0.011
0.0	6350000.0	22006.622675922496	14297.090466305774	25616.72494365867	0.00933	0.007875	0.011
0.0	6400000.0	19574.078422087663	13376.865972369596	24250.722727212775	0.009174999999999999	0.0075	0.0105
0.0	6450000.0	19932.395394919444	13689.7981069585	23027.977634199113	0.00923	0.0075	0.010625
0.0	6500000.0	18941.82878282599	12753.282368790144	23686.307548182438	0.009130000000000001	0.0075	0.0105
0.0	6550000.0	18105.392514059422	11950.54139616241	20962.256841078168	0.009035	0.0075	0.011
0.0	6600000.0	19286.33808874462	12089.192678557527	23568.938498123796	0.008985	0.007375	0.0105
0.0	6650000.0	19168.28913003848	14151.7318692471	22238.817233886704	0.008924999999999999	0.007375	0.0105
0.0	6700000.0	21385.11820376345	14444.475466912521	25040.27605988748	0.00894	0.007	0.010625
0.0	6750000.0	18524.47683161319	13152.0200544869	22715.630000076068	0.00888	0.007375	0.0105
0.0	6800000.0	19008.469186976457	13398.21058699914	21710.539781528983	0.008855	0.007375	0.0105
0.0	6850000.0	19077.3339142497	12662.124472479805	22644.701346637034	0.00898	0.007	0.0105
0.0	6900000.0	20059.219272355473	13798.085714078778	26891.584684176407	0.00901	0.0075	0.0105
0.0	6950000.0	19769.35013870252	14264.858326185931	23501.696560465258	0.00916	0.0075	0.0105
0.0	7000000.0	20836.5086236609	13471.716930442175	24733.65045769319	0.00914	0.0075	0.0105
0.0	7050000.0	17224.702198166782	12029.392808208218	21000.450945923934	0.00899	0.0075	0.0105
0.0	7100000.0	20289.96524321726	12707.287411034446	25602.009438630863	0.009065	0.0075	0.0105
0.0	7150000.0	20570.594317132163	13247.278919239801	23903.099699072693	0.00904	0.0075	0.0105
0.0	7200000.0	20414.998524067232	13130.891593709835	23174.15871727249	0.009045	0.0075	0.01
0.0	7250000.0	20971.151555738965	14282.28039738213	25996.374492277275	0.009170000000000001	0.0075	0.01
0.0	7300000.0	21168.208265976536	14205.386062442989	25781.000639990078	0.00912	0.0075	0.01
0.0	7350000.0	18291.21646062779	11912.340325422454	22918.656799526932	0.009035	0.0075	0.0105
0.0	7400000.0	19332.369365007453	12059.626268058277	23704.033240119203	0.009155	0.0075	0.0105
0.0	7450000.0	18521.565167268993	12766.664078050584	21780.342763678265	0.009174999999999999	0.0075	0.01
0.0	7500000.0	20183.55768271945	14582.059786634041	24161.749310810093	0.009065	0.0075	0.0105
0.0	7550000.0	20380.025476478488	12793.478389843607	24739.92527344421	0.009145	0.0075	0.0105
0.0	7600000.0	20250.855957839485	14506.07401955016	25369.282608598125	0.00918	0.0075	0.0105
0.0	7650000.0	20321.883208730327	12797.933119038498	24300.63141531319	0.00914	0.0075	0.0105
0.0	7700000.0	20434.248426583432	14158.633993575091	24900.61189017435	0.009165	0.0075	0.010625
0.0	7750000.0	21358.560965528795	15617.20071517628	26066.142029275343	0.009065	0.007375	0.0105
0.0	7800000.0	19749.129666453755	13707.68085335582	23404.160374026746	0.00901	0.0075	0.0105
0.0	7850000.0	19145.01819841016	13427.343759585572	23025.331214919737	0.00895	0.0075	0.0105
0.0	7900000.0	20815.091620817933	14173.038152351794	25272.30969412949	0.009115	0.0075	0.0105
0.0	7950000.0	18701.263404444293	12157.7451713459	22517.94434632285	0.009265	0.007875	0.0105
0.0	8000000.0	21812.088309523122	14265.118960864229	28103.840935960125	0.009155	0.0075	0.0105
0.0	8050000.0	19699.540458672724	13781.367257510352	22777.682299034517	0.009265	0.007875	0.010625
0.0	8100000.0	20450.605974379312	14738.1738676687	24555.34886418548	0.009305	0.0075	0.010625
0.0	8150000.0	18724.946517108194	12966.696312200313	21842.919421553415	0.009255	0.0075	0.011
0.0	8200000.0	20691.825123363782	13302.90662959813	25550.0632084921	0.009245	0.0075	0.010625
0.0	8250000.0	18691.722261286646	12481.150671111162	22063.00601635132	0.009185	0.0075	0.010625
0.0	8300000.0	19399.14028643698	12907.932367032583	22415.04775166855	0.009105	0.008	0.0105
0.0	8350000.0	19088.77257871767	13297.055864816786	23266.930545288567	0.009130000000000001	0.0075	0.010125
0.0	8400000.0	20160.333808770065	12187.462113530555	24059.19781339552	0.009185	0.0075	0.0105
0.0	8450000.0	21777.290183842113	13376.956813270177	27966.71135844749	0.009085	0.0075	0.0105
0.0	8500000.0	19311.652941296197	13506.963214298761	23415.397269875393	0.00901	0.0075	0.0105
0.0	8550000.0	21845.00513711636	13684.792788840567	26573.92954376217	0.009155	0.0075	0.0105
0.0	8600000.0	19874.280236612587	13238.0986170896	23006.80959130368	0.009210000000000001	0.0075	0.0105
0.0	8650000.0	21704.716413394603	13309.87841272058	26769.86550454675	0.00915	0.0075	0.0105
0.0	8700000.0	20892.79570852462	13673.548065254792	24523.919250098174	0.009130000000000001	0.0075	0.0105
0.0	8750000.0	19400.865593079146	12605.857846850853	23365.35237783834	0.009170000000000001	0.007375	0.010625
0.0	8800000.0	20762.79780860414	12827.31766710545	25817.325019742657	0.009225	0.0075	0.0105
0.0	8850000.0	19975.77814895562	12556.253098442825	23278.12340306824	0.00924	0.0075	0.010625
0.0	8900000.0	18702.806939105256	13297.298788159038	22748.607986240833	0.0092	0.0075	0.011
0.0	8950000.0	20298.216737707942	13765.097943993504	24411.04643898485	0.00927	0.0075	0.010625
0.0	9000000.0	20986.0658653132	13376.309159219316	26398.04604212814	0.009165	0.0075	0.011
0.0	9050000.0	20368.274520723204	13062.767879079332	25160.988000680944	0.00911	0.0075	0.0105
0.0	9100000.0	20193.41392313477	13154.233004461863	23397.56765291084	0.00905	0.007	0.0105
0.0	9150000.0	20032.035134594735	13951.714904789296	24574.14914606364	0.00911	0.007	0.0105
