selection_coefficient	n_replicates	n_focal_allele_lost	n_focal_allele_present	median_realized_allele_frequency	range_realized_allele_frequency_min	range_realized_allele_frequency_max	fraction_lost	fraction_segregating	fraction_fixed	spearman_frequency_vs_center_recent	spearman_p	center_fraction_recent_mean	center_fraction_recent_median_p	center_fraction_recent_power_p_le_0_05	center_fraction_recent_auc	center_fraction_recent_mean_given_focal_allele_present	center_fraction_recent_median_p_given_focal_allele_present	center_fraction_recent_power_p_le_0_05_given_focal_allele_present	center_fraction_recent_auc_given_focal_allele_present	center_fraction_recent_false_positive_p_le_0_05_given_focal_allele_lost	window_10000_fraction_recent_mean	window_10000_fraction_recent_median_p	window_10000_fraction_recent_power_p_le_0_05	window_10000_fraction_recent_auc	window_10000_fraction_recent_mean_given_focal_allele_present	window_10000_fraction_recent_median_p_given_focal_allele_present	window_10000_fraction_recent_power_p_le_0_05_given_focal_allele_present	window_10000_fraction_recent_auc_given_focal_allele_present	window_10000_fraction_recent_false_positive_p_le_0_05_given_focal_allele_lost	window_100000_fraction_recent_mean	window_100000_fraction_recent_median_p	window_100000_fraction_recent_power_p_le_0_05	window_100000_fraction_recent_auc	window_100000_fraction_recent_mean_given_focal_allele_present	window_100000_fraction_recent_median_p_given_focal_allele_present	window_100000_fraction_recent_power_p_le_0_05_given_focal_allele_present	window_100000_fraction_recent_auc_given_focal_allele_present	window_100000_fraction_recent_false_positive_p_le_0_05_given_focal_allele_lost
0.1	100	84	16	0.0	0.0	0.95	0.84	0.16	0.0	0.6395152224264378	7.976578185740267e-13	0.073995	0.5841584158415841	0.17	0.5159	0.4170625	0.0099009900990099	1.0	1.0	0.011904761904761904	0.07332272727272722	0.5247524752475248	0.18	0.5153	0.41286931818181816	0.0099009900990099	1.0	1.0	0.023809523809523808	0.06989792079207915	0.5544554455445545	0.2	0.51495	0.39144183168316826	0.0099009900990099	1.0	1.0	0.047619047619047616
