# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	29
4	5
18	19
24	25
26	27
30	31
32	33
36	37
56	57
64	65
68	69
70	71
72	73
82	83
86	87
88	89
122	123
134	135
144	145
146	147
150	151
154	155
166	167
170	171
172	173
176	177
186	187
190	191
192	193
198	199
