# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	15
26	27
36	37
44	45
60	61
62	63
70	71
86	87
96	97
102	103
104	105
148	149
156	157
160	161
162	163
188	189
