unit_id	seed	birth_generation	allele_age_years	final_population_af	eas_source_particle_id	eas_draw_occurrence	eas_particle_multiplicity	eas_selected_log_importance_weight	eas_global_effective_sample_size	eas_global_weight_sum_over_max	eas_global_max_normalized_weight	eas_time_reversal_is_approximation	source_completion_sha256
eas_neutral_exact_population_af_reverse_bridge_r010	2026083610	15256	381400	0.19533969232404283	2862677	10	1	4.8252010015385878	98188.934011960591	482.59209571484041	0.0020721433460669267	True	07d546ceac9c0406bae1b8d6dfd825dc2ae40eaed942e2796e5321ee31530910
eas_neutral_exact_population_af_reverse_bridge_r011	2026083611	7035	175875	0.19533969232404283	7269939	11	1	1.9489808278599714	98188.934011960591	482.59209571484041	0.0020721433460669267	True	7d5ac325757012b0a6801cfb3b10cc33afdf9604e0e37c0e0fe7e6a8676b78ac
eas_neutral_exact_population_af_reverse_bridge_r012	2026083612	17528	438200	0.19533969232404283	4810159	12	1	1.5443990014885465	98188.934011960591	482.59209571484041	0.0020721433460669267	True	1c75e98ba214d8afa36331f4d7181d99c717a3d3dd80ac59e49c780ff548f50e
eas_neutral_exact_population_af_reverse_bridge_r013	2026083613	11020	275500	0.19533969232404283	5274247	13	1	2.2502232238068522	98188.934011960591	482.59209571484041	0.0020721433460669267	True	08b046395b6caa56d2e49f535c07e6cfd4dd456e26cc658be97cadddf5ea71eb
eas_neutral_exact_population_af_reverse_bridge_r014	2026083614	27750	693750	0.19533969232404283	1714625	14	1	2.8817622774210161	98188.934011960591	482.59209571484041	0.0020721433460669267	True	a52917e628270d638310d4b9fe310da028ab7df4fa81bbcab9f39bd6a87aefcd
eas_neutral_exact_population_af_reverse_bridge_r015	2026083615	43128	1078200	0.19533969232404283	1505880	15	1	1.1729582672554244	98188.934011960591	482.59209571484041	0.0020721433460669267	True	26f5d511932e426afa92a5fe69516bd514405816e46db60f1f8176e804bfc712
eas_neutral_exact_population_af_reverse_bridge_r016	2026083616	48294	1207350	0.19533969232404283	4063285	16	1	2.1067128415591725	98188.934011960591	482.59209571484041	0.0020721433460669267	True	ed52e161c729d5272164d8bbf242d2bddf587fc1b991ee16ff8aa2ffb781732a
eas_neutral_exact_population_af_reverse_bridge_r017	2026083617	24177	604425	0.19533969232404283	293670	17	1	-0.33635570653971492	98188.934011960591	482.59209571484041	0.0020721433460669267	True	ff27240bcd65b63e5dc0893fe8a4457a5e8ddec51a6fe57172a79fa1a60f782f
eas_neutral_exact_population_af_reverse_bridge_r018	2026083618	41365	1034125	0.19533969232404283	2480060	18	1	7.3003547789842997	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9958ce69fdbdbd7da4ba843c496d87bbf812724cf6b2c7eacd910eee92f85a76
eas_neutral_exact_population_af_reverse_bridge_r019	2026083619	11817	295425	0.19533969232404283	9331879	19	1	3.8246089305170141	98188.934011960591	482.59209571484041	0.0020721433460669267	True	ad182ca362fba79b49fde195b5e03de1cede2f370c8801a7706fc7b547c2dd84
eas_neutral_exact_population_af_reverse_bridge_r020	2026083620	32006	800150	0.19533969232404283	4183144	20	1	3.1765067640820934	98188.934011960591	482.59209571484041	0.0020721433460669267	True	f7179966bbfeea22d7445291a67111cf30f0f17f339f8636c9f8003ed78442c3
eas_neutral_exact_population_af_reverse_bridge_r021	2026083621	2120	53000	0.19533969232404283	9811314	21	1	1.5731910537390199	98188.934011960591	482.59209571484041	0.0020721433460669267	True	aa8e767b4ac24b91c7268eaa2e1228c2a816d6a927efcf7f78dac1a66fcedd44
eas_neutral_exact_population_af_reverse_bridge_r022	2026083622	4204	105100	0.19533969232404283	8276947	22	1	0.18259569882143012	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4e417ff5f3e4075e5077d18df276ffc0d5a3cebd57b71faea81577b744fdaaf7
eas_neutral_exact_population_af_reverse_bridge_r023	2026083623	28095	702375	0.19533969232404283	6199933	23	1	4.7199095530387076	98188.934011960591	482.59209571484041	0.0020721433460669267	True	ebd3823effa04afa874a888baf025c5b4846d983c48829e0cfda802779b6b02d
eas_neutral_exact_population_af_reverse_bridge_r024	2026083624	9689	242225	0.19533969232404283	919842	24	1	2.1154185050544605	98188.934011960591	482.59209571484041	0.0020721433460669267	True	879759a06cf1911fdef65d7db0043b4370cd52253ab37d8114aca2940d2cf746
eas_neutral_exact_population_af_reverse_bridge_r025	2026083625	15588	389700	0.19533969232404283	1971085	25	1	2.9157590910705711	98188.934011960591	482.59209571484041	0.0020721433460669267	True	807dbbb36cd98522eddfdcf5902a90d28eafbdc098c1a4e484877168542bf47d
eas_neutral_exact_population_af_reverse_bridge_r026	2026083626	33245	831125	0.19533969232404283	6863697	26	1	3.8066700534640638	98188.934011960591	482.59209571484041	0.0020721433460669267	True	5dd1fcb55978812e21bd1d8cc81119844bcad8c07fb44b5529ea8115189a00dc
eas_neutral_exact_population_af_reverse_bridge_r027	2026083627	1275	31875	0.19533969232404283	9358168	27	1	2.2939002957789096	98188.934011960591	482.59209571484041	0.0020721433460669267	True	f13fb3459224900414c53f4be103737025b945835511589e427f5c345d4c365f
eas_neutral_exact_population_af_reverse_bridge_r028	2026083628	1846	46150	0.19533969232404283	5972092	28	1	0.22468961143713351	98188.934011960591	482.59209571484041	0.0020721433460669267	True	59736ac3632c76a0fc66a053fc47efc7aaf2090597d73c37e927fc1e3e360af9
eas_neutral_exact_population_af_reverse_bridge_r029	2026083629	48292	1207300	0.19533969232404283	4956331	29	1	1.6985934117831931	98188.934011960591	482.59209571484041	0.0020721433460669267	True	75f9c75f06bb891e9d37d53138340863aeaed0317aa218fa395d27f82154121c
eas_neutral_exact_population_af_reverse_bridge_r030	2026083630	17888	447200	0.19533969232404283	9974911	30	1	1.1832190653086698	98188.934011960591	482.59209571484041	0.0020721433460669267	True	b8ec7282808da71fc636332d828115255d5c1f90124058c2b9c15c67039a156d
eas_neutral_exact_population_af_reverse_bridge_r031	2026083631	5599	139975	0.19533969232404283	5314760	31	1	1.7267658851805479	98188.934011960591	482.59209571484041	0.0020721433460669267	True	cdfe695d885c849c3eeee1d13f9b875f75787a69d57ea1a8be05b9bae74d3c7b
eas_neutral_exact_population_af_reverse_bridge_r032	2026083632	6182	154550	0.19533969232404283	9839299	32	1	2.2396483534468654	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9b3f28092ab85c587afa30e3a5a46ad89161fe43932334f8e71c68f6de53b383
eas_neutral_exact_population_af_reverse_bridge_r033	2026083633	10526	263150	0.19533969232404283	6239983	33	1	-0.24893031436780966	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9f624a81b90169f89ddab792b7ed78502b076cde0ddfffa6d6598d558e90934e
eas_neutral_exact_population_af_reverse_bridge_r034	2026083634	3277	81925	0.19533969232404283	7339212	34	1	1.3964920179483773	98188.934011960591	482.59209571484041	0.0020721433460669267	True	8ad68dd4f73918a43c9ae6bfd17b1f6a592ce3bb156866e523f14155591ed308
eas_neutral_exact_population_af_reverse_bridge_r035	2026083635	5037	125925	0.19533969232404283	8011661	35	1	1.4909437093614528	98188.934011960591	482.59209571484041	0.0020721433460669267	True	0c845a61bcd73aac05996701944ce4052e0d067641c3c0cc03b1ff472036c647
eas_neutral_exact_population_af_reverse_bridge_r036	2026083636	8659	216475	0.19533969232404283	521665	36	1	1.0099219106766899	98188.934011960591	482.59209571484041	0.0020721433460669267	True	1cf1f3c770899b98725792f7e79e2db04e736f493eaad46a8f9160c16f5d017a
eas_neutral_exact_population_af_reverse_bridge_r037	2026083637	13009	325225	0.19533969232404283	3813104	37	1	1.7937176830278325	98188.934011960591	482.59209571484041	0.0020721433460669267	True	716169703ccedd63fcd1e8cb7a6530ba87797fe4825125083189c68fef3e5219
eas_neutral_exact_population_af_reverse_bridge_r038	2026083638	76314	1907850	0.19533969232404283	9802527	38	1	3.610501869013504	98188.934011960591	482.59209571484041	0.0020721433460669267	True	2fc8d8dd0f21af73b5fb3d6741f66694f2ad2de748542dccb7cb090aca0b86fe
eas_neutral_exact_population_af_reverse_bridge_r039	2026083639	23224	580600	0.19533969232404283	1237783	39	1	1.6525737388059412	98188.934011960591	482.59209571484041	0.0020721433460669267	True	8182a29122a29b39ca16a5ae1af817c59558d88313187e5eac8ebcf17f0721b7
eas_neutral_exact_population_af_reverse_bridge_r040	2026083640	40942	1023550	0.19533969232404283	8565146	40	1	5.4120258252799687	98188.934011960591	482.59209571484041	0.0020721433460669267	True	2797f0181f1acc08fd6ff3edbf8d741acf547fda07e6b081c07c7771e26c4d02
eas_neutral_exact_population_af_reverse_bridge_r041	2026083641	1611	40275	0.19533969232404283	8668164	41	1	0.69251265643635307	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9cbe162d7aee1099e472d7bf837edbdd1f120cfc04ca19997ea71965cb69a34d
eas_neutral_exact_population_af_reverse_bridge_r042	2026083642	17052	426300	0.19533969232404283	3146224	42	1	2.2774211629706738	98188.934011960591	482.59209571484041	0.0020721433460669267	True	b364278a824d0d9203ed42454bd15166ff1ac45314ad4591bc0d0ca026bd73a4
eas_neutral_exact_population_af_reverse_bridge_r043	2026083643	15860	396500	0.19533969232404283	4504780	43	1	6.2828811199486783	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9d62e6d346d19c7df6490a9963315d76edf45e0e72d80c0f31028b72bfdc00a0
eas_neutral_exact_population_af_reverse_bridge_r044	2026083644	2039	50975	0.19533969232404283	4540727	44	1	3.0830890597623029	98188.934011960591	482.59209571484041	0.0020721433460669267	True	71e9fc5a3f52237f8a6e3294c75247e4bd6896a4616b551d6757170ae7b29eb4
eas_neutral_exact_population_af_reverse_bridge_r045	2026083645	19322	483050	0.19533969232404283	6181815	45	1	0.56644216200403719	98188.934011960591	482.59209571484041	0.0020721433460669267	True	b7ed03ce621a6e5886113af3b30f8a7c6e0fb773c76398fb48bdfec53af4ecb9
eas_neutral_exact_population_af_reverse_bridge_r046	2026083646	11190	279750	0.19533969232404283	3886835	46	1	3.2684290388528527	98188.934011960591	482.59209571484041	0.0020721433460669267	True	c6f2578729f8ce328c4adf1466c68d1181db35d780073bb7afd97bd204c1c447
eas_neutral_exact_population_af_reverse_bridge_r047	2026083647	5809	145225	0.19533969232404283	1324980	47	1	3.3891923188840902	98188.934011960591	482.59209571484041	0.0020721433460669267	True	ebde4128973e1c9cd5d636628e4664454cf8c0e50770097f1e2cba603ad56f7f
eas_neutral_exact_population_af_reverse_bridge_r048	2026083648	30886	772150	0.19533969232404283	9645446	48	1	0.3965812689309729	98188.934011960591	482.59209571484041	0.0020721433460669267	True	a067932ce943a691b6752080670b55e5e54eb7665b8f3baa813a828260648d5c
eas_neutral_exact_population_af_reverse_bridge_r049	2026083649	20267	506675	0.19533969232404283	9839504	49	1	3.2098028003875019	98188.934011960591	482.59209571484041	0.0020721433460669267	True	5b19b92280074f87c85b09964e93786f0631df768b7e1584c813292f984b73b1
eas_neutral_exact_population_af_reverse_bridge_r050	2026083650	2617	65425	0.19533969232404283	6342333	50	1	1.0308931361501781	98188.934011960591	482.59209571484041	0.0020721433460669267	True	7b4f2cc72f0ac3d9aea3c96414c4ef6de3e3c69b0a638efb513cae778935028e
eas_neutral_exact_population_af_reverse_bridge_r051	2026083651	102926	2573150	0.19533969232404283	3967788	51	1	1.2520418907073037	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4466a1c1ff9e1f89cfca1a7848baa1a8c9427ee1030c7951a63985f6ca2955f4
eas_neutral_exact_population_af_reverse_bridge_r052	2026083652	18180	454500	0.19533969232404283	1291838	52	1	0.52975590990389776	98188.934011960591	482.59209571484041	0.0020721433460669267	True	df31c426aeb61e58953ac9efd00e5db769b2c3eacda0d3f1fc6ee03adc08191e
eas_neutral_exact_population_af_reverse_bridge_r053	2026083653	30739	768475	0.19533969232404283	7232437	53	1	4.0673120711156248	98188.934011960591	482.59209571484041	0.0020721433460669267	True	8450f46e778663d3c198309d8ae40357923ddeeebe5205f4de6aa4294925a97c
eas_neutral_exact_population_af_reverse_bridge_r054	2026083654	5538	138450	0.19533969232404283	3986419	54	1	2.859211517871632	98188.934011960591	482.59209571484041	0.0020721433460669267	True	44fcf26526cc7b76ddc99cb2a9b4ec5427faaf7edd505f99aa266ad97abb08a9
eas_neutral_exact_population_af_reverse_bridge_r055	2026083655	5203	130075	0.19533969232404283	655035	55	1	1.3305526410057666	98188.934011960591	482.59209571484041	0.0020721433460669267	True	29c1441f3a4407b449ea82becae8bc827a69fc3fc051db0fd24c7b79099d746f
eas_neutral_exact_population_af_reverse_bridge_r056	2026083656	4852	121300	0.19533969232404283	8776684	56	1	3.3728185882517963	98188.934011960591	482.59209571484041	0.0020721433460669267	True	91fab1917bea5b625d868c2c2d8bfc29b2754abba1bbe4443a03382f0abaa3bd
eas_neutral_exact_population_af_reverse_bridge_r057	2026083657	3492	87300	0.19533969232404283	7888367	57	1	3.7165758071297645	98188.934011960591	482.59209571484041	0.0020721433460669267	True	f95eadee15ee3a7a89a3ec26aa3a962be3bd4318ab6cc81ffefb12aae16f4b2d
eas_neutral_exact_population_af_reverse_bridge_r058	2026083658	26961	674025	0.19533969232404283	5185471	58	1	1.8131657573711184	98188.934011960591	482.59209571484041	0.0020721433460669267	True	fc1c1b8332f84a56c73aea72181b3938ba0c7bcd2c650817b0e85756b7069043
eas_neutral_exact_population_af_reverse_bridge_r059	2026083659	78327	1958175	0.19533969232404283	6567506	59	1	2.5242897728015379	98188.934011960591	482.59209571484041	0.0020721433460669267	True	3cfad172b374cbeb2eb06bf91e20cf199f76510c1b766575009f6c28e2322d4e
eas_neutral_exact_population_af_reverse_bridge_r060	2026083660	20941	523525	0.19533969232404283	1203648	60	1	5.2791040713792938	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4d7f13b465db0143050338b37ce2f797a46322250a601e1ae73eecd10be1ce32
eas_neutral_exact_population_af_reverse_bridge_r061	2026083661	75140	1878500	0.19533969232404283	575514	61	1	3.585100482813985	98188.934011960591	482.59209571484041	0.0020721433460669267	True	d26463cd65ad5c3f06bfd30b1e2cd5a30f3b2eec3c192b203ec5139b11f489b2
eas_neutral_exact_population_af_reverse_bridge_r062	2026083662	12909	322725	0.19533969232404283	9604737	62	1	2.9926770073788749	98188.934011960591	482.59209571484041	0.0020721433460669267	True	1f868f2dfe4fc66dbf2e233d40b2d7a180faed34495ebb162543204d1da2238b
eas_neutral_exact_population_af_reverse_bridge_r063	2026083663	1301	32525	0.19533969232404283	1099328	63	1	-1.5261259433140939	98188.934011960591	482.59209571484041	0.0020721433460669267	True	73a7734968f2de5780993212a79d6451d8546314f0602a4d35068d07cf7bb38f
eas_neutral_exact_population_af_reverse_bridge_r064	2026083664	7117	177925	0.19533969232404283	5322447	64	1	0.40563207990711447	98188.934011960591	482.59209571484041	0.0020721433460669267	True	b11de52c8e828d6b0035758ea177d23868eb6e260e960966d0c8716d0fcf2994
eas_neutral_exact_population_af_reverse_bridge_r065	2026083665	5411	135275	0.19533969232404283	6049992	65	1	1.125101810775373	98188.934011960591	482.59209571484041	0.0020721433460669267	True	489860f3a9e1a34759fa8288edb6ca3b3deb587935418679a27fd93f490cb0ee
eas_neutral_exact_population_af_reverse_bridge_r066	2026083666	18260	456500	0.19533969232404283	6621088	66	1	2.1513512908721157	98188.934011960591	482.59209571484041	0.0020721433460669267	True	44edc606278ff2574993eef47041487d025af488c41bbe927a9978df9d868b12
eas_neutral_exact_population_af_reverse_bridge_r067	2026083667	26257	656425	0.19533969232404283	9710715	67	1	4.8216355370262995	98188.934011960591	482.59209571484041	0.0020721433460669267	True	a4689e3cb8ea2973b9e786aeadfbcaedd6d09c0c809d475310c1a14c9c038ab5
eas_neutral_exact_population_af_reverse_bridge_r068	2026083668	5137	128425	0.19533969232404283	687627	68	1	2.2696381060236224	98188.934011960591	482.59209571484041	0.0020721433460669267	True	786af228c22f9a60f85e69f8b356502edcac51c4c0548d1d310fade1a02d90c9
eas_neutral_exact_population_af_reverse_bridge_r069	2026083669	33891	847275	0.19533969232404283	2744914	69	1	7.8994717046292369	98188.934011960591	482.59209571484041	0.0020721433460669267	True	358cf966030616595b1bba760d09f3429978e1517cfb9fffedc855a15689e527
eas_neutral_exact_population_af_reverse_bridge_r070	2026083670	15268	381700	0.19533969232404283	2078582	70	1	4.9074442266592122	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4488d94cf7f5478d6296534afbff2ac0061bcbb15b08a4a662a07c88ce4fe040
eas_neutral_exact_population_af_reverse_bridge_r071	2026083671	27538	688450	0.19533969232404283	5888981	71	1	1.722258572094546	98188.934011960591	482.59209571484041	0.0020721433460669267	True	d00632a38cb5865f19881c67d6dcc52f426912d85223c4371b6e583dfee99335
eas_neutral_exact_population_af_reverse_bridge_r072	2026083672	14186	354650	0.19533969232404283	2783665	72	1	1.7927760670692265	98188.934011960591	482.59209571484041	0.0020721433460669267	True	745dced82ea112512451699e09f55867c970f3deb254012dfa6661d7579efda2
eas_neutral_exact_population_af_reverse_bridge_r073	2026083673	15934	398350	0.19533969232404283	9927955	73	1	3.0820984039834673	98188.934011960591	482.59209571484041	0.0020721433460669267	True	d5d75ec322e279bc42a2440cd7755c9a50619eb66adceb36259e57025382bb97
eas_neutral_exact_population_af_reverse_bridge_r074	2026083674	17103	427575	0.19533969232404283	8673587	74	1	3.3431898978693102	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4a57eef0dbaa7154fc36f91ea05fd1e418223ccad946bb1d65a6a2267168ef43
eas_neutral_exact_population_af_reverse_bridge_r075	2026083675	2470	61750	0.19533969232404283	2322991	75	1	2.4304807455478361	98188.934011960591	482.59209571484041	0.0020721433460669267	True	35444081715dd8c6ec7b3676de8bc855812972c24eb0ea158cd66fea33ae08b2
eas_neutral_exact_population_af_reverse_bridge_r076	2026083676	60448	1511200	0.19533969232404283	7915572	76	1	2.932403192287282	98188.934011960591	482.59209571484041	0.0020721433460669267	True	44a835d8ecc947b35b0c9b0de76792c90dd2f0ecfc71346bf6552f5eadd0859b
eas_neutral_exact_population_af_reverse_bridge_r077	2026083677	37699	942475	0.19533969232404283	8354695	77	1	4.2333026999577488	98188.934011960591	482.59209571484041	0.0020721433460669267	True	446ddec5ce745038d5f188d2c47483428a0c7627d9aae57757349a5aef83a954
eas_neutral_exact_population_af_reverse_bridge_r078	2026083678	22957	573925	0.19533969232404283	7334331	78	1	0.66586977428760896	98188.934011960591	482.59209571484041	0.0020721433460669267	True	99f202c06cf461e89d98a35f64466d47195c63887d8cf9ff4d2b8b42b3afcae9
eas_neutral_exact_population_af_reverse_bridge_r079	2026083679	4978	124450	0.19533969232404283	9480592	79	1	0.6952789506668271	98188.934011960591	482.59209571484041	0.0020721433460669267	True	83958ddc7a661ceacc79544983039ab06e58e84aa4e3c0a10632ca94ad965814
eas_neutral_exact_population_af_reverse_bridge_r080	2026083680	1371	34275	0.19533969232404283	9482243	80	1	1.3661452606416962	98188.934011960591	482.59209571484041	0.0020721433460669267	True	6e24191f4deef33e2e4c5682afc97066dde72c81377a1f462eac31c029ee1013
eas_neutral_exact_population_af_reverse_bridge_r081	2026083681	1450	36250	0.19533969232404283	8319619	81	1	0.25050447937939957	98188.934011960591	482.59209571484041	0.0020721433460669267	True	ef73daaeea1edacc1411c98aa1a4f471607b89004a03613ed6049b9ccb831dc6
eas_neutral_exact_population_af_reverse_bridge_r082	2026083682	1543	38575	0.19533969232404283	8271213	82	1	-1.2176863747754965	98188.934011960591	482.59209571484041	0.0020721433460669267	True	e01516125570de32ee66e56fed419a8f8bef35e27c79aa6763d056edb4197c6a
eas_neutral_exact_population_af_reverse_bridge_r083	2026083683	44519	1112975	0.19533969232404283	2677666	83	1	1.1411463617835835	98188.934011960591	482.59209571484041	0.0020721433460669267	True	5618b7bb399320b62a2ec6350133715f969969736d4c185decefcabd8af372ee
eas_neutral_exact_population_af_reverse_bridge_r084	2026083684	1964	49100	0.19533969232404283	6960789	84	1	1.033574515591118	98188.934011960591	482.59209571484041	0.0020721433460669267	True	231763827a8d44c6fd9d5b94591c8bea38429a9c1a50b1504761998a88fc41b6
eas_neutral_exact_population_af_reverse_bridge_r085	2026083685	101108	2527700	0.19533969232404283	1027176	85	1	-0.66188325446334773	98188.934011960591	482.59209571484041	0.0020721433460669267	True	17a5551516176761f2f3db212b749b62e2c0b54d4cce98491128c40d5aafbe72
eas_neutral_exact_population_af_reverse_bridge_r086	2026083686	2250	56250	0.19533969232404283	6610069	86	1	0.79280283248508709	98188.934011960591	482.59209571484041	0.0020721433460669267	True	e930e576c6625c6e412a72c77aa95e585bd31440c8d4e7cf4b2d313087a34115
eas_neutral_exact_population_af_reverse_bridge_r087	2026083687	35116	877900	0.19533969232404283	5595909	87	1	1.2983634685076826	98188.934011960591	482.59209571484041	0.0020721433460669267	True	8cb2aa78030dd043f0c7642d474433b42ef224f16c59ba8c59ab0b37bfc06b56
eas_neutral_exact_population_af_reverse_bridge_r088	2026083688	37756	943900	0.19533969232404283	4299231	88	1	1.4563640479783135	98188.934011960591	482.59209571484041	0.0020721433460669267	True	1dc6dde1155385790e0a11ed501581e8069c852cc05285e7e8ad6758d2d0e7ae
eas_neutral_exact_population_af_reverse_bridge_r089	2026083689	5465	136625	0.19533969232404283	7706677	89	1	-0.10777710636268267	98188.934011960591	482.59209571484041	0.0020721433460669267	True	b778b97c9ac595e8eda5b5c9dc8301b08a32c065acbf47e2c23aff8fbb93cd90
eas_neutral_exact_population_af_reverse_bridge_r090	2026083690	62681	1567025	0.19533969232404283	8859455	90	1	2.2824113715463028	98188.934011960591	482.59209571484041	0.0020721433460669267	True	c297b8b7f8fd6a96371b19b737e3eb9fa018733259f950a478ec825084047524
eas_neutral_exact_population_af_reverse_bridge_r091	2026083691	10422	260550	0.19533969232404283	3272195	91	1	-0.1858415644885909	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4742433c729868e2e2cdae29d1291b90a7761ee61821768c706eefd4b122f92a
eas_neutral_exact_population_af_reverse_bridge_r092	2026083692	19752	493800	0.19533969232404283	5893725	92	1	3.2167586863335877	98188.934011960591	482.59209571484041	0.0020721433460669267	True	49a3a5c261f3f27614cc0ae1e9302eae3415cb27e54a57b952ae9c41c024adcc
eas_neutral_exact_population_af_reverse_bridge_r093	2026083693	3448	86200	0.19533969232404283	7830784	93	1	0.88575143227554953	98188.934011960591	482.59209571484041	0.0020721433460669267	True	12f9321245558933fffd458e209cbf2fa5f29e8ba4757ee5c8a249d9c4c5d75f
eas_neutral_exact_population_af_reverse_bridge_r094	2026083694	4130	103250	0.19533969232404283	7541170	94	1	1.2543771133825139	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4bb05211bf7d3a17dd714284c0e724b3475c0fdb86e82ea1de4f147c1d0139fb
eas_neutral_exact_population_af_reverse_bridge_r095	2026083695	26990	674750	0.19533969232404283	9783611	95	1	4.9085862059371532	98188.934011960591	482.59209571484041	0.0020721433460669267	True	78ba8812ffb3174ed1930fb211a9db5276112d92a5d1afd0251f2623ba03f989
eas_neutral_exact_population_af_reverse_bridge_r096	2026083696	88010	2200250	0.19533969232404283	5763896	96	1	6.9785377687215515	98188.934011960591	482.59209571484041	0.0020721433460669267	True	be577629283cdbb8b08c52f6bb68a784bcc5218ddea1f75c19e9c632ca3af415
eas_neutral_exact_population_af_reverse_bridge_r097	2026083697	66807	1670175	0.19533969232404283	7415342	97	1	2.8029607114288666	98188.934011960591	482.59209571484041	0.0020721433460669267	True	e8d12988263e43b396d1e56474623ff2b4843900466c5b09f206a3328679ee7d
eas_neutral_exact_population_af_reverse_bridge_r098	2026083698	24714	617850	0.19533969232404283	3761861	98	1	2.4088668502068415	98188.934011960591	482.59209571484041	0.0020721433460669267	True	abef282f7bae69b78d41ff85857f6546d47fb7ee2a90ab4861aff8427d4055f1
eas_neutral_exact_population_af_reverse_bridge_r099	2026083699	9103	227575	0.19533969232404283	6118524	99	1	1.5304579417583675	98188.934011960591	482.59209571484041	0.0020721433460669267	True	52126fe534e7be550fbf89c92111e532cfab4b4e4bc790b524c0d3a031f7f79f
