schema	unit_id	demography	simulation_class	selection_coefficient	seed	generation_time_years	final_population_af	sample_alt_count	sample_af	statistic	window	threshold_years	threshold_generations	observed_score	n_neutral	neutral_mean	neutral_sd	neutral_q025	neutral_q05	neutral_median	neutral_q95	neutral_q975	neutral_upper_exceedance_count	neutral_lower_exceedance_count	neutral_strictly_less_count	neutral_tie_count	mc_p_upper	mc_p_lower	mc_p_two_sided	upper_tail_cp95_low	upper_tail_cp95_high	lower_tail_cp95_low	lower_tail_cp95_high	neutral_midrank_descriptive_auc	minimum_attainable_p	confidence_interval_method	pvalue_method	neutral_bank	primary_window	score_direction	auc_interpretation
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	focal	10000	344.82758620689657	0.16699917589999999	100	0.12417338306299999	0.040687908055691169	0.071586309981750001	0.079830614911000006	0.11678385250000001	0.19354095709999991	0.23848474759749994	12	88	88	0	0.12871287128712872	0.88118811881188119	0.25742574257425743	0.06356890256115931	0.20023568361996882	0.7997643163800312	0.93643109743884068	0.88	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	focal	20000	689.65517241379314	0.30247390419999998	100	0.22194431951000002	0.067925409571035961	0.13028540086250001	0.142963521945	0.21150810675000001	0.34045740298999982	0.40862334791999988	9	91	91	0	0.099009900990099015	0.91089108910891092	0.19801980198019803	0.041983595628392253	0.1639822550296352	0.83601774497036474	0.95801640437160773	0.91000000000000003	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	focal	30000	1034.4827586206898	0.4088312288	100	0.29686813821900004	0.085259556665358255	0.1775029235475	0.18457475364000001	0.28143860474999999	0.44089966545999981	0.51020789876999995	7	93	93	0	0.079207920792079209	0.93069306930693074	0.15841584158415842	0.028605288907438704	0.13891972845585732	0.86108027154414268	0.97139471109256126	0.93000000000000005	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	focal	40000	1379.3103448275863	0.49375971159999998	100	0.35587992553600001	0.096645813079873244	0.21295725332999998	0.21889763863	0.34475747325	0.52669453688999979	0.57805123154000004	7	93	93	0	0.079207920792079209	0.93069306930693074	0.15841584158415842	0.028605288907438704	0.13891972845585732	0.86108027154414268	0.97139471109256126	0.93000000000000005	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	focal	50000	1724.1379310344828	0.56287953030000004	100	0.40381785166099993	0.10441947526964465	0.240237449745	0.25069923399999999	0.39353217205000002	0.60455312662999994	0.63067915296999988	6	94	94	0	0.069306930693069313	0.94059405940594054	0.13861386138613863	0.022334886071316385	0.12602993458082296	0.8739700654191771	0.9776651139286836	0.93999999999999995	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	local_100kb	1000	34.482758620689658	0.012718399548600001	100	0.0131377268420936	0.0030974836353363858	0.0088136046767379999	0.009521727838549	0.012781693024899999	0.017661239720514997	0.022199357915079994	51	49	49	0	0.51485148514851486	0.49504950495049505	0.99009900990099009	0.40803632915545374	0.61135583483836209	0.38864416516163786	0.59196367084454626	0.48999999999999999	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	local_100kb	4500	155.17241379310346	0.0590385803805	100	0.060572244162802005	0.015018368025245483	0.040536832932352503	0.042550515350400005	0.058715994122650002	0.084209055954029985	0.10669123843974995	47	53	53	0	0.47524752475247523	0.53465346534653468	0.95049504950495045	0.36940516419439451	0.57241851510995478	0.42758148489004516	0.63059483580560549	0.53000000000000003	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	local_100kb	10000	344.82758620689657	0.12526833316800001	100	0.12912969388412301	0.031944144970812362	0.0856773830506775	0.089815745616370013	0.12613448209049999	0.17558566167844991	0.22167144661359997	51	49	49	0	0.51485148514851486	0.49504950495049505	0.99009900990099009	0.40803632915545374	0.61135583483836209	0.38864416516163786	0.59196367084454626	0.48999999999999999	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	local_100kb	20000	689.65517241379314	0.22348741941399999	100	0.23050976441171994	0.05413360481463806	0.154825196971175	0.16473113660970001	0.2235864520735	0.30332677718599982	0.37524972154267489	51	49	49	0	0.51485148514851486	0.49504950495049505	0.99009900990099009	0.40803632915545374	0.61135583483836209	0.38864416516163786	0.59196367084454626	0.48999999999999999	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	local_100kb	30000	1034.4827586206898	0.30015960010999998	100	0.30792729624401999	0.067680108597939756	0.211960763619675	0.22628826248190001	0.29860068917150001	0.39473008507439983	0.48454583627482495	49	51	51	0	0.49504950495049505	0.51485148514851486	0.99009900990099009	0.38864416516163786	0.59196367084454626	0.40803632915545374	0.61135583483836209	0.51000000000000001	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	local_100kb	40000	1379.3103448275863	0.36188438272899998	100	0.36865427134455003	0.075718935176293661	0.25795110935714999	0.2749926593034	0.35986206109749996	0.46729746394859983	0.56429866145887497	48	52	52	0	0.48514851485148514	0.52475247524752477	0.97029702970297027	0.3790054801779586	0.58221023459369325	0.41778976540630669	0.62099451982204146	0.52000000000000002	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	mean_p_tmrca_lt	local_100kb	50000	1724.1379310344828	0.412876245295	100	0.41775969728010004	0.080345843751528354	0.29708778703892502	0.31421723867974999	0.40940522870950002	0.52847572915204988	0.62249224816037485	46	54	54	0	0.46534653465346537	0.54455445544554459	0.93069306930693074	0.35984335297941195	0.56258842013352872	0.43741157986647128	0.64015664702058805	0.54000000000000004	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	focal	1000	34.482758620689658	0.000202020202	100	0.00045454545453000006	0.00030438766839856397	0	0	0.000404040404	0.00101010101	0.0011161616160499984	91	36	9	27	0.91089108910891092	0.36633663366336633	0.73267326732673266	0.83601774497036474	0.95801640437160773	0.26640842273323451	0.46212189332742326	0.22500000000000001	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	focal	4500	155.17241379310346	0.002626262626	100	0.0027010101007510002	0.00094173497887916247	0.00130808080795	0.0014141414139999999	0.002626262626	0.0040505050500999991	0.0046565656560999969	55	53	45	8	0.5544554455445545	0.53465346534653468	1	0.44728018877393605	0.6496797707603279	0.42758148489004516	0.63059483580560549	0.48999999999999999	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	focal	10000	344.82758620689657	0.01919191919	100	0.022535353536009998	0.012798136385764262	0.01049494949475	0.011505050509499999	0.01898989899	0.044777777780999992	0.06153535353824989	49	51	51	0	0.49504950495049505	0.51485148514851486	0.99009900990099009	0.38864416516163786	0.59196367084454626	0.40803632915545374	0.61135583483836209	0.51000000000000001	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	focal	20000	689.65517241379314	0.092525252530000004	100	0.11637171717220002	0.059972231824300767	0.053515151514750003	0.059373737369999999	0.099999999995000005	0.21201010099999995	0.30615656565249977	62	38	38	0	0.62376237623762376	0.38613861386138615	0.7722772277227723	0.5174606942491935	0.71523252385852043	0.28476747614147957	0.4825393057508065	0.38	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	focal	30000	1034.4827586206898	0.2086868687	100	0.21023636363270001	0.092153422388477624	0.10086363635500001	0.11410101006000001	0.18484848484999999	0.3687878788299998	0.46277272725499963	42	58	58	0	0.42574257425742573	0.58415841584158412	0.85148514851485146	0.3219855393547969	0.52288080427608619	0.47711919572391376	0.6780144606452031	0.57999999999999996	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	focal	40000	1379.3103448275863	0.3525252525	100	0.27740606060799999	0.10751781301348301	0.14098989902749998	0.156252525285	0.25464646460000001	0.49807070710499995	0.56960101010999986	14	86	86	0	0.14851485148514851	0.86138613861386137	0.29702970297029702	0.078705404926965775	0.22372798137056774	0.77627201862943229	0.92129459507303424	0.85999999999999999	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	focal	50000	1724.1379310344828	0.51232323229999999	100	0.32597575757499997	0.11424007077168602	0.17390404041249999	0.189616161615	0.30888888889999999	0.57055555555500004	0.60455050500500007	6	94	94	0	0.069306930693069313	0.94059405940594054	0.13861386138613863	0.022334886071316385	0.12602993458082296	0.8739700654191771	0.9776651139286836	0.93999999999999995	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	False	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	local_100kb	1000	34.482758620689658	0.000202020202	100	0.00045695045693624001	0.00030204812431120111	0	0	0.000404040404	0.00101010101	0.0011161616160499984	87	31	13	18	0.87128712871287128	0.31683168316831684	0.63366336633663367	0.78795932291255022	0.92892695381457047	0.22128879213067099	0.41031455416019924	0.22	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	local_100kb	4500	155.17241379310346	0.0028860028857100001	100	0.0027253487251011703	0.00089049264895269518	0.0014268879267517499	0.0015569985568469999	0.0025925925923300001	0.0040889850885974998	0.00417147667118325	40	60	60	0	0.40594059405940597	0.60396039603960394	0.81188118811881194	0.30329476870287742	0.50279084957766518	0.49720915042233477	0.69670523129712258	0.59999999999999998	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	local_100kb	10000	344.82758620689657	0.0254160654162	100	0.0223668109668855	0.010396472183423116	0.011509860510065001	0.012351611352755001	0.019663299663550002	0.040491582493024987	0.055304473304742398	22	78	78	0	0.22772277227722773	0.78217821782178221	0.45544554455445546	0.14330357674981445	0.31391965378631781	0.68608034621368219	0.85669642325018558	0.78000000000000003	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	local_100kb	20000	689.65517241379314	0.103155363155	100	0.11932938912847499	0.051911718834654202	0.061191197691257498	0.067367003367724998	0.11010101009500001	0.20813179413829999	0.29521813372560002	55	45	45	0	0.5544554455445545	0.45544554455445546	0.91089108910891092	0.44728018877393605	0.6496797707603279	0.3503202292396721	0.55271981122606395	0.45000000000000001	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	local_100kb	30000	1034.4827586206898	0.18647426647599999	100	0.21781279461257305	0.078875203262223373	0.12599470899685	0.12752861954270001	0.20577681577599999	0.34709668110074982	0.44137421837239987	63	37	37	0	0.63366336633663367	0.37623762376237624	0.75247524752475248	0.52764835944831678	0.72443342038544856	0.2755665796145515	0.47235164055168316	0.37	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	local_100kb	40000	1379.3103448275863	0.26775372774799999	100	0.29163809523875001	0.093472337950664036	0.17081962481425	0.18386820586205002	0.27724867724550001	0.42571524772064973	0.5414035594078499	55	45	45	0	0.5544554455445545	0.45544554455445546	0.91089108910891092	0.44728018877393605	0.6496797707603279	0.3503202292396721	0.55271981122606395	0.45000000000000001	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
gamma-smc.cosi2-gamma-analysis/v1	han_selected_s0p01	Han	selected	0.01	20240658	29	0.19513936356	32	0.16	paper_frac_posterior_mean_below	local_100kb	50000	1724.1379310344828	0.3404040404	100	0.34399826839748998	0.10010372977547337	0.20201851852005001	0.2219817219887	0.33089466089550001	0.47204617604444976	0.61070562770629955	48	52	52	0	0.48514851485148514	0.52475247524752477	0.97029702970297027	0.3790054801779586	0.58221023459369325	0.41778976540630669	0.62099451982204146	0.52000000000000002	0.0099009900990099011	exact_clopper_pearson_for_unadjusted_null_tail_probability	neutral_tail_plus_one_conservative_ties	same_demography_introgressed_g645_af_gate_present_segregating_neutral	True	larger_is_more_selected_no_flipping	descriptive_selected_unit_neutral_midrank_not_power
