summary_scope	aggregation_weighting	is_headline	minimum_paired_replicates_per_cell	n_total_biological_cells	n_biological_cells_with_pairs	n_biological_cells_meeting_minimum	n_biological_cells_in_detection_rate	base_specification_id	selection_coefficient	target_allele_frequency	metric	n_paired_replicates	tree_truth_mean	gamma_smc_mean	gamma_minus_truth_bias	mae	rmse	pearson	spearman	truth_expected_sign_count	truth_expected_sign_rate	truth_expected_sign_wilson95_low	truth_expected_sign_wilson95_high	gamma_expected_sign_count	gamma_expected_sign_rate	gamma_expected_sign_wilson95_low	gamma_expected_sign_wilson95_high	raw_truth_gamma_sign_agreement_count	raw_truth_gamma_sign_agreement_rate	raw_truth_gamma_sign_agreement_wilson95_low	raw_truth_gamma_sign_agreement_wilson95_high	truth_expected_sign_denominator	gamma_detection_given_truth_expected_sign_count	gamma_detection_given_truth_expected_sign_rate	gamma_detection_given_truth_expected_sign_wilson95_low	gamma_detection_given_truth_expected_sign_wilson95_high	interval_method	raw_sign_agreement_rule	detection_rule	pairing_rule
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p010_af80	0.01	0.8	alt_minus_ref_mean_tmrca_generations	2	-25345.69499199564	-12336.2148945	13009.480097495638	20964.03452982897	24672.602541584387	1.0	0.9999999999999999	2.0	1.0	0.34238022750665303	1.0	2.0	1.0	0.34238022750665303	1.0	2.0	1.0	0.34238022750665303	1.0	2.0	2.0	1.0	0.34238022750665303	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	0		0	intro_s0p010_af90	0.01	0.9	alt_minus_ref_mean_tmrca_generations	0								0.0				0.0				0.0				0.0	0.0				wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af10	0.005	0.1	alt_minus_ref_mean_tmrca_generations	10	-29530.584555202782	-15221.4877131	14309.096842102783	18234.644395239993	31847.747365332943	0.6745529966211791	0.7818181818181817	10.0	1.0	0.7224672001371107	0.9999999999999999	9.0	0.9	0.5958499732047615	0.9821237869049271	9.0	0.9	0.5958499732047615	0.9821237869049271	10.0	9.0	0.9	0.5958499732047615	0.9821237869049271	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af20	0.005	0.2	alt_minus_ref_mean_tmrca_generations	10	-27227.478749433143	-16804.750311310003	10422.728438123144	13724.976516997795	17306.3629403536	0.6712315730543692	0.6	9.0	0.9	0.5958499732047615	0.9821237869049271	9.0	0.9	0.5958499732047615	0.9821237869049271	10.0	1.0	0.7224672001371107	0.9999999999999999	9.0	9.0	1.0	0.7008549515804559	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af30	0.005	0.3	alt_minus_ref_mean_tmrca_generations	10	-15310.213995147798	-9235.2741814	6074.939813747798	11869.674256078122	18424.024611335215	0.37520679389548917	0.7212121212121211	9.0	0.9	0.5958499732047615	0.9821237869049271	8.0	0.8	0.49016247153664183	0.9433178485456247	9.0	0.9	0.5958499732047615	0.9821237869049271	9.0	8.0	0.8888888888888888	0.5650002944233439	0.9801091123614551	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af40	0.005	0.4	alt_minus_ref_mean_tmrca_generations	10	-31903.137165257205	-13132.384039100001	18770.753126157208	19765.01065609529	27887.29689096533	0.6672677378819426	0.5757575757575757	10.0	1.0	0.7224672001371107	0.9999999999999999	9.0	0.9	0.5958499732047615	0.9821237869049271	9.0	0.9	0.5958499732047615	0.9821237869049271	10.0	9.0	0.9	0.5958499732047615	0.9821237869049271	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af50	0.005	0.5	alt_minus_ref_mean_tmrca_generations	10	-36009.19505297566	-19610.1742628	16399.02079017566	17327.938348745643	22612.36817220776	0.6153151520835647	0.6363636363636362	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	10.0	1.0	0.7224672001371107	0.9999999999999999	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af60	0.005	0.6	alt_minus_ref_mean_tmrca_generations	10	-15559.866001058888	-8306.9828718	7252.883129258889	10441.863160347146	11614.908012034291	0.879196427998357	0.6606060606060605	8.0	0.8	0.49016247153664183	0.9433178485456247	8.0	0.8	0.49016247153664183	0.9433178485456247	10.0	1.0	0.7224672001371107	0.9999999999999999	8.0	8.0	1.0	0.6755924351161198	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af70	0.005	0.7	alt_minus_ref_mean_tmrca_generations	10	-12454.516805452457	-12228.78256379	225.73424166245633	6876.2268597156235	8452.392321910158	0.7586151421950761	0.8303030303030302	8.0	0.8	0.49016247153664183	0.9433178485456247	8.0	0.8	0.49016247153664183	0.9433178485456247	10.0	1.0	0.7224672001371107	0.9999999999999999	8.0	8.0	1.0	0.6755924351161198	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af80	0.005	0.8	alt_minus_ref_mean_tmrca_generations	10	-24817.52103636933	-10448.52774976	14368.99328660933	15771.323507382525	20896.42352869804	0.7498958330249996	0.7212121212121211	8.0	0.8	0.49016247153664183	0.9433178485456247	7.0	0.7	0.39677814746114537	0.8922087325936989	9.0	0.9	0.5958499732047615	0.9821237869049271	8.0	7.0	0.875	0.5291118177871464	0.9775825085499433	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p005_af90	0.005	0.9	alt_minus_ref_mean_tmrca_generations	4	-7837.057480066434	-3295.0042662875007	4542.053213778933	12383.566261927284	13741.37874576022	0.5709073874391415	0.7999999999999999	1.0	0.25	0.04558726080970055	0.6993581574175981	2.0	0.5	0.15003898915214947	0.8499610108478506	3.0	0.75	0.30064184258240184	0.9544127391902995	1.0	1.0	1.0	0.20654931437723745	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p001_af10	0.001	0.1	alt_minus_ref_mean_tmrca_generations	10	-23149.655775747393	-16532.9192026	6616.736573147394	8071.913243318822	10078.052285938316	0.7045518674092848	0.5030303030303029	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	10.0	1.0	0.7224672001371107	0.9999999999999999	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p001_af20	0.001	0.2	alt_minus_ref_mean_tmrca_generations	10	-29458.36161372317	-12367.759591600003	17090.602022123163	18581.764028372876	22663.771802925963	-0.11223300446275465	-0.11515151515151514	10.0	1.0	0.7224672001371107	0.9999999999999999	8.0	0.8	0.49016247153664183	0.9433178485456247	8.0	0.8	0.49016247153664183	0.9433178485456247	10.0	8.0	0.8	0.49016247153664183	0.9433178485456247	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p001_af30	0.001	0.3	alt_minus_ref_mean_tmrca_generations	10	-21054.416664027092	-13597.4100879	7457.006576127092	10319.830351261284	12469.75686708683	0.48372186933648115	0.3696969696969697	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	1.0	0.7224672001371107	0.9999999999999999	10.0	10.0	1.0	0.7224672001371107	0.9999999999999999	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p001_af40	0.001	0.4	alt_minus_ref_mean_tmrca_generations	8	-29833.836268824027	-15288.93013	14544.906138824028	15651.28552596864	19897.674827963467	0.1432583122770223	0.261904761904762	8.0	1.0	0.6755924351161198	1.0	8.0	1.0	0.6755924351161198	1.0	8.0	1.0	0.6755924351161198	1.0	8.0	8.0	1.0	0.6755924351161198	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p001_af50	0.001	0.5	alt_minus_ref_mean_tmrca_generations	5	-29866.105875081354	-16842.737864799998	13023.368010281352	16281.685222206794	24762.826466487066	0.9102905653329533	0.7	5.0	1.0	0.5655175352168251	1.0	5.0	1.0	0.5655175352168251	1.0	5.0	1.0	0.5655175352168251	1.0	5.0	5.0	1.0	0.5655175352168251	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p001_af60	0.001	0.6	alt_minus_ref_mean_tmrca_generations	4	-16559.50202126814	-14663.860822749999	1895.6411985181394	7941.081792552623	8663.331786779841	0.6821215567519014	0.39999999999999997	4.0	1.0	0.5101091635454027	1.0	3.0	0.75	0.30064184258240184	0.9544127391902995	3.0	0.75	0.30064184258240184	0.9544127391902995	4.0	3.0	0.75	0.30064184258240184	0.9544127391902995	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	0		0	intro_s0p001_af70	0.001	0.7	alt_minus_ref_mean_tmrca_generations	0								0.0				0.0				0.0				0.0	0.0				wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	1		1	intro_s0p001_af80	0.001	0.8	alt_minus_ref_mean_tmrca_generations	1	-8172.052983709602	-8550.260065999999	-378.207082290397	378.207082290397	378.207082290397			1.0	1.0	0.20654931437723745	1.0	1.0	1.0	0.20654931437723745	1.0	1.0	1.0	0.20654931437723745	1.0	1.0	1.0	1.0	0.20654931437723745	1.0	wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
cell	trajectory_equal_within_biological_cell	False		1	0		0	intro_s0p001_af90	0.001	0.9	alt_minus_ref_mean_tmrca_generations	0								0.0				0.0				0.0				0.0	0.0				wilson_trajectory_binomial	sign(tree_truth)==sign(gamma_smc)	Gamma has expected sweep sign among replicates whose tree truth has the expected sweep sign; jointly wrong signs never enter the numerator or denominator	one_truth_and_one_gamma_value_per_replicate
