summary_scope	base_specification_id	selection_coefficient	target_allele_frequency	genotype_class	threshold_years	n_paired_replicates	gamma_minus_truth_bias	mae	rmse	aggregation_weighting	pairing_rule
cell	intro_s0p001_af10	0.001	0.1	overall	50000.0	10	-0.034923562695	0.052190570995	0.0591335910620292	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	heterozygous	1000.0	10	0.0	0.0	0.0	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	heterozygous	4500.0	10	0.0	0.0	0.0	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	heterozygous	10000.0	10	2.7151873423000004e-15	2.7151873423000004e-15	6.920420101976388e-15	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	heterozygous	20000.0	10	1.473237119582011e-12	1.473237119582011e-12	3.4785338610450627e-12	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	heterozygous	30000.0	10	5.7185191610363e-11	5.7185191610363e-11	1.2957573470451455e-10	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	heterozygous	40000.0	10	1.2696123380790325e-09	1.2696123380790325e-09	2.3465868156586077e-09	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	heterozygous	50000.0	10	6.409080545512653e-08	6.409080545512653e-08	1.8349765470963744e-07	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_alt	1000.0	10	0.01394294871727	0.01394294871727	0.019563259110306798	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_alt	4500.0	10	0.043945164995907005	0.043945164995907005	0.058300643684938466	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_alt	10000.0	10	0.04977872495117368	0.10823780868784032	0.13720647038299538	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_alt	20000.0	10	0.024587237435330554	0.14819046845399722	0.16675245236612607	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_alt	30000.0	10	-0.12320327521737048	0.15162276304022765	0.17983711219887005	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_alt	40000.0	10	-0.18608352029563102	0.20675909092705957	0.237583297311102	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_alt	50000.0	10	-0.33436437351155307	0.33436437351155307	0.392884740344478	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_ref	1000.0	10	0.009627110636295459	0.009627110636295459	0.012679554698798367	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_ref	4500.0	10	0.012471710788484	0.01474276735574522	0.01663915260098527	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_ref	10000.0	10	0.022323360851889167	0.022323360851889167	0.027276589520286904	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_ref	20000.0	10	-0.0013651081099817595	0.03559189778248324	0.044137686501355286	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_ref	30000.0	10	-0.01445672124447231	0.05058797518908422	0.0704950027332635	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_ref	40000.0	10	-0.037963471975320094	0.05066223501282173	0.08312033644973905	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	hom_ref	50000.0	10	-0.04499378123722357	0.05685496490041749	0.08968943035299563	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	overall	1000.0	10	0.0067911932033	0.0067911932033	0.007866539632303953	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	overall	4500.0	10	0.012340382383	0.012340382383	0.015039772314160997	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	overall	10000.0	10	0.022328390017999997	0.022328390017999997	0.02674089596701535	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	overall	20000.0	10	0.012197898166	0.022775608478000003	0.026144663798597163	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	overall	30000.0	10	-0.016833319749	0.028558356307	0.033153349874931695	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	overall	40000.0	10	-0.039837461584	0.041778007282	0.053338883454143664	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af20	0.001	0.2	overall	50000.0	10	-0.056526198406	0.057245870726	0.06620222016455528	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	heterozygous	1000.0	10	0.0	0.0	0.0	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	heterozygous	4500.0	10	0.0	0.0	0.0	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	heterozygous	10000.0	10	0.0	0.0	0.0	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	heterozygous	20000.0	10	5.933730982e-17	5.933730982e-17	1.8764104925827576e-16	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	heterozygous	30000.0	10	9.598051599815001e-15	9.598051599815001e-15	2.918431535890955e-14	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	heterozygous	40000.0	10	3.3633456001767e-13	3.3633456001767e-13	9.755435101392468e-13	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	heterozygous	50000.0	10	5.196224650040722e-12	5.196224650040722e-12	1.4141080301194219e-11	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_alt	1000.0	10	0.01723513944512945	0.01723513944512945	0.023008620633309274	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_alt	4500.0	10	0.042211209239054595	0.045054585363721256	0.055223292544769036	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_alt	10000.0	10	0.07335653845108389	0.0746856728310839	0.0921184199119056	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_alt	20000.0	10	0.09949579004244724	0.1039894259291139	0.12412352755989305	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_alt	30000.0	10	-0.020152092456558947	0.1403751281425903	0.22152519073987897	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_alt	40000.0	10	-0.13286012184752516	0.15916115990458146	0.22282900581566056	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_alt	50000.0	10	-0.3036874279702855	0.3186925383436188	0.3854338097867203	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_ref	1000.0	10	0.012999767539945462	0.012999767539945462	0.016563915395817915	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_ref	4500.0	10	0.025711401616040085	0.033421813689050825	0.03886611127114069	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_ref	10000.0	10	0.022382314848949043	0.031986764458626464	0.038492241559768145	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_ref	20000.0	10	0.013794992136727972	0.028487077518950195	0.036087902421165864	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_ref	30000.0	10	0.0225488406253169	0.04116738118232172	0.04575209330273316	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_ref	40000.0	10	0.004989810632037327	0.046181734210926216	0.05595389124706754	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	hom_ref	50000.0	10	-0.014098865013490624	0.05832312755028437	0.06713648788364864	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	overall	1000.0	10	0.0074757106576000005	0.0074757106576000005	0.009205407165382772	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	overall	4500.0	10	0.017243931316599997	0.017243931316599997	0.018801065252409908	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	overall	10000.0	10	0.023267095600999998	0.023267095600999998	0.02806348336998741	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
